PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30888448","Superior knee flexor strength at 2 years with all-inside short-graft anterior cruciate ligament reconstruction vs a conventional hamstring technique","Kouloumentas P, Kavroudakis E, Charalampidis E, Kavroudakis D, Triantafyllopoulos GK.","Knee Surg Sports Traumatol Arthrosc. 2019 Nov;27(11):3592-3598. doi: 10.1007/s00167-019-05456-9. Epub 2019 Mar 19.","Kouloumentas P","Knee Surg Sports Traumatol Arthrosc","2019","2019/03/20","","","10.1007/s00167-019-05456-9"
"30882683","Single-tunnel anatomic double-bundle anterior cruciate ligament reconstruction has the same effectiveness as double femoral, double tibial tunnel: A prospective randomized study","Xiang X, Qu Z, Sun H, Ma X, Wang W, Huang L.","Medicine (Baltimore). 2019 Mar;98(11):e14851. doi: 10.1097/MD.0000000000014851.","Xiang X","Medicine (Baltimore)","2019","2019/03/19","PMC6426548","","10.1097/MD.0000000000014851"
"30822124","Acute Anterior Cruciate Ligament Rupture: Repair or Reconstruction? Two-Year Results of a Randomized Controlled Clinical Trial","Hoogeslag RAG, Brouwer RW, Boer BC, de Vries AJ, Huis In 't Veld R.","Am J Sports Med. 2019 Mar;47(3):567-577. doi: 10.1177/0363546519825878.","Hoogeslag RAG","Am J Sports Med","2019","2019/03/02","","","10.1177/0363546519825878"
"29959448","Cross-education improves quadriceps strength recovery after ACL reconstruction: a randomized controlled trial","Harput G, Ulusoy B, Yildiz TI, Demirci S, Eraslan L, Turhan E, Tunay VB.","Knee Surg Sports Traumatol Arthrosc. 2019 Jan;27(1):68-75. doi: 10.1007/s00167-018-5040-1. Epub 2018 Jun 29.","Harput G","Knee Surg Sports Traumatol Arthrosc","2019","2018/07/01","","","10.1007/s00167-018-5040-1"
"29937346","Single-Bundle Versus Double-Bundle Anterior Cruciate Ligament Reconstruction-5-Year Results","Mayr HO, Bruder S, Hube R, Bernstein A, Suedkamp NP, Stoehr A.","Arthroscopy. 2018 Sep;34(9):2647-2653. doi: 10.1016/j.arthro.2018.03.034. Epub 2018 Jun 21.","Mayr HO","Arthroscopy","2018","2018/06/26","","","10.1016/j.arthro.2018.03.034"
"29776815","Strength recovery after anterior cruciate ligament reconstruction with quadriceps tendon versus hamstring tendon autografts in soccer players: A randomized controlled trial","Martin-Alguacil JL, Arroyo-Morales M, Martín-Gomez JL, Monje-Cabrera IM, Abellán-Guillén JF, Esparza-Ros F, Lozano ML, Cantarero-Villanueva I.","Knee. 2018 Aug;25(4):704-714. doi: 10.1016/j.knee.2018.03.011.","Martin-Alguacil JL","Knee","2018","2018/05/20","","","10.1016/j.knee.2018.03.011"
"29741911","Long-term Comparison of Semitendinosus and Gracilis Tendon Versus Patellar Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A 17-Year Follow-up of a Randomized Controlled Trial","Sajovic M, Stropnik D, Skaza K.","Am J Sports Med. 2018 Jul;46(8):1800-1808. doi: 10.1177/0363546518768768. Epub 2018 May 9.","Sajovic M","Am J Sports Med","2018","2018/05/10","","","10.1177/0363546518768768"
"29730208","The Effect of Cartilage Fragments on Femoral Tunnel Widening After Anterior Cruciate Ligament Reconstruction: A Prospective Randomized Controlled Study","Zhang C, Pan J, Chen JD, Zhang YJ, Gu PC, Lin XJ, Cai YZ.","Arthroscopy. 2018 Jul;34(7):2218-2227. doi: 10.1016/j.arthro.2018.03.011. Epub 2018 May 3.","Zhang C","Arthroscopy","2018","2018/05/07","","","10.1016/j.arthro.2018.03.011"
"29678170","Self-reported functional recovery after reconstruction versus repair in acute anterior cruciate ligament rupture (ROTOR): a randomized controlled clinical trial","Boer BC, Hoogeslag RAG, Brouwer RW, Demmer A, Huis In 't Veld RMHA.","BMC Musculoskelet Disord. 2018 Apr 20;19(1):127. doi: 10.1186/s12891-018-2028-4.","Boer BC","BMC Musculoskelet Disord","2018","2018/04/22","PMC5910573","","10.1186/s12891-018-2028-4"
"29443537","A Randomized Clinical Trial to Evaluate Attached Hamstring Anterior Cruciate Ligament Graft Maturity With Magnetic Resonance Imaging","Liu S, Li H, Tao H, Sun Y, Chen S, Chen J.","Am J Sports Med. 2018 Apr;46(5):1143-1149. doi: 10.1177/0363546517752918. Epub 2018 Feb 14.","Liu S","Am J Sports Med","2018","2018/02/15","","","10.1177/0363546517752918"
"29421837","All-Inside Single-Bundle Reconstruction of the Anterior Cruciate Ligament with the Anterior Half of the Peroneus Longus Tendon Compared to the Semitendinosus Tendon: A Two-Year Follow-Up Study","Bi M, Zhao C, Zhang S, Yao B, Hong Z, Bi Q.","J Knee Surg. 2018 Nov;31(10):1022-1030. doi: 10.1055/s-0038-1627466. Epub 2018 Feb 8.","Bi M","J Knee Surg","2018","2018/02/09","","","10.1055/s-0038-1627466"
"28969952","Outcome of Hamstring Autograft With Preserved Insertions Compared With Free Hamstring Autograft in Anterior Cruciate Ligament Surgery at 2-Year Follow-up","Gupta R, Bahadur R, Malhotra A, Masih GD, Sood M, Gupta P, Mathur VK.","Arthroscopy. 2017 Dec;33(12):2208-2216. doi: 10.1016/j.arthro.2017.06.040. Epub 2017 Sep 29.","Gupta R","Arthroscopy","2017","2017/10/04","","","10.1016/j.arthro.2017.06.040"
"28840325","Tunnel widening after single- versus double-bundle anterior cruciate ligament reconstruction: a randomized 8-year follow-up study","Beyaz S, Güler ÜÖ, Demir Ş, Yüksel S, Çınar BM, Özkoç G, Akpınar S.","Arch Orthop Trauma Surg. 2017 Nov;137(11):1547-1555. doi: 10.1007/s00402-017-2774-z. Epub 2017 Aug 24.","Beyaz S","Arch Orthop Trauma Surg","2017","2017/08/26","","","10.1007/s00402-017-2774-z"
"28801704","No clinical differences between anteromedial portal and transtibial technique for femoral tunnel positioning in anterior cruciate ligament reconstruction: a prospective randomized, controlled trial","MacDonald P, Kim C, McRae S, Leiter J, Khan R, Whelan D.","Knee Surg Sports Traumatol Arthrosc. 2018 May;26(5):1335-1342. doi: 10.1007/s00167-017-4664-x. Epub 2017 Aug 11.","MacDonald P","Knee Surg Sports Traumatol Arthrosc","2018","2017/08/13","","","10.1007/s00167-017-4664-x"
"28674740","Changes in gait pattern and early functional results after ACL repair are comparable to those of ACL reconstruction","Schliemann B, Glasbrenner J, Rosenbaum D, Lammers K, Herbort M, Domnick C, Raschke MJ, Kösters C.","Knee Surg Sports Traumatol Arthrosc. 2018 Feb;26(2):374-380. doi: 10.1007/s00167-017-4618-3. Epub 2017 Jul 3.","Schliemann B","Knee Surg Sports Traumatol Arthrosc","2018","2017/07/05","","","10.1007/s00167-017-4618-3"
"28241715","[A prospective randomized control trial of arthroscopic surgery for stable ramp lesion of the medial meniscus]","Liu X, Feng H, Hong L, Zhang H.","Zhonghua Wai Ke Za Zhi. 2017 Mar 1;55(3):161-165. doi: 10.3760/cma.j.issn.0529-5815.2017.03.001.","Liu X","Zhonghua Wai Ke Za Zhi","2017","2017/03/01","","","10.3760/cma.j.issn.0529-5815.2017.03.001"
"27876265","A prospective randomized comparison of two distinct allogenic tissue constructs for anterior cruciate ligament reconstruction","Rose MB, Domes C, Farooqi M, Crawford DC.","Knee. 2016 Dec;23(6):1112-1120. doi: 10.1016/j.knee.2016.08.011. Epub 2016 Nov 18.","Rose MB","Knee","2016","2016/11/24","","","10.1016/j.knee.2016.08.011"
"27717747","Lack of stability at more than 12 months of follow-up after anterior cruciate ligament reconstruction using all-inside quadruple-stranded semitendinosus graft with adjustable cortical button fixation in both femoral and tibial sides","Bressy G, Brun V, Ferrier A, Dujardin D, Oubaya N, Morel N, Fontanin N, Ohl X.","Orthop Traumatol Surg Res. 2016 Nov;102(7):867-872. doi: 10.1016/j.otsr.2016.08.011. Epub 2016 Oct 4.","Bressy G","Orthop Traumatol Surg Res","2016","2016/10/09","","","10.1016/j.otsr.2016.08.011"
"27784622","Kinesio taping as a treatment method in the acute phase of ACL reconstruction: A double-blind, placebo-controlled study","Balki S, Göktaş HE, Öztemur Z.","Acta Orthop Traumatol Turc. 2016 Dec;50(6):628-634. doi: 10.1016/j.aott.2016.03.005. Epub 2016 Oct 24.","Balki S","Acta Orthop Traumatol Turc","2016","2016/10/28","PMC6197419","","10.1016/j.aott.2016.03.005"
"27435334","Acute MCL and ACL injuries: first results of minimal-invasive MCL ligament bracing with combined ACL single-bundle reconstruction","Ateschrang A, Döbele S, Freude T, Stöckle U, Schröter S, Kraus TM.","Arch Orthop Trauma Surg. 2016 Sep;136(9):1265-1272. doi: 10.1007/s00402-016-2497-6. Epub 2016 Jul 19.","Ateschrang A","Arch Orthop Trauma Surg","2016","2016/07/21","","","10.1007/s00402-016-2497-6"
"27388213","Hamstring graft tibial insertion preservation versus detachment in anterior cruciate ligament reconstruction: a prospective randomized comparative study","Ruffilli A, Pagliazzi G, Ferranti E, Busacca M, Capannelli D, Buda R.","Eur J Orthop Surg Traumatol. 2016 Aug;26(6):657-64. doi: 10.1007/s00590-016-1812-9. Epub 2016 Jul 7.","Ruffilli A","Eur J Orthop Surg Traumatol","2016","2016/07/09","","","10.1007/s00590-016-1812-9"
"27376940","Correlation of tunnel widening and tunnel positioning with short-term functional outcomes in single-bundle anterior cruciate ligament reconstruction using patellar tendon versus hamstring graft: a prospective study","Biswal UK, Balaji G, Nema S, Poduval M, Menon J, Patro DK.","Eur J Orthop Surg Traumatol. 2016 Aug;26(6):647-55. doi: 10.1007/s00590-016-1809-4. Epub 2016 Jul 4.","Biswal UK","Eur J Orthop Surg Traumatol","2016","2016/07/05","","","10.1007/s00590-016-1809-4"
"27343215","Comparison Between Single- and Double-Bundle Anterior Cruciate Ligament Reconstruction With 6- to 8-Stranded Hamstring Autograft: A Prospective, Randomized Clinical Trial","Liu Y, Cui G, Yan H, Yang Y, Ao Y.","Am J Sports Med. 2016 Sep;44(9):2314-22. doi: 10.1177/0363546516650876. Epub 2016 Jun 24.","Liu Y","Am J Sports Med","2016","2016/06/26","","","10.1177/0363546516650876"
"27229354","A Randomized Controlled Trial With Mean 16-Year Follow-up Comparing Hamstring and Patellar Tendon Autografts in Anterior Cruciate Ligament Reconstruction","Björnsson H, Samuelsson K, Sundemo D, Desai N, Sernert N, Rostgård-Christensen L, Karlsson J, Kartus J.","Am J Sports Med. 2016 Sep;44(9):2304-13. doi: 10.1177/0363546516646378. Epub 2016 May 26.","Björnsson H","Am J Sports Med","2016","2016/05/28","","","10.1177/0363546516646378"
"27159308","Effect of Matching or Overconstraining Knee Laxity During Anterior Cruciate Ligament Reconstruction on Knee Osteoarthritis and Clinical Outcomes: A Randomized Controlled Trial With 84-Month Follow-up","Akelman MR, Fadale PD, Hulstyn MJ, Shalvoy RM, Garcia A, Chin KE, Duryea J, Badger GJ, Tung GA, Fleming BC.","Am J Sports Med. 2016 Jul;44(7):1660-70. doi: 10.1177/0363546516638387. Epub 2016 Apr 19.","Akelman MR","Am J Sports Med","2016","2016/05/10","PMC4930731","NIHMS763995","10.1177/0363546516638387"
"27120190","Resorbable screw and sheath versus resorbable interference screw and staples for ACL reconstruction: a comparison of two tibial fixation methods","Carulli C, Matassi F, Soderi S, Sirleo L, Munz G, Innocenti M.","Knee Surg Sports Traumatol Arthrosc. 2017 Apr;25(4):1264-1271. doi: 10.1007/s00167-016-4135-9. Epub 2016 Apr 27.","Carulli C","Knee Surg Sports Traumatol Arthrosc","2017","2016/04/28","","","10.1007/s00167-016-4135-9"
"26980844","A Randomized Clinical Trial to Assess the Clinical Effectiveness of a Measured Objective Tensioning Device in Hamstring Anterior Cruciate Ligament Reconstruction","Grunau PD, Arneja S, Leith JM.","Am J Sports Med. 2016 Jun;44(6):1482-6. doi: 10.1177/0363546516634021. Epub 2016 Mar 15.","Grunau PD","Am J Sports Med","2016","2016/03/17","","","10.1177/0363546516634021"
"26948548","Comparison of Anatomic Double- and Single-Bundle Techniques for Anterior Cruciate Ligament Reconstruction Using Hamstring Tendon Autografts: A Prospective Randomized Study With 5-Year Clinical and Radiographic Follow-up","Karikis I, Desai N, Sernert N, Rostgard-Christensen L, Kartus J.","Am J Sports Med. 2016 May;44(5):1225-36. doi: 10.1177/0363546515626543. Epub 2016 Mar 6.","Karikis I","Am J Sports Med","2016","2016/03/08","","","10.1177/0363546515626543"
"26838934","Prospective Randomized Study of Objective and Subjective Clinical Results Between Double-Bundle and Single-Bundle Anterior Cruciate Ligament Reconstruction","Sasaki S, Tsuda E, Hiraga Y, Yamamoto Y, Maeda S, Sasaki E, Ishibashi Y.","Am J Sports Med. 2016 Apr;44(4):855-64. doi: 10.1177/0363546515624471. Epub 2016 Feb 2.","Sasaki S","Am J Sports Med","2016","2016/02/04","","","10.1177/0363546515624471"
"26725050","No significant difference in clinical outcome and knee stability between patellar tendon and semitendinosus tendon in anterior cruciate ligament reconstruction","Konrads C, Reppenhagen S, Plumhoff P, Hoberg M, Rudert M, Barthel T.","Arch Orthop Trauma Surg. 2016 Apr;136(4):521-5. doi: 10.1007/s00402-015-2386-4. Epub 2016 Jan 2.","Konrads C","Arch Orthop Trauma Surg","2016","2016/01/04","","","10.1007/s00402-015-2386-4"
"28327683","Infra Patellar Branch of Saphenous Nerve Injury during Hamstring Graft Harvest: Vertical versus Oblique Incisions","Joshi A, Kayasth N, Shrestha S, Kc BR.","J Nepal Health Res Counc. 2016 Sep;14(34):180-185.","Joshi A","J Nepal Health Res Counc","2016","2017/03/23","","",""
"26578718","Comparison of Patellar Tendon and Hamstring Tendon Anterior Cruciate Ligament Reconstruction: A 15-Year Follow-up of a Randomized Controlled Trial","Webster KE, Feller JA, Hartnett N, Leigh WB, Richmond AK.","Am J Sports Med. 2016 Jan;44(1):83-90. doi: 10.1177/0363546515611886. Epub 2015 Nov 17.","Webster KE","Am J Sports Med","2016","2015/11/19","","","10.1177/0363546515611886"
"26321112","Single-Bundle Versus Double-Bundle Anterior Cruciate Ligament Reconstruction: A Comparative 2-Year Follow-up","Mayr HO, Benecke P, Hoell A, Schmitt-Sody M, Bernstein A, Suedkamp NP, Stoehr A.","Arthroscopy. 2016 Jan;32(1):34-42. doi: 10.1016/j.arthro.2015.06.029. Epub 2015 Aug 28.","Mayr HO","Arthroscopy","2016","2015/09/01","","","10.1016/j.arthro.2015.06.029"
"26231151","The effectiveness of Pilates for partial anterior cruciate ligament injury","Çelik D, Turkel N.","Knee Surg Sports Traumatol Arthrosc. 2017 Aug;25(8):2357-2364. doi: 10.1007/s00167-015-3718-1. Epub 2015 Aug 1.","Çelik D","Knee Surg Sports Traumatol Arthrosc","2017","2015/08/02","","","10.1007/s00167-015-3718-1"
"26164058","Reruptures, Reinjuries, and Revisions at a Minimum 2-Year Follow-up: A Randomized Clinical Trial Comparing 3 Graft Types for ACL Reconstruction","Mohtadi N, Chan D, Barber R, Paolucci EO.","Clin J Sport Med. 2016 Mar;26(2):96-107. doi: 10.1097/JSM.0000000000000209.","Mohtadi N","Clin J Sport Med","2016","2015/07/13","","","10.1097/JSM.0000000000000209"
"26109611","Bioabsorbable Versus Titanium Screws in Anterior Cruciate Ligament Reconstruction Using Hamstring Autograft: A Prospective, Blinded, Randomized Controlled Trial With 5-Year Follow-up","Arama Y, Salmon LJ, Sri-Ram K, Linklater J, Roe JP, Pinczewski LA.","Am J Sports Med. 2015 Aug;43(8):1893-901. doi: 10.1177/0363546515588926. Epub 2015 Jun 24.","Arama Y","Am J Sports Med","2015","2015/06/26","","","10.1177/0363546515588926"
"26051483","Post-operative bracing after ACL reconstruction has no effect on knee joint effusion. A prospective, randomized study","Lindström M, Wredmark T, Wretling ML, Henriksson M, Felländer-Tsai L.","Knee. 2015 Dec;22(6):559-64. doi: 10.1016/j.knee.2015.04.015. Epub 2015 Jun 6.","Lindström M","Knee","2015","2015/06/09","","","10.1016/j.knee.2015.04.015"
"25854500","No difference in osteoarthritis after surgical and non-surgical treatment of ACL-injured knees after 10 years","Tsoukas D, Fotopoulos V, Basdekis G, Makridis KG.","Knee Surg Sports Traumatol Arthrosc. 2016 Sep;24(9):2953-2959. doi: 10.1007/s00167-015-3593-9. Epub 2015 Apr 9.","Tsoukas D","Knee Surg Sports Traumatol Arthrosc","2016","2015/04/10","","","10.1007/s00167-015-3593-9"
"25749430","[Knee laxity in anterior cruciate ligament reconstruction : The influence of graft rotation using interference screw fixation]","Offerhaus C, Balke M, Braas M, Pennig D, Gick S, Höher J.","Orthopade. 2015 Mar;44(3):231-7. doi: 10.1007/s00132-015-3102-3.","Offerhaus C","Orthopade","2015","2015/03/10","","","10.1007/s00132-015-3102-3"
"25646363","Effect of posterolateral bundle graft fixation angles on clinical outcomes in double-bundle anterior cruciate ligament reconstruction: a randomized controlled trial","Koga H, Muneta T, Yagishita K, Watanabe T, Mochizuki T, Horie M, Nakamura T, Otabe K, Sekiya I.","Am J Sports Med. 2015 May;43(5):1157-64. doi: 10.1177/0363546514567069. Epub 2015 Feb 2.","Koga H","Am J Sports Med","2015","2015/02/04","","","10.1177/0363546514567069"
"25630275","A new technique in double-bundle anterior cruciate ligament reconstruction with implant-free tibial fixation","Sacramento SN, Magalhães E, Christel P, Ingham S, Fukuda TY.","Knee Surg Sports Traumatol Arthrosc. 2016 Sep;24(9):2831-2837. doi: 10.1007/s00167-014-3430-6. Epub 2015 Jan 29.","Sacramento SN","Knee Surg Sports Traumatol Arthrosc","2016","2015/01/30","","","10.1007/s00167-014-3430-6"
"25514139","A Randomized Clinical Trial Comparing Patellar Tendon, Hamstring Tendon, and Double-Bundle ACL Reconstructions: Patient-Reported and Clinical Outcomes at a Minimal 2-Year Follow-up","Mohtadi N, Chan D, Barber R, Oddone Paolucci E.","Clin J Sport Med. 2015 Jul;25(4):321-31. doi: 10.1097/JSM.0000000000000165.","Mohtadi N","Clin J Sport Med","2015","2014/12/17","","","10.1097/JSM.0000000000000165"
"25381471","A comparison of acute and chronic anterior cruciate ligament reconstruction using LARS artificial ligaments: a randomized prospective study with a 5-year follow-up","Chen J, Gu A, Jiang H, Zhang W, Yu X.","Arch Orthop Trauma Surg. 2015 Jan;135(1):95-102. doi: 10.1007/s00402-014-2108-3. Epub 2014 Nov 9.","Chen J","Arch Orthop Trauma Surg","2015","2014/11/10","","","10.1007/s00402-014-2108-3"
"25349264","Intratunnel versus extratunnel autologous hamstring double-bundle graft for anterior cruciate ligament reconstruction: a comparison of 2 femoral fixation procedures","Ibrahim SA, Abdul Ghafar S, Marwan Y, Mahgoub AM, Al Misfer A, Farouk H, Wagdy M, Alherran H, Khirait S.","Am J Sports Med. 2015 Jan;43(1):161-8. doi: 10.1177/0363546514554189. Epub 2014 Oct 27.","Ibrahim SA","Am J Sports Med","2015","2014/10/29","","","10.1177/0363546514554189"
"25242512","Mid- to long-term results of single-bundle versus double-bundle anterior cruciate ligament reconstruction: randomized controlled trial","Koga H, Muneta T, Yagishita K, Watanabe T, Mochizuki T, Horie M, Nakamura T, Otabe K, Sekiya I.","Arthroscopy. 2015 Jan;31(1):69-76. doi: 10.1016/j.arthro.2014.07.020. Epub 2014 Sep 18.","Koga H","Arthroscopy","2015","2014/09/23","","","10.1016/j.arthro.2014.07.020"
"25192689","Anterior cruciate ligament reconstruction and return to sport activity: postural control as the key to success","Papalia R, Franceschi F, Tecame A, D'Adamio S, Maffulli N, Denaro V.","Int Orthop. 2015 Mar;39(3):527-34. doi: 10.1007/s00264-014-2513-9. Epub 2014 Sep 6.","Papalia R","Int Orthop","2015","2014/09/07","","","10.1007/s00264-014-2513-9"
"25128968","A comparison of ACL reconstruction using patellar tendon versus hamstring autograft in female patients: a prospective randomised study","Kautzner J, Kos P, Hanus M, Trc T, Havlas V.","Int Orthop. 2015 Jan;39(1):125-30. doi: 10.1007/s00264-014-2495-7. Epub 2014 Aug 17.","Kautzner J","Int Orthop","2015","2014/08/18","","","10.1007/s00264-014-2495-7"
"24901918","The effect of progressive eccentric and concentric training on functional performance after autogenous hamstring anterior cruciate ligament reconstruction: a randomized controlled study","Kınıklı GI, Yüksel I, Baltacı G, Atay OA.","Acta Orthop Traumatol Turc. 2014;48(3):283-9. doi: 10.3944/AOTT.2014.13.0111.","Kınıklı GI","Acta Orthop Traumatol Turc","2014","2014/06/06","","","10.3944/AOTT.2014.13.0111"
"24825597","Primary anterior cruciate ligament reconstruction in athletes: a 5-year follow up comparing patellar tendon versus hamstring tendon autograft","Leitgeb J, Köttstorfer J, Schuster R, Kovar FM, Platzer P, Aldrian S.","Wien Klin Wochenschr. 2014 Jul;126(13-14):397-402. doi: 10.1007/s00508-014-0550-4. Epub 2014 May 14.","Leitgeb J","Wien Klin Wochenschr","2014","2014/05/15","","","10.1007/s00508-014-0550-4"
"24755056","[Anatomical ACL reconstruction by a double- versus a single-bundle technique. Prospective randomised study of short-term clinical results]","Zeman P, Koudela K, Kasl J, Nepraš P, Zeman J, Matějka J.","Acta Chir Orthop Traumatol Cech. 2014;81(1):40-50.","Zeman P","Acta Chir Orthop Traumatol Cech","2014","2014/04/24","","",""
"24644301","Increased risk of osteoarthritis after anterior cruciate ligament reconstruction: a 14-year follow-up study of a randomized controlled trial","Barenius B, Ponzer S, Shalabi A, Bujak R, Norlén L, Eriksson K.","Am J Sports Med. 2014 May;42(5):1049-57. doi: 10.1177/0363546514526139. Epub 2014 Mar 18.","Barenius B","Am J Sports Med","2014","2014/03/20","","","10.1177/0363546514526139"
"24582053","Reduction of tunnel enlargement with use of autologous ruptured tissue in anterior cruciate ligament reconstruction: a pilot clinical trial","Matsumoto T, Kuroda R, Matsushita T, Araki D, Hoshino Y, Nagamune K, Kurosaka M.","Arthroscopy. 2014 Apr;30(4):468-74. doi: 10.1016/j.arthro.2013.12.014. Epub 2014 Feb 25.","Matsumoto T","Arthroscopy","2014","2014/03/04","","","10.1016/j.arthro.2013.12.014"
"24560350","Shockwave therapy improves anterior cruciate ligament reconstruction","Wang CJ, Ko JY, Chou WY, Hsu SL, Ko SF, Huang CC, Chang HW.","J Surg Res. 2014 May 1;188(1):110-8. doi: 10.1016/j.jss.2014.01.050. Epub 2014 Jan 31.","Wang CJ","J Surg Res","2014","2014/02/25","","","10.1016/j.jss.2014.01.050"
"24531357","Role of gracilis harvesting in four-strand hamstring tendon anterior cruciate ligament reconstruction: a double-blinded prospective randomized clinical trial","Karimi-Mobarakeh M, Mardani-Kivi M, Mortazavi A, Saheb-Ekhtiari K, Hashemi-Motlagh K.","Knee Surg Sports Traumatol Arthrosc. 2015 Apr;23(4):1086-91. doi: 10.1007/s00167-014-2890-z. Epub 2014 Feb 15.","Karimi-Mobarakeh M","Knee Surg Sports Traumatol Arthrosc","2015","2014/02/18","","","10.1007/s00167-014-2890-z"
"24005332","Femoral fixation of hamstring tendon grafts in ACL reconstructions: the 2-year follow-up results of a prospective randomized controlled study","Gifstad T, Drogset JO, Grøntvedt T, Hortemo GS.","Knee Surg Sports Traumatol Arthrosc. 2014 Sep;22(9):2153-62. doi: 10.1007/s00167-013-2652-3. Epub 2013 Sep 5.","Gifstad T","Knee Surg Sports Traumatol Arthrosc","2014","2013/09/06","","","10.1007/s00167-013-2652-3"
"24001575","Ipsilateral versus contralateral hamstring grafts in anterior cruciate ligament reconstruction: a prospective randomized trial","McRae S, Leiter J, McCormack R, Old J, MacDonald P.","Am J Sports Med. 2013 Nov;41(11):2492-9. doi: 10.1177/0363546513499140. Epub 2013 Sep 3.","McRae S","Am J Sports Med","2013","2013/09/05","","","10.1177/0363546513499140"
"23949133","[Knee laxity in anterior cruciate ligament reconstruction. The influence of graft rotation using interference screw fixation]","Offerhaus C, Balke M, Braas M, Pennig D, Gick S, Höher J.","Unfallchirurg. 2014 Sep;117(9):822-8. doi: 10.1007/s00113-013-2420-3.","Offerhaus C","Unfallchirurg","2014","2013/08/17","","","10.1007/s00113-013-2420-3"
"23921339","A prospective randomized study comparing double- and single-bundle techniques for anterior cruciate ligament reconstruction","Ahldén M, Sernert N, Karlsson J, Kartus J.","Am J Sports Med. 2013 Nov;41(11):2484-91. doi: 10.1177/0363546513497926. Epub 2013 Aug 6.","Ahldén M","Am J Sports Med","2013","2013/08/08","","","10.1177/0363546513497926"
"23793303","Prospective clinical comparisons of semitendinosus versus semitendinosus and gracilis tendon autografts for anatomic double-bundle anterior cruciate ligament reconstruction","Inagaki Y, Kondo E, Kitamura N, Onodera J, Yagi T, Tanaka Y, Yasuda K.","J Orthop Sci. 2013 Sep;18(5):754-61. doi: 10.1007/s00776-013-0427-9. Epub 2013 Jun 21.","Inagaki Y","J Orthop Sci","2013","2013/06/25","","","10.1007/s00776-013-0427-9"
"23698210","Nanohydroxyapatite-based bone graft substitute in tunnel enlargement after ACL surgery: RMN study","Iorio R, Di Sanzo V, Vadalà A, Mazza D, Valeo L, Messano GA, Redler A, Iorio C, Bolle G, Conteduca F, Ferretti A.","Clin Ter. 2013;164(2):e101-6. doi: 10.7417/CT.2013.1540.","Iorio R","Clin Ter","2013","2013/05/24","","","10.7417/CT.2013.1540"
"23579334","The effects of early aggressive rehabilitation on outcomes after anterior cruciate ligament reconstruction using autologous hamstring tendon: a randomized clinical trial","Christensen JC, Goldfine LR, West HS.","J Sport Rehabil. 2013 Aug;22(3):191-201. doi: 10.1123/jsr.22.3.191. Epub 2013 Apr 9.","Christensen JC","J Sport Rehabil","2013","2013/04/13","","","10.1123/jsr.22.3.191"
"23460328","The effect of early whole-body vibration therapy on neuromuscular control after anterior cruciate ligament reconstruction: a randomized controlled trial","Fu CL, Yung SH, Law KY, Leung KH, Lui PY, Siu HK, Chan KM.","Am J Sports Med. 2013 Apr;41(4):804-14. doi: 10.1177/0363546513476473. Epub 2013 Mar 4.","Fu CL","Am J Sports Med","2013","2013/03/06","","","10.1177/0363546513476473"
"23423316","Open kinetic chain exercises in a restricted range of motion after anterior cruciate ligament reconstruction: a randomized controlled clinical trial","Fukuda TY, Fingerhut D, Moreira VC, Camarini PM, Scodeller NF, Duarte A Jr, Martinelli M, Bryk FF.","Am J Sports Med. 2013 Apr;41(4):788-94. doi: 10.1177/0363546513476482. Epub 2013 Feb 19.","Fukuda TY","Am J Sports Med","2013","2013/02/21","","","10.1177/0363546513476482"
"23307675","The impact of platelet-rich plasma on the prevention of tunnel widening in anterior cruciate ligament reconstruction using quadrupled autologous hamstring tendon: a randomised clinical trial","Mirzatolooei F, Alamdari MT, Khalkhali HR.","Bone Joint J. 2013 Jan;95-B(1):65-9. doi: 10.1302/0301-620X.95B1.30487.","Mirzatolooei F","Bone Joint J","2013","2013/01/12","","","10.1302/0301-620X.95B1.30487"
"23276416","Does press-fit technique reduce tunnel volume enlargement after anterior cruciate ligament reconstruction with autologous hamstring tendons? A prospective randomized computed tomography study","Hwang DH, Shetty GM, Kim JI, Kwon JH, Song JK, Muñoz M, Lee JS, Nha KW.","Arthroscopy. 2013 Jan;29(1):83-8. doi: 10.1016/j.arthro.2012.07.007.","Hwang DH","Arthroscopy","2013","2013/01/02","","","10.1016/j.arthro.2012.07.007"
"23276415","Randomized controlled trial of osteoconductive fixation screws for anterior cruciate ligament reconstruction: a comparison of the Calaxo and Milagro screws","Bourke HE, Salmon LJ, Waller A, Winalski CS, Williams HA, Linklater JM, Vasanji A, Roe JP, Pinczewski LA.","Arthroscopy. 2013 Jan;29(1):74-82. doi: 10.1016/j.arthro.2012.10.021.","Bourke HE","Arthroscopy","2013","2013/01/02","","","10.1016/j.arthro.2012.10.021"
"23268821","Comparison of short term clinical outcomes between transtibial and transportal TransFix® femoral fixation in hamstring ACL reconstruction","Mirzatolooei F.","Acta Orthop Traumatol Turc. 2012;46(5):361-6. doi: 10.3944/aott.2012.2679.","Mirzatolooei F","Acta Orthop Traumatol Turc","2012","2012/12/28","","","10.3944/aott.2012.2679"
