,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
126,10925649,[Transplant fixation by anterior cruciate ligament reconstruction. Metal vs. bioabsorbable polyglyconate interference screw. A prospective randomized study of 40 patients],"Hackl W, Fink C, Benedetto KP, Hoser C.",Unfallchirurg. 2000 Jun;103(6):468-74. doi: 10.1007/s001130050567.,Hackl W,Unfallchirurg,2000,2000/08/05,,,10.1007/s001130050567
127,10882444,Bioabsorbable polyglyconate interference screw fixation in anterior cruciate ligament reconstruction: a prospective computed tomography-controlled study,"Fink C, Benedetto KP, Hackl W, Hoser C, Freund MC, Rieger M.",Arthroscopy. 2000 Jul-Aug;16(5):491-8. doi: 10.1053/jars.2000.4633.,Fink C,Arthroscopy,2000,2000/07/06,,,10.1053/jars.2000.4633
128,10591941,Bone-patellar tendon-bone reconstruction of the anterior cruciate ligament. A long-term comparison of early and late repair,"Järvelä T, Nyyssönen M, Kannus P, Paakkala T, Järvinen M.",Int Orthop. 1999;23(4):227-31. doi: 10.1007/s002640050357.,Järvelä T,Int Orthop,1999,1999/12/11,PMC3619742,,10.1007/s002640050357
129,10530835,Arthroscopic reconstruction of the anterior cruciate ligament with patellar-tendon autograft and interference screw fixation. The results at seven years,"Jomha NM, Pinczewski LA, Clingeleffer A, Otto DD.",J Bone Joint Surg Br. 1999 Sep;81(5):775-9. doi: 10.1302/0301-620x.81b5.8644.,Jomha NM,J Bone Joint Surg Br,1999,1999/10/26,,,10.1302/0301-620x.81b5.8644
130,10525698,"Bone tunnel enlargement after anterior cruciate ligament reconstruction with the hamstring autograft and endobutton fixation technique. A clinical, radiographic and magnetic resonance imaging study with 2 years follow-up","Jansson KA, Harilainen A, Sandelin J, Karjalainen PT, Aronen HJ, Tallroth K.",Knee Surg Sports Traumatol Arthrosc. 1999;7(5):290-5. doi: 10.1007/s001670050166.,Jansson KA,Knee Surg Sports Traumatol Arthrosc,1999,1999/10/20,,,10.1007/s001670050166
131,10424549,Bioabsorbable interference screws for graft fixation in anterior cruciate ligament reconstruction,"McGuire DA, Barber FA, Elrod BF, Paulos LE.",Arthroscopy. 1999 Jul-Aug;15(5):463-73. doi: 10.1053/ar.1999.v15.015046001.,McGuire DA,Arthroscopy,1999,1999/07/29,,,10.1053/ar.1999.v15.015046001
132,10401653,Ultrasound evaluation of gravity induced anterior drawer following anterior cruciate ligament lesion,"Gebhard F, Authenrieth M, Strecker W, Kinzl L, Hehl G.",Knee Surg Sports Traumatol Arthrosc. 1999;7(3):166-72. doi: 10.1007/s001670050142.,Gebhard F,Knee Surg Sports Traumatol Arthrosc,1999,1999/07/13,,,10.1007/s001670050142
133,10401652,"Analysis of subjective, objective and functional examination tests after anterior cruciate ligament reconstruction. A follow-up of 527 patients","Sernert N, Kartus J, Köhler K, Stener S, Larsson J, Eriksson BI, Karlsson J.",Knee Surg Sports Traumatol Arthrosc. 1999;7(3):160-5. doi: 10.1007/s001670050141.,Sernert N,Knee Surg Sports Traumatol Arthrosc,1999,1999/07/13,,,10.1007/s001670050141
134,9848597,The effect of different graft tensioning in anterior cruciate ligament reconstruction: a prospective randomized study,"van Kampen A, Wymenga AB, van der Heide HJ, Bakens HJ.",Arthroscopy. 1998 Nov-Dec;14(8):845-50. doi: 10.1016/s0749-8063(98)70022-2.,van Kampen A,Arthroscopy,1998,1998/12/16,,,10.1016/s0749-8063(98)70022-2
135,9739219,[Endoscopic versus limited open technique for replacement of the anterior cruciate ligament. 4 years outcome of a prospective study],"Gerich TG, Lattermann C, Bosch U, Lobenhoffer HP, Tscherne H.",Unfallchirurg. 1998 Jul;101(7):551-6. doi: 10.1007/s001130050308.,Gerich TG,Unfallchirurg,1998,1998/09/18,,,10.1007/s001130050308
136,9604192,No benefit of bracing on the early outcome after anterior cruciate ligament reconstruction,"Muellner T, Alacamlioglu Y, Nikolic A, Schabus R.",Knee Surg Sports Traumatol Arthrosc. 1998;6(2):88-92. doi: 10.1007/s001670050078.,Muellner T,Knee Surg Sports Traumatol Arthrosc,1998,1998/05/30,,,10.1007/s001670050078
137,9604191,Closing patellar tendon defects after anterior cruciate ligament reconstruction: absence of any benefit,"Brandsson S, Faxén E, Eriksson BI, Kälebo P, Swärd L, Lundin O, Karlsson J.",Knee Surg Sports Traumatol Arthrosc. 1998;6(2):82-7. doi: 10.1007/s001670050077.,Brandsson S,Knee Surg Sports Traumatol Arthrosc,1998,1998/05/30,,,10.1007/s001670050077
138,9604189,Arthroscopic intra- and extra-articular anterior cruciate ligament reconstruction with gracilis and semitendinosus tendons,"Marcacci M, Zaffagnini S, Iacono F, Neri MP, Loreti I, Petitto A.",Knee Surg Sports Traumatol Arthrosc. 1998;6(2):68-75. doi: 10.1007/s001670050075.,Marcacci M,Knee Surg Sports Traumatol Arthrosc,1998,1998/05/30,,,10.1007/s001670050075
139,9533048,The effect of pretwisting the ACL autograft on knee laxity,"Diduch DR, Mann J, Geary SP, Scott WN, Huie G.",Am J Knee Surg. 1998 Winter;11(1):15-9.,Diduch DR,Am J Knee Surg,1998,1998/04/09,,,
140,9520889,Home based rehabilitation for anterior cruciate ligament reconstruction,"Fischer DA, Tewes DP, Boyd JL, Smith JP, Quick DC.",Clin Orthop Relat Res. 1998 Feb;(347):194-9.,Fischer DA,Clin Orthop Relat Res,1998,1998/04/01,,,
141,9430569,One- versus two-incision technique for anterior cruciate ligament reconstruction with patellar tendon graft. Results on early rehabilitation and stability,"Gerich TG, Lattermann C, Fremerey RW, Zeichen J, Lobenhoffer HP.",Knee Surg Sports Traumatol Arthrosc. 1997;5(4):213-6. doi: 10.1007/s001670050052.,Gerich TG,Knee Surg Sports Traumatol Arthrosc,1997,1997/01/01,,,10.1007/s001670050052
142,9377970,[Arthroscopy or arthrotomy in anterior cruciate ligament reconstruction with autogenous bone-tendon-bone-graft],"Witoński D, Kozłowski P.",Chir Narzadow Ruchu Ortop Pol. 1997;62(3):233-8.,Witoński D,Chir Narzadow Ruchu Ortop Pol,1997,1997/01/01,,,
143,9266294,Anterior cruciate ligament reconstruction by mini-arthrotomy,"al-Zarahini S, Franceschi JP, Coste J, Zerroug B, al-Sebai W.",Int Orthop. 1997;21(3):161-3. doi: 10.1007/s002640050141.,al-Zarahini S,Int Orthop,1997,1997/01/01,PMC3617678,,10.1007/s002640050141
144,9127846,Use of an extension-assisting brace following anterior cruciate ligament reconstruction,"Feller J, Bartlett J, Chapman S, Delahunt M.",Knee Surg Sports Traumatol Arthrosc. 1997;5(1):6-9. doi: 10.1007/s001670050016.,Feller J,Knee Surg Sports Traumatol Arthrosc,1997,1997/01/01,,,10.1007/s001670050016
145,8947399,Proprioception in anterior cruciate ligament-deficient and reconstructed knees,"MacDonald PB, Hedden D, Pacin O, Sutherland K.",Am J Sports Med. 1996 Nov-Dec;24(6):774-8. doi: 10.1177/036354659602400612.,MacDonald PB,Am J Sports Med,1996,1996/11/01,,,10.1177/036354659602400612
146,8896099,Anterior cruciate ligament reconstruction with the patellar tendon--augmentation or not? A 2-year follow-up of 82 patients,"Thuresson P, Sandberg R, Johansson O, Balkfors B, Westlin N.",Scand J Med Sci Sports. 1996 Aug;6(4):247-54. doi: 10.1111/j.1600-0838.1996.tb00099.x.,Thuresson P,Scand J Med Sci Sports,1996,1996/08/01,,,10.1111/j.1600-0838.1996.tb00099.x
147,8775721,"Comparison between two techniques for surgical repair of the acutely torn anterior cruciate ligament. A prospective, randomized follow-up study of 48 patients","Grøntvedt T, Engebretsen L.",Scand J Med Sci Sports. 1995 Dec;5(6):358-63. doi: 10.1111/j.1600-0838.1995.tb00059.x.,Grøntvedt T,Scand J Med Sci Sports,1995,1995/12/01,,,10.1111/j.1600-0838.1995.tb00059.x
148,8534294,Preliminary results of an absorbable interference screw,"Barber FA, Elrod BF, McGuire DA, Paulos LE.",Arthroscopy. 1995 Oct;11(5):537-48. doi: 10.1016/0749-8063(95)90129-9.,Barber FA,Arthroscopy,1995,1995/10/01,,,10.1016/0749-8063(95)90129-9
149,7761314,"A prospective, randomized comparison of open vs arthroscopically assisted ACL reconstruction","Cameron SE, Wilson W, St Pierre P.",Orthopedics. 1995 Mar;18(3):249-52. doi: 10.3928/0147-7447-19950301-06.,Cameron SE,Orthopedics,1995,1995/03/01,,,10.3928/0147-7447-19950301-06
150,8165955,"[The new ""Marburg rehabilitation concept"". ""On the status of exercise equipment within the scope of rehabilitation of patients after surgery of the anterior cruciate ligament""]","Knaepler H, Schenk C.",Aktuelle Traumatol. 1994 Feb;24(1):17-23.,Knaepler H,Aktuelle Traumatol,1994,1994/02/01,,,
151,8403647,Patellar tendon or Leeds-Keio graft in the surgical treatment of anterior cruciate ligament ruptures. Intermediate results,"Engström B, Wredmark T, Westblad P.",Clin Orthop Relat Res. 1993 Oct;(295):190-7.,Engström B,Clin Orthop Relat Res,1993,1993/10/01,,,
152,1558237,The efficacy of continuous passive motion in the rehabilitation of anterior cruciate ligament reconstructions,"Rosen MA, Jackson DW, Atwell EA.",Am J Sports Med. 1992 Mar-Apr;20(2):122-7. doi: 10.1177/036354659202000205.,Rosen MA,Am J Sports Med,1992,1992/03/01,,,10.1177/036354659202000205
153,2009118,Continuous passive motion after arthroscopically assisted anterior cruciate ligament reconstruction: comparison of short- versus long-term use,"Richmond JC, Gladstone J, MacGillivray J.",Arthroscopy. 1991;7(1):39-44. doi: 10.1016/0749-8063(91)90076-a.,Richmond JC,Arthroscopy,1991,1991/01/01,,,10.1016/0749-8063(91)90076-a
154,2285086,"A prospective, randomized study of three surgical techniques for treatment of acute ruptures of the anterior cruciate ligament","Engebretsen L, Benum P, Fasting O, Mølster A, Strand T.",Am J Sports Med. 1990 Nov-Dec;18(6):585-90. doi: 10.1177/036354659001800605.,Engebretsen L,Am J Sports Med,1990,1990/11/01,,,10.1177/036354659001800605
155,2323135,"Arthroscopic evaluation of anterior cruciate ligament reconstruction using a free patellar tendon autograft. A prospective, randomized study",Kohn D.,Clin Orthop Relat Res. 1990 May;(254):220-4.,Kohn D,Clin Orthop Relat Res,1990,1990/05/01,,,
0,40834676,"Prospective, randomized study comparing clinical outcomes when reconstructing ACL with either semitendinosus autograft or the Jewel synthetic standalone device in two separate patient cohorts","Kentel M, Krupa S, Reichert P, Korolczuk K, Kentel M, Kentel K, Daszkiewicz M.",Knee. 2025 Dec;57:84-99. doi: 10.1016/j.knee.2025.07.024. Epub 2025 Aug 19.,Kentel M,Knee,2025,2025/08/20,,,10.1016/j.knee.2025.07.024
1,40476596,"Comparable Mid- to Long-term Outcomes of Semitendinosus and Semitendinosus/Gracilis Grafts in ACL Reconstruction: Median 8-Year (Range, 5-10 Years) Results From a Randomized Controlled Study","Mo IF, Harlem T, Faleide AGH, Strand T, Vindfeld S, Solheim E, Randsborg PH, Inderhaug E.",Am J Sports Med. 2025 Jul;53(9):2145-2153. doi: 10.1177/03635465251344106. Epub 2025 Jun 6.,Mo IF,Am J Sports Med,2025,2025/06/06,,,10.1177/03635465251344106
2,40351242,A semitendinosus with adjustable button graft construct in patients undergoing hamstring ACL reconstruction results in improved knee flexor strength symmetry and less donor site pain and morbidity: Outcomes from the DOSTAR randomized controlled trial,"Lawless AM, Ebert JR, Edwards PK, Malik SS, Davies PSE, D'Alessandro PA.",Knee Surg Sports Traumatol Arthrosc. 2026 Feb;34(2):484-493. doi: 10.1002/ksa.12698. Epub 2025 May 12.,Lawless AM,Knee Surg Sports Traumatol Arthrosc,2026,2025/05/12,PMC12850584,,10.1002/ksa.12698
3,39947195,Evaluation of the Application of BOth Sides Up Ball Training Combined With Resistance Training in Joint Stability Improvement Following Anterior Cruciate Ligament Reconstruction Surgery in Teenage Athletes,"Cao X, Liu J, Zhao J, Feng S, Zhao Z.",J Sport Rehabil. 2025 Feb 13;34(7):733-739. doi: 10.1123/jsr.2024-0160. Print 2025 Sep 1.,Cao X,J Sport Rehabil,2025,2025/02/13,,,10.1123/jsr.2024-0160
4,39855903,[Autologous hamstring versus quadriceps graft in anterior cruciate ligament plasty. Comparative study with focus on Return-To-Sport],"García-Linage R, Lassard-Rosenthal J, Noval-García R, Muñiz-Madrazo A, Fraind-Maya G, Palmero-Picazo J, German-Córdoba I, Zimbrón-López D.",Acta Ortop Mex. 2025 Jan-Feb;39(1):19-26.,García-Linage R,Acta Ortop Mex,2025,2025/01/24,,,
5,39810716,Kneeling tolerance when using quadriceps tendon autograft for anterior cruciate ligament reconstruction is superior to hamstring tendon autograft,"Calvert ND, Ebert JR, Radic R.",Knee Surg Sports Traumatol Arthrosc. 2025 Jul;33(7):2390-2396. doi: 10.1002/ksa.12583. Epub 2025 Jan 15.,Calvert ND,Knee Surg Sports Traumatol Arthrosc,2025,2025/01/15,,,10.1002/ksa.12583
6,39714511,5-years outcomes following arthroscopic anterior cruciate ligament reconstruction comparing quadruple hamstring and peroneus longus tendon autografts: a randomized control trial,"Butt U, Vuletic F, Shaikh MAA, Amanullah, Rehman GU, Shah IA, Stålman A, Khan ZA.",Arch Orthop Trauma Surg. 2024 Dec 23;145(1):85. doi: 10.1007/s00402-024-05639-1.,Butt U,Arch Orthop Trauma Surg,2024,2024/12/23,PMC11666688,,10.1007/s00402-024-05639-1
7,39526870,Early versus delayed start of weight-bearing after arthroscopic anterior cruciate ligament reconstruction with hamstring tendons,"Yang X, Li Y, He C, Jin T, Huang Y.",J Sports Med Phys Fitness. 2025 Feb;65(2):230-237. doi: 10.23736/S0022-4707.24.16134-8. Epub 2024 Nov 11.,Yang X,J Sports Med Phys Fitness,2025,2024/11/11,,,10.23736/S0022-4707.24.16134-8
8,39343075,"Medial Collateral Ligament Repair, Isolated Suture-Tape-Bracing and No Repair for Grade III Medial Collateral Ligament Tears During Anterior Cruciate Ligament Reconstruction Have Similar Outcome for Combined Anterior Cruciate Ligament With Medial Collateral Ligament Injury: A 3-Arm Randomized Controlled Trial","Ramakanth R, Sundararajan SR, Sujith BSG, D'Souza T, Arumugam P, Rajasekaran S.",Arthroscopy. 2025 Jun;41(6):2021-2032. doi: 10.1016/j.arthro.2024.09.023. Epub 2024 Sep 28.,Ramakanth R,Arthroscopy,2025,2024/09/29,,,10.1016/j.arthro.2024.09.023
9,39221503,Reduced Knee Flexion Strength 18 Years After ACL Reconstruction With Hamstring Tendon Versus Patellar Tendon,"Popovic M, Myhre JR, Holen JIH, Gifstad T, Strand IL, Strand T, Mo IF, Fischer-Bredenbeck C, Drogset JO.",Am J Sports Med. 2024 Sep;52(11):2750-2757. doi: 10.1177/03635465241271524. Epub 2024 Sep 2.,Popovic M,Am J Sports Med,2024,2024/09/02,,,10.1177/03635465241271524
10,38845474,ACL Reconstruction Using Quadrupled Semitendinosus Versus Double-Stranded Semitendinosus and Gracilis Autograft: 2-Year Results From a Prospective Randomized Controlled Study,"Mo IF, Harlem T, Faleide AGH, Strand T, Vindfeld S, Solheim E, Inderhaug E.",Am J Sports Med. 2024 Jul;52(8):1927-1936. doi: 10.1177/03635465241254048. Epub 2024 Jun 7.,Mo IF,Am J Sports Med,2024,2024/06/07,,,10.1177/03635465241254048
11,38811116,Avoiding Graft Failure: Lessons Learned from the Stability Trial,Getgood AMJ.,Clin Sports Med. 2024 Jul;43(3):367-381. doi: 10.1016/j.csm.2023.08.005. Epub 2023 Dec 13.,Getgood AMJ,Clin Sports Med,2024,2024/05/29,,,10.1016/j.csm.2023.08.005
12,38752242,[Early effectiveness of local injection of multimodal drug cocktail during anterior cruciate ligament reconstruction and its influence on cartilage],"Yu H, Dong Z, Shi Z, Li L, Dong K, Liu H, Li Y.",Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi. 2024 May 15;38(5):562-569. doi: 10.7507/1002-1892.202402054.,Yu H,Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi,2024,2024/05/16,PMC11096880,,10.7507/1002-1892.202402054
13,38284303,A Prospective Randomized Controlled Trial Investigating Quadriceps Versus Hamstring Tendon Autograft in Anterior Cruciate Ligament Reconstruction,"Ebert JR, Calvert ND, Radic R.",Am J Sports Med. 2024 Mar;52(3):660-669. doi: 10.1177/03635465231222279. Epub 2024 Jan 29.,Ebert JR,Am J Sports Med,2024,2024/01/29,PMC10905979,,10.1177/03635465231222279
14,38066516,Two-stage ligament reconstruction with remnant preservation as treatment of knee dislocation,"Ma W, Yang Y, Ha X.",BMC Surg. 2023 Dec 8;23(1):371. doi: 10.1186/s12893-023-02271-5.,Ma W,BMC Surg,2023,2023/12/09,PMC10704695,,10.1186/s12893-023-02271-5
15,37923738,"Nordic hamstring exercises in functional knee rehabilitation after anterior cruciate ligament reconstruction: a prospective, randomised, controlled study","Chen J, Wu T, Guo Y.",Sci Rep. 2023 Nov 3;13(1):19039. doi: 10.1038/s41598-023-45817-6.,Chen J,Sci Rep,2023,2023/11/04,PMC10624851,,10.1038/s41598-023-45817-6
16,37873691,Increased posterior tibial slope is an independent risk factor of anterior cruciate ligament reconstruction graft rupture irrespective of graft choice,"Cruz CA, Mannino BJ, Pike A, Thoma D, Lindell K, Kerbel YE, McCadden A, Lopez AJ, Bottoni CR.",J ISAKOS. 2022 Oct;7(5):100-104. doi: 10.1016/j.jisako.2022.04.002. Epub 2022 Apr 13.,Cruz CA,J ISAKOS,2022,2023/10/24,,,10.1016/j.jisako.2022.04.002
17,37499157,Application of 3D-Printed Personalized Guide for Lateral Femoral Positioning in Anterior Cruciate Ligament Reconstruction of the Knee,"Lan X, Huang J, Tian F, Wang S, Liu C, Wang J.",Altern Ther Health Med. 2023 Oct;29(7):360-364.,Lan X,Altern Ther Health Med,2023,2023/07/27,,,
18,37468645,A prospective randomized controlled study of hamstring and bone-free quadriceps tendons autografts in arthroscopic ACL reconstruction,"Tang N, Eren M, Gurpinar T, Ozturkmen Y.",Eur J Orthop Surg Traumatol. 2024 Jan;34(1):293-301. doi: 10.1007/s00590-023-03636-5. Epub 2023 Jul 19.,Tang N,Eur J Orthop Surg Traumatol,2024,2023/07/19,,,10.1007/s00590-023-03636-5
19,37270112,Anterior Cruciate Ligament Reconstruction Plus Lateral Extra-articular Tenodesis Has a Similar Return-to-Sport Rate to Anterior Cruciate Ligament Reconstruction Alone but a Lower Failure Rate,"Rezansoff A, Firth AD, Bryant DM, Litchfield R, McCormack RG, Heard M, MacDonald PB, Spalding T, Verdonk PCM, Peterson D, Bardana D; STABILITY Study Group; Getgood AMJ.",Arthroscopy. 2024 Feb;40(2):384-396.e1. doi: 10.1016/j.arthro.2023.05.019. Epub 2023 Jun 1.,Rezansoff A,Arthroscopy,2024,2023/06/03,,,10.1016/j.arthro.2023.05.019
20,36988698,Evaluation the results of anterior cruciate ligament reconstruction with or without using antibiotic solution during graft preparation,"Mousavi SH, Radi M, Kazemi D, Izadpanah F, Shahrouzian A.",Eur J Orthop Surg Traumatol. 2023 Oct;33(7):3033-3036. doi: 10.1007/s00590-023-03522-0. Epub 2023 Mar 29.,Mousavi SH,Eur J Orthop Surg Traumatol,2023,2023/03/29,,,10.1007/s00590-023-03522-0
21,36935576,Female Athletes With Better Psychological Readiness Are at Higher Risk for Second ACL Injury After Primary ACL Reconstruction,"Zarzycki R, Cummer K, Arhos E, Failla M, Capin JJ, Smith AH, Snyder-Mackler L.",Sports Health. 2024 Jan-Feb;16(1):149-154. doi: 10.1177/19417381231155120. Epub 2023 Mar 19.,Zarzycki R,Sports Health,2024,2023/03/20,PMC10732117,,10.1177/19417381231155120
22,36856280,"Anterior Cruciate Ligament Reconstruction Using a 4-Strand Semitendinosus Tendon Graft or a Doubled Semitendinosus and Gracilis Tendon Graft: A 4.5-Year Prospective, Randomized, Double-Blind, Parallel-Group Study","Kuliński K, Waśko MK, Tramś E, Malesa K, Pomianowski S, Kamiński R.",Am J Sports Med. 2023 Mar;51(3):615-626. doi: 10.1177/03635465221149738.,Kuliński K,Am J Sports Med,2023,2023/03/01,,,10.1177/03635465221149738
23,36774971,Small Hamstring Tendon Graft for Anterior Cruciate Ligament Reconstruction Combined With Anterolateral Ligament Reconstruction Results in the Same Failure Rate as Larger Hamstring Tendon Graft Reconstruction Alone,"Helito CP, da Silva AGM, Sobrado MF, Guimarães TM, Gobbi RG, Pécora JR.",Arthroscopy. 2023 Jul;39(7):1671-1679. doi: 10.1016/j.arthro.2023.01.101. Epub 2023 Feb 10.,Helito CP,Arthroscopy,2023,2023/02/12,,,10.1016/j.arthro.2023.01.101
24,36720663,A comparison of the outcomes of anterior curciate ligament reconstruction with large-size graft versus reconstruction with average-size graft combined with extraarticular tenodesis,"El-Azab H, Moursy M, Mohamed MA, Elsayed M.",Injury. 2023 Mar;54(3):976-982. doi: 10.1016/j.injury.2023.01.033. Epub 2023 Jan 20.,El-Azab H,Injury,2023,2023/01/31,,,10.1016/j.injury.2023.01.033
25,36646169,No increase in adverse events with lateral extra-articular tenodesis augmentation of anterior cruciate ligament reconstruction - Results from the stability randomized trial,"Heard M, Marmura H, Bryant D, Litchfield R, McCormack R, MacDonald P, Spalding T, Verdonk P, Peterson D, Bardana D, Rezansoff A; STABILITY Study Group; Getgood A.",J ISAKOS. 2023 Aug;8(4):246-254. doi: 10.1016/j.jisako.2022.12.001. Epub 2023 Jan 14.,Heard M,J ISAKOS,2023,2023/01/16,,,10.1016/j.jisako.2022.12.001
26,36260487,Performance of 5-Strand Hamstring Autograft Anterior Cruciate Ligament Reconstruction in the STABILITY Study: A Subgroup Analysis,"Lodhia P, Nazari G, Bryant D, Getgood A, McCormack R; STABILITY Group; Getgood AMJ, Bryant DM, Litchfield R, Willits K, Birmingham T, Hewison C, Firth AD, Wanlin S, Pinto R, Martindale A, O'Neill L, Jennings M, Daniluk M, McCormack RG, Boyer D, Zomar M, Moon K, Moon R, Fan B, Mohan B, Payne K, Heard M, Buchko GM, Hiemstra LA, Kerslake S, Tynedal J, MacDonald PB, Stranges G, Mcrae S, Gullett L, Brown H, Legary A, Longo A, Christian M, Ferguson C, Rezansoff A, Mohtadi N, Barber R, Chan D, Campbell C, Garven A, Pulsifer K, Mayer M, Peterson D, Simunovic N, Duong A, Robinson D, Levy D, Skelly M, Shanmugaraj A, Bardana D, Howells F, Tough M, Spalding T, Thompson P, Metcalfe A, Asplin L, Dube A, Clarkson L, Brown J, Bolsover A, Bradshaw C, Belgrove L, Milan F, Turner S, Verdugo S, Lowe J, Dunne D, McGowan K, Suddens CM, Verdonk PCM, Declerq G, Vuylsteke K, Van Haver M.",Am J Sports Med. 2022 Nov;50(13):3502-3509. doi: 10.1177/03635465221128581. Epub 2022 Oct 19.,Lodhia P,Am J Sports Med,2022,2022/10/19,PMC9630854,,10.1177/03635465221128581
27,36190389,Comparison of Quadriceps and Hamstring Muscle Strength after Exercises with and without Blood Flow Restriction following Anterior Cruciate Ligament Surgery: A Randomized Controlled Trial,"Vieira de Melo RF, Komatsu WR, Freitas MS, Vieira de Melo ME, Cohen M.",J Rehabil Med. 2022 Nov 1;54:jrm00337. doi: 10.2340/jrm.v54.2550.,Vieira de Melo RF,J Rehabil Med,2022,2022/10/03,PMC9639477,,10.2340/jrm.v54.2550
28,36189471,Objective laxity and subjective outcomes are more influenced by meniscal treatment than anterior cruciate ligament reconstruction technique at minimum2 years of follow-up,"Grassi A, Di Paolo S, Dal Fabbro G, Eroglu ON, Macchiarola L, Lucidi GA, Zaffagnini S.",J ISAKOS. 2022 Aug;7(4):54-59. doi: 10.1016/j.jisako.2022.04.006. Epub 2022 May 5.,Grassi A,J ISAKOS,2022,2022/10/03,,,10.1016/j.jisako.2022.04.006
29,36055668,[Clinical Outcomes of the Application of Platelet-Rich Fibrin during Anatomic Anterior Cruciate Ligament Reconstruction: Results of Prospective Randomised Study],"Kasl J, Zeman P, Pavelka T, Cibulková J, Pilný J, Matějka J.",Acta Chir Orthop Traumatol Cech. 2022;89(4):279-285.,Kasl J,Acta Chir Orthop Traumatol Cech,2022,2022/09/02,,,
30,36005281,Comparable Instrumented Knee Joint Laxity and Patient-Reported Outcomes After ACL Repair With Dynamic Intraligamentary Stabilization or ACL Reconstruction: 5-Year Results of a Randomized Controlled Trial,"Glasbrenner J, Raschke MJ, Kittl C, Herbst E, Peez C, Briese T, Michel PA, Herbort M, Kösters C, Schliemann B.",Am J Sports Med. 2022 Oct;50(12):3256-3264. doi: 10.1177/03635465221117777. Epub 2022 Aug 25.,Glasbrenner J,Am J Sports Med,2022,2022/08/25,PMC9527444,,10.1177/03635465221117777
31,35811663,Comparison of Rapid Rehabilitation after Anterior Cruciate Ligament Reconstruction with Tensioning Technique and Traditional Rehabilitation,"Jin T, Li Y, Yang G, Liao X, Wang G, Wang F.",Dis Markers. 2022 Jul 1;2022:6779207. doi: 10.1155/2022/6779207. eCollection 2022.,Jin T,Dis Markers,2022,2022/07/11,PMC9270112,,10.1155/2022/6779207
32,35507037,No differences found in long-term outcomes of a randomized controlled trial comparing ipsilateral versus contralateral hamstring graft in ACL reconstruction,"Beaudoin A, Ogborn D, McRae S, Larose G, Brown H, McCormack R, MacDonald P.",Knee Surg Sports Traumatol Arthrosc. 2022 Nov;30(11):3718-3725. doi: 10.1007/s00167-022-06980-x. Epub 2022 May 4.,Beaudoin A,Knee Surg Sports Traumatol Arthrosc,2022,2022/05/04,,,10.1007/s00167-022-06980-x
33,35075087,"The effectiveness of Kinesio Taping in improving pain and edema during early rehabilitation after Anterior Cruciate Ligament Reconstruction: A Prospective, Randomized, Control Study","Labianca L, Andreozzi V, Princi G, Princi AA, Calderaro C, Guzzini M, Ferretti A.",Acta Biomed. 2022 Jan 19;92(6):e2021336. doi: 10.23750/abm.v92i6.10875.,Labianca L,Acta Biomed,2022,2022/01/25,PMC8823551,,10.23750/abm.v92i6.10875
34,35050817,Predictors of Graft Failure in Young Active Patients Undergoing Hamstring Autograft Anterior Cruciate Ligament Reconstruction With or Without a Lateral Extra-articular Tenodesis: The Stability Experience,"Firth AD, Bryant DM, Litchfield R, McCormack RG, Heard M, MacDonald PB, Spalding T, Verdonk PCM, Peterson D, Bardana D, Rezansoff A; STABILITY Study Group; Getgood AMJ, Willits K, Birmingham T, Hewison C, Wanlin S, Pinto R, Martindale A, O'Neill L, Jennings M, Daniluk M, Boyer D, Zomar M, Moon K, Moon R, Fan B, Mohan B, Buchko GM, Hiemstra LA, Kerslake S, Tynedal J, Stranges G, Mcrae S, Gullett L, Brown H, Legary A, Longo A, Christian M, Ferguson C, Mohtadi N, Barber R, Chan D, Campbell C, Garven A, Pulsifer K, Mayer M, Simunovic N, Duong A, Robinson D, Levy D, Skelly M, Shanmugaraj A, Howells F, Tough M, Thompson P, Metcalfe A, Asplin L, Dube A, Clarkson L, Brown J, Bolsover A, Bradshaw C, Belgrove L, Milan F, Turner S, Verdugo S, Lowe J, Dunne D, McGowan K, Suddens CM, Declerq G, Vuylsteke K, Van Haver M.",Am J Sports Med. 2022 Feb;50(2):384-395. doi: 10.1177/03635465211061150. Epub 2022 Jan 20.,Firth AD,Am J Sports Med,2022,2022/01/20,PMC8829733,,10.1177/03635465211061150
35,34348704,Immediate and 6-week effects of wearing a knee sleeve following anterior cruciate ligament reconstruction: a cross-over laboratory and randomised clinical trial,"Sole G, Lamb P, Pataky T, Klima S, Navarre P, Hammer N.",BMC Musculoskelet Disord. 2021 Aug 4;22(1):655. doi: 10.1186/s12891-021-04540-x.,Sole G,BMC Musculoskelet Disord,2021,2021/08/05,PMC8336666,,10.1186/s12891-021-04540-x
36,33945339,Validation of a Risk Calculator to Personalize Graft Choice and Reduce Rupture Rates for Anterior Cruciate Ligament Reconstruction,"Marmura H, Getgood AMJ, Spindler KP, Kattan MW, Briskin I, Bryant DM.",Am J Sports Med. 2021 Jun;49(7):1777-1785. doi: 10.1177/03635465211010798. Epub 2021 May 4.,Marmura H,Am J Sports Med,2021,2021/05/04,,,10.1177/03635465211010798
