,id,title,authors,journal,year,doi,source
95,13679741,[Patellar tendon-bone autograft reconstruction of the anterior cruciate ligament for advanced-stage chronic anterior laxity: is an extra-articular plasty necessary? A prospective randomized study of 100 patients with five year follow-up],"Acquitter Y, Hulet C, Locker B, Delbarre JC, Jambou S, Vielpeau C.",Rev Chir Orthop Reparatrice Appar Mot,2003,,PubMed/MEDLINE
96,12897981,Can a post-operative brace in slight hyperextension prevent extension deficit after anterior cruciate ligament reconstruction? A prospective randomised study,"Mikkelsen C, Cerulli G, Lorenzini M, Bergstrand G, Werner S.",Knee Surg Sports Traumatol Arthrosc,2003,10.1007/s00167-003-0406-3,PubMed/MEDLINE
97,12879225,The role of the rehabilitation brace in restoring knee extension after anterior cruciate ligament reconstruction: a prospective controlled study,"Melegati G, Tornese D, Bandi M, Volpi P, Schonhuber H, Denti M.",Knee Surg Sports Traumatol Arthrosc,2003,10.1007/s00167-003-0386-3,PubMed/MEDLINE
98,12860546,A randomized comparison of patellar tendon and hamstring tendon anterior cruciate ligament reconstruction,"Feller JA, Webster KE.",Am J Sports Med,2003,10.1177/03635465030310041501,PubMed/MEDLINE
99,12734710,"Reconstruction of acute anterior cruciate ligament injuries: a prospective, randomised study of 40 patients with 7-year follow-up. No advantage of synthetic augmentation compared to a traditional patellar tendon graft","Muren O, Dahlstedt L, Dalén N.",Arch Orthop Trauma Surg,2003,10.1007/s00402-002-0457-9,PubMed/MEDLINE
100,12642266,Comparison of three techniques of anterior cruciate ligament reconstruction with bone-patellar tendon-bone graft. Differences in anterior tibial translation and tunnel enlargement with each technique,"Otsuka H, Ishibashi Y, Tsuda E, Sasaki K, Toh S.",Am J Sports Med,2003,10.1177/03635465030310022101,PubMed/MEDLINE
101,12531752,Patellar tendon or semitendinosus tendon autografts for anterior cruciate ligament reconstruction? A prospective randomized study with a two-year follow-up,"Ejerhed L, Kartus J, Sernert N, Köhler K, Karlsson J.",Am J Sports Med,2003,10.1177/03635465030310011401,PubMed/MEDLINE
102,12531751,A prospective randomized study of patellar versus hamstring tendon autografts for anterior cruciate ligament reconstruction,"Jansson KA, Linko E, Sandelin J, Harilainen A.",Am J Sports Med,2003,10.1177/03635465030310010501,PubMed/MEDLINE
103,12435652,Anterior cruciate ligament reconstruction with and without a ligament augmentation device : results at 8-Year follow-up,"Drogset JO, Grøntvedt T.",Am J Sports Med,2002,10.1177/03635465020300061601,PubMed/MEDLINE
104,12243016,[Clinico-histologic comparison of allogenic and autologous bone-tendon-bone using one-third of the patellar tendon in reconstruction of the anterior cruciate ligament],"Gorschewsky O, Browa A, Vogel U, Stauffer E.",Unfallchirurg,2002,10.1007/s00113-001-0405-0,PubMed/MEDLINE
105,12208905,"Anterior cruciate ligament replacement: comparison of bone-patellar tendon-bone grafts with two-strand hamstring grafts. A prospective, randomized study","Beynnon BD, Johnson RJ, Fleming BC, Kannus P, Kaplan M, Samani J, Renström P.",J Bone Joint Surg Am,2002,10.2106/00004623-200209000-00001,PubMed/MEDLINE
106,12148189,[Evaluation of the anterior cruciate ligament injury treatment results using patellar tendon grafts],"Gaweda K, Godlewski P.",Chir Narzadow Ruchu Ortop Pol,2002,,PubMed/MEDLINE
107,12130407,A five-year comparison of patellar tendon versus four-strand hamstring tendon autograft for arthroscopic reconstruction of the anterior cruciate ligament,"Pinczewski LA, Deehan DJ, Salmon LJ, Russell VJ, Clingeleffer A.",Am J Sports Med,2002,10.1177/03635465020300041201,PubMed/MEDLINE
108,12121424,Range of motion training in brace vs. plaster immobilization after anterior cruciate ligament reconstruction: a prospective randomized comparison with a 2-year follow-up,"Henriksson M, Rockborn P, Good L.",Scand J Med Sci Sports,2002,10.1034/j.1600-0838.2002.120203.x,PubMed/MEDLINE
109,12002492,A new generation of artificial ligaments in reconstruction of the anterior cruciate ligament. Two-year follow-up of a randomised trial,"Nau T, Lavoie P, Duval N.",J Bone Joint Surg Br,2002,10.1302/0301-620x.84b3.12400,PubMed/MEDLINE
110,11985766,"Comparison of functional outcome after anterior cruciate ligament reconstruction resulting in low, normal and increased laxity","Sernert N, Kartus J, Köhler K, Ejerhed L, Brandsson S, Karlsson J.",Scand J Med Sci Sports,2002,10.1034/j.1600-0838.2002.120109.x,PubMed/MEDLINE
111,11973544,[Anterior cruciate ligament reconstruction: patellar tendon autograft versus four-strand hamstring tendon autografts. A comparative study at one year follow-up],"Katabi M, Djian P, Christel P.",Rev Chir Orthop Reparatrice Appar Mot,2002,,PubMed/MEDLINE
112,11912091,A prospective randomized comparison of patellar tendon versus semitendinosus and gracilis tendon autografts for anterior cruciate ligament reconstruction,"Shaieb MD, Kan DM, Chang SK, Marumoto JM, Richardson AB.",Am J Sports Med,2002,10.1177/03635465020300021201,PubMed/MEDLINE
113,11798992,Single-versus two-incision technique in anterior cruciate ligament replacement: influence on postoperative muscle function,"Hess T, Duchow J, Roland S, Kohn D.",Am J Sports Med,2002,10.1177/03635465020300011801,PubMed/MEDLINE
114,11768639,Blood loss in anterior cruciate ligament (ACL) reconstruction with and without intercondylar notchplasty: does it affect the clinical outcome?,"Pape D, Seil R, Adam F, Gödde S, Georg T, Rupp S, Kohn D.",Arch Orthop Trauma Surg,2001,10.1007/s004020100290,PubMed/MEDLINE
115,11734484,Four-strand hamstring tendon autograft compared with patellar tendon-bone autograft for anterior cruciate ligament reconstruction. A randomized study with two-year follow-up,"Aune AK, Holm I, Risberg MA, Jensen HK, Steen H.",Am J Sports Med,2001,10.1177/03635465010290060901,PubMed/MEDLINE
116,11685356,Early post-operative morbidity following anterior cruciate ligament reconstruction: patellar tendon versus hamstring graft,"Feller JA, Webster KE, Gavin B.",Knee Surg Sports Traumatol Arthrosc,2001,10.1007/s001670100216,PubMed/MEDLINE
117,11536090,Transcondylar screw fixation in anterior cruciate ligament reconstruction,"Mariani PP, Camillieri G, Margheritini F.",Arthroscopy,2001,10.1053/jars.2001.25277,PubMed/MEDLINE
118,11394606,Anterior cruciate ligament function after tibial eminence fracture in skeletally mature patients,"Ahmad CS, Shubin Stein BE, Jeshuran W, Nercessian OA, Henry JH.",Am J Sports Med,2001,10.1177/03635465010290031501,PubMed/MEDLINE
119,11394593,Anterior cruciate ligament reconstruction. A prospective randomized study of three surgical methods,"Anderson AF, Snyder RB, Lipscomb AB Jr.",Am J Sports Med,2001,10.1177/03635465010290030201,PubMed/MEDLINE
120,11374431,There are differences in early morbidity after ACL reconstruction when comparing patellar tendon and semitendinosus tendon graft. A prospective randomized study of 107 patients,"Eriksson K, Anderberg P, Hamberg P, Olerud P, Wredmark T.",Scand J Med Sci Sports,2001,,PubMed/MEDLINE
121,11341418,A comparison of quadruple semitendinosus and patellar tendon grafts in reconstruction of the anterior cruciate ligament,"Eriksson K, Anderberg P, Hamberg P, Löfgren AC, Bredenberg M, Westman I, Wredmark T.",J Bone Joint Surg Br,2001,10.1302/0301-620x.83b3.11685,PubMed/MEDLINE
122,11269585,Preconditioning patellar tendon autografts in arthroscopic anterior cruciate ligament reconstruction: a prospective randomized study,"Ejerhed L, Kartus J, Köhler K, Sernert N, Brandsson S, Karlsson J.",Knee Surg Sports Traumatol Arthrosc,2001,10.1007/s001670000179,PubMed/MEDLINE
123,11252459,"Is a knee brace advantageous after anterior cruciate ligament surgery? A prospective, randomised study with a two-year follow-up","Brandsson S, Faxén E, Kartus J, Eriksson BI, Karlsson J.",Scand J Med Sci Sports,2001,10.1034/j.1600-0838.2001.011002110.x,PubMed/MEDLINE
124,11098747,[Proprioception after reconstruction of the anterior cruciate ligament. Endoscopic vs. 2 tunnel technique],"Fremerey R, Lobenhoffer P, Skutek M, Zeichen J, Gerich T, Bosch U.",Unfallchirurg,2000,10.1007/s001130050634,PubMed/MEDLINE
125,11032219,Primary anterior cruciate ligament reconstruction using the contralateral autogenous patellar tendon,"Shelbourne KD, Urch SE.",Am J Sports Med,2000,10.1177/03635465000280050501,PubMed/MEDLINE
126,10925649,[Transplant fixation by anterior cruciate ligament reconstruction. Metal vs. bioabsorbable polyglyconate interference screw. A prospective randomized study of 40 patients],"Hackl W, Fink C, Benedetto KP, Hoser C.",Unfallchirurg,2000,10.1007/s001130050567,PubMed/MEDLINE
127,10882444,Bioabsorbable polyglyconate interference screw fixation in anterior cruciate ligament reconstruction: a prospective computed tomography-controlled study,"Fink C, Benedetto KP, Hackl W, Hoser C, Freund MC, Rieger M.",Arthroscopy,2000,10.1053/jars.2000.4633,PubMed/MEDLINE
128,10591941,Bone-patellar tendon-bone reconstruction of the anterior cruciate ligament. A long-term comparison of early and late repair,"Järvelä T, Nyyssönen M, Kannus P, Paakkala T, Järvinen M.",Int Orthop,1999,10.1007/s002640050357,PubMed/MEDLINE
129,10530835,Arthroscopic reconstruction of the anterior cruciate ligament with patellar-tendon autograft and interference screw fixation. The results at seven years,"Jomha NM, Pinczewski LA, Clingeleffer A, Otto DD.",J Bone Joint Surg Br,1999,10.1302/0301-620x.81b5.8644,PubMed/MEDLINE
130,10525698,"Bone tunnel enlargement after anterior cruciate ligament reconstruction with the hamstring autograft and endobutton fixation technique. A clinical, radiographic and magnetic resonance imaging study with 2 years follow-up","Jansson KA, Harilainen A, Sandelin J, Karjalainen PT, Aronen HJ, Tallroth K.",Knee Surg Sports Traumatol Arthrosc,1999,10.1007/s001670050166,PubMed/MEDLINE
131,10424549,Bioabsorbable interference screws for graft fixation in anterior cruciate ligament reconstruction,"McGuire DA, Barber FA, Elrod BF, Paulos LE.",Arthroscopy,1999,10.1053/ar.1999.v15.015046001,PubMed/MEDLINE
132,10401653,Ultrasound evaluation of gravity induced anterior drawer following anterior cruciate ligament lesion,"Gebhard F, Authenrieth M, Strecker W, Kinzl L, Hehl G.",Knee Surg Sports Traumatol Arthrosc,1999,10.1007/s001670050142,PubMed/MEDLINE
133,10401652,"Analysis of subjective, objective and functional examination tests after anterior cruciate ligament reconstruction. A follow-up of 527 patients","Sernert N, Kartus J, Köhler K, Stener S, Larsson J, Eriksson BI, Karlsson J.",Knee Surg Sports Traumatol Arthrosc,1999,10.1007/s001670050141,PubMed/MEDLINE
134,9848597,The effect of different graft tensioning in anterior cruciate ligament reconstruction: a prospective randomized study,"van Kampen A, Wymenga AB, van der Heide HJ, Bakens HJ.",Arthroscopy,1998,10.1016/s0749-8063(98)70022-2,PubMed/MEDLINE
135,9739219,[Endoscopic versus limited open technique for replacement of the anterior cruciate ligament. 4 years outcome of a prospective study],"Gerich TG, Lattermann C, Bosch U, Lobenhoffer HP, Tscherne H.",Unfallchirurg,1998,10.1007/s001130050308,PubMed/MEDLINE
136,9604192,No benefit of bracing on the early outcome after anterior cruciate ligament reconstruction,"Muellner T, Alacamlioglu Y, Nikolic A, Schabus R.",Knee Surg Sports Traumatol Arthrosc,1998,10.1007/s001670050078,PubMed/MEDLINE
137,9604191,Closing patellar tendon defects after anterior cruciate ligament reconstruction: absence of any benefit,"Brandsson S, Faxén E, Eriksson BI, Kälebo P, Swärd L, Lundin O, Karlsson J.",Knee Surg Sports Traumatol Arthrosc,1998,10.1007/s001670050077,PubMed/MEDLINE
138,9604189,Arthroscopic intra- and extra-articular anterior cruciate ligament reconstruction with gracilis and semitendinosus tendons,"Marcacci M, Zaffagnini S, Iacono F, Neri MP, Loreti I, Petitto A.",Knee Surg Sports Traumatol Arthrosc,1998,10.1007/s001670050075,PubMed/MEDLINE
139,9533048,The effect of pretwisting the ACL autograft on knee laxity,"Diduch DR, Mann J, Geary SP, Scott WN, Huie G.",Am J Knee Surg,1998,,PubMed/MEDLINE
140,9520889,Home based rehabilitation for anterior cruciate ligament reconstruction,"Fischer DA, Tewes DP, Boyd JL, Smith JP, Quick DC.",Clin Orthop Relat Res,1998,,PubMed/MEDLINE
141,9430569,One- versus two-incision technique for anterior cruciate ligament reconstruction with patellar tendon graft. Results on early rehabilitation and stability,"Gerich TG, Lattermann C, Fremerey RW, Zeichen J, Lobenhoffer HP.",Knee Surg Sports Traumatol Arthrosc,1997,10.1007/s001670050052,PubMed/MEDLINE
142,9377970,[Arthroscopy or arthrotomy in anterior cruciate ligament reconstruction with autogenous bone-tendon-bone-graft],"Witoński D, Kozłowski P.",Chir Narzadow Ruchu Ortop Pol,1997,,PubMed/MEDLINE
143,9266294,Anterior cruciate ligament reconstruction by mini-arthrotomy,"al-Zarahini S, Franceschi JP, Coste J, Zerroug B, al-Sebai W.",Int Orthop,1997,10.1007/s002640050141,PubMed/MEDLINE
144,9127846,Use of an extension-assisting brace following anterior cruciate ligament reconstruction,"Feller J, Bartlett J, Chapman S, Delahunt M.",Knee Surg Sports Traumatol Arthrosc,1997,10.1007/s001670050016,PubMed/MEDLINE
145,8947399,Proprioception in anterior cruciate ligament-deficient and reconstructed knees,"MacDonald PB, Hedden D, Pacin O, Sutherland K.",Am J Sports Med,1996,10.1177/036354659602400612,PubMed/MEDLINE
146,8896099,Anterior cruciate ligament reconstruction with the patellar tendon--augmentation or not? A 2-year follow-up of 82 patients,"Thuresson P, Sandberg R, Johansson O, Balkfors B, Westlin N.",Scand J Med Sci Sports,1996,10.1111/j.1600-0838.1996.tb00099.x,PubMed/MEDLINE
147,8775721,"Comparison between two techniques for surgical repair of the acutely torn anterior cruciate ligament. A prospective, randomized follow-up study of 48 patients","Grøntvedt T, Engebretsen L.",Scand J Med Sci Sports,1995,10.1111/j.1600-0838.1995.tb00059.x,PubMed/MEDLINE
148,8534294,Preliminary results of an absorbable interference screw,"Barber FA, Elrod BF, McGuire DA, Paulos LE.",Arthroscopy,1995,10.1016/0749-8063(95)90129-9,PubMed/MEDLINE
149,7761314,"A prospective, randomized comparison of open vs arthroscopically assisted ACL reconstruction","Cameron SE, Wilson W, St Pierre P.",Orthopedics,1995,10.3928/0147-7447-19950301-06,PubMed/MEDLINE
150,8165955,"[The new ""Marburg rehabilitation concept"". ""On the status of exercise equipment within the scope of rehabilitation of patients after surgery of the anterior cruciate ligament""]","Knaepler H, Schenk C.",Aktuelle Traumatol,1994,,PubMed/MEDLINE
151,8403647,Patellar tendon or Leeds-Keio graft in the surgical treatment of anterior cruciate ligament ruptures. Intermediate results,"Engström B, Wredmark T, Westblad P.",Clin Orthop Relat Res,1993,,PubMed/MEDLINE
152,1558237,The efficacy of continuous passive motion in the rehabilitation of anterior cruciate ligament reconstructions,"Rosen MA, Jackson DW, Atwell EA.",Am J Sports Med,1992,10.1177/036354659202000205,PubMed/MEDLINE
153,2009118,Continuous passive motion after arthroscopically assisted anterior cruciate ligament reconstruction: comparison of short- versus long-term use,"Richmond JC, Gladstone J, MacGillivray J.",Arthroscopy,1991,10.1016/0749-8063(91)90076-a,PubMed/MEDLINE
154,2285086,"A prospective, randomized study of three surgical techniques for treatment of acute ruptures of the anterior cruciate ligament","Engebretsen L, Benum P, Fasting O, Mølster A, Strand T.",Am J Sports Med,1990,10.1177/036354659001800605,PubMed/MEDLINE
155,2323135,"Arthroscopic evaluation of anterior cruciate ligament reconstruction using a free patellar tendon autograft. A prospective, randomized study",Kohn D.,Clin Orthop Relat Res,1990,,PubMed/MEDLINE
0,40834676,"Prospective, randomized study comparing clinical outcomes when reconstructing ACL with either semitendinosus autograft or the Jewel synthetic standalone device in two separate patient cohorts","Kentel M, Krupa S, Reichert P, Korolczuk K, Kentel M, Kentel K, Daszkiewicz M.",Knee,2025,10.1016/j.knee.2025.07.024,PubMed/MEDLINE
1,40476596,"Comparable Mid- to Long-term Outcomes of Semitendinosus and Semitendinosus/Gracilis Grafts in ACL Reconstruction: Median 8-Year (Range, 5-10 Years) Results From a Randomized Controlled Study","Mo IF, Harlem T, Faleide AGH, Strand T, Vindfeld S, Solheim E, Randsborg PH, Inderhaug E.",Am J Sports Med,2025,10.1177/03635465251344106,PubMed/MEDLINE
2,40351242,A semitendinosus with adjustable button graft construct in patients undergoing hamstring ACL reconstruction results in improved knee flexor strength symmetry and less donor site pain and morbidity: Outcomes from the DOSTAR randomized controlled trial,"Lawless AM, Ebert JR, Edwards PK, Malik SS, Davies PSE, D'Alessandro PA.",Knee Surg Sports Traumatol Arthrosc,2026,10.1002/ksa.12698,PubMed/MEDLINE
3,39947195,Evaluation of the Application of BOth Sides Up Ball Training Combined With Resistance Training in Joint Stability Improvement Following Anterior Cruciate Ligament Reconstruction Surgery in Teenage Athletes,"Cao X, Liu J, Zhao J, Feng S, Zhao Z.",J Sport Rehabil,2025,10.1123/jsr.2024-0160,PubMed/MEDLINE
4,39855903,[Autologous hamstring versus quadriceps graft in anterior cruciate ligament plasty. Comparative study with focus on Return-To-Sport],"García-Linage R, Lassard-Rosenthal J, Noval-García R, Muñiz-Madrazo A, Fraind-Maya G, Palmero-Picazo J, German-Córdoba I, Zimbrón-López D.",Acta Ortop Mex,2025,,PubMed/MEDLINE
5,39810716,Kneeling tolerance when using quadriceps tendon autograft for anterior cruciate ligament reconstruction is superior to hamstring tendon autograft,"Calvert ND, Ebert JR, Radic R.",Knee Surg Sports Traumatol Arthrosc,2025,10.1002/ksa.12583,PubMed/MEDLINE
6,39714511,5-years outcomes following arthroscopic anterior cruciate ligament reconstruction comparing quadruple hamstring and peroneus longus tendon autografts: a randomized control trial,"Butt U, Vuletic F, Shaikh MAA, Amanullah, Rehman GU, Shah IA, Stålman A, Khan ZA.",Arch Orthop Trauma Surg,2024,10.1007/s00402-024-05639-1,PubMed/MEDLINE
7,39526870,Early versus delayed start of weight-bearing after arthroscopic anterior cruciate ligament reconstruction with hamstring tendons,"Yang X, Li Y, He C, Jin T, Huang Y.",J Sports Med Phys Fitness,2025,10.23736/S0022-4707.24.16134-8,PubMed/MEDLINE
8,39343075,"Medial Collateral Ligament Repair, Isolated Suture-Tape-Bracing and No Repair for Grade III Medial Collateral Ligament Tears During Anterior Cruciate Ligament Reconstruction Have Similar Outcome for Combined Anterior Cruciate Ligament With Medial Collateral Ligament Injury: A 3-Arm Randomized Controlled Trial","Ramakanth R, Sundararajan SR, Sujith BSG, D'Souza T, Arumugam P, Rajasekaran S.",Arthroscopy,2025,10.1016/j.arthro.2024.09.023,PubMed/MEDLINE
9,39221503,Reduced Knee Flexion Strength 18 Years After ACL Reconstruction With Hamstring Tendon Versus Patellar Tendon,"Popovic M, Myhre JR, Holen JIH, Gifstad T, Strand IL, Strand T, Mo IF, Fischer-Bredenbeck C, Drogset JO.",Am J Sports Med,2024,10.1177/03635465241271524,PubMed/MEDLINE
10,38845474,ACL Reconstruction Using Quadrupled Semitendinosus Versus Double-Stranded Semitendinosus and Gracilis Autograft: 2-Year Results From a Prospective Randomized Controlled Study,"Mo IF, Harlem T, Faleide AGH, Strand T, Vindfeld S, Solheim E, Inderhaug E.",Am J Sports Med,2024,10.1177/03635465241254048,PubMed/MEDLINE
11,38811116,Avoiding Graft Failure: Lessons Learned from the Stability Trial,Getgood AMJ.,Clin Sports Med,2024,10.1016/j.csm.2023.08.005,PubMed/MEDLINE
12,38752242,[Early effectiveness of local injection of multimodal drug cocktail during anterior cruciate ligament reconstruction and its influence on cartilage],"Yu H, Dong Z, Shi Z, Li L, Dong K, Liu H, Li Y.",Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi,2024,10.7507/1002-1892.202402054,PubMed/MEDLINE
13,38284303,A Prospective Randomized Controlled Trial Investigating Quadriceps Versus Hamstring Tendon Autograft in Anterior Cruciate Ligament Reconstruction,"Ebert JR, Calvert ND, Radic R.",Am J Sports Med,2024,10.1177/03635465231222279,PubMed/MEDLINE
14,38066516,Two-stage ligament reconstruction with remnant preservation as treatment of knee dislocation,"Ma W, Yang Y, Ha X.",BMC Surg,2023,10.1186/s12893-023-02271-5,PubMed/MEDLINE
15,37923738,"Nordic hamstring exercises in functional knee rehabilitation after anterior cruciate ligament reconstruction: a prospective, randomised, controlled study","Chen J, Wu T, Guo Y.",Sci Rep,2023,10.1038/s41598-023-45817-6,PubMed/MEDLINE
16,37873691,Increased posterior tibial slope is an independent risk factor of anterior cruciate ligament reconstruction graft rupture irrespective of graft choice,"Cruz CA, Mannino BJ, Pike A, Thoma D, Lindell K, Kerbel YE, McCadden A, Lopez AJ, Bottoni CR.",J ISAKOS,2022,10.1016/j.jisako.2022.04.002,PubMed/MEDLINE
17,37499157,Application of 3D-Printed Personalized Guide for Lateral Femoral Positioning in Anterior Cruciate Ligament Reconstruction of the Knee,"Lan X, Huang J, Tian F, Wang S, Liu C, Wang J.",Altern Ther Health Med,2023,,PubMed/MEDLINE
18,37468645,A prospective randomized controlled study of hamstring and bone-free quadriceps tendons autografts in arthroscopic ACL reconstruction,"Tang N, Eren M, Gurpinar T, Ozturkmen Y.",Eur J Orthop Surg Traumatol,2024,10.1007/s00590-023-03636-5,PubMed/MEDLINE
19,37270112,Anterior Cruciate Ligament Reconstruction Plus Lateral Extra-articular Tenodesis Has a Similar Return-to-Sport Rate to Anterior Cruciate Ligament Reconstruction Alone but a Lower Failure Rate,"Rezansoff A, Firth AD, Bryant DM, Litchfield R, McCormack RG, Heard M, MacDonald PB, Spalding T, Verdonk PCM, Peterson D, Bardana D; STABILITY Study Group; Getgood AMJ.",Arthroscopy,2024,10.1016/j.arthro.2023.05.019,PubMed/MEDLINE
20,36988698,Evaluation the results of anterior cruciate ligament reconstruction with or without using antibiotic solution during graft preparation,"Mousavi SH, Radi M, Kazemi D, Izadpanah F, Shahrouzian A.",Eur J Orthop Surg Traumatol,2023,10.1007/s00590-023-03522-0,PubMed/MEDLINE
21,36935576,Female Athletes With Better Psychological Readiness Are at Higher Risk for Second ACL Injury After Primary ACL Reconstruction,"Zarzycki R, Cummer K, Arhos E, Failla M, Capin JJ, Smith AH, Snyder-Mackler L.",Sports Health,2024,10.1177/19417381231155120,PubMed/MEDLINE
22,36856280,"Anterior Cruciate Ligament Reconstruction Using a 4-Strand Semitendinosus Tendon Graft or a Doubled Semitendinosus and Gracilis Tendon Graft: A 4.5-Year Prospective, Randomized, Double-Blind, Parallel-Group Study","Kuliński K, Waśko MK, Tramś E, Malesa K, Pomianowski S, Kamiński R.",Am J Sports Med,2023,10.1177/03635465221149738,PubMed/MEDLINE
23,36774971,Small Hamstring Tendon Graft for Anterior Cruciate Ligament Reconstruction Combined With Anterolateral Ligament Reconstruction Results in the Same Failure Rate as Larger Hamstring Tendon Graft Reconstruction Alone,"Helito CP, da Silva AGM, Sobrado MF, Guimarães TM, Gobbi RG, Pécora JR.",Arthroscopy,2023,10.1016/j.arthro.2023.01.101,PubMed/MEDLINE
24,36720663,A comparison of the outcomes of anterior curciate ligament reconstruction with large-size graft versus reconstruction with average-size graft combined with extraarticular tenodesis,"El-Azab H, Moursy M, Mohamed MA, Elsayed M.",Injury,2023,10.1016/j.injury.2023.01.033,PubMed/MEDLINE
25,36646169,No increase in adverse events with lateral extra-articular tenodesis augmentation of anterior cruciate ligament reconstruction - Results from the stability randomized trial,"Heard M, Marmura H, Bryant D, Litchfield R, McCormack R, MacDonald P, Spalding T, Verdonk P, Peterson D, Bardana D, Rezansoff A; STABILITY Study Group; Getgood A.",J ISAKOS,2023,10.1016/j.jisako.2022.12.001,PubMed/MEDLINE
26,36260487,Performance of 5-Strand Hamstring Autograft Anterior Cruciate Ligament Reconstruction in the STABILITY Study: A Subgroup Analysis,"Lodhia P, Nazari G, Bryant D, Getgood A, McCormack R; STABILITY Group; Getgood AMJ, Bryant DM, Litchfield R, Willits K, Birmingham T, Hewison C, Firth AD, Wanlin S, Pinto R, Martindale A, O'Neill L, Jennings M, Daniluk M, McCormack RG, Boyer D, Zomar M, Moon K, Moon R, Fan B, Mohan B, Payne K, Heard M, Buchko GM, Hiemstra LA, Kerslake S, Tynedal J, MacDonald PB, Stranges G, Mcrae S, Gullett L, Brown H, Legary A, Longo A, Christian M, Ferguson C, Rezansoff A, Mohtadi N, Barber R, Chan D, Campbell C, Garven A, Pulsifer K, Mayer M, Peterson D, Simunovic N, Duong A, Robinson D, Levy D, Skelly M, Shanmugaraj A, Bardana D, Howells F, Tough M, Spalding T, Thompson P, Metcalfe A, Asplin L, Dube A, Clarkson L, Brown J, Bolsover A, Bradshaw C, Belgrove L, Milan F, Turner S, Verdugo S, Lowe J, Dunne D, McGowan K, Suddens CM, Verdonk PCM, Declerq G, Vuylsteke K, Van Haver M.",Am J Sports Med,2022,10.1177/03635465221128581,PubMed/MEDLINE
27,36190389,Comparison of Quadriceps and Hamstring Muscle Strength after Exercises with and without Blood Flow Restriction following Anterior Cruciate Ligament Surgery: A Randomized Controlled Trial,"Vieira de Melo RF, Komatsu WR, Freitas MS, Vieira de Melo ME, Cohen M.",J Rehabil Med,2022,10.2340/jrm.v54.2550,PubMed/MEDLINE
28,36189471,Objective laxity and subjective outcomes are more influenced by meniscal treatment than anterior cruciate ligament reconstruction technique at minimum2 years of follow-up,"Grassi A, Di Paolo S, Dal Fabbro G, Eroglu ON, Macchiarola L, Lucidi GA, Zaffagnini S.",J ISAKOS,2022,10.1016/j.jisako.2022.04.006,PubMed/MEDLINE
29,36055668,[Clinical Outcomes of the Application of Platelet-Rich Fibrin during Anatomic Anterior Cruciate Ligament Reconstruction: Results of Prospective Randomised Study],"Kasl J, Zeman P, Pavelka T, Cibulková J, Pilný J, Matějka J.",Acta Chir Orthop Traumatol Cech,2022,,PubMed/MEDLINE
30,36005281,Comparable Instrumented Knee Joint Laxity and Patient-Reported Outcomes After ACL Repair With Dynamic Intraligamentary Stabilization or ACL Reconstruction: 5-Year Results of a Randomized Controlled Trial,"Glasbrenner J, Raschke MJ, Kittl C, Herbst E, Peez C, Briese T, Michel PA, Herbort M, Kösters C, Schliemann B.",Am J Sports Med,2022,10.1177/03635465221117777,PubMed/MEDLINE
31,35811663,Comparison of Rapid Rehabilitation after Anterior Cruciate Ligament Reconstruction with Tensioning Technique and Traditional Rehabilitation,"Jin T, Li Y, Yang G, Liao X, Wang G, Wang F.",Dis Markers,2022,10.1155/2022/6779207,PubMed/MEDLINE
32,35507037,No differences found in long-term outcomes of a randomized controlled trial comparing ipsilateral versus contralateral hamstring graft in ACL reconstruction,"Beaudoin A, Ogborn D, McRae S, Larose G, Brown H, McCormack R, MacDonald P.",Knee Surg Sports Traumatol Arthrosc,2022,10.1007/s00167-022-06980-x,PubMed/MEDLINE
33,35075087,"The effectiveness of Kinesio Taping in improving pain and edema during early rehabilitation after Anterior Cruciate Ligament Reconstruction: A Prospective, Randomized, Control Study","Labianca L, Andreozzi V, Princi G, Princi AA, Calderaro C, Guzzini M, Ferretti A.",Acta Biomed,2022,10.23750/abm.v92i6.10875,PubMed/MEDLINE
34,35050817,Predictors of Graft Failure in Young Active Patients Undergoing Hamstring Autograft Anterior Cruciate Ligament Reconstruction With or Without a Lateral Extra-articular Tenodesis: The Stability Experience,"Firth AD, Bryant DM, Litchfield R, McCormack RG, Heard M, MacDonald PB, Spalding T, Verdonk PCM, Peterson D, Bardana D, Rezansoff A; STABILITY Study Group; Getgood AMJ, Willits K, Birmingham T, Hewison C, Wanlin S, Pinto R, Martindale A, O'Neill L, Jennings M, Daniluk M, Boyer D, Zomar M, Moon K, Moon R, Fan B, Mohan B, Buchko GM, Hiemstra LA, Kerslake S, Tynedal J, Stranges G, Mcrae S, Gullett L, Brown H, Legary A, Longo A, Christian M, Ferguson C, Mohtadi N, Barber R, Chan D, Campbell C, Garven A, Pulsifer K, Mayer M, Simunovic N, Duong A, Robinson D, Levy D, Skelly M, Shanmugaraj A, Howells F, Tough M, Thompson P, Metcalfe A, Asplin L, Dube A, Clarkson L, Brown J, Bolsover A, Bradshaw C, Belgrove L, Milan F, Turner S, Verdugo S, Lowe J, Dunne D, McGowan K, Suddens CM, Declerq G, Vuylsteke K, Van Haver M.",Am J Sports Med,2022,10.1177/03635465211061150,PubMed/MEDLINE
