ID,Source,DOI,Authors,Title,Year,Journal,first_author,short_title,key
771,Embase,10.1177/0363546519825878,"Hoogeslag R.A.G., Brouwer R.W., Boer B.C., de Vries A.J., Huis In 't Veld R.",Acute Anterior Cruciate Ligament Rupture: Repair or Reconstruction? Two-Year Results of a Randomized Controlled Clinical Trial,2019,The American journal of sports medicine,Hoogeslag,acuteanteriorcruciateligamentrupture:repairorreconstruction?twoyearresultsofarandomizedcontrolledclinicaltrial,
772,Embase,10.1177/2325967118824356,"Murray M.M., Kalish L.A., Fleming B.C., Flutie B., Freiberger C., Henderson R.N., Perrone G.S., Thurber L.G., Proffen B.L., Ecklund K., Kramer D.E., Yen Y.-M., Micheli L.J.",Bridge-Enhanced Anterior Cruciate Ligament Repair: Two-Year Results of a First-in-Human Study,2019,Orthopaedic Journal of Sports Medicine,Murray,bridgeenhancedanteriorcruciateligamentrepair:twoyearresultsofafirstinhumanstudy,
773,Embase,10.1016/j.arthro.2018.07.009,"Hamrin Senorski E., Sundemo D., Svantesson E., Sernert N., Kartus J.-T., Karlsson J., Samuelsson K.",Preoperative and Intraoperative Predictors of Long-Term Acceptable Knee Function and Osteoarthritis After Anterior Cruciate Ligament Reconstruction: An Analysis Based on 2 Randomized Controlled Trials,2019,Arthroscopy - Journal of Arthroscopic and Related Surgery,Hamrin,preoperativeandintraoperativepredictorsoflongtermacceptablekneefunctionandosteoarthritisafteranteriorcruciateligamentreconstruction:ananalysisbasedon2randomizedcontrolledtrials,
774,Embase,10.1177/2325967119827237,"López-Vidriero E., Olivé-Vilas R., López-Capapé D., Varela-Sende L., López-Vidriero R., Til-Pérez L.","Efficacy and Tolerability of Progen, a Nutritional Supplement Based on Innovative Plasma Proteins, in ACL Reconstruction: A Multicenter Randomized Controlled Trial",2019,Orthopaedic Journal of Sports Medicine,López-Vidriero,efficacyandtolerabilityofprogenanutritionalsupplementbasedoninnovativeplasmaproteinsinaclreconstruction:amulticenterrandomizedcontrolledtrial,
775,Embase,10.1007/s00167-018-5040-1,"Harput G., Ulusoy B., Yildiz T.I., Demirci S., Eraslan L., Turhan E., Tunay V.B.",Cross-education improves quadriceps strength recovery after ACL reconstruction: a randomized controlled trial,2019,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Harput,crosseducationimprovesquadricepsstrengthrecoveryafteraclreconstruction:arandomizedcontrolledtrial,
776,Embase,10.1097/MD.0000000000014851,"Xiang X., Qu Z., Sun H., Ma X., Wang W., Huang L.","Single-tunnel anatomic double-bundle anterior cruciate ligament reconstruction has the same effectiveness as double femoral, double tibial tunnel A prospective randomized study",2019,Medicine (United States),Xiang,singletunnelanatomicdoublebundleanteriorcruciateligamentreconstructionhasthesameeffectivenessasdoublefemoraldoubletibialtunnelaprospectiverandomizedstudy,
777,Embase,,,Clinical Outcome Following Arthroscopic Knee Surgery (COFAKS),2018,clinicaltrials.gov,#VALUE!,clinicaloutcomefollowingarthroscopickneesurgery(cofaks),
778,Embase,10.1016/j.knee.2018.03.011,"Martin-Alguacil J.L., Arroyo-Morales M., Martín-Gomez J.L., Monje-Cabrera I.M., Abellán-Guillén J.F., Esparza-Ros F., Lozano M.L., Cantarero-Villanueva I.",Strength recovery after anterior cruciate ligament reconstruction with quadriceps tendon versus hamstring tendon autografts in soccer players: A randomized controlled trial,2018,Knee,Martin-Alguacil,strengthrecoveryafteranteriorcruciateligamentreconstructionwithquadricepstendonversushamstringtendonautograftsinsoccerplayers:arandomizedcontrolledtrial,
779,Embase,10.1016/j.arthro.2018.03.011,"Zhang C., Pan J., Chen J.-D., Zhang Y.-J., Gu P.-C., Lin X.-J., Cai Y.-Z.",The Effect of Cartilage Fragments on Femoral Tunnel Widening After Anterior Cruciate Ligament Reconstruction: A Prospective Randomized Controlled Study,2018,Arthroscopy - Journal of Arthroscopic and Related Surgery,Zhang,theeffectofcartilagefragmentsonfemoraltunnelwideningafteranteriorcruciateligamentreconstruction:aprospectiverandomizedcontrolledstudy,
780,Embase,10.1177/0363546518768768,"Sajovic M., Stropnik D., Skaza K.",Long-term Comparison of Semitendinosus and Gracilis Tendon Versus Patellar Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A 17-Year Follow-up of a Randomized Controlled Trial,2018,The American journal of sports medicine,Sajovic,longtermcomparisonofsemitendinosusandgracilistendonversuspatellartendonautograftsforanteriorcruciateligamentreconstruction:a17yearfollowupofarandomizedcontrolledtrial,
781,Embase,,,Intraarticular Injection of Tranexamic Acid Reduced Postoperative Hemarthrosis in Arthroscopic Anterior Cruciate Ligament Reconstruction - A Prospective Randomized Study,2018,clinicaltrials.gov,#VALUE!,intraarticularinjectionoftranexamicacidreducedpostoperativehemarthrosisinarthroscopicanteriorcruciateligamentreconstructionaprospectiverandomizedstudy,
782,Embase,10.1186/s12891-018-2028-4,"Boer B.C., Hoogeslag R.A.G., Brouwer R.W., Demmer A., Huis In't Veld R.M.H.A.",Self-reported functional recovery after reconstruction versus repair in acute anterior cruciate ligament rupture (ROTOR): A randomized controlled clinical trial,2018,BMC Musculoskeletal Disorders,Boer,selfreportedfunctionalrecoveryafterreconstructionversusrepairinacuteanteriorcruciateligamentrupture(rotor):arandomizedcontrolledclinicaltrial,
783,Embase,10.1016/j.jcot.2017.03.001,"Manandhar R.R., Chandrashekhar K., Kumaraswamy V., Sahanand S., Rajan D.",Functional outcome of an early anterior cruciate ligament reconstruction in comparison to delayed: Are we waiting in vain?,2018,Journal of Clinical Orthopaedics and Trauma,Manandhar,functionaloutcomeofanearlyanteriorcruciateligamentreconstructionincomparisontodelayed:arewewaitinginvain?,
784,Embase,10.1177/0363546517752918,"Liu S., Li H., Tao H., Sun Y., Chen S., Chen J.",A Randomized Clinical Trial to Evaluate Attached Hamstring Anterior Cruciate Ligament Graft Maturity With Magnetic Resonance Imaging,2018,The American journal of sports medicine,Liu,arandomizedclinicaltrialtoevaluateattachedhamstringanteriorcruciateligamentgraftmaturitywithmagneticresonanceimaging,
785,Embase,,,"Single-blind, Multi-centre, Randomized Controlled Trial Comparing Ligamys Anterior Cruciate Ligament (ACL) Repair, Internal Bracing ACL Repair and Conventional ACL Reconstruction for Relative Clinical Efficacy and Economic Benefit.",2018,clinicaltrials.gov,#VALUE!,singleblindmulticentrerandomizedcontrolledtrialcomparingligamysanteriorcruciateligament(acl)repairinternalbracingaclrepairandconventionalaclreconstructionforrelativeclinicalefficacyandeconomicbenefit,
786,Embase,,,Arthroscopic Primary Repair of the Anterior Cruciate Ligament (ACL),2018,clinicaltrials.gov,#VALUE!,arthroscopicprimaryrepairoftheanteriorcruciateligament(acl),
787,Embase,10.1177/0300060517722696,"Stańczak K., Zielińska M., Synder M., Domżalski M., Polguj M., Sibiński M.",Comparison of hamstring and patellar tendon grafts in anterior cruciate ligament reconstruction: A prospective randomized study,2018,Journal of International Medical Research,Stańczak,comparisonofhamstringandpatellartendongraftsinanteriorcruciateligamentreconstruction:aprospectiverandomizedstudy,
788,Embase,10.1007/s00167-017-4618-3,"Schliemann B., Glasbrenner J., Rosenbaum D., Lammers K., Herbort M., Domnick C., Raschke M.J., Kösters C.",Changes in gait pattern and early functional results after ACL repair are comparable to those of ACL reconstruction,2018,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Schliemann,changesingaitpatternandearlyfunctionalresultsafteraclrepairarecomparabletothoseofaclreconstruction,
789,Embase,,,Quadrupled Semitendinosus Graft and Traditional Hamstrings Graft in Anterior Cruciate Ligament Reconstruction: Randomized Controlled Trial,2018,clinicaltrials.gov,#VALUE!,quadrupledsemitendinosusgraftandtraditionalhamstringsgraftinanteriorcruciateligamentreconstruction:randomizedcontrolledtrial,
790,Embase,10.1186/s13063-018-2448-3,"Bregenhof B., Jørgensen U., Aagaard P., Nissen N., Creaby M.W., Thorlund J.B., Jensen C., Torfing T., Holsgaard-Larsen A.",The effect of targeted exercise on knee-muscle function in patients with persistent hamstring deficiency following ACL reconstruction - study protocol for a randomized controlled trial,2018,Trials,Bregenhof,theeffectoftargetedexerciseonkneemusclefunctioninpatientswithpersistenthamstringdeficiencyfollowingaclreconstructionstudyprotocolforarandomizedcontrolledtrial,
791,Embase,10.1055/s-0038-1627466,"Bi M., Zhao C., Zhang S., Yao B., Hong Z., Bi Q.",All-Inside Single-Bundle Reconstruction of the Anterior Cruciate Ligament with the Anterior Half of the Peroneus Longus Tendon Compared to the Semitendinosus Tendon: A Two-Year Follow-Up Study,2018,Journal of Knee Surgery,Bi,allinsidesinglebundlereconstructionoftheanteriorcruciateligamentwiththeanteriorhalfoftheperoneuslongustendoncomparedtothesemitendinosustendon:atwoyearfollowupstudy,
792,Embase,,"Zeman P., Kasl J., Tupý R., Frei R., Kott O., Kautzner J.",Evaluation of the MRI findings on a tendon graft after the anatomic anterior cruciate ligament reconstruction in patients with versus without the application of platelet-rich fibrin - Results of the,2018,Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca,Zeman,evaluationofthemrifindingsonatendongraftaftertheanatomicanteriorcruciateligamentreconstructioninpatientswithversuswithouttheapplicationofplateletrichfibrinresultsofthe,
793,Embase,,,Randomized Controlled Trial for the Use of an Osteoconductive Scaffold in ACL-Reconstruction,2017,clinicaltrials.gov,#VALUE!,randomizedcontrolledtrialfortheuseofanosteoconductivescaffoldinaclreconstruction,
794,Embase,10.1016/j.arthro.2017.06.025,"Karikis I., Ejerhed L., Sernert N., Rostgård-Christensen L., Kartus J.",Radiographic Tibial Tunnel Assessment After Anterior Cruciate Ligament Reconstruction Using Hamstring Tendon Autografts and Biocomposite Screws: A Prospective Study With 5-Year Follow-Up,2017,Arthroscopy - Journal of Arthroscopic and Related Surgery,Karikis,radiographictibialtunnelassessmentafteranteriorcruciateligamentreconstructionusinghamstringtendonautograftsandbiocompositescrews:aprospectivestudywith5yearfollowup,
795,Embase,10.1016/j.arthro.2017.06.040,"Gupta R., Bahadur R., Malhotra A., Masih G.D., Sood M., Gupta P., Mathur V.K.",Outcome of Hamstring Autograft With Preserved Insertions Compared With Free Hamstring Autograft in Anterior Cruciate Ligament Surgery at 2-Year Follow-up,2017,Arthroscopy - Journal of Arthroscopic and Related Surgery,Gupta,outcomeofhamstringautograftwithpreservedinsertionscomparedwithfreehamstringautograftinanteriorcruciateligamentsurgeryat2yearfollowup,
796,Embase,10.1007/s00402-017-2774-z,"Beyaz S., Güler Ü.Ö., Demir Ş., Yüksel S., Çınar B.M., Özkoç G., Akpınar S.",Tunnel widening after single- versus double-bundle anterior cruciate ligament reconstruction: a randomized 8-year follow-up study,2017,Archives of Orthopaedic and Trauma Surgery,Beyaz,tunnelwideningaftersingleversusdoublebundleanteriorcruciateligamentreconstruction:arandomized8yearfollowupstudy,
797,Embase,10.4103/jrms.JRMS_939_16,"Sadeghpour A., Ebrahimpour A., Attar B., Azizian Z.",Comparison of patellar versus hamstring tendon autografts in arthroscopic anterior cruciate ligament reconstruction: A 6-month follow-up of a randomized clinical trial,2017,Journal of Research in Medical Sciences,Sadeghpour,comparisonofpatellarversushamstringtendonautograftsinarthroscopicanteriorcruciateligamentreconstruction:a6monthfollowupofarandomizedclinicaltrial,
798,Embase,10.1007/s00167-015-3718-1,"Çelik D., Turkel N.",The effectiveness of Pilates for partial anterior cruciate ligament injury,2017,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Çelik,theeffectivenessofpilatesforpartialanteriorcruciateligamentinjury,
799,Embase,10.1016/j.jcot.2017.06.015,"Khare R., Lal H., Vidyarthi K., Jangira V., Mittal D.",Randomised comparison of pretensioning using cyclical loading and on tendon board for arthroscopic anterior cruciate ligament reconstruction using hamstring autograft,2017,Journal of Clinical Orthopaedics and Trauma,Khare,randomisedcomparisonofpretensioningusingcyclicalloadingandontendonboardforarthroscopicanteriorcruciateligamentreconstructionusinghamstringautograft,
800,Embase,,,"A Prospective, Randomised Study Investigating the Use of a Fixed Loop Versus an Adjustable Suspensory Loop in Anterior Cruciate Ligament Reconstruction - a Comparison of Clinical and Functional Outcome",2017,clinicaltrials.gov,#VALUE!,aprospectiverandomisedstudyinvestigatingtheuseofafixedloopversusanadjustablesuspensoryloopinanteriorcruciateligamentreconstructionacomparisonofclinicalandfunctionaloutcome,
801,Embase,10.1016/j.jajs.2017.08.003,"Gupta P.K., Acharya A., Mourya A., Ameriya D.",Role of accelerated rehabilitation versus standard rehabilitation following anterior cruciate ligament reconstruction using hamstring graft,2017,Journal of Arthroscopy and Joint Surgery,Gupta,roleofacceleratedrehabilitationversusstandardrehabilitationfollowinganteriorcruciateligamentreconstructionusinghamstringgraft,
802,Embase,10.1007/s00167-016-4135-9,"Carulli C., Matassi F., Soderi S., Sirleo L., Munz G., Innocenti M.",Resorbable screw and sheath versus resorbable interference screw and staples for ACL reconstruction: a comparison of two tibial fixation methods,2017,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Carulli,resorbablescrewandsheathversusresorbableinterferencescrewandstaplesforaclreconstruction:acomparisonoftwotibialfixationmethods,
803,Embase,,,Arthroscopic ACL Reconstruction: Hamstring Versus Quadriceps Tendon Autograft,2017,clinicaltrials.gov,#VALUE!,arthroscopicaclreconstruction:hamstringversusquadricepstendonautograft,
804,Embase,10.3760/cma.j.issn.0529-5815.2017.03.001,"Liu X., Feng H., Hong L., Zhang H.",A prospective randomized control trial of arthroscopic surgery for stable ramp lesion of the medial meniscus,2017,Zhonghua wai ke za zhi [Chinese journal of surgery],Liu,aprospectiverandomizedcontroltrialofarthroscopicsurgeryforstableramplesionofthemedialmeniscus,
805,Embase,,,"Graft Selection in Anatomic Anterior Cruciate Ligament Reconstruction: Patella, Hamstrings or Quadriceps Tendon Autograft",2017,clinicaltrials.gov,#VALUE!,graftselectioninanatomicanteriorcruciateligamentreconstruction:patellahamstringsorquadricepstendonautograft,
806,Embase,,,What is the Functional Status of Anterior Cruciate Ligament Reconstruction (ACLR) Patients at Discharge From Rehabilitation,2017,clinicaltrials.gov,#VALUE!,whatisthefunctionalstatusofanteriorcruciateligamentreconstruction(aclr)patientsatdischargefromrehabilitation,
807,Embase,10.1016/j.knee.2016.08.011,"Rose M.B., Domes C., Farooqi M., Crawford D.C.",A prospective randomized comparison of two distinct allogenic tissue constructs for anterior cruciate ligament reconstruction,2016,Knee,Rose,aprospectiverandomizedcomparisonoftwodistinctallogenictissueconstructsforanteriorcruciateligamentreconstruction,
808,Embase,10.1016/j.aott.2016.03.005,"Balki S., Göktaş H.E., Öztemur Z.","Kinesio taping as a treatment method in the acute phase of ACL reconstruction: A double-blind, placebo-controlled study",2016,Acta orthopaedica et traumatologica turcica,Balki,kinesiotapingasatreatmentmethodintheacutephaseofaclreconstruction:adoubleblindplacebocontrolledstudy,
809,Embase,,,Can Targeted Exercise Improve Knee Strength in Patients With Persisting Hamstring Deficiency Following ACL-reconstruction? - A Randomized Controlled Trial,2016,clinicaltrials.gov,#VALUE!,cantargetedexerciseimprovekneestrengthinpatientswithpersistinghamstringdeficiencyfollowingaclreconstruction?arandomizedcontrolledtrial,
810,Embase,10.1177/0363546516646378,"Björnsson H., Samuelsson K., Sundemo D., Desai N., Sernert N., Rostgård-Christensen L., Karlsson J., Kartus J.",A Randomized Controlled Trial With Mean 16-Year Follow-up Comparing Hamstring and Patellar Tendon Autografts in Anterior Cruciate Ligament Reconstruction,2016,The American journal of sports medicine,Björnsson,arandomizedcontrolledtrialwithmean16yearfollowupcomparinghamstringandpatellartendonautograftsinanteriorcruciateligamentreconstruction,
811,Embase,10.1177/0363546516650876,"Liu Y., Cui G., Yan H., Yang Y., Ao Y.","Comparison Between Single- and Double-Bundle Anterior Cruciate Ligament Reconstruction With 6- to 8-Stranded Hamstring Autograft: A Prospective, Randomized Clinical Trial",2016,The American journal of sports medicine,Liu,comparisonbetweensingleanddoublebundleanteriorcruciateligamentreconstructionwith6to8strandedhamstringautograft:aprospectiverandomizedclinicaltrial,
812,Embase,,"Joshi A., Kayasth N., Shrestha S., Kc B.R.",Infra Patellar Branch of Saphenous Nerve Injury during Hamstring Graft Harvest: Vertical versus Oblique Incisions,2016,Journal of Nepal Health Research Council,Joshi,infrapatellarbranchofsaphenousnerveinjuryduringhamstringgraft harvest:verticalversusobliqueincisions,
813,Embase,10.1007/s00590-016-1812-9,"Ruffilli A., Pagliazzi G., Ferranti E., Busacca M., Capannelli D., Buda R.",Hamstring graft tibial insertion preservation versus detachment in anterior cruciate ligament reconstruction: a prospective randomized comparative study,2016,European Journal of Orthopaedic Surgery and Traumatology,Ruffilli,hamstringgrafttibialinsertionpreservationversusdetachmentinanteriorcruciateligamentreconstruction:aprospectiverandomizedcomparativestudy,
814,Embase,10.1177/0363546516638387,"Akelman M.R., Fadale P.D., Hulstyn M.J., Shalvoy R.M., Garcia A., Chin K.E., Duryea J., Badger G.J., Tung G.A., Fleming B.C.",Effect of Matching or Overconstraining Knee Laxity During Anterior Cruciate Ligament Reconstruction on Knee Osteoarthritis and Clinical Outcomes: A Randomized Controlled Trial With 84-Month Follow-up,2016,The American journal of sports medicine,Akelman,effectofmatchingoroverconstrainingkneelaxityduringanteriorcruciateligamentreconstructiononkneeosteoarthritisandclinicaloutcomes:arandomizedcontrolledtrialwith84monthfollowup,
815,Embase,10.1177/0363546516634021,"Grunau P.D., Arneja S., Leith J.M.",A Randomized Clinical Trial to Assess the Clinical Effectiveness of a Measured Objective Tensioning Device in Hamstring Anterior Cruciate Ligament Reconstruction,2016,The American journal of sports medicine,Grunau,arandomizedclinicaltrialtoassesstheclinicaleffectivenessofameasuredobjectivetensioningdeviceinhamstringanteriorcruciateligamentreconstruction,
816,Embase,10.1177/0363546515626543,"Karikis I., Desai N., Sernert N., Rostgard-Christensen L., Kartus J.",Comparison of Anatomic Double- and Single-Bundle Techniques for Anterior Cruciate Ligament Reconstruction Using Hamstring Tendon Autografts: A Prospective Randomized Study With 5-Year Clinical and Radiographic Follow-up,2016,The American journal of sports medicine,Karikis,comparisonofanatomicdoubleandsinglebundletechniquesforanteriorcruciateligamentreconstructionusinghamstringtendonautografts:aprospectiverandomizedstudywith5yearclinicalandradiographicfollowup,
817,Embase,10.1007/s00402-015-2386-4,"Konrads C., Reppenhagen S., Plumhoff P., Hoberg M., Rudert M., Barthel T.",No significant difference in clinical outcome and knee stability between patellar tendon and semitendinosus tendon in anterior cruciate ligament reconstruction,2016,Archives of Orthopaedic and Trauma Surgery,Konrads,nosignificantdifferenceinclinicaloutcomeandkneestabilitybetweenpatellartendonandsemitendinosustendoninanteriorcruciateligamentreconstruction,
818,Embase,10.1177/0363546515624471,"Sasaki S., Tsuda E., Hiraga Y., Yamamoto Y., Maeda S., Sasaki E., Ishibashi Y.",Prospective Randomized Study of Objective and Subjective Clinical Results Between Double-Bundle and Single-Bundle Anterior Cruciate Ligament Reconstruction,2016,The American journal of sports medicine,Sasaki,prospectiverandomizedstudyofobjectiveandsubjectiveclinicalresultsbetweendoublebundleandsinglebundleanteriorcruciateligamentreconstruction,
819,Embase,10.1016/j.arthro.2015.06.029,"Mayr H.O., Benecke P., Hoell A., Schmitt-Sody M., Bernstein A., Suedkamp N.P., Stoehr A.",Single-bundle versus double-bundle anterior cruciate ligament reconstruction: A comparative 2-year follow-up,2016,Arthroscopy - Journal of Arthroscopic and Related Surgery,Mayr,singlebundleversusdoublebundleanteriorcruciateligamentreconstruction:acomparative2yearfollowup,
820,Embase,10.1097/JSM.0000000000000209,"Mohtadi N., Chan D., Barber R., Paolucci E.O.","Reruptures, reinjuries, and revisions at a minimum 2-year follow-up: A randomized clinical trial comparing 3 graft types for ACL reconstruction",2016,Clinical Journal of Sport Medicine,Mohtadi,rerupturesreinjuriesandrevisionsataminimum2yearfollowup:arandomizedclinicaltrialcomparing3grafttypesforaclreconstruction,
821,Embase,10.1177/0363546515611886,"Webster K.E., Feller J.A., Hartnett N., Leigh W.B., Richmond A.K.",Comparison of Patellar Tendon and Hamstring Tendon Anterior Cruciate Ligament Reconstruction: A 15-Year Follow-up of a Randomized Controlled Trial,2016,The American journal of sports medicine,Webster,comparisonofpatellartendonandhamstringtendonanteriorcruciateligamentreconstruction:a15yearfollowupofarandomizedcontrolledtrial,
822,Embase,10.3969/j.issn.2095-4344.2016.15.009,"Tu Z.S., Liang L.X., Xing J.S.",,2016,Chinese Journal of Tissue Engineering Research,Tu,,
823,Embase,,,MRI Study of Ballooning and Ligamentisation Short Transplants ACL Hamstring According to Technical DT4,2015,clinicaltrials.gov,#VALUE!,mristudyofballooningandligamentisationshorttransplantsaclhamstringaccordingtotechnicaldt4,
824,Embase,10.1016/j.knee.2015.04.015,"Lindström M., Wredmark T., Wretling M.-L., Henriksson M., Felländer-Tsai L.","Post-operative bracing after ACL reconstruction has no effect on knee joint effusion. A prospective, randomized study",2015,Knee,Lindström,postoperativebracingafteraclreconstructionhasnoeffectonkneejointeffusionaprospectiverandomizedstudy,
825,Embase,10.1007/s00402-014-2108-3,"Chen J., Gu A., Jiang H., Zhang W., Yu X.",A comparison of acute and chronic anterior cruciate ligament reconstruction using LARS artificial ligaments: A randomized prospective study with a 5-year follow-up,2015,Archives of Orthopaedic and Trauma Surgery,Chen,acomparisonofacuteandchronicanteriorcruciateligamentreconstructionusinglarsartificialligaments:arandomizedprospectivestudywitha5yearfollowup,
826,Embase,10.1177/0363546515588926,"Arama Y., Salmon L.J., Sri-Ram K., Linklater J., Roe J.P., Pinczewski L.A.","Bioabsorbable Versus Titanium Screws in Anterior Cruciate Ligament Reconstruction Using Hamstring Autograft: A Prospective, Blinded, Randomized Controlled Trial With 5-Year Follow-up",2015,The American journal of sports medicine,Arama,bioabsorbableversustitaniumscrewsinanteriorcruciateligamentreconstructionusinghamstringautograft:aprospectiveblindedrandomizedcontrolledtrialwith5yearfollowup,
827,Embase,10.3969/j.issn.2095-4344.2015.29.010,"Wang J., Li Y., Yu T.-B., Zhang Q.-L.",Anterior cruciate ligament reconstruction with or without remnant preservation: A 6-month follow-up,2015,Chinese Journal of Tissue Engineering Research,Wang,anteriorcruciateligamentreconstructionwithorwithoutremnantpreservation:a6monthfollowup,
828,Embase,10.1097/JSM.0000000000000165,"Mohtadi N., Chan D., Barber R., Oddone Paolucci E.","A Randomized Clinical Trial Comparing Patellar Tendon, Hamstring Tendon, and Double-Bundle ACL Reconstructions: Patient-Reported and Clinical Outcomes at a Minimal 2-Year Follow-up",2015,Clinical Journal of Sport Medicine,Mohtadi,arandomizedclinicaltrialcomparingpatellartendonhamstringtendonanddoublebundleaclreconstructions:patientreportedandclinicaloutcomesataminimal2yearfollowup,
829,Embase,10.1177/0363546514567069,"Koga H., Muneta T., Yagishita K., Watanabe T., Mochizuki T., Horie M., Nakamura T., Otabe K., Sekiya I.",Effect of posterolateral bundle graft fixation angles on clinical outcomes in double-bundle anterior cruciate ligament reconstruction: a randomized controlled trial,2015,The American journal of sports medicine,Koga,effectofposterolateralbundlegraftfixationanglesonclinicaloutcomesindoublebundleanteriorcruciateligamentreconstruction:arandomizedcontrolledtrial,
830,Embase,10.1007/s00167-014-2890-z,"Karimi-Mobarakeh M., Mardani-Kivi M., Mortazavi A., Saheb-Ekhtiari K., Hashemi-Motlagh K.",Role of gracilis harvesting in four-strand hamstring tendon anterior cruciate ligament reconstruction: a double-blinded prospective randomized clinical trial,2015,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Karimi-Mobarakeh,roleofgracilisharvestinginfourstrandhamstringtendonanteriorcruciateligamentreconstruction:adoubleblindedprospectiverandomizedclinicaltrial,
831,Embase,10.1007/s00264-014-2513-9,"Papalia R., Franceschi F., Tecame A., D’Adamio S., Maffulli N., Denaro V.",Anterior cruciate ligament reconstruction and return to sport activity: postural control as the key to success,2015,International Orthopaedics,Papalia,anteriorcruciateligamentreconstructionandreturntosportactivity:posturalcontrolasthekeytosuccess,
832,Embase,10.1016/j.arthro.2014.07.020,"Koga H., Muneta T., Yagishita K., Watanabe T., Mochizuki T., Horie M., Nakamura T., Otabe K., Sekiya I.",Mid- to long-term results of single-bundle versus double-bundle anterior cruciate ligament reconstruction: Randomized controlled trial,2015,Arthroscopy - Journal of Arthroscopic and Related Surgery,Koga,midtolongtermresultsofsinglebundleversusdoublebundleanteriorcruciateligamentreconstruction:randomizedcontrolledtrial,
833,Embase,10.1177/0363546514554189,"Ibrahim S.A., Abdul Ghafar S., Marwan Y., Mahgoub A.M., Al Misfer A., Farouk H., Wagdy M., Alherran H., Khirait S.",Intratunnel versus extratunnel autologous hamstring double-bundle graft for anterior cruciate ligament reconstruction: a comparison of 2 femoral fixation procedures,2015,The American journal of sports medicine,Ibrahim,intratunnelversusextratunnelautologoushamstringdoublebundlegraftforanteriorcruciateligamentreconstruction:acomparisonof2femoralfixationprocedures,
834,Embase,10.2739/kurumemedj.MS66002,"Inoue T., Soejima T., Murakami H., Tabuchi K., Noguchi K., Horibe S., Tanaka Y., Shiba N.",Anatomic oblong double bundle anterior cruciate ligament reconstruction,2015,Kurume Medical Journal,Inoue,anatomicoblongdoublebundleanteriorcruciateligamentreconstruction,
835,Embase,10.3969/j.issn.2095-4344.2014.51.023,"Li J.-Y., Zhao Q.-C., Shang X.-F., Deng X.-W., Gan Z.-Y.",Autologous hamstring tendon for anterior cruciate ligament reconstruction: Influence of incisions in different directions for cutting the hamstring tendon on the anterior tibial skin sensitivity,2014,Chinese Journal of Tissue Engineering Research,Li,autologoushamstringtendonforanteriorcruciateligamentreconstruction:influenceofincisionsindifferentdirectionsforcuttingthehamstringtendonontheanteriortibialskinsensitivity,
836,Embase,,,Acute Anterior Cruciate Ligament Rupture; RecOnsTruction Or Repair?,2014,clinicaltrials.gov,#VALUE!,acuteanteriorcruciateligamentrupturereconstructionorrepair?,
837,Embase,10.1007/s00167-013-2652-3,"Gifstad T., Drogset J.O., Grøntvedt T., Hortemo G.S.",Femoral fixation of hamstring tendon grafts in ACL reconstructions: the 2-year follow-up results of a prospective randomized controlled study,2014,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Gifstad,femoralfixationofhamstringtendongraftsinaclreconstructions:the2yearfollowupresultsofaprospectiverandomizedcontrolledstudy,
838,Embase,10.1016/j.jss.2014.01.050,"Wang C.-J., Ko J.-Y., Chou W.-Y., Hsu S.-L., Ko S.-F., Huang C.-C., Chang H.-W.",Shockwave therapy improves anterior cruciate ligament reconstruction,2014,Journal of Surgical Research,Wang,shockwavetherapyimprovesanteriorcruciateligamentreconstruction,
839,Embase,10.1007/s00167-012-2341-7,"Zhang Q., Zhang S., Cao X., Liu L., Liu Y., Li R.",The effect of remnant preservation on tibial tunnel enlargement in ACL reconstruction with hamstring autograft: A prospective randomized controlled trial,2014,"Knee Surgery, Sports Traumatology, Arthroscopy",Zhang,theeffectofremnantpreservationontibialtunnelenlargementinaclreconstructionwithhamstringautograft:aprospectiverandomizedcontrolledtrial,
840,Embase,10.55095/achot2014/004,"Zeman P., Koudela K., Kasl J., Nepraš P., Zeman J., Matějka J.",Anatomical ACL reconstruction by a double- versus a single-bundle technique. prospective randomised study of short-term clinical results,2014,Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca,Zeman,anatomicalaclreconstructionbyadoubleversusasinglebundletechniqueprospectiverandomisedstudyofshorttermclinicalresults,
841,Embase,10.7860/JCDR/2014/8834.4237,"Hegde A.S., Rai D.K., Kannampilly A.J.",A comparison of functional outcomes after metallic and bioabsorbable interference screw fixations in arthroscopic ACL reconstructions,2014,Journal of Clinical and Diagnostic Research,Hegde,acomparisonoffunctionaloutcomesaftermetallicandbioabsorbableinterferencescrewfixationsinarthroscopicaclreconstructions,
