id,uuid,study,year,title,abstract,data_source,doi,journal
540,WS-164,Zein et al. (2017),2017,Combined Anatomic Anterior Cruciate Ligament and Double Bundle Anterolateral Ligament Reconstruction,"The results of arthroscopic anterior cruciate ligament (ACL) reconstruction are so far satisfactory and improving over time as a result of the improved understanding of the anatomy and biomechanics of the ACL. Rotational instability confirmed by a positive pivot shift is present in more than 15% of cases who underwent successful ACL reconstruction. Persistent rotational instability interferes with performing pivoting sports, and also may lead to meniscal and chondral injuries, or re-rupture of the reconstructed ACL. Surgeons reconsidered the anatomy and biomechanics of the ACL and introduced the double bundle ACL reconstruction technique aiming to achieve a more rotational control by reconstructing the anteromedial and anterolateral bundles of the ACL. To date, the results of double bundle ACL reconstruction are mixed and inconsistent. The improved understanding of the existence, function, and biomechanical role of the anterolateral ligament (ALL) in controlling the rotational instability of the knee has redirected and refocused attention on a supplemental extra-articular reconstruction of the ALL in conjunction with the intra-articular ACL reconstruction so as to restore normal kinematics of the knee. In this Technical Note, we describe a technique that allows for a combined ACL and double bundle ALL reconstruction using autogenous hamstring graft (semitendinosus and gracilis) tendons. This technique is an extension of our previously described technique of a combined anatomic ACL and single bundle ALL reconstruction. The improved understanding of the anatomy of the ALL makes a double bundle ALL reconstruction more anatomic than single bundle ALL reconstruction, as the native ALL is triangular or inverted Y in shape, with a narrow proximal femoral attachment and a broad distal tibial attachment between Gerdy's tubercle and the head of the fibula.",Web of Science,10.1016/j.eats.2017.04.009,ARTHROSCOPY TECHNIQUES
541,WS-165,Schoepp et al. (2016),2016,Reconstruction of the anterior cruciate ligament. What is sure?,"The treatment of ruptures of the anterior cruciate ligament (ACL) plays an essential role for both clinicians and resident physicians. To date many questions regarding the outcome as well as ACL reconstruction techniques have not yet been conclusively clarified. Whether reconstruction of the ACL protects the knee from osteoarthritis is still unproven; however, it is well known that an unstable knee joint is more vulnerable to secondary injuries, such as meniscal tears. Thus, early ACL reconstruction is recommended to minimize the risk of these secondary injuries. Three alternative sources of material for autologous ACL reconstruction are commonly utilized. An accessory hamstring (i.e. semitendinosus tendon with or without the gracilis tendon), a central strip of the patellar tendon with bone blocks and a central strip of the quadriceps tendon with or without bone block are the most common donor tissues used in autografts. Besides selection of the type of graft, the tendon diameter also plays a crucial role. Some progress has recently been made with respect to tunnel placement. The aim is to find an anatomical tunnel position. Reconstruction of both the anteromedial and the posterolateral ACL bundles helps to rebuild the anatomy of the original ACL; however, scientifically this approach did not lead to any improvement in the results. For fixation techniques a differentiation is made between aperture, extracortical and implant-free fixation. Generally, reruptures are less common than revisions as a result of graft ruptures due to technical mistakes during surgery. The most common mistakes concern tunnel placement and graft fixation. Also overlooked instability can have a negative influence on the outcome of ACL reconstruction.",Web of Science,10.1007/s10039-015-0099-0,TRAUMA UND BERUFSKRANKHEIT
542,WS-166,Bali et al. (2015),2015,Outcomes of the patellar tendon and hamstring graft anterior cruciate ligament reconstructions in patients aged above 50 years,"Background: The treatment of anterior cruciate ligament (ACL) injury consists of arthroscopic ACL reconstruction with patellar tendon or hamstring graft. Satisfactory results have been reported so far in the younger age group. Dilemma arises regarding the suitability of ACL reconstruction in the patients aged 50 years and above. This retrospective analyses the outcome of ACL reconstruction in patients aged 50 years and above at the time of presentation. Materials and Methods: 55 patients aged 50 years and above presented to our institution with symptomatic ACL tear and were managed with arthroscopic reconstruction with patellar tendon/hamstring graft. 22 patients underwent ACL reconstruction with bone-patellar tendon-bone graft and the remaining 33 with a hamstring graft. Evaluation of functional outcome was performed using International Knee Documentation Committee (IKDC) and Lysholm scoring in the preoperative period, at the end of 1 year and at the final followup. Radiographic evaluation was performed using the Kellgren-Lawrence grading system. Results: The mean preoperative IKDC score was 39.7 +/- 3.3. At the end of 1-year following the operation, the mean IKDC score was 73.6 +/- 4.9 and at the final followup was 67.8 +/- 7.7. The mean preoperative Lysholm score was 40.4 +/- 10.3. At the end of 1-year following the intervention, the mean Lysholm score was 89.7 +/- 2.1 and at final followup was 85.3 +/- 2.5. Overall, 14 out of 42 patients who underwent radiographic assessment showed progression of osteoarthritis changes at the final followup after the intervention. Conclusion: In our study, there was a statistically significant improvement in the IKDC and Lysholm scores following the intervention. There was a slight deterioration in the scores at the final followup but the overall rate of satisfaction was still high and most of the patients were able to do their routine chores and light exercises suitable for their age group. Around one-third of patients show progression of radiographic changes in the postoperative period and this requires long term evaluation.",Web of Science,10.4103/0019-5413.168760,INDIAN JOURNAL OF ORTHOPAEDICS
543,WS-167,Goldsmith et al. (2013),2013,Biomechanical Comparison of Anatomic Single- and Double-Bundle Anterior Cruciate Ligament Reconstructions An In Vitro Study,"Background: Arthroscopic identification of the anteromedial (AM) and posterolateral (PL) bundle locations of the anterior cruciate ligament (ACL) has facilitated an improved quantitative description of ACL anatomy. Few studies have directly compared the biomechanical laxity of anatomic single-bundle (SB) versus anatomic double-bundle (DB) ACL reconstruction techniques based on precise anatomic descriptions. Hypothesis: Anatomic tunnel positioning for SB and DB reconstructions would produce comparable anterior-posterior and rotatory knee laxity. Study Design: Controlled laboratory study. Methods: Nine matched pairs of cadaveric knees were evaluated for the kinematics of intact, ACL-deficient, and either anatomic SB or anatomic DB ACL-reconstructed knees. Reconstruction tunnels were placed either centrally in the ACL footprint or within the AM and PL footprints. A 6 degrees of freedom robotic system was used to assess knee laxity with an 88-N anterior tibial load and a simulated pivot-shift test of combined 10-N.m valgus and 5-N.m internal tibial torques. Rotational motion was measured with internal and external torques of 5 N.m along with varus and valgus torques of 10 N.m. One-sample and 2-sample independent t tests were used to compare between groups (P < . 05). Results: No significant differences were found between anatomic SB and DB reconstruction groups during anterior tibial loading. Anterior tibial translations during simulated pivot shift had no significant differences between anatomic reconstruction groups. Tibial rotation for internal/external and varus/valgus torques showed no significant differences between anatomic reconstructions, with the exception of small (<3 degrees) but statistically significant differences in internal rotation at 20 degrees and 30 degrees of flexion. Despite the similar behavior between the 2 anatomic reconstruction groups, neither technique was able to reproduce the intact state during an anterior tibial load. Conclusion: No significant differences in anterior translation were found between the anatomic SB and anatomic DB ACL reconstructions for simulated pivot shift or anterior tibial loading.",Web of Science,10.1177/0363546513487065,AMERICAN JOURNAL OF SPORTS MEDICINE
544,WS-168,Adi et al. (2025),2025,"Management of a complex multiligament knee injury: Simultaneous reconstruction of ACL, PCL, and both meniscal roots","Introduction: Multiligament knee injuries (MLKIs) can lead to severe complications like early osteoarthritis and functional loss. Meniscal root tears further increase these risks. This study reports the first documented case of simultaneous anterior cruciate ligament (ACL), posterior cruciate ligament (PCL), and dual meniscal root injuries, emphasizing the unique surgical and rehabilitative challenges involved. Presentation of case: A 19-year-old male presented with persistent knee pain and instability seven months after a traumatic injury from a major fall. Examination revealed a range of motion of 0-120 degrees, no swelling or tenderness, but a positive recurvatum over 10 degrees, indicating significant instability. Lachman's, McMurray's, pivot shift, and both anterior and posterior drawer tests were positive. Discussion: The radiography of the right knee revealed no fractures. The MRI confirmed injuries to the ACL, PCL, and the posterior roots of both the lateral and medial menisci. The patient received surgical intervention. Grafts were obtained: the peroneus longus tendon autograft for posterior cruciate ligament reconstruction and a hamstring autograft for anterior cruciate ligament reconstruction. The ACL and PCL reconstructions were subsequently performed utilizing an all-inside technique, and both posterior roots of the lateral and medial menisci were repaired. Postoperative care included knee immobilization and a progressive rehabilitation program. Conclusion: Effective management of multiple ligament knee injuries necessitates a comprehensive approach, including precise identification and treatment of all torn ligaments, accurate graft placement, and robust fixation. Simultaneous reconstruction reduces hospital stays, anaesthesia exposure, and surgical risks while streamlining rehabilitation, enabling quicker patient recovery and improved outcomes.",Web of Science,10.1016/j.ijscr.2025.111150,INTERNATIONAL JOURNAL OF SURGERY CASE REPORTS
545,WS-169,Petersen et al. (2013),2013,Anatomic reconstruction of the anterior cruciate ligament in single bundle technique,"Restore the knee stability by ACL reconstruction of the anterior cruciate ligament. Acute and chronic functional instability with rupture of the anterior cruciate ligament giving way phenomena, acute rupture of the anterior cruciate ligament with concomitant meniscus repair. Local infection in the knee joint, local soft tissue damage, lack of cooperation of the patient. The operation begins with the examination under anesthesia. It follows an arthroscopic examination of the knee and the arthroscopic treatment of accompanying intra-articular lesions (meniscus and cartilage damage). The semitendinosus tendon is harvested via a 3 cm skin incision medial to the tibial tuberosity. A four stranded tendon graft is prepared with a minimum length of 6.5 cm. Alternetive grafts for this technique are the patellar tendon, quadriceps tendon, and allografts. The femoral tunnel for the ACL graft is drilled via a deep anteromedial portal under arthroscopic control. For precise placement of the guide wire a specific offset aimer is used. For drilling the knee must be flexed more than 110A degrees. Landmarks are the intercondylar line and the cartilage-bone interface. The position of the guide wire is always controlled by the medial portal (medial portal view). The guide wire is overdrilled with a cannulated drill (4.5 mm when a flip tack is used). The drill diameter for the 30 mm long blind tunnel is choosen according to the graft diameter. A gentle tunnel preparation may be achieved with the use of dilators. At the tibia, the anterior horn of the lateral meniscus is used as a landmark in the absence of ACL stump. The guide wire is first overdrilled with a 6 mm drill. Slight adjustments to the tibial tunnel location can be archieved when the guide wire is overdrilled eccentrically with a larger drill. At the femur an extrakortikal fixation technique with a flip button is preferred. At the tibia, a hybrid fixation with absorbable interference screw and button is used. The rehabilitation program is divided into three phases. During the inflammatory phase (1st-2nd week) control of pain and swelling is recommended. The patient is lmobilized with 20 kg partial weigth bearing. During the proliferative phase (3nd-6th week), load and mobility are slowly increased. Goal of this phase is it full extension. Exercises should be performed in a closed chain. During the remodeling phase strength and coordination exercises can be started. Athletes should not return to competitive sports before the 6th to 8th month. In a prospective study, we have examined 21 patients treated with an anatomic anterior cruciate ligament reconstruction in single-bundle technique, after two years. As graft the semitendinosus was used. The postoperative MRI diagnosis showed that all tunnels were positioned anatomically. KT 1000 measurement showed that the difference of anterior translation decreased from an average of 6.4-1.7 mm. A sliding pivot shift phenomenon was detected in only one patient. The postoperative Lysholmscore was 94.2 points.",Web of Science,10.1007/s00064-012-0227-y,OPERATIVE ORTHOPADIE UND TRAUMATOLOGIE
546,WS-170,Hussein et al. (2012),2012,Individualized Anterior Cruciate Ligament Surgery A Prospective Study Comparing Anatomic Single- and Double-Bundle Reconstruction,"Background: Reconstruction of the anterior cruciate ligament (ACL) has become a commonly performed procedure. However, biomechanical studies have demonstrated that conventional single-bundle ACL reconstruction techniques are only successful in limiting anterior tibial translation but less effective for restoring rotatory laxity. Purpose: This study aimed to compare the results of single-and double-bundle ACL reconstruction using an anatomic technique, individualized based on the patient's native ACL size. The authors hypothesized that there would be no difference between the results of anatomic single-bundle (ASB) and anatomic double-bundle (ADB) reconstruction when the surgical technique is individualized. Study Design: Cohort study; Level of evidence, 2. Methods: Depending on intraoperative measurements of the ACL insertion site size, patients were selected for either ASB (n = 32) or ADB (n = 69) ACL reconstruction. In all groups, hamstring tendons autograft was used with suspensory fixation on the femoral side and bioabsorbable interference screw fixation on the tibial side. The outcomes were evaluated by an independent blinded observer using the Lysholm score, subjective International Knee Documentation Committee (IKDC) form, KT-1000 arthrometer for anteroposterior stability, and pivot-shift test for rotational stability. The average follow-up was 30 months (range, 26-34 months). There were no statistically significant differences in the baseline demographics of the 2 groups. Results: There was no significant difference between the ADB and ASB groups for Lysholm score (93.9 vs 93.5), subjective IKDC score (93.3 vs 93.1), anterior tibial translation (1.5- vs 1.6-mm side-to-side difference), and pivot shift (92% vs 90% with negative pivot-shift examination). Conclusion: Anatomic double-bundle reconstruction is not superior to anatomic single-bundle reconstruction when an individualized ACL reconstruction technique is used.",Web of Science,10.1177/0363546512446928,AMERICAN JOURNAL OF SPORTS MEDICINE
547,WS-171,Forriol et al. (2008),2008,The anterior cruciate ligament: Morphology and function,"Anterior cruciate ligament (ACL) repair is one of the most common procedures in orthopedic surgery. Knowledge of the original anatomy of the ACL, as well as its location, distribution, orientation and biomechanics must help to better understand the repair technique with auto- or allografts, with the purpose of restoring normal function of the repaired knee.",Web of Science,,TRAUMA-SPAIN
548,WS-172,Shaver et al. (2008),2008,Revision Anatomic Double-Bundle Anterior Cruciate Ligament Surgery,"As the number of primary anterior cruciate ligament (ACL) reconstructions performed in the United States continues to increase, so will the need for revision surgery for failed primary surgery. These failed ACL surgeries are often the result of technical errors in the primary surgery. Current literature reports inferior functional and objective results of revision ACL surgery in comparison with primary surgery. This is often the result of unrecognized injury to the secondary stabilizers of the knee. The anatomic double-bundle ACL surgery has been shown to more accurately recreate the kinematics of the native knee in comparison with classic transtibial single-bundle ACL reconstructions. We believe that the use of the principals and techniques of anatomic double-bundle ACL reconstruction in the revision situation may be advantageous for many reasons. This is a technically demanding procedure that requires proper preoperative preparation. This article outlines our approach to these challenging situations.",Web of Science,10.1053/j.otsm.2008.10.009,OPERATIVE TECHNIQUES IN SPORTS MEDICINE
549,WS-173,Petersen et al. (2009),2009,Ligament injuries of the knee joint. Part I. The anterior cruciate ligament,"The anterior cruciate ligament (ACL) consists of 2 functional bundles taut in differing joint positions. It stabilizes against the anterior tibial translation in a neutral position and in internal rotation (pivot-shift phenomenon). Symptomatic anterior instability impairs knee function and can lead to arthrosis, the onset of which can be slowed down by ACL reconstruction using autologous hamstring tendon graft. With regard to postoperative onset of arthrosis, the extent of initial accompanying injuries is also relevant. Anatomic techniques should be used for surgical procedures. The patellar and semitendinous tendons are suited to autologous hamstring grafts. With the latter, both ACL bundles can be replaced sep-arately (double-bundle technique), which has been shown in biomechanical tests and clinical studies to provide better stability compared with the single-bundle technique. No difference has been seen as yet in clinical scores: long-term results are not available. In the case of revision, accurate preoperative diagnosis of the cause is necessary. Depending on tunnel position and width, the decision must be made as to whether a uni-or bilateral procedure is advisable.",Web of Science,10.1007/s10039-009-1513-2,TRAUMA UND BERUFSKRANKHEIT
550,WS-174,Shelbourne et al. (2006),2006,Patellar tendon rupture after anterior cruciate ligament surgery,"Patellar tendon ruptures after anterior cruciate ligament (ACL) surgery can become a potentially serious postoperative complication if handled incorrectly. Proper surgical and rehabilitation must be undertaken to ensure that the overall results of both the initial ACL reconstruction and subsequent tendon rupture are satisfactory. If properly managed, postoperative patellar tendon rupture can be treated and the overall outcome of the ACL surgery is not affected. In our experience of 5,000 ACL reconstructions, a total of 11 patellar tendon ruptures have occurred with 6 occurring after an ipsilateral ACL reconstruction and 5 occurring after a contralateral ACL reconstruction. All patellar tendons were repaired using suture anchors and augmented with a Dail-Miles cable. Follow-up at an average of 3.1 years postoperatively shows that patients regained full knee hyperextension with 141 degrees of flexion on the involved side with average of 143 degrees on the uninvolved knee. Average return of strength was 94% measured with isokinetic testing. Single leg hop scores averaged 96% compared with opposite noninvolved knee. In this article, we discuss the surgical technique, rehabilitation, and results of our experience treating this potentially difficult postoperative complication after ACL reconstruction.",Web of Science,10.1053/j.otsm.2006.02.006,OPERATIVE TECHNIQUES IN SPORTS MEDICINE
551,WS-175,Chhabra et al. (2005),2005,The arthroscopic appearance of a normal anterior cruciate ligament in a posterior cruciate ligament-deficient knee: The posterolateral bundle (PLB) sign - art. no. E1,"Partial anterior cruciate ligament (ACL) tears that result in functional instability are usually the result of a deficiency of the anteromedial bundle (AMB), and are evident arthroscopic ally by a prominent posterolateral bundle (PLB). As double-bundle ACL reconstructions are being suggested to recreate a more normal anatomy, the roles of each bundle are being more critically questioned. We present a case that describes the appearance of a normal ACL in a posterior cruciate ligament (PCL)-deficient knee in which the PLB of the ACL is prominent, giving the appearance of a complete tear of the AMB of the ACL, and scarring of this bundle to the PCL stump. On further inspection, and when the tibia was reduced, the normal appearance of the ACL returned, with visualization of the AMB obscuring the PLB. We have named this arthroscopic finding the PLB sign. This finding confirms the individual roles of each bundle of the ACL. It is important to not misinterpret this abnormal appearance of the ACL as a partial ACL tear in a PCL-deficient knee.",Web of Science,10.1016/j.arthro.2005.07.009,ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY
552,WS-176,Saithna et al. (2018),2018,COMBINED ACL AND ANTEROLATERAL LIGAMENT RECONSTRUCTION,"Background: Clinical results of combined anterior cruciate ligament (ACL) and anterolateral ligament (ALL) reconstruction have demonstrated a significant reduction in ACL graft rupture rates and improved rates of return to sports compared with isolated ACL reconstruction(1). This finding is supported by laboratory studies that have demonstrated that combined ACL reconstruction and lateral extra-articular tenodesis procedures protect the ACL graft by load-sharing with it and by more reliably restoring normal knee kinematics compared with isolated ACL reconstruction. Description: The ACL graft is formed from a tripled semitendinosus tendon and a single strand of gracilis tendon. The femoral tunnel is drilled to provide an anatomic location intra-articularly and to exit the femur just posterior and proximal to the lateral epicondyle. The additional length of gracilis therefore exits the femoral tunnel at the anatomic origin of the ALL and is then routed (under the iliotibial band [ITB]) through a tibial tunnel, and back to the femoral origin, to reconstruct the ALL. Alternatives: Many different types of nonanatomic lateral extra-articular tenodesis procedures have been reported. The most frequently performed were the Lemaire and MacIntosh procedures; however, these, and others, were widely abandoned after poor results were reported in the 1980s. Rationale: ALL reconstruction differs from other lateral extra-articular tenodesis-type procedures because the procedure is anatomically based and can be percutaneously performed. Nonanatomic procedures (typically with a strand of ITB passed under the lateral collateral ligament [LCL]) have been reported to be associated with overconstraint, early arthritis, and an increased risk of infection(2-5). In contrast, ALL reconstruction has been shown to restore normal knee kinematics and to avoid overconstraint when correctly fixed in full extension and neutral rotation(6). The main concern with any type of lateral extra-articular tenodesis is based on historical reports of poor outcomes(2,3). However, a recent study has demonstrated that combined ACL and ALL reconstruction is associated with a reoperation rate that is comparable with the rate seen after isolated ACL reconstruction, and it has a very low rate of complications(7). This makes a compelling argument for anatomic ALL and ACL reconstruction being the procedure of choice when considering an extra-articular procedure. This is further supported by the fact that, even though previous studies have demonstrated a trend toward reduced ACL graft rupture with nonanatomic lateral extra-articular tenodesis procedures, they have not shown a significant improvement in outcomes(8). Combined ACL and ALL reconstruction is currently the only type of lateral extra-articular procedure that has been demonstrated to significantly reduce the risk of ACL graft rupture and improve the rate of return to sports(1).",Web of Science,10.2106/JBJS.ST.17.00045,JBJS ESSENTIAL SURGICAL TECHNIQUES
553,WS-177,Xu et al. (2026),2026,Platelet-derived exosomes delivering miR-25-3p inhibit ferroptosis by targeting P53 to attenuate osteoarthritis,"Background: Osteoarthritis (OA) ranks among the most prevalent degenerative joint disorders globally. However, current therapies primarily focus on symptom management, and their ability to effectively decelerate disease progression remains limited. This study aims to investigate the role and mechanism of platelet-derived exosomes (Plt-exos) in attenuating chondrocyte ferroptosis to delay OA progression. Methods: Plt-exos were isolated from human apheresis platelets and then characterized. The protective effects of Plt-exos on chondrocytes against IL-1 beta-induced ferroptosis were assessed through the detection of intracellular ferroptosis hallmarks and the expression levels of genes associated with extracellular matrix (ECM) metabolism and ferroptosis regulation in SW1353 cells. Key miRNAs in Plt-exos were identified, with miR-25-3p's role in chondrocyte ferroptosis and its interaction with P53 further investigated. Finally, the effect of Plt-exos-derived miR-25-3p on OA was validated in anterior cruciate ligament transection mice. Results: Plt-exos significantly reduced reactive oxygen species, Fe2+ and malonaldehyde levels, and down-regulated ferroptosis drivers (P53, ALOX12), while enhancing glutathione and ferroptosis suppressors (SLC7A11, GPX4). Moreover, Plt-exos maintained ECM homeostasis by restoring COL2 and MMP13 expression. Notably, miR-25-3p was identified as a crucial mediator of these protective effects, as its inhibition reversed the benefits conferred by Plt-exos on ferroptosis. Furthermore, miR-25-3p directly targets the 3' UTR of P53, thereby suppressing its expression. In vivo studies revealed that Plt-exos administration improved cartilage preservation and subchondral bone remodeling in OA mice, with these effects being attenuated upon co-administration of anta-gomir-25-3p. Conclusion: Plt-exos effectively delay OA progression in vitro and in vivo though attenuating chondrocyte ferroptosis by targeting the miR-25-3p/P53 axis. Plt-exos may serve as innovative nanotherapeutics for OA management, offering significant prospects for clinical application.",Web of Science,10.1016/j.cej.2025.171504,CHEMICAL ENGINEERING JOURNAL
554,WS-178,Josipovic et al. (2023),2023,A NEW TECHNIQUE FOR COMBINED ANTERIOR CRUCIATE AND ANTEROLATERAL LIGAMENT RECONSTRUCTION USING QUADRICEPS AND PLANTARIS TENDONS,"Anterior cruciate ligament (ACL) reconstructions with quadriceps tendon (QT) grafts are gaining popularity, both in primary and revision procedures. Recently, the role of the anterolat-eral ligament (ALL) of the knee in improving rotational knee stability has been emphasised and concur-rent ACL and ALL reconstruction is advocated. In this paper, a new technique utilising the QT and the plantaris tendon (PLT) for combined ACL and ALL reconstruction is analysed. Patients that underwent combined ACL and ALL reconstruction using QT and PLT grafts in a 3-years period were prospectively analysed. A total of 9 patients with 6 months minimum follow-up were assessed with Lachman and Pivot shift clinical tests, International Knee Documentation Committee (IKDC) score, Knee injury and Osteo-arthritis Outcome Score (KOOS), Lysholm score, and Tegner activity scale. One patient had reconstruct-ed ACL re-rupture at the final follow-up visit, leaving 8 patients with a mean follow-up of 19 +/- 8 months. There was a significant improvement in anteroposterior and rotational stability in all the patients. The IKDC, KOOS, and Lysholm scores improved as well. The Tegner activity scale increased postoperatively, however, it did not reach preinjury values. QT and PLT grafts are valuable alternatives for currently used grafts in combined ACL and ALL reconstructive procedures. This new technique is a reasonable option in ACL revision surgery and a good alternative in primary ACL and ALL reconstruction, especially when hamstring grafts are not advised or they are missing.",Web of Science,10.20471/acc.2023.62.s3.6,ACTA CLINICA CROATICA
555,WS-179,Tavlo et al. (2016),2016,The role of the anterolateral ligament in ACL insufficient and reconstructed knees on rotatory stability: A biomechanical study on human cadavers,"Studies suggest that the anterolateral ligament (ALL) is important for knee stability. The purpose was to clarify ALL's effect on rotatory and anterior-posterior stability in the anterior cruciate ligament (ACL)-insufficient and reconstructed knees and the effect of reconstruction of an insufficient ALL. Eighteen cadaveric knees were included. Stability was tested for intact (+ALL), detached (-ALL) and reconstructed (+reALL) ALL, with ACL removed (-ACL) and reconstructed (+ACL) in six combinations. All were tested in 0, 30, 60, and 90 degrees C flexion. Anterior-posterior stability was measured with a rolimeter. Rotation with a torque of 8.85Nm was measured photographically. The ALL was well defined in 78% of knees. ACL reconstruction had a significant effect on anterior-posterior stability. Detaching the ALL had a significant effect on internal rotatory stability and on anterior-posterior stability in ACL-insufficient knees. Reconstruction of ACL and ALL reestablished knee stability. The appearance of the ALL was not uniform. The ALL was an internal rotational stabilizer. Anatomical ALL reconstruction in combination with ACL reconstruction could reestablish stability. ALL reconstruction might be considered in patients with combined ACL and ALL tears, but the clinical effect should be established in a controlled clinical study.",Web of Science,10.1111/sms.12524,SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS
556,WS-180,Xu et al. (2023),2023,Platelet-Derived Exosomes Alleviate Knee Osteoarthritis by Attenuating Cartilage Degeneration and Subchondral Bone Loss,"Background: Osteoarthritis (OA) is the most prevalent chronic degenerative joint disease among the aged population. However, current treatments for OA are limited to alleviating symptoms, with no therapies that prevent and regenerate cartilage deterioration. Purpose: To assess the effects of platelet-derived exosomes (Plt-exos) on OA and then to explore the potential molecular mechanism. Study Design: Controlled laboratory study. Methods: Exosomes derived from human apheresis platelets were isolated and identified. The effects of Plt-exos in protecting chondrocytes under interleukin 1 & beta; stimulation were evaluated by analyzing the proliferation and migration in human primary chondrocytes. RNA sequencing was later performed in vitro for primary chondrocytes to reveal the underlying mechanisms of Plt-exo treatment. Anterior cruciate ligament transection was used to construct an OA mice model, and intra-articular injection of Plt-exos was given once a week for 6 weeks. Mice were sacrificed 4 weeks after the last injection. Histologic and immunohistochemistry staining and micro-computed tomography analysis were performed to assess alterations of articular cartilage and subchondral bone. Results: Plt-exos significantly promoted proliferation and migration of chondrocytes within a dose-dependent manner, as well as dramatically promoted cartilage regeneration and attenuated abnormal tibial subchondral bone remodeling, thus slowing the progression of OA. After being treated with Plt-exos, 1797 genes were differentially expressed in chondrocytes (923 upregulated and 874 downregulated genes). Functional enrichment results and hub genes were mainly involved in anti-inflammatory effects, mediating cell adhesion, stimulating cartilage repair, promoting anabolism, and inhibiting catabolism. Conclusion: Our results demonstrated that Plt-exos promoted chondrocyte proliferation and migration in vitro, as well as attenuated cartilage degeneration, improved the microarchitecture of subchondral bone, and retarded OA progression in vivo.",Web of Science,10.1177/03635465231188122,AMERICAN JOURNAL OF SPORTS MEDICINE
557,WS-181,Rahnemai-Azar et al. (2016),2016,Anatomical Individualized ACL Reconstruction,"The anterior cruciate ligament (ACL) is composed of two bundles, which work together to provide both antero-posterior and rotatory stability of the knee. Understanding the anatomy and function of the ACL plays a key role in management of patients with ACL injury. Anatomic ACL reconstruction aims to restore the function of the native ACL. Femoral and tibial tunnels should be placed in their anatomical location accounting for both the native ACL insertion site and bony landmarks. One main component of anatomical individualized ACL reconstruction is customizing the treatment according to each patient's individual characteristics, considering preoperative and intraoperative evaluation of the native ACL and knee bony anatomy. Anatomical individualized reconstruction surgery should also aim to restore the size of the native ACL insertion as well. Using this concept, while single bundle ACL reconstruction can restore the function of the ACL in some patients, double bundle reconstruction is indicated in others to achieve optimal outcome.",Web of Science,,ARCHIVES OF BONE AND JOINT SURGERY-ABJS
558,WS-182,Guenther et al. (2017),2017,The Role of Extra-Articular Tenodesis in Combined ACL and Anterolateral Capsular Injury,"Background: The gold standard treatment of anterolateral capsular injuries in anterior cruciate ligament (ACL)-deficient knees has not been determined. The purpose of this study was to determine the effects of ACL reconstruction and extra-articular reconstruction on joint motion in the ACL-deficient knee and in the combined ACL and anterolateral capsule-deficient knee. Methods: An anterior tibial load of 134 N and internal tibial torque of 7 Nm were applied to 7 fresh-frozen cadaveric knees using a robotic testing system continuously throughout the range of flexion. The resulting joint motion was recorded for 6 knee states: intact, ACL-deficient, ACL-reconstructed, combined ACL and anterolateral capsule-deficient, ACL-reconstructed 1 anterolateral capsule-deficient, and ACL-reconstructed 1 extra-articular tenodesis. Results: Anterior tibial translation of the ACL-reconstructed 1 anterolateral capsule-deficient knee in response to an anterior tibial load was restored to that of the intact knee at all knee-flexion angles (p > 0.05). However, for this knee state, internal tibial rotation in response to internal tibial torque was not restored to that of the intact knee at 60 degrees or 90 degrees of knee flexion (p < 0.05). For the knee state of ACL-reconstructed 1 extra-articular tenodesis, internal rotation in response to internal tibial torque was restored to the motion of the intact knee at each of the tested knee-flexion angles (p > 0.05). Compared with the intact knee, 2 of 7 specimens showed decreased internal tibial rotation with ACL reconstruction 1 extra-articular tenodesis. Conclusions: In this study, an extra-articular tenodesis was necessary to restore rotatory knee stability in response to internal tibial torque in a combined ACL and anterolateral capsule-deficient knee. The amount of rotatory knee instability should be carefully assessed to avoid over-constraint of the knee in these combined ligament-reconstruction procedures.",Web of Science,10.2106/JBJS.16.01462,JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME
