PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29782440","Management of Simultaneous Patellar Tendon and Anterior Cruciate Ligament Ruptures-A Systematic Review of Available Literature","Matthews AH, Fraser EJ, Parkinson B.","J Orthop Trauma. 2018 Aug;32(8):e320-e326. doi: 10.1097/BOT.0000000000001219.","Matthews AH","J Orthop Trauma","2018","2018/05/22","","","10.1097/BOT.0000000000001219"
"29628380","Quadriceps Tendon Autograft in Anterior Cruciate Ligament Reconstruction: A Systematic Review","Hurley ET, Calvo-Gurry M, Withers D, Farrington SK, Moran R, Moran CJ.","Arthroscopy. 2018 May;34(5):1690-1698. doi: 10.1016/j.arthro.2018.01.046. Epub 2018 Apr 5.","Hurley ET","Arthroscopy","2018","2018/04/10","","","10.1016/j.arthro.2018.01.046"
"29628379","Quadriceps Tendon Autograft for Primary Anterior Cruciate Ligament Reconstruction: A Systematic Review of Comparative Studies With Minimum 2-Year Follow-Up","Belk JW, Kraeutler MJ, Marshall HA, Goodrich JA, McCarty EC.","Arthroscopy. 2018 May;34(5):1699-1707. doi: 10.1016/j.arthro.2018.01.047. Epub 2018 Apr 5.","Belk JW","Arthroscopy","2018","2018/04/10","","","10.1016/j.arthro.2018.01.047"
"29366740","Knee Osteoarthritis After Anterior Cruciate Ligament Reconstruction With Bone-Patellar Tendon-Bone Versus Hamstring Tendon Autograft: A Systematic Review of Randomized Controlled Trials","Belk JW, Kraeutler MJ, Carver TJ, McCarty EC.","Arthroscopy. 2018 Apr;34(4):1358-1365. doi: 10.1016/j.arthro.2017.11.032. Epub 2018 Feb 1.","Belk JW","Arthroscopy","2018","2018/01/26","","","10.1016/j.arthro.2017.11.032"
"28660230","Long-Term Outcomes in Anterior Cruciate Ligament Reconstruction: A Systematic Review of Patellar Tendon Versus Hamstring Autografts","Poehling-Monaghan KL, Salem H, Ross KE, Secrist E, Ciccotti MC, Tjoumakaris F, Ciccotti MG, Freedman KB.","Orthop J Sports Med. 2017 Jun 14;5(6):2325967117709735. doi: 10.1177/2325967117709735. eCollection 2017 Jun.","Poehling-Monaghan KL","Orthop J Sports Med","2017","2017/06/30","PMC5476329","","10.1177/2325967117709735"
"28654440","Quadriceps Tendon-Bone or Patellar Tendon-Bone Autografts When Reconstructing the Anterior Cruciate Ligament: A Meta-analysis","Riaz O, Aqil A, Mannan A, Hossain F, Ali M, Chakrabarty G, Radcliffe G.","Clin J Sport Med. 2018 May;28(3):316-324. doi: 10.1097/JSM.0000000000000451.","Riaz O","Clin J Sport Med","2018","2017/06/28","","","10.1097/JSM.0000000000000451"
"28456816","Early combined arthroscopic treatment for simultaneous ruptures of the patellar tendon and the anterior cruciate ligament leads to good radiological results and patient satisfaction","Cucchi D, Aliprandi A, Nocerino E, Randelli P.","Knee Surg Sports Traumatol Arthrosc. 2018 Apr;26(4):1164-1173. doi: 10.1007/s00167-017-4562-2. Epub 2017 Apr 29.","Cucchi D","Knee Surg Sports Traumatol Arthrosc","2018","2017/05/01","","","10.1007/s00167-017-4562-2"
"28205075","Hamstring Autograft versus Patellar Tendon Autograft for ACL Reconstruction: Is There a Difference in Graft Failure Rate? A Meta-analysis of 47,613 Patients","Samuelsen BT, Webster KE, Johnson NR, Hewett TE, Krych AJ.","Clin Orthop Relat Res. 2017 Oct;475(10):2459-2468. doi: 10.1007/s11999-017-5278-9.","Samuelsen BT","Clin Orthop Relat Res","2017","2017/02/17","PMC5599382","","10.1007/s11999-017-5278-9"
"28040335","Outcome of Patellar Tendon Versus 4-Strand Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis of Prospective Randomized Trials","Chee MY, Chen Y, Pearce CJ, Murphy DP, Krishna L, Hui JH, Wang WE, Tai BC, Salunke AA, Chen X, Chua ZK, Satkunanantham K.","Arthroscopy. 2017 Feb;33(2):450-463. doi: 10.1016/j.arthro.2016.09.020. Epub 2016 Dec 28.","Chee MY","Arthroscopy","2017","2017/01/02","","","10.1016/j.arthro.2016.09.020"
"27544274","Credibility and quality of meta-analyses addressing graft choice in anterior cruciate ligament reconstruction: a systematic review","Kurz A, Evaniew N, Yeung M, Samuelsson K, Peterson D, Ayeni OR.","Knee Surg Sports Traumatol Arthrosc. 2017 Feb;25(2):538-551. doi: 10.1007/s00167-016-4282-z. Epub 2016 Aug 20.","Kurz A","Knee Surg Sports Traumatol Arthrosc","2017","2016/08/22","","","10.1007/s00167-016-4282-z"
"27450741","Bioabsorbable versus metallic interference screws for graft fixation in anterior cruciate ligament reconstruction","Debieux P, Franciozi CE, Lenza M, Tamaoki MJ, Magnussen RA, Faloppa F, Belloti JC.","Cochrane Database Syst Rev. 2016 Jul 24;7(7):CD009772. doi: 10.1002/14651858.CD009772.pub2.","Debieux P","Cochrane Database Syst Rev","2016","2016/07/25","PMC6458013","","10.1002/14651858.CD009772.pub2"
"25999439","Comparison of Graft Failure Rate Between Autografts Placed via an Anatomic Anterior Cruciate Ligament Reconstruction Technique: A Systematic Review, Meta-analysis, and Meta-regression","Gabler CM, Jacobs CA, Howard JS, Mattacola CG, Johnson DL.","Am J Sports Med. 2016 Apr;44(4):1069-79. doi: 10.1177/0363546515584043. Epub 2015 May 21.","Gabler CM","Am J Sports Med","2016","2015/05/23","","","10.1177/0363546515584043"
"25727493","Functional Outcome and Graft Retention in Patients With Septic Arthritis After Anterior Cruciate Ligament Reconstruction: A Systematic Review","Makhni EC, Steinhaus ME, Mehran N, Schulz BS, Ahmad CS.","Arthroscopy. 2015 Jul;31(7):1392-401. doi: 10.1016/j.arthro.2014.12.026. Epub 2015 Feb 26.","Makhni EC","Arthroscopy","2015","2015/03/03","","","10.1016/j.arthro.2014.12.026"
"27501023","ACL Graft and Contralateral ACL Tear Risk within Ten Years Following Reconstruction: A Systematic Review","Magnussen RA, Meschbach NT, Kaeding CC, Wright RW, Spindler KP.","JBJS Rev. 2015 Jan 20;3(1):e3. doi: 10.2106/JBJS.RVW.N.00052.","Magnussen RA","JBJS Rev","2015","2016/08/09","","","10.2106/JBJS.RVW.N.00052"
"25547048","A meta-analysis of bone-patellar tendon-bone autograft versus four-strand hamstring tendon autograft for anterior cruciate ligament reconstruction","Xie X, Liu X, Chen Z, Yu Y, Peng S, Li Q.","Knee. 2015 Mar;22(2):100-10. doi: 10.1016/j.knee.2014.11.014. Epub 2014 Dec 11.","Xie X","Knee","2015","2014/12/31","","","10.1016/j.knee.2014.11.014"
"25543249","Quadriceps tendon autograft for anterior cruciate ligament reconstruction: a comprehensive review of current literature and systematic review of clinical results","Slone HS, Romine SE, Premkumar A, Xerogeanes JW.","Arthroscopy. 2015 Mar;31(3):541-54. doi: 10.1016/j.arthro.2014.11.010. Epub 2014 Dec 25.","Slone HS","Arthroscopy","2015","2014/12/29","","","10.1016/j.arthro.2014.11.010"
"25442654","Closure of patellar tendon defect in anterior cruciate ligament reconstruction with bone-patellar tendon-bone autograft: systematic review of randomized controlled trials","Frank RM, Mascarenhas R, Haro M, Verma NN, Cole BJ, Bush-Joseph CA, Bach BR Jr.","Arthroscopy. 2015 Feb;31(2):329-38. doi: 10.1016/j.arthro.2014.09.004. Epub 2014 Nov 6.","Frank RM","Arthroscopy","2015","2014/12/03","","","10.1016/j.arthro.2014.09.004"
"25269758","Fixation techniques for the anterior cruciate ligament reconstruction: early follow-up. A systematic review of level I and II therapeutic studies","Speziali A, Delcogliano M, Tei M, Placella G, Bartoli M, Menghi A, Cerulli G.","Musculoskelet Surg. 2014 Dec;98(3):179-87. doi: 10.1007/s12306-014-0338-8. Epub 2014 Oct 1.","Speziali A","Musculoskelet Surg","2014","2014/10/02","","","10.1007/s12306-014-0338-8"
"24748500","Increased incidence of osteoarthritis of knee joint after ACL reconstruction with bone-patellar tendon-bone autografts than hamstring autografts: a meta-analysis of 1,443 patients at a minimum of 5 years","Xie X, Xiao Z, Li Q, Zhu B, Chen J, Chen H, Yang F, Chen Y, Lai Q, Liu X.","Eur J Orthop Surg Traumatol. 2015 Jan;25(1):149-59. doi: 10.1007/s00590-014-1459-3. Epub 2014 Apr 21.","Xie X","Eur J Orthop Surg Traumatol","2015","2014/04/22","","","10.1007/s00590-014-1459-3"
"22340342","Knee function after anterior cruciate ligament reconstruction with patellar or hamstring tendon: a meta-analysis","Shi DL, Yao ZJ.","Chin Med J (Engl). 2011 Dec;124(23):4056-62.","Shi DL","Chin Med J (Engl)","2011","2012/02/21","","",""
"21901700","Patellar tendon versus hamstring tendon autograft for anterior cruciate ligament rupture in adults","Mohtadi NG, Chan DS, Dainty KN, Whelan DB.","Cochrane Database Syst Rev. 2011 Sep 7;2011(9):CD005960. doi: 10.1002/14651858.CD005960.pub2.","Mohtadi NG","Cochrane Database Syst Rev","2011","2011/09/09","PMC6465162","","10.1002/14651858.CD005960.pub2"
"21553794","Anterior cruciate ligament graft placement recommendations and bone-patellar tendon-bone graft indications to restore knee stability","Noyes FR, Barber-Westin SD.","Instr Course Lect. 2011;60:499-521.","Noyes FR","Instr Course Lect","2011","2011/05/11","","",""
"21035009","Outcomes and risks of operative treatment of rupture of the anterior cruciate ligament in children and adolescents","Frosch KH, Stengel D, Brodhun T, Stietencron I, Holsten D, Jung C, Reister D, Voigt C, Niemeyer P, Maier M, Hertel P, Jagodzinski M, Lill H.","Arthroscopy. 2010 Nov;26(11):1539-50. doi: 10.1016/j.arthro.2010.04.077.","Frosch KH","Arthroscopy","2010","2010/11/02","","","10.1016/j.arthro.2010.04.077"
"20953764","Does autograft choice determine intermediate-term outcome of ACL reconstruction?","Magnussen RA, Carey JL, Spindler KP.","Knee Surg Sports Traumatol Arthrosc. 2011 Mar;19(3):462-72. doi: 10.1007/s00167-010-1277-z. Epub 2010 Oct 15.","Magnussen RA","Knee Surg Sports Traumatol Arthrosc","2011","2010/10/19","PMC3745218","NIHMS474171","10.1007/s00167-010-1277-z"
"20850327","A meta-analysis of hamstring autografts versus bone-patellar tendon-bone autografts for reconstruction of the anterior cruciate ligament","Li S, Su W, Zhao J, Xu Y, Bo Z, Ding X, Wei Q.","Knee. 2011 Oct;18(5):287-93. doi: 10.1016/j.knee.2010.08.002. Epub 2010 Sep 17.","Li S","Knee","2011","2010/09/21","","","10.1016/j.knee.2010.08.002"
"20810081","Osseous deficits after anterior cruciate ligament injury and reconstruction: a systematic literature review with suggestions to improve osseous homeostasis","Nyland J, Fisher B, Brand E, Krupp R, Caborn DN.","Arthroscopy. 2010 Sep;26(9):1248-57. doi: 10.1016/j.arthro.2010.03.017.","Nyland J","Arthroscopy","2010","2010/09/03","","","10.1016/j.arthro.2010.03.017"
"19902178","The transtibial versus the anteromedial portal technique in the arthroscopic bone-patellar tendon-bone anterior cruciate ligament reconstruction","Alentorn-Geli E, Lajara F, Samitier G, Cugat R.","Knee Surg Sports Traumatol Arthrosc. 2010 Aug;18(8):1013-37. doi: 10.1007/s00167-009-0964-0. Epub 2009 Nov 10.","Alentorn-Geli E","Knee Surg Sports Traumatol Arthrosc","2010","2009/11/11","","","10.1007/s00167-009-0964-0"
"19709991","Patellar tendon versus hamstring tendon autografts for reconstructing the anterior cruciate ligament: a meta-analysis based on individual patient data","Biau DJ, Katsahian S, Kartus J, Harilainen A, Feller JA, Sajovic M, Ejerhed L, Zaffagnini S, Röpke M, Nizard R.","Am J Sports Med. 2009 Dec;37(12):2470-8. doi: 10.1177/0363546509333006. Epub 2009 Aug 25.","Biau DJ","Am J Sports Med","2009","2009/08/28","","","10.1177/0363546509333006"
"19476176","Intra-tunnel fixation versus extra-tunnel fixation of hamstring anterior cruciate ligament reconstruction: a meta-analysis","Ilahi OA, Nolla JM, Ho DM.","J Knee Surg. 2009 Apr;22(2):120-9. doi: 10.1055/s-0030-1247736.","Ilahi OA","J Knee Surg","2009","2009/05/30","","","10.1055/s-0030-1247736"
"18757764","Systematic review of single-bundle anterior cruciate ligament reconstruction outcomes: a baseline assessment for consideration of double-bundle techniques","Lewis PB, Parameswaran AD, Rue JP, Bach BR Jr.","Am J Sports Med. 2008 Oct;36(10):2028-36. doi: 10.1177/0363546508322892. Epub 2008 Aug 29.","Lewis PB","Am J Sports Med","2008","2008/09/02","","","10.1177/0363546508322892"
"17437083","A meta-analysis of stability of autografts compared to allografts after anterior cruciate ligament reconstruction","Prodromos C, Joyce B, Shi K.","Knee Surg Sports Traumatol Arthrosc. 2007 Jul;15(7):851-6. doi: 10.1007/s00167-007-0328-6. Epub 2007 Apr 17.","Prodromos C","Knee Surg Sports Traumatol Arthrosc","2007","2007/04/18","","","10.1007/s00167-007-0328-6"
"16603564","Bone-patellar tendon-bone autografts versus hamstring autografts for reconstruction of anterior cruciate ligament: meta-analysis","Biau DJ, Tournoux C, Katsahian S, Schranz PJ, Nizard RS.","BMJ. 2006 Apr 29;332(7548):995-1001. doi: 10.1136/bmj.38784.384109.2F. Epub 2006 Apr 7.","Biau DJ","BMJ","2006","2006/04/11","PMC1450040","","10.1136/bmj.38784.384109.2F"
"16226648","A meta-analysis of stability after anterior cruciate ligament reconstruction as a function of hamstring versus patellar tendon graft and fixation type","Prodromos CC, Joyce BT, Shi K, Keller BL.","Arthroscopy. 2005 Oct;21(10):1202. doi: 10.1016/j.arthro.2005.08.036.","Prodromos CC","Arthroscopy","2005","2005/10/18","","","10.1016/j.arthro.2005.08.036"
"16012491","Reconstruction of the anterior cruciate ligament: meta-analysis of patellar tendon versus hamstring tendon autograft","Goldblatt JP, Fitzsimmons SE, Balk E, Richmond JC.","Arthroscopy. 2005 Jul;21(7):791-803. doi: 10.1016/j.arthro.2005.04.107.","Goldblatt JP","Arthroscopy","2005","2005/07/14","","","10.1016/j.arthro.2005.04.107"
"15911297","Patellar tendon or four-strand hamstring? A systematic review of autografts for anterior cruciate ligament reconstruction","Forster MC, Forster IW.","Knee. 2005 Jun;12(3):225-30. doi: 10.1016/j.knee.2004.06.008.","Forster MC","Knee","2005","2005/05/25","","","10.1016/j.knee.2004.06.008"
"15572332","Anterior cruciate ligament reconstruction autograft choice: bone-tendon-bone versus hamstring: does it really matter? A systematic review","Spindler KP, Kuhn JE, Freedman KB, Matthews CE, Dittus RS, Harrell FE Jr.","Am J Sports Med. 2004 Dec;32(8):1986-95. doi: 10.1177/0363546504271211.","Spindler KP","Am J Sports Med","2004","2004/12/02","","","10.1177/0363546504271211"
"12735201","Anterior cruciate ligament reconstruction using semitendinosus and gracilis tendons, bone patellar tendon, or quadriceps tendon-graft with press-fit fixation without hardware. A new and innovative procedure","Paessler HH, Mastrokalos DS.","Orthop Clin North Am. 2003 Jan;34(1):49-64. doi: 10.1016/s0030-5898(02)00070-6.","Paessler HH","Orthop Clin North Am","2003","2003/05/09","","","10.1016/s0030-5898(02)00070-6"
"12627149","Comparison of sagittal obliquity of the reconstructed anterior cruciate ligament with native anterior cruciate ligament using magnetic resonance imaging","Ayerza MA, Múscolo DL, Costa-Paz M, Makino A, Rondón L.","Arthroscopy. 2003 Mar;19(3):257-61. doi: 10.1053/jars.2003.50066.","Ayerza MA","Arthroscopy","2003","2003/03/11","","","10.1053/jars.2003.50066"
"12531750","Arthroscopic anterior cruciate ligament reconstruction: a metaanalysis comparing patellar tendon and hamstring tendon autografts","Freedman KB, D'Amato MJ, Nedeff DD, Kaz A, Bach BR Jr.","Am J Sports Med. 2003 Jan-Feb;31(1):2-11. doi: 10.1177/03635465030310011501.","Freedman KB","Am J Sports Med","2003","2003/01/18","","","10.1177/03635465030310011501"
"12528911","Tensioning of the anterior cruciate ligament graft","Heis FT, Paulos LE.","Orthop Clin North Am. 2002 Oct;33(4):697-700. doi: 10.1016/s0030-5898(02)00014-7.","Heis FT","Orthop Clin North Am","2002","2003/01/17","","","10.1016/s0030-5898(02)00014-7"
"11665745","Neuromuscular rehabilitation of a female Olympic ice hockey player following anterior cruciate ligament reconstruction","Tyler TF, McHugh MP.","J Orthop Sports Phys Ther. 2001 Oct;31(10):577-87. doi: 10.2519/jospt.2001.31.10.577.","Tyler TF","J Orthop Sports Phys Ther","2001","2001/10/23","","","10.2519/jospt.2001.31.10.577"
"8475403","[Rupture of the anterior cruciate ligament. Current status of treatment]","Lobenhoffer P, Tscherne H.","Unfallchirurg. 1993 Mar;96(3):150-68.","Lobenhoffer P","Unfallchirurg","1993","1993/03/01","","",""
"1962709","Anterior cruciate ligament reconstruction using quadriceps patellar tendon graft. Part II. A specific sport review","Kaplan MJ, Howe JG, Fleming B, Johnson RJ, Jarvinen M.","Am J Sports Med. 1991 Sep-Oct;19(5):458-62. doi: 10.1177/036354659101900506.","Kaplan MJ","Am J Sports Med","1991","1991/09/01","","","10.1177/036354659101900506"
"1962708","Anterior cruciate ligament reconstruction using quadriceps patellar tendon graft. Part I. Long-term followup","Howe JG, Johnson RJ, Kaplan MJ, Fleming B, Jarvinen M.","Am J Sports Med. 1991 Sep-Oct;19(5):447-57. doi: 10.1177/036354659101900505.","Howe JG","Am J Sports Med","1991","1991/09/01","","","10.1177/036354659101900505"
"1793940","[Arthroscopic cruciate ligament reconstruction]","Lobenhoffer P.","Langenbecks Arch Chir Suppl Kongressbd. 1991:433-9.","Lobenhoffer P","Langenbecks Arch Chir Suppl Kongressbd","1991","1991/01/01","","",""
"2240487","Advances in anterior cruciate ligament surgery","McGuire DA, Grinstead GL.","Alaska Med. 1990 Jul-Sep;32(3):101-5.","McGuire DA","Alaska Med","1990","1990/07/01","","",""
"3881714","Reconstruction of the anterior cruciate ligament: historical overview","Burnett QM 2nd, Fowler PJ.","Orthop Clin North Am. 1985 Jan;16(1):143-57.","Burnett QM 2nd","Orthop Clin North Am","1985","1985/01/01","","",""
"6365386","Five- to ten-year follow-up evaluation after reconstruction of the anterior cruciate ligament","Johnson RJ, Eriksson E, Haggmark T, Pope MH.","Clin Orthop Relat Res. 1984 Mar;(183):122-40.","Johnson RJ","Clin Orthop Relat Res","1984","1984/03/01","","",""
