PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"23177469","Anatomic anterior cruciate ligament reconstruction with quadriceps tendon autograft","Rabuck SJ, Musahl V, Fu FH, West RV.","Clin Sports Med. 2013 Jan;32(1):155-64. doi: 10.1016/j.csm.2012.08.014. Epub 2012 Oct 13.","Rabuck SJ","Clin Sports Med","2013","2012/11/27","","","10.1016/j.csm.2012.08.014"
"23007413","Outcomes for primary anterior cruciate reconstruction with the quadriceps autograft: a systematic review","Mulford JS, Hutchinson SE, Hang JR.","Knee Surg Sports Traumatol Arthrosc. 2013 Aug;21(8):1882-8. doi: 10.1007/s00167-012-2212-2. Epub 2012 Sep 25.","Mulford JS","Knee Surg Sports Traumatol Arthrosc","2013","2012/09/26","","","10.1007/s00167-012-2212-2"
"17146361","Endoscopic versus rear-entry ACL reconstruction: a systematic review","George MS, Huston LJ, Spindler KP.","Clin Orthop Relat Res. 2007 Feb;455:158-61. doi: 10.1097/BLO.0b013e31802eb45f.","George MS","Clin Orthop Relat Res","2007","2006/12/06","","","10.1097/BLO.0b013e31802eb45f"
"16806942","A systematic literature review to investigate if we identify those patients who can cope with anterior cruciate ligament deficiency","Herrington L, Fowler E.","Knee. 2006 Aug;13(4):260-5. doi: 10.1016/j.knee.2006.02.010. Epub 2006 Jun 27.","Herrington L","Knee","2006","2006/06/30","","","10.1016/j.knee.2006.02.010"
"12735205","Recent advances in the rehabilitation of isolated and combined anterior cruciate ligament injuries","Wilk KE, Reinold MM, Hooks TR.","Orthop Clin North Am. 2003 Jan;34(1):107-37. doi: 10.1016/s0030-5898(02)00064-0.","Wilk KE","Orthop Clin North Am","2003","2003/05/09","","","10.1016/s0030-5898(02)00064-0"
"12735201","Anterior cruciate ligament reconstruction using semitendinosus and gracilis tendons, bone patellar tendon, or quadriceps tendon-graft with press-fit fixation without hardware. A new and innovative procedure","Paessler HH, Mastrokalos DS.","Orthop Clin North Am. 2003 Jan;34(1):49-64. doi: 10.1016/s0030-5898(02)00070-6.","Paessler HH","Orthop Clin North Am","2003","2003/05/09","","","10.1016/s0030-5898(02)00070-6"
"10525618","[Diagnostic and incidence of the rupture of the posterior cruciate ligament]","Hochstein P, Schmickal T, Grützner PA, Wentzensen A.","Unfallchirurg. 1999 Oct;102(10):753-62. doi: 10.1007/s001130050477.","Hochstein P","Unfallchirurg","1999","1999/10/20","","","10.1007/s001130050477"
"8129117","Neuromuscular performance in normal and anterior cruciate ligament-deficient lower extremities","Wojtys EM, Huston LJ.","Am J Sports Med. 1994 Jan-Feb;22(1):89-104. doi: 10.1177/036354659402200116.","Wojtys EM","Am J Sports Med","1994","1994/01/01","","","10.1177/036354659402200116"
"1962709","Anterior cruciate ligament reconstruction using quadriceps patellar tendon graft. Part II. A specific sport review","Kaplan MJ, Howe JG, Fleming B, Johnson RJ, Jarvinen M.","Am J Sports Med. 1991 Sep-Oct;19(5):458-62. doi: 10.1177/036354659101900506.","Kaplan MJ","Am J Sports Med","1991","1991/09/01","","","10.1177/036354659101900506"
"1962708","Anterior cruciate ligament reconstruction using quadriceps patellar tendon graft. Part I. Long-term followup","Howe JG, Johnson RJ, Kaplan MJ, Fleming B, Jarvinen M.","Am J Sports Med. 1991 Sep-Oct;19(5):447-57. doi: 10.1177/036354659101900505.","Howe JG","Am J Sports Med","1991","1991/09/01","","","10.1177/036354659101900505"
"3881714","Reconstruction of the anterior cruciate ligament: historical overview","Burnett QM 2nd, Fowler PJ.","Orthop Clin North Am. 1985 Jan;16(1):143-57.","Burnett QM 2nd","Orthop Clin North Am","1985","1985/01/01","","",""
