PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36096362","Quadriceps tendon autograft for anterior cruciate ligament reconstruction: state of the art","Clinger B, Xerogeanes J, Feller J, Fink C, Runer A, Richter D, Wascher D.","J ISAKOS. 2022 Dec;7(6):162-172. doi: 10.1016/j.jisako.2022.08.010. Epub 2022 Sep 9.","Clinger B","J ISAKOS","2022","2022/09/12","","","10.1016/j.jisako.2022.08.010"
"35721585","Outcomes Following Anterior Cruciate Ligament Reconstruction with Patellar Tendon vs Hamstring Autografts: A Systematic Review of Randomized Controlled Trials with a Mean Follow-up of 15 Years","Hoge CG, Matar RN, Khalil LS, Buchan JA, Johnson CM, Grawe BM.","Arch Bone Jt Surg. 2022 Apr;10(4):311-319. doi: 10.22038/ABJS.2021.53662.2668.","Hoge CG","Arch Bone Jt Surg","2022","2022/06/20","PMC9169734","","10.22038/ABJS.2021.53662.2668"
"35669018","Paediatric Anterior Cruciate Ligament (ACL) Injuries: Current Concepts Review","Dhillon MS, Rangasamy K, Rajnish RK, Gopinathan NR.","Indian J Orthop. 2022 Apr 9;56(6):952-962. doi: 10.1007/s43465-022-00611-w. eCollection 2022 Jun.","Dhillon MS","Indian J Orthop","2022","2022/06/07","PMC9123120","","10.1007/s43465-022-00611-w"
"35638209","Single-stage repair of displaced bucket-handle meniscal tears with anterior cruciate ligament reconstruction leads to good meniscal survivorship : a retrospective cohort study","Robinson JR, Bruce D, Davies H, Porteous AJ, Murray JRD, Howells NR.","Bone Joint J. 2022 Jun;104-B(6):680-686. doi: 10.1302/0301-620X.104B6.BJJ-2021-1340.R2.","Robinson JR","Bone Joint J","2022","2022/05/31","","","10.1302/0301-620X.104B6.BJJ-2021-1340.R2"
"35543668","Quadriceps tendon has a lower re-rupture rate than hamstring tendon autograft for anterior cruciate ligament reconstruction - A meta-analysis","Hurley ET, Mojica ES, Kanakamedala AC, Meislin RJ, Strauss EJ, Campbell KA, Alaia MJ.","J ISAKOS. 2022 Apr;7(2):87-93. doi: 10.1016/j.jisako.2021.10.001. Epub 2021 Nov 17.","Hurley ET","J ISAKOS","2022","2022/05/11","","","10.1016/j.jisako.2021.10.001"
"35343326","Graft Choice for Anterior Cruciate Ligament Reconstruction in Women Aged 25 Years and Younger: A Systematic Review","Etzel CM, Nadeem M, Gao B, Boduch AN, Owens BD.","Sports Health. 2022 Nov-Dec;14(6):829-841. doi: 10.1177/19417381221079632. Epub 2022 Mar 27.","Etzel CM","Sports Health","2022","2022/03/28","PMC9631041","","10.1177/19417381221079632"
"34949188","Transportal versus all-inside techniques of anterior cruciate ligament reconstruction: a systematic review","Bhimani R, Shahriarirad R, Ranjbar K, Erfani A, Ashkani-Esfahani S.","J Orthop Surg Res. 2021 Dec 23;16(1):734. doi: 10.1186/s13018-021-02872-x.","Bhimani R","J Orthop Surg Res","2021","2021/12/24","PMC8705139","","10.1186/s13018-021-02872-x"
"34617125","Age, time from injury to surgery and hop performance after primary ACLR affect the risk of contralateral ACLR","Cristiani R, Forssblad M, Edman G, Eriksson K, Stålman A.","Knee Surg Sports Traumatol Arthrosc. 2022 May;30(5):1828-1835. doi: 10.1007/s00167-021-06759-6. Epub 2021 Oct 7.","Cristiani R","Knee Surg Sports Traumatol Arthrosc","2022","2021/10/07","PMC9033698","","10.1007/s00167-021-06759-6"
"34591691","Twenty-Year Outcomes After Anterior Cruciate Ligament Reconstruction: A Systematic Review of Prospectively Collected Data","Everhart JS, Yalcin S, Spindler KP.","Am J Sports Med. 2022 Aug;50(10):2842-2852. doi: 10.1177/03635465211027302. Epub 2021 Sep 30.","Everhart JS","Am J Sports Med","2022","2021/09/30","","","10.1177/03635465211027302"
"34536121","Failure rates of common grafts used in ACL reconstructions: a systematic review of studies published in the last decade","Haybäck G, Raas C, Rosenberger R.","Arch Orthop Trauma Surg. 2022 Nov;142(11):3293-3299. doi: 10.1007/s00402-021-04147-w. Epub 2021 Sep 18.","Haybäck G","Arch Orthop Trauma Surg","2022","2021/09/18","PMC9522752","","10.1007/s00402-021-04147-w"
"34494906","Quadriceps Tendon Autograft Versus Bone-Patellar Tendon-Bone and Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis","Dai W, Leng X, Wang J, Cheng J, Hu X, Ao Y.","Am J Sports Med. 2022 Oct;50(12):3425-3439. doi: 10.1177/03635465211030259. Epub 2021 Sep 8.","Dai W","Am J Sports Med","2022","2021/09/08","","","10.1177/03635465211030259"
"34470509","Quadriceps Tendon Versus Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis","Tan TK, Subramaniam AG, Ebert JR, Radic R.","Am J Sports Med. 2022 Dec;50(14):3974-3986. doi: 10.1177/03635465211033995. Epub 2021 Sep 2.","Tan TK","Am J Sports Med","2022","2021/09/02","","","10.1177/03635465211033995"
"34431012","Iliotibial band autograft is a suitable alternative graft for anterior cruciate ligament reconstruction: a systematic review and meta-analysis of outcomes","Lucena T, Cavaignac M, Marot V, Courtot L, Lutz C, Bérard E, Cavaignac E.","Knee Surg Sports Traumatol Arthrosc. 2022 May;30(5):1679-1690. doi: 10.1007/s00167-021-06701-w. Epub 2021 Aug 24.","Lucena T","Knee Surg Sports Traumatol Arthrosc","2022","2021/08/25","","","10.1007/s00167-021-06701-w"
"34310176","Return to Baseline Physical Activity After Bone-Patellar Tendon-Bone Versus Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis of Randomized Controlled Trials","Bergeron JJ, Sercia QP, Drager J, Pelet S, Belzile EL.","Am J Sports Med. 2022 Jul;50(8):2292-2303. doi: 10.1177/03635465211017522. Epub 2021 Jul 26.","Bergeron JJ","Am J Sports Med","2022","2021/07/26","PMC9227950","","10.1177/03635465211017522"
"33621648","Generalized Joint Laxity Is Associated With Increased Failure Rates of Primary Anterior Cruciate Ligament Reconstructions: A Systematic Review","Krebs NM, Barber-Westin S, Noyes FR.","Arthroscopy. 2021 Jul;37(7):2337-2347. doi: 10.1016/j.arthro.2021.02.021. Epub 2021 Feb 20.","Krebs NM","Arthroscopy","2021","2021/02/23","","","10.1016/j.arthro.2021.02.021"
"33619635","Hamstring graft diameter above 7 mm has a lower risk of failure following anterior cruciate ligament reconstruction","Alomar AZ, Nasser ASB, Kumar A, Kumar M, Das S, Mittal S.","Knee Surg Sports Traumatol Arthrosc. 2022 Jan;30(1):288-297. doi: 10.1007/s00167-021-06503-0. Epub 2021 Feb 23.","Alomar AZ","Knee Surg Sports Traumatol Arthrosc","2022","2021/02/23","","","10.1007/s00167-021-06503-0"
"33437619","The long-term outcomes of different grafts in anterior cruciate ligament reconstruction: a network meta-analysis","Yang W, Huang X, Wang S, Wang H, Huang W, Shao Z.","J Orthop Translat. 2020 Apr 11;26:16-30. doi: 10.1016/j.jot.2020.03.008. eCollection 2021 Jan.","Yang W","J Orthop Translat","2020","2021/01/13","PMC7773980","","10.1016/j.jot.2020.03.008"
"33235137","Outcome of bone-patellar tendon-bone vs hamstring tendon autograft for anterior cruciate ligament reconstruction: A meta-analysis of randomized controlled trials with a 5-year minimum follow-up","Zhao L, Lu M, Deng M, Xing J, He L, Wang C.","Medicine (Baltimore). 2020 Nov 25;99(48):e23476. doi: 10.1097/MD.0000000000023476.","Zhao L","Medicine (Baltimore)","2020","2020/11/25","PMC7710199","","10.1097/MD.0000000000023476"
"33135006","Comparative Efficacy of Graft Options in Anterior Cruciate Ligament Reconstruction: A Systematic Review and Network Meta-Analysis","Mo Z, Li D, Yang B, Tang S.","Arthrosc Sports Med Rehabil. 2020 Sep 25;2(5):e645-e654. doi: 10.1016/j.asmr.2020.05.007. eCollection 2020 Oct.","Mo Z","Arthrosc Sports Med Rehabil","2020","2020/11/02","PMC7588648","","10.1016/j.asmr.2020.05.007"
"32984919","Peroneus longus tendon autograft has functional outcomes comparable to hamstring tendon autograft for anterior cruciate ligament reconstruction: a systematic review and meta-analysis","He J, Tang Q, Ernst S, Linde MA, Smolinski P, Wu S, Fu F.","Knee Surg Sports Traumatol Arthrosc. 2021 Sep;29(9):2869-2879. doi: 10.1007/s00167-020-06279-9. Epub 2020 Sep 27.","He J","Knee Surg Sports Traumatol Arthrosc","2021","2020/09/28","","","10.1007/s00167-020-06279-9"
"32721544","Superior Postoperative Stability and Functional Outcomes With Anteromedial Versus Transtibial Technique of Single-Bundle Autologous Hamstring Anterior Cruciate Ligament Reconstruction: A Meta-analysis of Prospective Randomized Controlled Trials","Moorthy V, Sayampanathan AA, Tan AHC.","Arthroscopy. 2021 Jan;37(1):328-337. doi: 10.1016/j.arthro.2020.07.018. Epub 2020 Jul 25.","Moorthy V","Arthroscopy","2021","2020/07/30","","","10.1016/j.arthro.2020.07.018"
"32523288","Clinico-radiological outcomes following anatomical anterior cruciate ligament reconstruction using the TransLateral, all-inside technique","Shah R, Srinivasan S, Hamed Y, Menon DK.","J Clin Orthop Trauma. 2020 May;11(Suppl 3):S326-S331. doi: 10.1016/j.jcot.2019.09.008. Epub 2019 Sep 10.","Shah R","J Clin Orthop Trauma","2020","2020/06/12","PMC7275287","","10.1016/j.jcot.2019.09.008"
"32482429","Clinical Outcomes of the Central Third Patellar Tendon Versus Four-strand Hamstring Tendon Autograft Used for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Subgroup Meta-analysis of Randomized Controlled Trials","He X, Yang XG, Feng JT, Wang F, Huang HC, He JQ, Hu YC.","Injury. 2020 Aug;51(8):1714-1725. doi: 10.1016/j.injury.2020.05.025. Epub 2020 May 23.","He X","Injury","2020","2020/06/03","","","10.1016/j.injury.2020.05.025"
"32440495","Prevalence of patellofemoral joint osteoarthritis after anterior cruciate ligament injury and associated risk factors: A systematic review","Huang W, Ong TY, Fu SC, Yung SH.","J Orthop Translat. 2019 Aug 6;22:14-25. doi: 10.1016/j.jot.2019.07.004. eCollection 2020 May.","Huang W","J Orthop Translat","2019","2020/05/23","PMC7231960","","10.1016/j.jot.2019.07.004"
"32387652","Patellar Tendon Versus 4-Strand Semitendinosus and Gracilis Autografts for Anterior Cruciate Ligament Reconstruction: A Meta-analysis of Randomized Controlled Trials With Mid- to Long-Term Follow-Up","Chen H, Liu H, Chen L.","Arthroscopy. 2020 Aug;36(8):2279-2291.e8. doi: 10.1016/j.arthro.2020.04.024. Epub 2020 May 7.","Chen H","Arthroscopy","2020","2020/05/11","","","10.1016/j.arthro.2020.04.024"
"32374646","One in 5 Athletes Sustain Reinjury Upon Return to High-Risk Sports After ACL Reconstruction: A Systematic Review in 1239 Athletes Younger Than 20 Years","Barber-Westin S, Noyes FR.","Sports Health. 2020 Nov/Dec;12(6):587-597. doi: 10.1177/1941738120912846. Epub 2020 May 6.","Barber-Westin S","Sports Health","2020","2020/05/07","PMC7785893","","10.1177/1941738120912846"
"32367221","Quadriceps tendon autograft for primary ACL reconstruction: a Bayesian network meta-analysis","Migliorini F, Eschweiler J, Mansy YE, Quack V, Tingart M, Driessen A.","Eur J Orthop Surg Traumatol. 2020 Oct;30(7):1129-1138. doi: 10.1007/s00590-020-02680-9. Epub 2020 May 4.","Migliorini F","Eur J Orthop Surg Traumatol","2020","2020/05/06","PMC8215032","","10.1007/s00590-020-02680-9"
"32180364","Autografts vs Synthetics for Cruciate Ligament Reconstruction: A Systematic Review and Meta-Analysis","Sun J, Wei XC, Li L, Cao XM, Li K, Guo L, Lu JG, Duan ZQ, Xiang C, Wei L.","Orthop Surg. 2020 Apr;12(2):378-387. doi: 10.1111/os.12662. Epub 2020 Mar 16.","Sun J","Orthop Surg","2020","2020/03/18","PMC7189042","","10.1111/os.12662"
"32010729","Bone-Patellar Tendon-Bone Autografts Versus Hamstring Autografts Using the Same Suspensory Fixations in ACL Reconstruction: A Systematic Review and Meta-analysis","Chen W, Li H, Chen Y, Jiang F, Wu Y, Chen S.","Orthop J Sports Med. 2019 Nov 27;7(11):2325967119885314. doi: 10.1177/2325967119885314. eCollection 2019 Nov.","Chen W","Orthop J Sports Med","2019","2020/02/04","PMC6967236","","10.1177/2325967119885314"
"31987693","Anterior Cruciate Ligament Reconstruction with Platelet-Rich Plasma: A Systematic Review of Randomized Control Trials","Davey MS, Hurley ET, Withers D, Moran R, Moran CJ.","Arthroscopy. 2020 Apr;36(4):1204-1210. doi: 10.1016/j.arthro.2019.11.004. Epub 2020 Jan 25.","Davey MS","Arthroscopy","2020","2020/01/29","","","10.1016/j.arthro.2019.11.004"
"31919024","Comparing Hamstring Autograft With Hybrid Graft for Anterior Cruciate Ligament Reconstruction: A Systematic Review","Belk JW, Kraeutler MJ, Houck DA, Smith JR, McCarty EC.","Arthroscopy. 2020 Apr;36(4):1189-1201. doi: 10.1016/j.arthro.2019.10.010. Epub 2020 Jan 7.","Belk JW","Arthroscopy","2020","2020/01/11","","","10.1016/j.arthro.2019.10.010"
"31858199","Network meta-analysis of knee outcomes following anterior cruciate ligament reconstruction with various types of tendon grafts","Yang XG, Wang F, He X, Feng JT, Hu YC, Zhang H, Yang L, Hua K.","Int Orthop. 2020 Feb;44(2):365-380. doi: 10.1007/s00264-019-04417-8. Epub 2019 Dec 19.","Yang XG","Int Orthop","2020","2019/12/21","","","10.1007/s00264-019-04417-8"
"31853457","Anteromedial Portal Double-Bundle Anterior Cruciate Ligament Reconstruction Yields Similar Outcomes to Non-AMP Femoral Drilling Double-Bundle Techniques: A Systematic Review of Comparative Studies","Tejpal T, Gupta A, Shanmugaraj A, Horner NS, Simunovic N, Peterson DC, Ayeni OR.","Orthop J Sports Med. 2019 Dec 11;7(12):2325967119888140. doi: 10.1177/2325967119888140. eCollection 2019 Dec.","Tejpal T","Orthop J Sports Med","2019","2019/12/20","PMC6906356","","10.1177/2325967119888140"
"31798951","Generalised joint hypermobility increases ACL injury risk and is associated with inferior outcome after ACL reconstruction: a systematic review","Sundemo D, Hamrin Senorski E, Karlsson L, Horvath A, Juul-Kristensen B, Karlsson J, Ayeni OR, Samuelsson K.","BMJ Open Sport Exerc Med. 2019 Nov 10;5(1):e000620. doi: 10.1136/bmjsem-2019-000620. eCollection 2019.","Sundemo D","BMJ Open Sport Exerc Med","2019","2019/12/05","PMC6863654","","10.1136/bmjsem-2019-000620"
"31538227","Quadriceps tendon autograft ACL reconstruction has less pivot shift laxity and lower failure rates than hamstring tendon autografts","Nyland J, Collis P, Huffstutler A, Sachdeva S, Spears JR, Greene J, Caborn DNM.","Knee Surg Sports Traumatol Arthrosc. 2020 Feb;28(2):509-518. doi: 10.1007/s00167-019-05720-y. Epub 2019 Sep 19.","Nyland J","Knee Surg Sports Traumatol Arthrosc","2020","2019/09/21","","","10.1007/s00167-019-05720-y"
"31305357","Quadriceps Tendon Autograft in Anterior Cruciate Ligament Reconstruction","Mehran N, Damodar D, Shu Yang J.","J Am Acad Orthop Surg. 2020 Jan 15;28(2):45-52. doi: 10.5435/JAAOS-D-19-00032.","Mehran N","J Am Acad Orthop Surg","2020","2019/07/16","","","10.5435/JAAOS-D-19-00032"
"31233432","A Comparison of Quadriceps Tendon Autograft With Bone-Patellar Tendon-Bone Autograft and Hamstring Tendon Autograft for Primary Anterior Cruciate Ligament Reconstruction: A Systematic Review and Quantitative Synthesis","Ajrawat P, Dwyer T, Whelan D, Theodoropoulos J, Murnaghan L, Bhargava M, Ogilvie-Harris D, Chahal J.","Clin J Sport Med. 2021 Jul 1;31(4):392-399. doi: 10.1097/JSM.0000000000000765.","Ajrawat P","Clin J Sport Med","2021","2019/06/25","","","10.1097/JSM.0000000000000765"
"31166113","Hamstring Autograft Versus Hybrid Graft for Anterior Cruciate Ligament Reconstruction: A Systematic Review","Wang HD, Gao SJ, Zhang YZ.","Am J Sports Med. 2020 Mar;48(4):1014-1022. doi: 10.1177/0363546519849483. Epub 2019 Jun 5.","Wang HD","Am J Sports Med","2020","2019/06/06","","","10.1177/0363546519849483"
"31053462","Hamstring Autograft Versus Hybrid Graft in Anterior Cruciate Ligament Reconstruction: A Systematic Review of Comparative Studies","Sochacki KR, McCulloch PC, Lintner DM, Harris JD.","Arthroscopy. 2019 Jun;35(6):1905-1913. doi: 10.1016/j.arthro.2018.11.070. Epub 2019 Apr 30.","Sochacki KR","Arthroscopy","2019","2019/05/05","","","10.1016/j.arthro.2018.11.070"
"30964537","Anterior Cruciate Ligament Reconstruction in Young Females: A Systematic Review of Patellar Tendon Versus Hamstring Tendon Autografts","Salem HS, Kraeutler MJ, Carter AH, Tjoumakaris FP, Freedman KB.","Orthopedics. 2019 May 1;42(3):e295-e304. doi: 10.3928/01477447-20190403-05. Epub 2019 Apr 9.","Salem HS","Orthopedics","2019","2019/04/10","","","10.3928/01477447-20190403-05"
"30790526","Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis of Outcomes for Quadriceps Tendon Autograft Versus Bone-Patellar Tendon-Bone and Hamstring-Tendon Autografts","Mouarbes D, Menetrey J, Marot V, Courtot L, Berard E, Cavaignac E.","Am J Sports Med. 2019 Dec;47(14):3531-3540. doi: 10.1177/0363546518825340. Epub 2019 Feb 21.","Mouarbes D","Am J Sports Med","2019","2019/02/22","","","10.1177/0363546518825340"
"30773253","No difference in outcomes between femoral fixation methods with hamstring autograft in anterior cruciate ligament reconstruction - A network meta-analysis","Hurley ET, Gianakos AL, Anil U, Strauss EJ, Gonzalez-Lomas G.","Knee. 2019 Mar;26(2):292-301. doi: 10.1016/j.knee.2019.01.015. Epub 2019 Feb 14.","Hurley ET","Knee","2019","2019/02/19","","","10.1016/j.knee.2019.01.015"
"30656372","Vancomycin-soaking of the graft reduces the incidence of septic arthritis following ACL reconstruction: results of a systematic review and meta-analysis","Naendrup JH, Marche B, de Sa D, Koenen P, Otchwemah R, Wafaisade A, Pfeiffer TR.","Knee Surg Sports Traumatol Arthrosc. 2020 Apr;28(4):1005-1013. doi: 10.1007/s00167-019-05353-1. Epub 2019 Jan 17.","Naendrup JH","Knee Surg Sports Traumatol Arthrosc","2020","2019/01/19","","","10.1007/s00167-019-05353-1"
"30212919","Outcomes of Anterior Cruciate Ligament Reconstruction in Females Using Patellar-Tendon-Bone versus Hamstring Autografts: A Systematic Review and Meta-Analysis","Tan SHS, Lau BPH, Krishna L.","J Knee Surg. 2019 Aug;32(8):770-787. doi: 10.1055/s-0038-1669916. Epub 2018 Sep 13.","Tan SHS","J Knee Surg","2019","2018/09/14","","","10.1055/s-0038-1669916"
"30206911","Arthroscopic Anterior Cruciate Ligament Reconstruction: A Meta-Analysis Comparing Semitendinosus Alone and Semitendinosus with Gracilis Tendon Autografts","Chin BZ, Wee IJY, Syn NL, Krishna L.","J Knee Surg. 2019 Aug;32(8):796-803. doi: 10.1055/s-0038-1669950. Epub 2018 Sep 11.","Chin BZ","J Knee Surg","2019","2018/09/13","","","10.1055/s-0038-1669950"
"29628380","Quadriceps Tendon Autograft in Anterior Cruciate Ligament Reconstruction: A Systematic Review","Hurley ET, Calvo-Gurry M, Withers D, Farrington SK, Moran R, Moran CJ.","Arthroscopy. 2018 May;34(5):1690-1698. doi: 10.1016/j.arthro.2018.01.046. Epub 2018 Apr 5.","Hurley ET","Arthroscopy","2018","2018/04/10","","","10.1016/j.arthro.2018.01.046"
"29628379","Quadriceps Tendon Autograft for Primary Anterior Cruciate Ligament Reconstruction: A Systematic Review of Comparative Studies With Minimum 2-Year Follow-Up","Belk JW, Kraeutler MJ, Marshall HA, Goodrich JA, McCarty EC.","Arthroscopy. 2018 May;34(5):1699-1707. doi: 10.1016/j.arthro.2018.01.047. Epub 2018 Apr 5.","Belk JW","Arthroscopy","2018","2018/04/10","","","10.1016/j.arthro.2018.01.047"
"29423546","Association between incision technique for hamstring tendon harvest in anterior cruciate ligament reconstruction and the risk of injury to the infra-patellar branch of the saphenous nerve: a meta-analysis","Grassi A, Perdisa F, Samuelsson K, Svantesson E, Romagnoli M, Raggi F, Gaziano T, Mosca M, Ayeni O, Zaffagnini S.","Knee Surg Sports Traumatol Arthrosc. 2018 Aug;26(8):2410-2423. doi: 10.1007/s00167-018-4858-x. Epub 2018 Feb 8.","Grassi A","Knee Surg Sports Traumatol Arthrosc","2018","2018/02/10","","","10.1007/s00167-018-4858-x"
"29366740","Knee Osteoarthritis After Anterior Cruciate Ligament Reconstruction With Bone-Patellar Tendon-Bone Versus Hamstring Tendon Autograft: A Systematic Review of Randomized Controlled Trials","Belk JW, Kraeutler MJ, Carver TJ, McCarty EC.","Arthroscopy. 2018 Apr;34(4):1358-1365. doi: 10.1016/j.arthro.2017.11.032. Epub 2018 Feb 1.","Belk JW","Arthroscopy","2018","2018/01/26","","","10.1016/j.arthro.2017.11.032"
"29191469","Role of anterolateral reconstruction in patients undergoing anterior cruciate ligament reconstruction","Lutz C.","Orthop Traumatol Surg Res. 2018 Feb;104(1S):S47-S53. doi: 10.1016/j.otsr.2017.03.031. Epub 2017 Dec 2.","Lutz C","Orthop Traumatol Surg Res","2018","2017/12/02","","","10.1016/j.otsr.2017.03.031"
"29115973","Anteromedial versus transtibial technique in single-bundle autologous hamstring ACL reconstruction: a meta-analysis of prospective randomized controlled trials","Chen H, Tie K, Qi Y, Li B, Chen B, Chen L.","J Orthop Surg Res. 2017 Nov 7;12(1):167. doi: 10.1186/s13018-017-0671-3.","Chen H","J Orthop Surg Res","2017","2017/11/09","PMC5678560","","10.1186/s13018-017-0671-3"
"29066266","Cross Pin Versus Interference Screw for Femoral Graft Fixation in Hamstring Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis of Clinical Outcomes","Hu B, Shen W, Zhou C, Meng J, Wu H, Yan S.","Arthroscopy. 2018 Feb;34(2):615-623. doi: 10.1016/j.arthro.2017.07.031. Epub 2017 Oct 21.","Hu B","Arthroscopy","2018","2017/10/26","","","10.1016/j.arthro.2017.07.031"
"28753392","Cortical Button Versus Cross-pin Femoral Fixation for Hamstring Anterior Cruciate Ligament Reconstruction: A Meta-analysis of Randomized Controlled Trials","Jiang H, Ma G, Li Q, Hu Y, Li J, Tang X.","Am J Sports Med. 2018 Jul;46(9):2277-2284. doi: 10.1177/0363546517717672. Epub 2017 Jul 28.","Jiang H","Am J Sports Med","2018","2017/07/29","","","10.1177/0363546517717672"
"28660230","Long-Term Outcomes in Anterior Cruciate Ligament Reconstruction: A Systematic Review of Patellar Tendon Versus Hamstring Autografts","Poehling-Monaghan KL, Salem H, Ross KE, Secrist E, Ciccotti MC, Tjoumakaris F, Ciccotti MG, Freedman KB.","Orthop J Sports Med. 2017 Jun 14;5(6):2325967117709735. doi: 10.1177/2325967117709735. eCollection 2017 Jun.","Poehling-Monaghan KL","Orthop J Sports Med","2017","2017/06/30","PMC5476329","","10.1177/2325967117709735"
"28502387","Anterolateral Ligament Reconstruction Techniques, Biomechanics, and Clinical Outcomes: A Systematic Review","DePhillipo NN, Cinque ME, Chahla J, Geeslin AG, LaPrade RF.","Arthroscopy. 2017 Aug;33(8):1575-1583. doi: 10.1016/j.arthro.2017.03.009. Epub 2017 May 11.","DePhillipo NN","Arthroscopy","2017","2017/05/16","","","10.1016/j.arthro.2017.03.009"
"28205075","Hamstring Autograft versus Patellar Tendon Autograft for ACL Reconstruction: Is There a Difference in Graft Failure Rate? A Meta-analysis of 47,613 Patients","Samuelsen BT, Webster KE, Johnson NR, Hewett TE, Krych AJ.","Clin Orthop Relat Res. 2017 Oct;475(10):2459-2468. doi: 10.1007/s11999-017-5278-9.","Samuelsen BT","Clin Orthop Relat Res","2017","2017/02/17","PMC5599382","","10.1007/s11999-017-5278-9"
"28068159","Suspensory Versus Aperture Fixation of a Quadrupled Hamstring Tendon Autograft in Anterior Cruciate Ligament Reconstruction: A Meta-analysis","Browning WM 3rd, Kluczynski MA, Curatolo C, Marzo JM.","Am J Sports Med. 2017 Aug;45(10):2418-2427. doi: 10.1177/0363546516680995. Epub 2017 Jan 9.","Browning WM 3rd","Am J Sports Med","2017","2017/01/10","","","10.1177/0363546516680995"
"28040335","Outcome of Patellar Tendon Versus 4-Strand Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis of Prospective Randomized Trials","Chee MY, Chen Y, Pearce CJ, Murphy DP, Krishna L, Hui JH, Wang WE, Tai BC, Salunke AA, Chen X, Chua ZK, Satkunanantham K.","Arthroscopy. 2017 Feb;33(2):450-463. doi: 10.1016/j.arthro.2016.09.020. Epub 2016 Dec 28.","Chee MY","Arthroscopy","2017","2017/01/02","","","10.1016/j.arthro.2016.09.020"
"27923626","Limitations in predicting outcome following primary ACL reconstruction with single-bundle hamstring autograft - A systematic review","An VV, Scholes C, Mhaskar VA, Hadden WJ, Parker D.","Knee. 2017 Mar;24(2):170-178. doi: 10.1016/j.knee.2016.10.006. Epub 2016 Dec 4.","An VV","Knee","2017","2016/12/08","","","10.1016/j.knee.2016.10.006"
"27544274","Credibility and quality of meta-analyses addressing graft choice in anterior cruciate ligament reconstruction: a systematic review","Kurz A, Evaniew N, Yeung M, Samuelsson K, Peterson D, Ayeni OR.","Knee Surg Sports Traumatol Arthrosc. 2017 Feb;25(2):538-551. doi: 10.1007/s00167-016-4282-z. Epub 2016 Aug 20.","Kurz A","Knee Surg Sports Traumatol Arthrosc","2017","2016/08/22","","","10.1007/s00167-016-4282-z"
"27450741","Bioabsorbable versus metallic interference screws for graft fixation in anterior cruciate ligament reconstruction","Debieux P, Franciozi CE, Lenza M, Tamaoki MJ, Magnussen RA, Faloppa F, Belloti JC.","Cochrane Database Syst Rev. 2016 Jul 24;7(7):CD009772. doi: 10.1002/14651858.CD009772.pub2.","Debieux P","Cochrane Database Syst Rev","2016","2016/07/25","PMC6458013","","10.1002/14651858.CD009772.pub2"
"26917031","Posttraumatic incarceration of medial collateral ligament into knee joint with anterior cruciate ligament injury","Kini SG, du Pre K, Bruce W.","Chin J Traumatol. 2015;18(6):367-9. doi: 10.1016/j.cjtee.2015.11.004.","Kini SG","Chin J Traumatol","2015","2016/02/27","","","10.1016/j.cjtee.2015.11.004"
"26354196","Outcome of Single-Bundle Hamstring Anterior Cruciate Ligament Reconstruction Using the Anteromedial Versus the Transtibial Technique: A Systematic Review and Meta-analysis","Chen Y, Chua KH, Singh A, Tan JH, Chen X, Tan SH, Tai BC, Lingaraj K.","Arthroscopy. 2015 Sep;31(9):1784-94. doi: 10.1016/j.arthro.2015.06.001.","Chen Y","Arthroscopy","2015","2015/09/11","","","10.1016/j.arthro.2015.06.001"
"25999439","Comparison of Graft Failure Rate Between Autografts Placed via an Anatomic Anterior Cruciate Ligament Reconstruction Technique: A Systematic Review, Meta-analysis, and Meta-regression","Gabler CM, Jacobs CA, Howard JS, Mattacola CG, Johnson DL.","Am J Sports Med. 2016 Apr;44(4):1069-79. doi: 10.1177/0363546515584043. Epub 2015 May 21.","Gabler CM","Am J Sports Med","2016","2015/05/23","","","10.1177/0363546515584043"
"25802119","The Importance of Patient Sex in the Outcomes of Anterior Cruciate Ligament Reconstructions: A Systematic Review and Meta-analysis","Tan SH, Lau BP, Khin LW, Lingaraj K.","Am J Sports Med. 2016 Jan;44(1):242-54. doi: 10.1177/0363546515573008. Epub 2015 Mar 23.","Tan SH","Am J Sports Med","2016","2015/03/25","","","10.1177/0363546515573008"
"25727493","Functional Outcome and Graft Retention in Patients With Septic Arthritis After Anterior Cruciate Ligament Reconstruction: A Systematic Review","Makhni EC, Steinhaus ME, Mehran N, Schulz BS, Ahmad CS.","Arthroscopy. 2015 Jul;31(7):1392-401. doi: 10.1016/j.arthro.2014.12.026. Epub 2015 Feb 26.","Makhni EC","Arthroscopy","2015","2015/03/03","","","10.1016/j.arthro.2014.12.026"
