Unnamed: 0,id,title,authors,journal,year,doi,first_author,short_title,key
105,30212919,Outcomes of Anterior Cruciate Ligament Reconstruction in Females Using Patellar-Tendon-Bone versus Hamstring Autografts: A Systematic Review and Meta-Analysis,"Tan SHS, Lau BPH, Krishna L.",J Knee Surg,2019,10.1055/s-0038-1669916,Tan,outcomesofanteriorcruciateligamentreconstructioninfemalesusingpatellartendonboneversushamstringautografts:asystematicreviewandmetaanalysis,Tan+outcomesofanteriorcruciateligamentreconstructioninfemalesusingpatellartendonboneversushamstringautografts:asystematicreviewandmetaanalysis+2019
107,29628380,Quadriceps Tendon Autograft in Anterior Cruciate Ligament Reconstruction: A Systematic Review,"Hurley ET, Calvo-Gurry M, Withers D, Farrington SK, Moran R, Moran CJ.",Arthroscopy,2018,10.1016/j.arthro.2018.01.046,Hurley,quadricepstendonautograftinanteriorcruciateligamentreconstruction:asystematicreview,Hurley+quadricepstendonautograftinanteriorcruciateligamentreconstruction:asystematicreview+2018
108,29628379,Quadriceps Tendon Autograft for Primary Anterior Cruciate Ligament Reconstruction: A Systematic Review of Comparative Studies With Minimum 2-Year Follow-Up,"Belk JW, Kraeutler MJ, Marshall HA, Goodrich JA, McCarty EC.",Arthroscopy,2018,10.1016/j.arthro.2018.01.047,Belk,quadricepstendonautograftforprimaryanteriorcruciateligamentreconstruction:asystematicreviewofcomparativestudieswithminimum2yearfollowup,Belk+quadricepstendonautograftforprimaryanteriorcruciateligamentreconstruction:asystematicreviewofcomparativestudieswithminimum2yearfollowup+2018
110,29366740,Knee Osteoarthritis After Anterior Cruciate Ligament Reconstruction With Bone-Patellar Tendon-Bone Versus Hamstring Tendon Autograft: A Systematic Review of Randomized Controlled Trials,"Belk JW, Kraeutler MJ, Carver TJ, McCarty EC.",Arthroscopy,2018,10.1016/j.arthro.2017.11.032,Belk,kneeosteoarthritisafteranteriorcruciateligamentreconstructionwithbonepatellartendonboneversushamstringtendonautograft:asystematicreviewofrandomizedcontrolledtrials,Belk+kneeosteoarthritisafteranteriorcruciateligamentreconstructionwithbonepatellartendonboneversushamstringtendonautograft:asystematicreviewofrandomizedcontrolledtrials+2018
115,28660230,Long-Term Outcomes in Anterior Cruciate Ligament Reconstruction: A Systematic Review of Patellar Tendon Versus Hamstring Autografts,"Poehling-Monaghan KL, Salem H, Ross KE, Secrist E, Ciccotti MC, Tjoumakaris F, Ciccotti MG, Freedman KB.",Orthop J Sports Med,2017,10.1177/2325967117709735,Poehling-Monaghan,longtermoutcomesinanteriorcruciateligamentreconstruction:asystematicreviewofpatellartendonversushamstringautografts,Poehling-Monaghan+longtermoutcomesinanteriorcruciateligamentreconstruction:asystematicreviewofpatellartendonversushamstringautografts+2017
117,28205075,"Hamstring Autograft versus Patellar Tendon Autograft for ACL Reconstruction: Is There a Difference in Graft Failure Rate? A Meta-analysis of 47,613 Patients","Samuelsen BT, Webster KE, Johnson NR, Hewett TE, Krych AJ.",Clin Orthop Relat Res,2017,10.1007/s11999-017-5278-9,Samuelsen,hamstringautograftversuspatellartendonautograftforaclreconstruction:isthereadifferenceingraftfailurerate?ametaanalysisof47613patients,Samuelsen+hamstringautograftversuspatellartendonautograftforaclreconstruction:isthereadifferenceingraftfailurerate?ametaanalysisof47613patients+2017
119,28040335,Outcome of Patellar Tendon Versus 4-Strand Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis of Prospective Randomized Trials,"Chee MY, Chen Y, Pearce CJ, Murphy DP, Krishna L, Hui JH, Wang WE, Tai BC, Salunke AA, Chen X, Chua ZK, Satkunanantham K.",Arthroscopy,2017,10.1016/j.arthro.2016.09.020,Chee,outcomeofpatellartendonversus4strandhamstringtendonautograftsforanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysisofprospectiverandomizedtrials,Chee+outcomeofpatellartendonversus4strandhamstringtendonautograftsforanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysisofprospectiverandomizedtrials+2017
121,27544274,Credibility and quality of meta-analyses addressing graft choice in anterior cruciate ligament reconstruction: a systematic review,"Kurz A, Evaniew N, Yeung M, Samuelsson K, Peterson D, Ayeni OR.",Knee Surg Sports Traumatol Arthrosc,2017,10.1007/s00167-016-4282-z,Kurz,credibilityandqualityofmetaanalysesaddressinggraftchoiceinanteriorcruciateligamentreconstruction:asystematicreview,Kurz+credibilityandqualityofmetaanalysesaddressinggraftchoiceinanteriorcruciateligamentreconstruction:asystematicreview+2017
122,27450741,Bioabsorbable versus metallic interference screws for graft fixation in anterior cruciate ligament reconstruction,"Debieux P, Franciozi CE, Lenza M, Tamaoki MJ, Magnussen RA, Faloppa F, Belloti JC.",Cochrane Database Syst Rev,2016,10.1002/14651858.CD009772.pub2,Debieux,bioabsorbableversusmetallicinterferencescrewsforgraftfixationinanteriorcruciateligamentreconstruction,Debieux+bioabsorbableversusmetallicinterferencescrewsforgraftfixationinanteriorcruciateligamentreconstruction+2016
125,25999439,"Comparison of Graft Failure Rate Between Autografts Placed via an Anatomic Anterior Cruciate Ligament Reconstruction Technique: A Systematic Review, Meta-analysis, and Meta-regression","Gabler CM, Jacobs CA, Howard JS, Mattacola CG, Johnson DL.",Am J Sports Med,2016,10.1177/0363546515584043,Gabler,comparisonofgraftfailureratebetweenautograftsplacedviaananatomicanteriorcruciateligamentreconstructiontechnique:asystematicreviewmetaanalysisandmetaregression,Gabler+comparisonofgraftfailureratebetweenautograftsplacedviaananatomicanteriorcruciateligamentreconstructiontechnique:asystematicreviewmetaanalysisandmetaregression+2016
127,25727493,Functional Outcome and Graft Retention in Patients With Septic Arthritis After Anterior Cruciate Ligament Reconstruction: A Systematic Review,"Makhni EC, Steinhaus ME, Mehran N, Schulz BS, Ahmad CS.",Arthroscopy,2015,10.1016/j.arthro.2014.12.026,Makhni,functionaloutcomeandgraftretentioninpatientswithsepticarthritisafteranteriorcruciateligamentreconstruction:asystematicreview,Makhni+functionaloutcomeandgraftretentioninpatientswithsepticarthritisafteranteriorcruciateligamentreconstruction:asystematicreview+2015
128,27501023,ACL Graft and Contralateral ACL Tear Risk within Ten Years Following Reconstruction: A Systematic Review,"Magnussen RA, Meschbach NT, Kaeding CC, Wright RW, Spindler KP.",JBJS Rev,2015,10.2106/JBJS.RVW.N.00052,Magnussen,aclgraftandcontralateralacltearriskwithintenyearsfollowingreconstruction:asystematicreview,Magnussen+aclgraftandcontralateralacltearriskwithintenyearsfollowingreconstruction:asystematicreview+2015
129,25547048,A meta-analysis of bone-patellar tendon-bone autograft versus four-strand hamstring tendon autograft for anterior cruciate ligament reconstruction,"Xie X, Liu X, Chen Z, Yu Y, Peng S, Li Q.",Knee,2015,10.1016/j.knee.2014.11.014,Xie,ametaanalysisofbonepatellartendonboneautograftversusfourstrandhamstringtendonautograftforanteriorcruciateligamentreconstruction,Xie+ametaanalysisofbonepatellartendonboneautograftversusfourstrandhamstringtendonautograftforanteriorcruciateligamentreconstruction+2015
130,25269758,Fixation techniques for the anterior cruciate ligament reconstruction: early follow-up. A systematic review of level I and II therapeutic studies,"Speziali A, Delcogliano M, Tei M, Placella G, Bartoli M, Menghi A, Cerulli G.",Musculoskelet Surg,2014,10.1007/s12306-014-0338-8,Speziali,fixationtechniquesfortheanteriorcruciateligamentreconstruction:earlyfollowupasystematicreviewofleveliandiitherapeuticstudies,Speziali+fixationtechniquesfortheanteriorcruciateligamentreconstruction:earlyfollowupasystematicreviewofleveliandiitherapeuticstudies+2014
132,24748500,"Increased incidence of osteoarthritis of knee joint after ACL reconstruction with bone-patellar tendon-bone autografts than hamstring autografts: a meta-analysis of 1,443 patients at a minimum of 5 years","Xie X, Xiao Z, Li Q, Zhu B, Chen J, Chen H, Yang F, Chen Y, Lai Q, Liu X.",Eur J Orthop Surg Traumatol,2015,10.1007/s00590-014-1459-3,Xie,increasedincidenceofosteoarthritisofkneejointafteraclreconstructionwithbonepatellartendonboneautograftsthanhamstringautografts:ametaanalysisof1443patientsataminimumof5years,Xie+increasedincidenceofosteoarthritisofkneejointafteraclreconstructionwithbonepatellartendonboneautograftsthanhamstringautografts:ametaanalysisof1443patientsataminimumof5years+2015
137,21901700,Patellar tendon versus hamstring tendon autograft for anterior cruciate ligament rupture in adults,"Mohtadi NG, Chan DS, Dainty KN, Whelan DB.",Cochrane Database Syst Rev,2011,10.1002/14651858.CD005960.pub2,Mohtadi,patellartendonversushamstringtendonautograftforanteriorcruciateligamentruptureinadults,Mohtadi+patellartendonversushamstringtendonautograftforanteriorcruciateligamentruptureinadults+2011
141,21035009,Outcomes and risks of operative treatment of rupture of the anterior cruciate ligament in children and adolescents,"Frosch KH, Stengel D, Brodhun T, Stietencron I, Holsten D, Jung C, Reister D, Voigt C, Niemeyer P, Maier M, Hertel P, Jagodzinski M, Lill H.",Arthroscopy,2010,10.1016/j.arthro.2010.04.077,Frosch,outcomesandrisksofoperativetreatmentofruptureoftheanteriorcruciateligamentinchildrenandadolescents,Frosch+outcomesandrisksofoperativetreatmentofruptureoftheanteriorcruciateligamentinchildrenandadolescents+2010
142,20953764,Does autograft choice determine intermediate-term outcome of ACL reconstruction?,"Magnussen RA, Carey JL, Spindler KP.",Knee Surg Sports Traumatol Arthrosc,2011,10.1007/s00167-010-1277-z,Magnussen,doesautograftchoicedetermineintermediatetermoutcomeofaclreconstruction?,Magnussen+doesautograftchoicedetermineintermediatetermoutcomeofaclreconstruction?+2011
143,20850327,A meta-analysis of hamstring autografts versus bone-patellar tendon-bone autografts for reconstruction of the anterior cruciate ligament,"Li S, Su W, Zhao J, Xu Y, Bo Z, Ding X, Wei Q.",Knee,2011,10.1016/j.knee.2010.08.002,Li,ametaanalysisofhamstringautograftsversusbonepatellartendonboneautograftsforreconstructionoftheanteriorcruciateligament,Li+ametaanalysisofhamstringautograftsversusbonepatellartendonboneautograftsforreconstructionoftheanteriorcruciateligament+2011
145,19709991,Patellar tendon versus hamstring tendon autografts for reconstructing the anterior cruciate ligament: a meta-analysis based on individual patient data,"Biau DJ, Katsahian S, Kartus J, Harilainen A, Feller JA, Sajovic M, Ejerhed L, Zaffagnini S, Röpke M, Nizard R.",Am J Sports Med,2009,10.1177/0363546509333006,Biau,patellartendonversushamstringtendonautograftsforreconstructingtheanteriorcruciateligament:ametaanalysisbasedonindividualpatientdata,Biau+patellartendonversushamstringtendonautograftsforreconstructingtheanteriorcruciateligament:ametaanalysisbasedonindividualpatientdata+2009
146,19476176,Intra-tunnel fixation versus extra-tunnel fixation of hamstring anterior cruciate ligament reconstruction: a meta-analysis,"Ilahi OA, Nolla JM, Ho DM.",J Knee Surg,2009,10.1055/s-0030-1247736,Ilahi,intratunnelfixationversusextratunnelfixationofhamstringanteriorcruciateligamentreconstruction:ametaanalysis,Ilahi+intratunnelfixationversusextratunnelfixationofhamstringanteriorcruciateligamentreconstruction:ametaanalysis+2009
147,18757764,Systematic review of single-bundle anterior cruciate ligament reconstruction outcomes: a baseline assessment for consideration of double-bundle techniques,"Lewis PB, Parameswaran AD, Rue JP, Bach BR Jr.",Am J Sports Med,2008,10.1177/0363546508322892,Lewis,systematicreviewofsinglebundleanteriorcruciateligamentreconstructionoutcomes:abaselineassessmentforconsiderationofdoublebundletechniques,Lewis+systematicreviewofsinglebundleanteriorcruciateligamentreconstructionoutcomes:abaselineassessmentforconsiderationofdoublebundletechniques+2008
149,17437083,A meta-analysis of stability of autografts compared to allografts after anterior cruciate ligament reconstruction,"Prodromos C, Joyce B, Shi K.",Knee Surg Sports Traumatol Arthrosc,2007,10.1007/s00167-007-0328-6,Prodromos,ametaanalysisofstabilityofautograftscomparedtoallograftsafteranteriorcruciateligamentreconstruction,Prodromos+ametaanalysisofstabilityofautograftscomparedtoallograftsafteranteriorcruciateligamentreconstruction+2007
151,16603564,Bone-patellar tendon-bone autografts versus hamstring autografts for reconstruction of anterior cruciate ligament: meta-analysis,"Biau DJ, Tournoux C, Katsahian S, Schranz PJ, Nizard RS.",BMJ,2006,10.1136/bmj.38784.384109.2F,Biau,bonepatellartendonboneautograftsversushamstringautograftsforreconstructionofanteriorcruciateligament:metaanalysis,Biau+bonepatellartendonboneautograftsversushamstringautograftsforreconstructionofanteriorcruciateligament:metaanalysis+2006
152,16226648,A meta-analysis of stability after anterior cruciate ligament reconstruction as a function of hamstring versus patellar tendon graft and fixation type,"Prodromos CC, Joyce BT, Shi K, Keller BL.",Arthroscopy,2005,10.1016/j.arthro.2005.08.036,Prodromos,ametaanalysisofstabilityafteranteriorcruciateligamentreconstructionasafunctionofhamstringversuspatellartendongraftandfixationtype,Prodromos+ametaanalysisofstabilityafteranteriorcruciateligamentreconstructionasafunctionofhamstringversuspatellartendongraftandfixationtype+2005
153,16012491,Reconstruction of the anterior cruciate ligament: meta-analysis of patellar tendon versus hamstring tendon autograft,"Goldblatt JP, Fitzsimmons SE, Balk E, Richmond JC.",Arthroscopy,2005,10.1016/j.arthro.2005.04.107,Goldblatt,reconstructionoftheanteriorcruciateligament:metaanalysisofpatellartendonversushamstringtendonautograft,Goldblatt+reconstructionoftheanteriorcruciateligament:metaanalysisofpatellartendonversushamstringtendonautograft+2005
154,15911297,Patellar tendon or four-strand hamstring? A systematic review of autografts for anterior cruciate ligament reconstruction,"Forster MC, Forster IW.",Knee,2005,10.1016/j.knee.2004.06.008,Forster,patellartendonorfourstrandhamstring?asystematicreviewofautograftsforanteriorcruciateligamentreconstruction,Forster+patellartendonorfourstrandhamstring?asystematicreviewofautograftsforanteriorcruciateligamentreconstruction+2005
156,15572332,Anterior cruciate ligament reconstruction autograft choice: bone-tendon-bone versus hamstring: does it really matter? A systematic review,"Spindler KP, Kuhn JE, Freedman KB, Matthews CE, Dittus RS, Harrell FE Jr.",Am J Sports Med,2004,10.1177/0363546504271211,Spindler,anteriorcruciateligamentreconstructionautograftchoice:bonetendonboneversushamstring:doesitreallymatter?asystematicreview,Spindler+anteriorcruciateligamentreconstructionautograftchoice:bonetendonboneversushamstring:doesitreallymatter?asystematicreview+2004
157,12735201,"Anterior cruciate ligament reconstruction using semitendinosus and gracilis tendons, bone patellar tendon, or quadriceps tendon-graft with press-fit fixation without hardware. A new and innovative procedure","Paessler HH, Mastrokalos DS.",Orthop Clin North Am,2003,10.1016/s0030-5898(02)00070-6,Paessler,anteriorcruciateligamentreconstructionusingsemitendinosusandgracilistendonsbonepatellartendonorquadricepstendongraftwithpressfitfixationwithouthardwareanewandinnovativeprocedure,Paessler+anteriorcruciateligamentreconstructionusingsemitendinosusandgracilistendonsbonepatellartendonorquadricepstendongraftwithpressfitfixationwithouthardwareanewandinnovativeprocedure+2003
158,12531750,Arthroscopic anterior cruciate ligament reconstruction: a metaanalysis comparing patellar tendon and hamstring tendon autografts,"Freedman KB, D'Amato MJ, Nedeff DD, Kaz A, Bach BR Jr.",Am J Sports Med,2003,10.1177/03635465030310011501,Freedman,arthroscopicanteriorcruciateligamentreconstruction:ametaanalysiscomparingpatellartendonandhamstringtendonautografts,Freedman+arthroscopicanteriorcruciateligamentreconstruction:ametaanalysiscomparingpatellartendonandhamstringtendonautografts+2003
159,12528911,Tensioning of the anterior cruciate ligament graft,"Heis FT, Paulos LE.",Orthop Clin North Am,2002,10.1016/s0030-5898(02)00014-7,Heis,tensioningoftheanteriorcruciateligamentgraft,Heis+tensioningoftheanteriorcruciateligamentgraft+2002
1,41416241,Strengthening exercises improve knee muscle strength and performance but not pain in ACL-reconstructed individuals: A systematic review and meta-analysis of randomised controlled trials,"Bafrouei MJ, Khorramroo F, Minoonejad H, Mousavi SH.",J Exp Orthop,2025,10.1002/jeo2.70576,Bafrouei,strengtheningexercisesimprovekneemusclestrengthandperformancebutnotpaininaclreconstructedindividuals:asystematicreviewandmetaanalysisofrandomisedcontrolledtrials,Bafrouei+strengtheningexercisesimprovekneemusclestrengthandperformancebutnotpaininaclreconstructedindividuals:asystematicreviewandmetaanalysisofrandomisedcontrolledtrials+2025
2,41235442,Graft selection in ACL reconstruction: Clinical and functional outcomes based on level I-II evidence,"Hasan M, Berkovich Y, Khatib M, Yonai Y, Ben Zvi L, Alhija AA, Shpigelman A, Ginesin E.",Knee Surg Sports Traumatol Arthrosc,2026,10.1002/ksa.70167,Hasan,graftselectioninaclreconstruction:clinicalandfunctionaloutcomesbasedonleveliiievidence,Hasan+graftselectioninaclreconstruction:clinicalandfunctionaloutcomesbasedonleveliiievidence+2026
3,40977596,"Smaller hamstrings autograft size after primary ACL reconstruction is associated with higher odds for graft failure: A meta-analysis on autografts sizes covering 46,268 patients","Hamrin Senorski R, Högberg J, Teow K, Nordenholm A, Kaarre J, Snaebjörnsson T, Musahl V, Samuelsson K, Hamrin Senorski E.",Knee Surg Sports Traumatol Arthrosc,2025,10.1002/ksa.70069,Hamrin,smallerhamstringsautograftsizeafterprimaryaclreconstructionisassociatedwithhigheroddsforgraftfailure:ametaanalysisonautograftssizescovering46268patients,Hamrin+smallerhamstringsautograftsizeafterprimaryaclreconstructionisassociatedwithhigheroddsforgraftfailure:ametaanalysisonautograftssizescovering46268patients+2025
4,40975595,Lateral Extra-articular Procedures With Anterior Cruciate Ligament Reconstruction: International Consensus,"Saithna A, Geeslin AG, Sonnery-Cottet B.",Arthroscopy,2025,10.1016/j.arthro.2025.06.011,Saithna,lateralextraarticularprocedureswithanteriorcruciateligamentreconstruction:internationalconsensus,Saithna+lateralextraarticularprocedureswithanteriorcruciateligamentreconstruction:internationalconsensus+2025
5,40679231,"Quadriceps, hamstring and patella tendon autografts for primary anterior cruciate ligament reconstruction demonstrate similar clinical outcomes, including graft failure, joint laxity and complications: A systematic review with meta-analysis of randomised controlled trials","White T, Castro M, Antonio L, Hing W, Tudor F, Sattler L.",Knee Surg Sports Traumatol Arthrosc,2025,10.1002/ksa.12755,White,quadricepshamstringandpatellatendonautograftsforprimaryanteriorcruciateligamentreconstructiondemonstratesimilarclinicaloutcomesincludinggraftfailurejointlaxityandcomplications:asystematicreviewwithmetaanalysisofrandomisedcontrolledtrials,White+quadricepshamstringandpatellatendonautograftsforprimaryanteriorcruciateligamentreconstructiondemonstratesimilarclinicaloutcomesincludinggraftfailurejointlaxityandcomplications:asystematicreviewwithmetaanalysisofrandomisedcontrolledtrials+2025
6,40265044,4-Strand hamstring versus single-bundle quadriceps tendon grafts in anterior cruciate ligament reconstruction at 2 years: A systematic review and meta-analysis of randomised controlled trials,"Elias J, Kaplan M, Shah K, Bickford M, McNamara C, Ford E, McMillan S.",J Exp Orthop,2025,10.1002/jeo2.70244,Elias,4strandhamstringversussinglebundlequadricepstendongraftsinanteriorcruciateligamentreconstructionat2years:asystematicreviewandmetaanalysisofrandomisedcontrolledtrials,Elias+4strandhamstringversussinglebundlequadricepstendongraftsinanteriorcruciateligamentreconstructionat2years:asystematicreviewandmetaanalysisofrandomisedcontrolledtrials+2025
7,40147599,"Varying Definitions of Return to Sport, Study Quality, and Outcome Measurements Limit Comparison of Primary Anterior Cruciate Ligament Reconstruction With Quadriceps Tendon Autografts to Hamstring and Bone-Patellar Tendon-Bone Autografts: A Systematic Review","Emmert AS, Hale I, Lake LP, McMillan P, Johnson BM, Kurkowski SC, Kuechly HA, Grawe BM.",Arthroscopy,2025,10.1016/j.arthro.2025.03.036,Emmert,varyingdefinitionsofreturntosportstudyqualityandoutcomemeasurementslimitcomparisonofprimaryanteriorcruciateligamentreconstructionwithquadricepstendonautograftstohamstringandbonepatellartendonboneautografts:asystematicreview,Emmert+varyingdefinitionsofreturntosportstudyqualityandoutcomemeasurementslimitcomparisonofprimaryanteriorcruciateligamentreconstructionwithquadricepstendonautograftstohamstringandbonepatellartendonboneautografts:asystematicreview+2025
10,39836368,Return to Sport and Graft Failure Rates After Primary Anterior Cruciate Ligament Reconstruction With a Bone-Patellar Tendon-Bone Versus Hamstring Tendon Autograft: A Systematic Review and Meta-analysis,"Connors JP, Cusano A, Saleet J, Hao KA, Efremov K, Parisien RL, Seil R, Li X.",Am J Sports Med,2025,10.1177/03635465241295713,Connors,returntosportandgraftfailureratesafterprimaryanteriorcruciateligamentreconstructionwithabonepatellartendonboneversushamstringtendonautograft:asystematicreviewandmetaanalysis,Connors+returntosportandgraftfailureratesafterprimaryanteriorcruciateligamentreconstructionwithabonepatellartendonboneversushamstringtendonautograft:asystematicreviewandmetaanalysis+2025
12,39768969,Graft Selection in Anterior Cruciate Ligament Reconstruction: A Comprehensive Review of Current Trends,"Ostojic M, Indelli PF, Lovrekovic B, Volcarenghi J, Juric D, Hakam HT, Salzmann M, Ramadanov N, Królikowska A, Becker R, Prill R.",Medicina (Kaunas),2024,10.3390/medicina60122090,Ostojic,graftselectioninanteriorcruciateligamentreconstruction:acomprehensivereviewofcurrenttrends,Ostojic+graftselectioninanteriorcruciateligamentreconstruction:acomprehensivereviewofcurrenttrends+2024
13,39694948,Efficacy and safety of quadriceps tendon autograft versus bone-patellar tendon-bone and hamstring tendon autografts for anterior cruciate ligament reconstruction: a systematic review and meta-analysis,"Zhang XF, Liu P, Huang JW, He YH.",J Orthop Traumatol,2024,10.1186/s10195-024-00801-2,Zhang,efficacyandsafetyofquadricepstendonautograftversusbonepatellartendonboneandhamstringtendonautograftsforanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysis,Zhang+efficacyandsafetyofquadricepstendonautograftversusbonepatellartendonboneandhamstringtendonautograftsforanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysis+2024
17,39043018,Quadriceps tendon versus hamstring tendon graft for primary anterior cruciate ligament reconstruction: A systematic review and meta-analysis of randomised trials,"Raj S, Ridha A, Searle HKC, Khatri C, Ahmed I, Metcalfe A, Smith N.",Knee,2024,10.1016/j.knee.2024.07.002,Raj,quadricepstendonversushamstringtendongraftforprimaryanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysisofrandomisedtrials,Raj+quadricepstendonversushamstringtendongraftforprimaryanteriorcruciateligamentreconstruction:asystematicreviewandmetaanalysisofrandomisedtrials+2024
18,39019692,No increased complication rate with the use of soft tissue quadriceps tendon autograft for primary ACL reconstruction - a systematic review,"Khalefa MA, Aujla RS, Aslam N, Boutefnouchet T, D'Alessandro P, MacDonald PB, Malik SS.",Orthop Traumatol Surg Res,2025,10.1016/j.otsr.2024.103926,Khalefa,noincreasedcomplicationratewiththeuseofsofttissuequadricepstendonautograftforprimaryaclreconstructionasystematicreview,Khalefa+noincreasedcomplicationratewiththeuseofsofttissuequadricepstendonautograftforprimaryaclreconstructionasystematicreview+2025
19,38529242,"Current development in surgical techniques, graft selection and additional procedures for anterior cruciate ligament injury: a path towards anatomic restoration and improved clinical outcomes-a narrative review","Nukuto K, Hoshino Y, Kataoka K, Kuroda R.",Ann Jt,2023,10.21037/aoj-23-39,Nukuto,currentdevelopmentinsurgicaltechniquesgraftselectionandadditionalproceduresforanteriorcruciateligamentinjury:apathtowardsanatomicrestorationandimprovedclinicaloutcomesanarrativereview,Nukuto+currentdevelopmentinsurgicaltechniquesgraftselectionandadditionalproceduresforanteriorcruciateligamentinjury:apathtowardsanatomicrestorationandimprovedclinicaloutcomesanarrativereview+2023
20,38421970,Efficacy on knee function of Kinesio taping among individuals with anterior cruciate ligament reconstruction: A systematic review,"Chen P, Wang L, Zhou W, Wang L.",PLoS One,2024,10.1371/journal.pone.0299008,Chen,efficacyonkneefunctionofkinesiotapingamongindividualswithanteriorcruciateligamentreconstruction:asystematicreview,Chen+efficacyonkneefunctionofkinesiotapingamongindividualswithanteriorcruciateligamentreconstruction:asystematicreview+2024
21,38269417,Analysis of Graft Types Augmented With an Internal Brace for ACL Reconstruction: A Systematic Review,"Maginnis C, Root C, Schiavo JH, Ierulli VK, Vopat B, Mulcahey MK.",Am J Sports Med,2024,10.1177/03635465231196157,Maginnis,analysisofgrafttypesaugmentedwithaninternalbraceforaclreconstruction:asystematicreview,Maginnis+analysisofgrafttypesaugmentedwithaninternalbraceforaclreconstruction:asystematicreview+2024
24,37568165,Contralateral grafts have comparable efficacy to ipsilateral grafts in anterior cruciate ligament reconstructions: a systematic review,"Fan D, Ma J, Zhang L.",J Orthop Surg Res,2023,10.1186/s13018-023-04082-z,Fan,contralateralgraftshavecomparableefficacytoipsilateralgraftsinanteriorcruciateligamentreconstructions:asystematicreview,Fan+contralateralgraftshavecomparableefficacytoipsilateralgraftsinanteriorcruciateligamentreconstructions:asystematicreview+2023
25,37537529,"Clinical outcomes of different autografts used for all-epiphyseal, partial epiphyseal or transphyseal anterior cruciate ligament reconstruction in skeletally immature patients - a systematic review","Verhagen S, Dietvorst M, Delvaux E, van der Steen MC, Janssen R.",BMC Musculoskelet Disord,2023,10.1186/s12891-023-06749-4,Verhagen,clinicaloutcomesofdifferentautograftsusedforallepiphysealpartialepiphysealortransphysealanteriorcruciateligamentreconstructioninskeletallyimmaturepatientsasystematicreview,Verhagen+clinicaloutcomesofdifferentautograftsusedforallepiphysealpartialepiphysealortransphysealanteriorcruciateligamentreconstructioninskeletallyimmaturepatientsasystematicreview+2023
26,37296390,Preoperative predictors for return to physical activity following anterior cruciate ligament reconstruction (ACLR): a systematic review,"Carter HM, Lewis GN, Smith BE.",BMC Musculoskelet Disord,2023,10.1186/s12891-023-06489-5,Carter,preoperativepredictorsforreturntophysicalactivityfollowinganteriorcruciateligamentreconstruction(aclr):asystematicreview,Carter+preoperativepredictorsforreturntophysicalactivityfollowinganteriorcruciateligamentreconstruction(aclr):asystematicreview+2023
28,36646171,Graft choices for paediatric anterior cruciate ligament reconstruction: State of the art,"Marx RG, Hsu J, Fink C, Eriksson K, Vincent A, van der Merwe WM.",J ISAKOS,2023,10.1016/j.jisako.2023.01.001,Marx,graftchoicesforpaediatricanteriorcruciateligamentreconstruction:stateoftheart,Marx+graftchoicesforpaediatricanteriorcruciateligamentreconstruction:stateoftheart+2023
29,36561474,GRAFTS FOR ANTERIOR CRUCIATE LIGAMENT RECONSTRUCTION: SYSTEMATIC REVIEW AND META-ANALYSIS,"Andrez TN, Chagas JBM, D'Oliveira LB.",Acta Ortop Bras,2022,10.1590/1413-785220223006e256048,Andrez,graftsforanteriorcruciateligamentreconstruction:systematicreviewandmetaanalysis,Andrez+graftsforanteriorcruciateligamentreconstruction:systematicreviewandmetaanalysis+2022
31,36178393,Both low and high knee flexion angles during tibial graft fixation yield comparable outcomes following ACL reconstruction with quadriceps tendon autograft: A systematic review,"Abdel Khalik H, Lameire DL, Kay J, Tapasvi SR, Samuelsson K, de Sa D.",J ISAKOS,2022,10.1016/j.jisako.2022.01.003,Abdel,bothlowandhighkneeflexionanglesduringtibialgraftfixationyieldcomparableoutcomesfollowingaclreconstructionwithquadricepstendonautograft:asystematicreview,Abdel+bothlowandhighkneeflexionanglesduringtibialgraftfixationyieldcomparableoutcomesfollowingaclreconstructionwithquadricepstendonautograft:asystematicreview+2022
32,36096362,Quadriceps tendon autograft for anterior cruciate ligament reconstruction: state of the art,"Clinger B, Xerogeanes J, Feller J, Fink C, Runer A, Richter D, Wascher D.",J ISAKOS,2022,10.1016/j.jisako.2022.08.010,Clinger,quadricepstendonautograftforanteriorcruciateligamentreconstruction:stateoftheart,Clinger+quadricepstendonautograftforanteriorcruciateligamentreconstruction:stateoftheart+2022
33,35669018,Paediatric Anterior Cruciate Ligament (ACL) Injuries: Current Concepts Review,"Dhillon MS, Rangasamy K, Rajnish RK, Gopinathan NR.",Indian J Orthop,2022,10.1007/s43465-022-00611-w,Dhillon,paediatricanteriorcruciateligament(acl)injuries:currentconceptsreview,Dhillon+paediatricanteriorcruciateligament(acl)injuries:currentconceptsreview+2022
