id,study_id,source,authors,first_author,Title,short_title,Publication Year,DOI,Journal/Book,deduplication,title_abstract_screening,full-text_screening,reason_for_exclusion
,Iliopoulos E. (2017),Embase,"Iliopoulos E., Galanis N., Zafeiridis A., Iosifidis M., Papadopoulos P., Potoupnis M., Geladas N., Vrabas I.S., Kirkos J.",Iliopoulos,Anatomic single-bundle anterior cruciate ligament reconstruction improves walking economy: hamstrings tendon versus patellar tendon grafts,Anatomic single-bundle anterior cru,2017,10.1007/s00167-016-4229-4,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Iliopoulos2017,,,
,Mei X. (2016),Embase,"Mei X., Zhang Z., Yang J.",Mei,Double-layer versus single-layer bone-patellar tendon-bone anterior cruciate ligament reconstruction: a prospective randomized study with 3-year follow-up,Double-layer versus single-layer bo,2016,10.1007/s00402-016-2548-z,Archives of Orthopaedic and Trauma Surgery,Mei2016,,,
,BjÃ¶rnsson H. (2016),Embase,"BjÃ¶rnsson H., Samuelsson K., Sundemo D., Desai N., Sernert N., RostgÃ¥rd-Christensen L., Karlsson J., Kartus J.",BjÃ¶rnsson,A Randomized Controlled Trial With Mean 16-Year Follow-up Comparing Hamstring and Patellar Tendon Autografts in Anterior Cruciate Ligament Reconstruction,A Randomized Controlled Trial With ,2016,10.1177/0363546516646378,The American journal of sports medicine,BjÃ¶rnsson2016,,,
,Akelman M.R. (2016),Embase,"Akelman M.R., Fadale P.D., Hulstyn M.J., Shalvoy R.M., Garcia A., Chin K.E., Duryea J., Badger G.J., Tung G.A., Fleming B.C.",Akelman,Effect of Matching or Overconstraining Knee Laxity During Anterior Cruciate Ligament Reconstruction on Knee Osteoarthritis and Clinical Outcomes: A Randomized Controlled Trial With 84-Month Follow-up,Effect of Matching or Overconstrain,2016,10.1177/0363546516638387,The American journal of sports medicine,Akelman2016,,,
,Konrads C. (2016),Embase,"Konrads C., Reppenhagen S., Plumhoff P., Hoberg M., Rudert M., Barthel T.",Konrads,No significant difference in clinical outcome and knee stability between patellar tendon and semitendinosus tendon in anterior cruciate ligament reconstruction,No significant difference in clinic,2016,10.1007/s00402-015-2386-4,Archives of Orthopaedic and Trauma Surgery,Konrads2016,,,
,Sasaki S. (2016),Embase,"Sasaki S., Tsuda E., Hiraga Y., Yamamoto Y., Maeda S., Sasaki E., Ishibashi Y.",Sasaki,Prospective Randomized Study of Objective and Subjective Clinical Results Between Double-Bundle and Single-Bundle Anterior Cruciate Ligament Reconstruction,Prospective Randomized Study of Obj,2016,10.1177/0363546515624471,The American journal of sports medicine,Sasaki2016,,,
,Webster K.E. (2016),Embase,"Webster K.E., Feller J.A., Hartnett N., Leigh W.B., Richmond A.K.",Webster,Comparison of Patellar Tendon and Hamstring Tendon Anterior Cruciate Ligament Reconstruction: A 15-Year Follow-up of a Randomized Controlled Trial,Comparison of Patellar Tendon and H,2016,10.1177/0363546515611886,The American journal of sports medicine,Webster2016,,,
,Mohtadi N. (2015),Embase,"Mohtadi N., Chan D., Barber R., Oddone Paolucci E.",Mohtadi,"A Randomized Clinical Trial Comparing Patellar Tendon, Hamstring Tendon, and Double-Bundle ACL Reconstructions: Patient-Reported and Clinical Outcomes at a Minimal 2-Year Follow-up",A Randomized Clinical Trial Compari,2015,10.1097/JSM.0000000000000165,Clinical Journal of Sport Medicine,Mohtadi2015,,,
,Papalia R. (2015),Embase,"Papalia R., Franceschi F., Tecame A., Dâ€™Adamio S., Maffulli N., Denaro V.",Papalia,Anterior cruciate ligament reconstruction and return to sport activity: postural control as the key to success,Anterior cruciate ligament reconstr,2015,10.1007/s00264-014-2513-9,International Orthopaedics,Papalia2015,,,
,Stensbirk F. (2014),Embase,"Stensbirk F., Thorborg K., Konradsen L., JÃ¸rgensen U., HÃ¶lmich P.",Stensbirk,"Iliotibial band autograft versus bone-patella-tendon-bone autograft, a possible alternative for ACL reconstruction: a 15-year prospective randomized controlled trial",Iliotibial band autograft versus bo,2014,10.1007/s00167-013-2630-9,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Stensbirk2014,,,
,Peterson L. (2014),Embase,"Peterson L., Eklund U., EngstrÃ¶m B., Forssblad M., Saartok T., Valentin A.",Peterson,Long-term results of a randomized study on anterior cruciate ligament reconstruction with or without a synthetic degradable augmentation device to support the autograft,Long-term results of a randomized s,2014,10.1007/s00167-013-2636-3,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Peterson2014,,,
,Mayr H.O. (2014),Embase,"Mayr H.O., StÃ¼eken P., MÃ¼nch E.-O., Wolter M., Bernstein A., Suedkamp N.P., Stoehr A.",Mayr,Brace or no-brace after ACL graft? Four-year results of a prospective clinical trial,Brace or no-brace after ACL graft? ,2014,10.1007/s00167-013-2564-2,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Mayr2014,,,
,Lund B. (2014),Embase,"Lund B., Nielsen T., FaunÃ¸ P., Christiansen S.E., Lind M.",Lund,Is quadriceps tendon a better graft choice than patellar tendon? A prospective randomized study,Is quadriceps tendon a better graft,2014,10.1016/j.arthro.2014.01.012,Arthroscopy - Journal of Arthroscopic and Related Surgery,Lund2014,,,
,Sarzaeem M.M. (2014),Embase,"Sarzaeem M.M., Najafi F., Razi M., Najafi M.A.",Sarzaeem,ACL reconstruction using bone-patella tendon-bone autograft: Press-fit technique vs. interference screw fixation,ACL reconstruction using bone-patel,2014,10.1007/s00402-014-1999-3,Archives of Orthopaedic and Trauma Surgery,Sarzaeem2014,,,
,Gifstad T. (2013),Embase,"Gifstad T., Sole A., Strand T., Uppheim G., GrÃ¸ntvedt T., Drogset J.O.",Gifstad,Long-term follow-up of patellar tendon grafts or hamstring tendon grafts in endoscopic ACL reconstructions,Long-term follow-up of patellar ten,2013,10.1007/s00167-012-1947-0,"Knee Surgery, Sports Traumatology, Arthroscopy",Gifstad2013,,,
,Indelicato P.A. (2013),Embase,"Indelicato P.A., Ciccotti M.G., Boyd J., Higgins L.D., Shaffer B.S., Vangsness Jr. C.T.",Indelicato,Aseptically processed and chemically sterilized BTB allografts for anterior cruciate ligament reconstruction: A prospective randomized study,Aseptically processed and chemicall,2013,10.1007/s00167-012-2309-7,"Knee Surgery, Sports Traumatology, Arthroscopy",Indelicato2013,,,
,Lui P.P.Y. (2012),Embase,"Lui P.P.Y., Cheng Y.Y., Yung S.H., Hung A.S.L., Chan K.M.",Lui,A randomized controlled trial comparing bone mineral density changes of three different ACL reconstruction techniques,A randomized controlled trial compa,2012,10.1016/j.knee.2012.02.005,Knee,Lui2012,,,
,Zaffagnini S. (2011),Embase,"Zaffagnini S., Bruni D., Marcheggiani Muccioli G.M., Bonanzinga T., Lopomo N., Bignozzi S., Marcacci M.",Zaffagnini,Single-bundle patellar tendon versus non-anatomical double-bundle hamstrings ACL reconstruction: A prospective randomized study at 8-year minimum follow-up,Single-bundle patellar tendon versu,2011,10.1007/s00167-010-1225-y,"Knee Surgery, Sports Traumatology, Arthroscopy",Zaffagnini2011,,,
,Wipfler B. (2011),Embase,"Wipfler B., Donner S., Zechmann C.M., Springer J., Siebold R., Paessler H.H.",Wipfler,Anterior cruciate ligament reconstruction using patellar tendon versus hamstring tendon: A prospective comparative study with 9-year follow-up,Anterior cruciate ligament reconstr,2011,10.1016/j.arthro.2011.01.015,Arthroscopy - Journal of Arthroscopic and Related Surgery,Wipfler2011,,,
,Drogset J.O. (2011),Embase,"Drogset J.O., Straume L.G., BjÃ¸rkmo I., Myhr G.",Drogset,A prospective randomized study of ACL-reconstructions using bone-patellar tendon-bone grafts fixed with bioabsorbable or metal interference screws,A prospective randomized study of A,2011,10.1007/s00167-010-1353-4,"Knee Surgery, Sports Traumatology, Arthroscopy",Drogset2011,,,
,Drogset J.O. (2010),Embase,"Drogset J.O., Strand T., Uppheim G., Ã˜degÃ¥rd B., BÃ¸e A., GrÃ¸ntvedt T.",Drogset,Autologous patellar tendon and quadrupled hamstring grafts in anterior cruciate ligament reconstruction: A prospective randomized multicenter review of different fixation methods,Autologous patellar tendon and quad,2010,10.1007/s00167-009-0996-5,"Knee Surgery, Sports Traumatology, Arthroscopy",Drogset2010,,,
,Ghalayini S.R.A. (2010),Embase,"Ghalayini S.R.A., Helm A.T., Bonshahi A.Y., Lavender A., Johnson D.S., Smith R.B.",Ghalayini,Arthroscopic anterior cruciate ligament surgery: Results of autogenous patellar tendon graft versus the Leeds-Keio synthetic graft. Five year follow-up of a prospective randomised controlled trial,Arthroscopic anterior cruciate liga,2010,10.1016/j.knee.2009.09.008,Knee,Ghalayini2010,,,
,Taylor D.C. (2009),Embase,"Taylor D.C., Deberardino T.M., Nelson B.J., Duffey M., Tenuta J., Stoneman P.D., Sturdivant R.X., Mountcastle S.",Taylor,Patellar tendon versus hamstring tendon autografts for anterior cruciate ligament reconstruction: A randomized controlled trial using similar femoral and tibial fixation Methods,Patellar tendon versus hamstring te,2009,10.1177/0363546509339577,American Journal of Sports Medicine,Taylor2009,,,
,AhldÃ©n M. (2009),Embase,"AhldÃ©n M., Kartus J., Ejerhed L., Karlsson J., Sernert N.",AhldÃ©n,"Knee laxity measurements after anterior cruciate ligament reconstruction, using either bone-patellar-tendon-bone or hamstring tendon autografts, with special emphasis on comparison over time",Knee laxity measurements after ante,2009,10.1007/s00167-009-0846-5,"Knee Surgery, Sports Traumatology, Arthroscopy",AhldÃ©n2009,,,
,Laboute E. (2008),Embase,"Laboute E., Savalli L., Lefesvre T., Puig P., Trouve P.",Laboute,Interest of an iterative specialized rehabilitation after an anterior cruciate ligament reconstruction in high level sport athletes,Interest of an iterative specialize,2008,10.1016/j.rco.2008.01.008,Revue de Chirurgie Orthopedique et Reparatrice de l'Appareil Moteur,Laboute2008,,,
,Huang M.-H. (2007),Embase,"Huang M.-H., Yang R.-C., Chou P.-H.",Huang,Preliminary effects of hyaluronic acid on early rehabilitation of patients with isolated anterior cruciate ligament reconstruction,Preliminary effects of hyaluronic a,2007,10.1097/JSM.0b013e31812570fa,Clinical Journal of Sport Medicine,Huang2007,,,
,LidÃ©n M. (2007),Embase,"LidÃ©n M., Ejerhed L., Sernert N., Laxdal G., Kartus J.",LidÃ©n,"Patellar tendon or semitendinosus tendon autografts for anterior cruciate ligament reconstruction: A prospective, randomized study with a 7-year follow-up",Patellar tendon or semitendinosus t,2007,10.1177/0363546506298275,American Journal of Sports Medicine,LidÃ©n2007,,,
,Heijne A. (2007),Embase,"Heijne A., Werner S.",Heijne,Early versus late start of open kinetic chain quadriceps exercises after ACL reconstruction with patellar tendon or hamstring grafts: A prospective randomized outcome study,Early versus late start of open kin,2007,10.1007/s00167-006-0246-z,"Knee Surgery, Sports Traumatology, Arthroscopy",Heijne2007,,,
,Maletis G.B. (2007),Embase,"Maletis G.B., Cameron S.L., Tengan J.J., Burchette R.J.",Maletis,A prospective randomized study of anterior cruciate ligament reconstruction: A comparison of patellar tendon and quadruple-strand semitendinosus/gracilis tendons fixed with bioabsorbable interference screws,A prospective randomized study of a,2007,10.1177/0363546506294361,American Journal of Sports Medicine,Maletis2007,,,
,Sajovic M. (2006),Embase,"Sajovic M., Vengust V., Komadina R., Tavcar R., Skaza K.",Sajovic,"A prospective, randomized comparison of semitendinosus and gracilis tendon versus patellar tendon autografts for anterior cruciate ligament reconstruction: Five-year follow-up","A prospective, randomized compariso",2006,10.1177/0363546506290726,American Journal of Sports Medicine,Sajovic2006,,,
,Gobbi A. (2006),Embase,"Gobbi A., Francisco R.",Gobbi,Factors affecting return to sports after anterior cruciate ligament reconstruction with patellar tendon and hamstring graft: A prospective clinical investigation,Factors affecting return to sports ,2006,10.1007/s00167-006-0050-9,"Knee Surgery, Sports Traumatology, Arthroscopy",Gobbi2006,,,
,Halinen J. (2006),Embase,"Halinen J., Lindahl J., Hirvensalo E., Santavirta S.",Halinen,Operative and nonoperative treatments of medial collateral ligament rupture with early anterior cruciate ligament reconstruction: A prospective randomized study,Operative and nonoperative treatmen,2006,10.1177/0363546505284889,American Journal of Sports Medicine,Halinen2006,,,
,Matsumoto A. (2006),Embase,"Matsumoto A., Yoshiya S., Muratsu H., Yagi M., Iwasaki Y., Kurosaka M., Kuroda R.",Matsumoto,A comparison of bone-patellar tendon-bone and bone-hamstring tendon-bone autografts for anterior cruciate ligament reconstruction,A comparison of bone-patellar tendo,2006,10.1177/0363546505279919,American Journal of Sports Medicine,Matsumoto2006,,,
,Harilainen A. (2006),Embase,"Harilainen A., Sandelin J.",Harilainen,Post-operative use of knee brace in bone-tendon-bone patellar tendon anterior cruciate ligament reconstruction: 5-Year follow-up results of a randomized prospective study,Post-operative use of knee brace in,2006,10.1111/j.1600-0838.2004.00435.x,Scandinavian Journal of Medicine and Science in Sports,Harilainen2006,,,
,Giraud B. (2006),Embase,"Giraud B., Besse J.-L., CladiÃ¨re F., Ecochard R., Moyen B., Lerat J.-L.",Giraud,Intra-articular reconstruction of the anterior cruciate ligament with and without extra-articular supplementation by quadricipital tendon plasty: Seven-year follow-up,Intra-articular reconstruction of t,2006,10.1016/s0035-1040(06)75947-5,Revue de Chirurgie Orthopedique et Reparatrice de l'Appareil Moteur,Giraud2006,,,
,Drogset J.O. (2005),Embase,"Drogset J.O., GrÃ¸ntvedt T., Tegnander A.",Drogset,Endoscopic reconstruction of the anterior cruciate ligament using bone-patellar tendon-bone grafts fixed with bioabsorbable or metal interference screws: A prospective randomized study of the clinical outcome,Endoscopic reconstruction of the an,2005,10.1177/0363546504272264,American Journal of Sports Medicine,Drogset2005,,,
,Ibrahim S.A.-R. (2005),Embase,"Ibrahim S.A.-R., Al-Kussary I.M., Al-Misfer A.R.K., Al-Mutairi H.Q., Ghafar S.A., El Noor T.A.",Ibrahim,Clinical evaluation of arthroscopically assisted anterior cruciate ligament reconstruction: Patellar tendon versus gracilis and semitendinosus autograft,Clinical evaluation of arthroscopic,2005,10.1016/j.arthro.2004.12.002,Arthroscopy - Journal of Arthroscopic and Related Surgery,Ibrahim2005,,,
,Beynnon B.D. (2005),Embase,"Beynnon B.D., Uh B.S., Johnson R.J., Abate J.A., Nichols C.E., Fleming B.C., Poole A.R., Roos H.",Beynnon,"Rehabilitation after anterior cruciate ligament reconstruction: A prospective, randomized, double-blind comparison of programs administered over 2 different time intervals",Rehabilitation after anterior cruci,2005,10.1177/0363546504268406,American Journal of Sports Medicine,Beynnon2005,,,
,Kaeding C. (2005),Embase,"Kaeding C., Farr J., Kavanaugh T., Pedroza A.",Kaeding,A prospective randomized comparison of bioabsorbable and titanium anterior cruciate ligament interference screws,A prospective randomized comparison,2005,10.1016/j.arthro.2004.09.012,Arthroscopy - Journal of Arthroscopic and Related Surgery,Kaeding2005,,,
,Hill P.F. (2005),Embase,"Hill P.F., Russell V.J., Salmon L.J., Pinczewski L.A.",Hill,The influence of supplementary tibial fixation on laxity measurements after anterior cruciate ligament reconstruction with hamstring tendons in female patients,The influence of supplementary tibi,2005,10.1177/0363546504268036,American Journal of Sports Medicine,Hill2005,,,
,Laxdal G. (2005),Embase,"Laxdal G., Kartus J., Hansson L., Heidvall M., Ejerhed L., Karlsson J.",Laxdal,A prospective randomized comparison of bone-patellar tendon-bone and hamstring grafts for anterior cruciate ligament reconstruction,A prospective randomized comparison,2005,10.1016/j.arthro.2004.09.014,Arthroscopy - Journal of Arthroscopic and Related Surgery,Laxdal2005,,,
,Nicholas S.J. (2004),Embase,"Nicholas S.J., D'Amato M.J., Mullaney M.J., Tyler T.F., Kolstad K., McHugh M.P.",Nicholas,A prospectively randomized double-blind study on the effect of initial graft tension on knee stability after anterior cruciate ligament reconstruction,A prospectively randomized double-b,2004,10.1177/0363546504265924,American Journal of Sports Medicine,Nicholas2004,,,
,Mikkelsen C. (2003),Embase,"Mikkelsen C., Werner S., Cerulli G., Lorenzini M., Bergstrand G.",Mikkelsen,Can a post-operative brace in slight hyperextension prevent extension deficit after anterior cruciate ligament reconstruction? A pospective randomised study,Can a post-operative brace in sligh,2003,10.1007/s00167-003-0406-3,"Knee Surgery, Sports Traumatology, Arthroscopy",Mikkelsen2003,,,
,Muren O. (2003),Embase,"Muren O., Dahlstedt L., DalÃ©n N.",Muren,"Reconstruction of acute anterior cruciate ligament injuries: A prospetive, randomised study of 40 patients with 7-year follow-up. No advantage of synthetic augmentation compared to a traditional patellar tendon graft",Reconstruction of acute anterior cr,2003,10.1007/s00402-002-0457-9,Archives of Orthopaedic and Trauma Surgery,Muren2003,,,
,Drogset J.O. (2002),Embase,"Drogset J.O., GrÃ¸ntvedt T.",Drogset,Anterior cruciate ligament reconstruction with and without a ligament augmentation device: Results at 8-year follow-up,Anterior cruciate ligament reconstr,2002,10.1177/03635465020300061601,American Journal of Sports Medicine,Drogset2002,,,
,Beynnon B.D. (2002),Embase,"Beynnon B.D., Johnson R.J., Fleming B.C., Kannus P., Kaplan M., Samani J., RenstroÌˆm P.",Beynnon,"Anterior cruciate ligament replacement: Comparison of bone-patellar tendon-bone grafts with two-strand hamstring grafts. A prospective, randomized study",Anterior cruciate ligament replacem,2002,10.2106/00004623-200209000-00001,Journal of Bone and Joint Surgery,Beynnon2002,,,
,Aune A.K. (2001),Embase,"Aune A.K., Holm I., Risberg M.A., Jensen H.K., Steen H.",Aune,Four-strand hamstring tendon autograft compared with patellar tendon-bone autograft for anterior cruciate ligament reconstruction: A randomized study with two-year follow-up,Four-strand hamstring tendon autogr,2001,10.1177/03635465010290060901,American Journal of Sports Medicine,Aune2001,,,
,Mariani P.P. (2001),Embase,"Mariani P.P., Camillieri G., Margheritini F.",Mariani,Transcondylar screw fixation in anterior cruciate ligament reconstruction,Transcondylar screw fixation in ant,2001,10.1053/jars.2001.25277,Arthroscopy,Mariani2001,,,
,Anderson A.F. (2001),Embase,"Anderson A.F., Snyder R.B., Lipscomb Jr. A.B.",Anderson,Anterior cruciate ligament reconstruction. A prospective randomized study of three surgical methods,Anterior cruciate ligament reconstr,2001,10.1177/03635465010290030201,American Journal of Sports Medicine,Anderson2001,,,
,McGuire D.A. (1999),Embase,"McGuire D.A., Barber F.A., Elrod B.F., Paulos L.E.",McGuire,Bioabsorbable interference screws for graft fixation in anterior cruciate ligament reconstruction,Bioabsorbable interference screws f,1999,10.1053/ar.1999.v15.015046001,Arthroscopy,McGuire1999,,,
,Sonnery-Cottet B. (2026),Embase,"Sonnery-Cottet B., Carrozzo A., Poilvache H., Fayard J.-M., Freychet B., Thaunat M., Vieira T.D., Saithna A.",Sonnery-Cottet,Anterior cruciate ligament reconstruction combined with anterolateral ligament reconstruction using hamstring autograft versus anterior cruciate ligament reconstruction using boneâ€“patellar tendonâ€“bone autograft: a randomised controlled trial with 5-year follow-up,Anterior cruciate ligament reconstr,2026,10.1016/j.lanepe.2025.101561,The Lancet Regional Health - Europe,Sonnery-Cottet2026,,,
,Lawless A.M. (2026),Embase,"Lawless A.M., Ebert J.R., Edwards P.K., Malik S.S., Davies P.S.E., D'Alessandro P.A.",Lawless,A semitendinosus with adjustable button graft construct in patients undergoing hamstring ACL reconstruction results in improved knee flexor strength symmetry and less donor site pain and morbidity: Outcomes from the DOSTAR randomized controlled trial,A semitendinosus with adjustable bu,2026,10.1002/ksa.12698,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Lawless2026,,,
,Kentel M. (2025),Embase,"Kentel M., Krupa S., Reichert P., Korolczuk K., Kentel M., Kentel K., Daszkiewicz M.",Kentel,"Prospective, randomized study comparing clinical outcomes when reconstructing ACL with either semitendinosus autograft or the Jewel synthetic standalone device in two separate patient cohorts","Prospective, randomized study compa",2025,10.1016/j.knee.2025.07.024,Knee,Kentel2025,,,
,Cao X. (2025),Embase,"Cao X., Liu J., Zhao J., Feng S., Zhao Z.",Cao,Evaluation of the Application of BOth Sides Up Ball Training Combined With Resistance Training in Joint Stability Improvement Following Anterior Cruciate Ligament Reconstruction Surgery in Teenage Athletes,Evaluation of the Application of BO,2025,10.1123/jsr.2024-0160,Journal of sport rehabilitation,Cao2025,,,
,Calvert N.D. (2025),Embase,"Calvert N.D., Ebert J.R., Radic R.",Calvert,Kneeling tolerance when using quadriceps tendon autograft for anterior cruciate ligament reconstruction is superior to hamstring tendon autograft,Kneeling tolerance when using quadr,2025,10.1002/ksa.12583,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Calvert2025,,,
,Mo I.F. (2025),Embase,"Mo I.F., Harlem T., Faleide A.G.H., Strand T., Vindfeld S., Solheim E., Randsborg P.H., Inderhaug E.",Mo,"Comparable Mid- to Long-term Outcomes of Semitendinosus and Semitendinosus/Gracilis Grafts in ACL Reconstruction: Median 8-Year (Range, 5-10 Years) Results From a Randomized Controlled Study",Comparable Mid- to Long-term Outcom,2025,10.1177/03635465251344106,The American journal of sports medicine,Mo2025,,,
,Ramakanth R. (2025),Embase,"Ramakanth R., Sundararajan S.R., Sujith B.S.G., D'Souza T., Arumugam P., Rajasekaran S.",Ramakanth,"Medial Collateral Ligament Repair, Isolated Suture-Tape-Bracing and No Repair for Grade III Medial Collateral Ligament Tears During Anterior Cruciate Ligament Reconstruction Have Similar Outcome for Combined Anterior Cruciate Ligament With Medial Collateral Ligament Injury: A 3-Arm Randomized Controlled Trial","Medial Collateral Ligament Repair, ",2025,10.1016/j.arthro.2024.09.023,Arthroscopy - Journal of Arthroscopic and Related Surgery,Ramakanth2025,,,
,Yang X. (2025),Embase,"Yang X., Li Y., He C., Jin T., Huang Y.",Yang,Early versus delayed start of weight-bearing after arthroscopic anterior cruciate ligament reconstruction with hamstring tendons,Early versus delayed start of weigh,2025,10.23736/S0022-4707.24.16134-8,The Journal of sports medicine and physical fitness,Yang2025,,,
,Lucidi G.A. (2025),Embase,"Lucidi G.A., Agostinone P., Di Paolo S., Dal Fabbro G., Serra M., Viotto M., Grassi A., Zaffagnini S.",Lucidi,Long-term Outcomes After Anterior Cruciate Ligament Reconstruction With 3 Different Surgical Techniques: A Prospective Randomized Clinical and Radiographic Evaluation at a Minimum of 20 Yearsâ€™ Follow-up,Long-term Outcomes After Anterior C,2025,10.1177/23259671241302348,Orthopaedic Journal of Sports Medicine,Lucidi2025,,,
,Elazab A.M.A. (2025),Embase,"Elazab A.M.A., Reda W., Soliman A.E.M.E., Gad A.M.",Elazab,Clinical and functional comparison of boneâ€“patellar tendonâ€“bone and hamstring tendon autografts in anterior cruciate ligament reconstruction: A randomized controlled trial,Clinical and functional comparison ,2025,10.1016/j.apunsm.2025.100507,Apunts Sports Medicine,Elazab2025,,,
,Popovic M. (2024),Embase,"Popovic M., Myhre J.R., Holen J.I.H., Gifstad T., Strand I.L., Strand T., Mo I.F., Fischer-Bredenbeck C., Drogset J.O.",Popovic,Reduced Knee Flexion Strength 18 Years After ACL Reconstruction With Hamstring Tendon Versus Patellar Tendon,Reduced Knee Flexion Strength 18 Ye,2024,10.1177/03635465241271524,The American journal of sports medicine,Popovic2024,,,
,Mo I.F. (2024),Embase,"Mo I.F., Harlem T., Faleide A.G.H., Strand T., Vindfeld S., Solheim E., Inderhaug E.",Mo,ACL Reconstruction Using Quadrupled Semitendinosus Versus Double-Stranded Semitendinosus and Gracilis Autograft: 2-Year Results From a Prospective Randomized Controlled Study,ACL Reconstruction Using Quadrupled,2024,10.1177/03635465241254048,The American journal of sports medicine,Mo2024,,,
,Yu H. (2024),Embase,"Yu H., Dong Z., Shi Z., Li L., Dong K., Liu H., Li Y.",Yu,Early effectiveness of local injection of multimodal drug cocktail during anterior cruciate ligament reconstruction and its influence on cartilage,Early effectiveness of local inject,2024,10.7507/1002-1892.202402054,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,Yu2024,,,
,Ebert J.R. (2024),Embase,"Ebert J.R., Calvert N.D., Radic R.",Ebert,A Prospective Randomized Controlled Trial Investigating Quadriceps Versus Hamstring Tendon Autograft in Anterior Cruciate Ligament Reconstruction,A Prospective Randomized Controlled,2024,10.1177/03635465231222279,The American journal of sports medicine,Ebert2024,,,
,Rezansoff A. (2024),Embase,"Rezansoff A., Firth A.D., Bryant D.M., Litchfield R., Getgood A.M.J., Bryant D.M., Litchfield R., Getgood A.M.J., Bryant D.M., McCormack R.G., McCormack R.G., Heard M., MacDonald P.B., MacDonald P.B., Spalding T., Verdonk P.C.M., Verdonk P.C.M., Bardana D., Peterson D., Bardana D., Getgood A.M.J., Bryant D.M., Litchfield R., Willits K., Birmingham T., Hewison C., Firth A.D., Pinto R., Martindale A., O'Neill L., Jennings M., Daniluk M., McCormack R.G., Boyer D., Zomar M., Buchko G.M., Hiemstra L.A., Kerslake S., Tynedal J., MacDonald P.B., Stranges G., McRae S., Brown H., Rezansoff A., Mohtadi N., Chan D., Garven A., Peterson D., Simunovic N., Duong A., Skelly M., Shanmugaraj A., Bardana D., Howells F., Spalding T., Thompson P., Metcalfe A., Verdonk P.C.M., Declerq G.",Rezansoff,Anterior Cruciate Ligament Reconstruction Plus Lateral Extra-articular Tenodesis Has a Similar Return-to-Sport Rate to Anterior Cruciate Ligament Reconstruction Alone but a Lower Failure Rate,Anterior Cruciate Ligament Reconstr,2024,10.1016/j.arthro.2023.05.019,Arthroscopy - Journal of Arthroscopic and Related Surgery,Rezansoff2024,,,
,Tang N. (2024),Embase,"Tang N., Eren M., Gurpinar T., Ozturkmen Y.",Tang,A prospective randomized controlled study of hamstring and bone-free quadriceps tendons autografts in arthroscopic ACL reconstruction,A prospective randomized controlled,2024,10.1007/s00590-023-03636-5,European Journal of Orthopaedic Surgery and Traumatology,Tang2024,,,
,Zarzycki R. (2024),Embase,"Zarzycki R., Cummer K., Arhos E., Failla M., Capin J.J., Smith A.H., Snyder-Mackler L.",Zarzycki,Female Athletes With Better Psychological Readiness Are at Higher Risk for Second ACL Injury After Primary ACL Reconstruction,Female Athletes With Better Psychol,2024,10.1177/19417381231155120,Sports health,Zarzycki2024,,,
,Ma W. (2023),Embase,"Ma W., Yang Y., Ha X.",Ma,Two-stage ligament reconstruction with remnant preservation as treatment of knee dislocation,Two-stage ligament reconstruction w,2023,10.1186/s12893-023-02271-5,BMC surgery,Ma2023,,,
,Chen J. (2023),Embase,"Chen J., Wu T., Guo Y.",Chen,"Nordic hamstring exercises in functional knee rehabilitation after anterior cruciate ligament reconstruction: a prospective, randomised, controlled study",Nordic hamstring exercises in funct,2023,10.1038/s41598-023-45817-6,Scientific reports,Chen2023,,,
,Anz A.W. (2023),Embase,"Anz A.W., Jordan S.E., Ostrander R.V., Branch E.A., Denney T.S., Cohen A., Andrews J.R.",Anz,Augmentation of ACL Autograft Reconstruction With an Amnion Collagen Matrix Wrap and Bone Marrow Aspirate Concentrate: A Pilot Randomized Controlled Trial With 2-Year Follow-up,Augmentation of ACL Autograft Recon,2023,10.1177/23259671231210035,Orthopaedic Journal of Sports Medicine,Anz2023,,,
,Mousavi S.H. (2023),Embase,"Mousavi S.H., Radi M., Kazemi D., Izadpanah F., Shahrouzian A.",Mousavi,Evaluation the results of anterior cruciate ligament reconstruction with or without using antibiotic solution during graft preparation,Evaluation the results of anterior ,2023,10.1007/s00590-023-03522-0,European Journal of Orthopaedic Surgery and Traumatology,Mousavi2023,,,
,Heard M. (2023),Embase,"Heard M., Marmura H., Bryant D., Litchfield R., McCormack R., MacDonald P., Spalding T., Verdonk P., Peterson D., Bardana D., Rezansoff A., Getgood A.",Heard,No increase in adverse events with lateral extra-articular tenodesis augmentation of anterior cruciate ligament reconstruction â€“ Results from the stability randomized trial,No increase in adverse events with ,2023,10.1016/j.jisako.2022.12.001,Journal of ISAKOS,Heard2023,,,
