doi,first_author,short_title,year,sTITLE+fAUTHOR+YEAR
10.1007/s00167-022-06980-x,Beaudoin ,nodifferencesfoundinlongtermoutcome,2022,nodifferencesfoundinlongtermoutcomeBeaudoin 2022
10.2340/jrm.v54.2550,Vieira ,comparisonofquadricepsandhamstringm,2022,comparisonofquadricepsandhamstringmVieira 2022
10.1016/j.jisako.2022.04.002,Cruz ,increasedposteriortibialslopeisanin,2022,increasedposteriortibialslopeisaninCruz 2022
10.1177/03635465221117777,Glasbrenner ,comparableinstrumentedkneejointlaxi,2022,comparableinstrumentedkneejointlaxiGlasbrenner 2022
10.1007/s00402-021-03862-8,Horstmann ,quadricepsandhamstringtendonautogra,2022,quadricepsandhamstringtendonautograHorstmann 2022
10.1177/23259671211070542,Sanborn ,psychologicalreadinesstoreturntospo,2022,psychologicalreadinesstoreturntospoSanborn 2022
10.47750/pnr.2022.13.S09.1056,Sohu ,determiningearlymorbidityafterthere,2022,determiningearlymorbidityafterthereSohu 2022
10.1186/s12891-021-04540-x,Sole ,immediateand6weekeffectsofwearingak,2021,immediateand6weekeffectsofwearingakSole 2021
10.1007/s00590-021-02912-6,Kulshrestha ,originalstudy:earlypatientreportedf,2021,originalstudy:earlypatientreportedfKulshrestha 2021
10.1177/03635465211010798,Marmura ,validationofariskcalculatortoperson,2021,validationofariskcalculatortopersonMarmura 2021
10.1016/j.arthro.2020.08.012,Krishna ,fivestrandversusfourstrandhamstring,2021,fivestrandversusfourstrandhamstringKrishna 2021
10.1177/23259671211028168,Guglielmetti ,prospectiveandrandomizedclinicaleva,2021,prospectiveandrandomizedclinicalevaGuglielmetti 2021
10.5606/ehc.2020.78201,Erden ,comparisonoftheoutcomesofisolatedan,2021,comparisonoftheoutcomesofisolatedanErden 2021
10.1177/0363546520951507,Zhang ,maturityprogressionoftheentireanter,2020,maturityprogressionoftheentireanterZhang 2020
10.1007/s00167-020-06121-2,Roger ,aclreconstructionusingaquadruplesem,2020,aclreconstructionusingaquadruplesemRoger 2020
10.1007/s40279-020-01276-x,Sinding ,effectsofautografttypesonmusclestre,2020,effectsofautografttypesonmusclestreSinding 2020
10.1016/j.arthro.2020.01.048,Smith ,allinsidequadrupledsemitendinosusau,2020,allinsidequadrupledsemitendinosusauSmith 2020
10.1177/0363546520914936,Castoldi ,arandomizedcontrolledtrialofbonepat,2020,arandomizedcontrolledtrialofbonepatCastoldi 2020
10.1177/2325967120918490,Sonnery-Cottet ,combinedaclandanterolateralreconstr,2020,combinedaclandanterolateralreconstrSonnery-Cottet 2020
10.1177/0363546520913532,Murray ,bridgeenhancedanteriorcruciateligam,2020,bridgeenhancedanteriorcruciateligamMurray 2020
10.1177/0363546520911024,Sundaraj ,bioabsorbableversustitaniumscrewsin,2020,bioabsorbableversustitaniumscrewsinSundaraj 2020
10.1177/0363546520910148,Porter ,modifiediliotibialbandtenodesisisin,2020,modifiediliotibialbandtenodesisisinPorter 2020
10.1136/bjsports-2019-101000,Lind ,quadricepstendongraftsdoesnotcausep,2020,quadricepstendongraftsdoesnotcausepLind 2020
10.24875/CIRU.19001001,Vilchez-Cavazos ,anteriorcruciateligamentinjuriestre,2020,anteriorcruciateligamentinjuriestreVilchez-Cavazos 2020
10.1007/s00167-019-05456-9,Kouloumentas ,superiorkneeflexorstrengthat2 years,2019,superiorkneeflexorstrengthat2 yearsKouloumentas 2019
10.7507/1002-1892.201902059,Liu ,effectofisokinetictrainingofthighmu,2019,effectofisokinetictrainingofthighmuLiu 2019
10.1177/0363546519861530,Shumborski ,arandomizedcontrolledtrialofpeekver,2019,arandomizedcontrolledtrialofpeekverShumborski 2019
10.2106/JBJS.18.01322,Mohtadi ,arandomizedclinicaltrialcomparingpa,2019,arandomizedclinicaltrialcomparingpaMohtadi 2019
10.1016/j.jcot.2018.04.018,Gupta ,comparisonofpatellartendonversusham,2019,comparisonofpatellartendonversushamGupta 2019
10.1177/0363546519825878,Hoogeslag ,acuteanteriorcruciateligamentruptur,2019,acuteanteriorcruciateligamentrupturHoogeslag 2019
10.1016/j.arthro.2018.07.009,Hamrin ,preoperativeandintraoperativepredic,2019,preoperativeandintraoperativepredicHamrin 2019
10.1007/s00167-018-5040-1,Harput ,crosseducationimprovesquadricepsstr,2019,crosseducationimprovesquadricepsstrHarput 2019
10.1097/MD.0000000000014851,Xiang ,singletunnelanatomicdoublebundleant,2019,singletunnelanatomicdoublebundleantXiang 2019
10.1016/j.knee.2018.03.011,Martin-Alguacil ,strengthrecoveryafteranteriorcrucia,2018,strengthrecoveryafteranteriorcruciaMartin-Alguacil 2018
10.1016/j.arthro.2018.03.011,Zhang ,theeffectofcartilagefragmentsonfemo,2018,theeffectofcartilagefragmentsonfemoZhang 2018
10.1177/0363546518768768,Sajovic ,longtermcomparisonofsemitendinosusa,2018,longtermcomparisonofsemitendinosusaSajovic 2018
10.1186/s12891-018-2028-4,Boer ,selfreportedfunctionalrecoveryafter,2018,selfreportedfunctionalrecoveryafterBoer 2018
10.1177/0363546517752918,Liu ,arandomizedclinicaltrialtoevaluatea,2018,arandomizedclinicaltrialtoevaluateaLiu 2018
10.1177/0300060517722696,Stańczak ,comparisonofhamstringandpatellarten,2018,comparisonofhamstringandpatellartenStańczak 2018
10.1007/s00167-017-4618-3,Schliemann ,changesingaitpatternandearlyfunctio,2018,changesingaitpatternandearlyfunctioSchliemann 2018
10.1055/s-0038-1627466,Bi ,allinsidesinglebundlereconstruction,2018,allinsidesinglebundlereconstructionBi 2018
10.1016/j.arthro.2017.06.040,Gupta ,outcomeofhamstringautograftwithpres,2017,outcomeofhamstringautograftwithpresGupta 2017
10.1007/s00402-017-2774-z,Beyaz ,tunnelwideningaftersingleversusdoub,2017,tunnelwideningaftersingleversusdoubBeyaz 2017
10.4103/jrms.JRMS_939_16,Sadeghpour ,comparisonofpatellarversushamstring,2017,comparisonofpatellarversushamstringSadeghpour 2017
10.1007/s00167-015-3718-1,Çelik ,theeffectivenessofpilatesforpartial,2017,theeffectivenessofpilatesforpartialÇelik 2017
10.1007/s00167-016-4135-9,Carulli ,resorbablescrewandsheathversusresor,2017,resorbablescrewandsheathversusresorCarulli 2017
10.3760/cma.j.issn.0529-5815.2017.03.001,Liu ,aprospectiverandomizedcontroltrialo,2017,aprospectiverandomizedcontroltrialoLiu 2017
10.1016/j.knee.2016.08.011,Rose ,aprospectiverandomizedcomparisonoft,2016,aprospectiverandomizedcomparisonoftRose 2016
10.1016/j.aott.2016.03.005,Balki ,kinesiotapingasatreatmentmethodinth,2016,kinesiotapingasatreatmentmethodinthBalki 2016
10.1177/0363546516646378,Björnsson ,arandomizedcontrolledtrialwithmean1,2016,arandomizedcontrolledtrialwithmean1Björnsson 2016
10.1177/0363546516650876,Liu ,comparisonbetweensingleanddoublebun,2016,comparisonbetweensingleanddoublebunLiu 2016
10.1007/s00590-016-1812-9,Ruffilli ,hamstringgrafttibialinsertionpreser,2016,hamstringgrafttibialinsertionpreserRuffilli 2016
10.1177/0363546516638387,Akelman ,effectofmatchingoroverconstrainingk,2016,effectofmatchingoroverconstrainingkAkelman 2016
10.1177/0363546516634021,Grunau ,arandomizedclinicaltrialtoassessthe,2016,arandomizedclinicaltrialtoassesstheGrunau 2016
10.1177/0363546515626543,Karikis ,comparisonofanatomicdoubleandsingle,2016,comparisonofanatomicdoubleandsingleKarikis 2016
10.1007/s00402-015-2386-4,Konrads ,nosignificantdifferenceinclinicalou,2016,nosignificantdifferenceinclinicalouKonrads 2016
10.1177/0363546515624471,Sasaki ,prospectiverandomizedstudyofobjecti,2016,prospectiverandomizedstudyofobjectiSasaki 2016
10.1016/j.arthro.2015.06.029,Mayr ,singlebundleversusdoublebundleanter,2016,singlebundleversusdoublebundleanterMayr 2016
10.1097/JSM.0000000000000209,Mohtadi ,rerupturesreinjuriesandrevisionsata,2016,rerupturesreinjuriesandrevisionsataMohtadi 2016
10.1177/0363546515611886,Webster ,comparisonofpatellartendonandhamstr,2016,comparisonofpatellartendonandhamstrWebster 2016
10.1016/j.knee.2015.04.015,Lindström ,postoperativebracingafteraclreconst,2015,postoperativebracingafteraclreconstLindström 2015
10.1007/s00402-014-2108-3,Chen ,acomparisonofacuteandchronicanterio,2015,acomparisonofacuteandchronicanterioChen 2015
10.1177/0363546515588926,Arama ,bioabsorbableversustitaniumscrewsin,2015,bioabsorbableversustitaniumscrewsinArama 2015
10.1097/JSM.0000000000000165,Mohtadi ,arandomizedclinicaltrialcomparingpa,2015,arandomizedclinicaltrialcomparingpaMohtadi 2015
10.1177/0363546514567069,Koga ,effectofposterolateralbundlegraftfi,2015,effectofposterolateralbundlegraftfiKoga 2015
10.1007/s00167-014-2890-z,Karimi-Mobarakeh ,roleofgracilisharvestinginfourstran,2015,roleofgracilisharvestinginfourstranKarimi-Mobarakeh 2015
10.1007/s00264-014-2513-9,Papalia ,anteriorcruciateligamentreconstruct,2015,anteriorcruciateligamentreconstructPapalia 2015
10.1016/j.arthro.2014.07.020,Koga ,midtolongtermresultsofsinglebundlev,2015,midtolongtermresultsofsinglebundlevKoga 2015
10.1177/0363546514554189,Ibrahim ,intratunnelversusextratunnelautolog,2015,intratunnelversusextratunnelautologIbrahim 2015
10.1007/s00167-013-2652-3,Gifstad ,femoralfixationofhamstringtendongra,2014,femoralfixationofhamstringtendongraGifstad 2014
10.1016/j.jss.2014.01.050,Wang ,shockwavetherapyimprovesanteriorcru,2014,shockwavetherapyimprovesanteriorcruWang 2014
10.1007/s00167-012-2341-7,Zhang ,theeffectofremnantpreservationontib,2014,theeffectofremnantpreservationontibZhang 2014
10.1016/j.arthro.2013.12.014,Matsumoto ,reductionoftunnelenlargementwithuse,2014,reductionoftunnelenlargementwithuseMatsumoto 2014
10.3944/AOTT.2014.13.0111,Kınıklı ,theeffectofprogressiveeccentricandc,2014,theeffectofprogressiveeccentricandcKınıklı 2014
10.1123/jsr.22.3.191,Christensen ,theeffectsofearlyaggressiverehabili,2013,theeffectsofearlyaggressiverehabiliChristensen 2013
10.1007/s00167-012-1947-0,Gifstad ,longtermfollowupofpatellartendongra,2013,longtermfollowupofpatellartendongraGifstad 2013
10.1177/0363546513476482,Fukuda ,openkineticchainexercisesinarestric,2013,openkineticchainexercisesinarestricFukuda 2013
10.1177/0363546513476473,Fu ,theeffectofearlywholebodyvibrationt,2013,theeffectofearlywholebodyvibrationtFu 2013
10.1016/j.arthro.2012.07.007,Hwang ,doespressfittechniquereducetunnelvo,2013,doespressfittechniquereducetunnelvoHwang 2013
10.1016/j.arthro.2012.10.021,Bourke ,randomizedcontrolledtrialofosteocon,2013,randomizedcontrolledtrialofosteoconBourke 2013
10.1302/0301-620X.95B1.30487,Mirzatolooei ,theimpactofplateletrichplasmaonthep,2013,theimpactofplateletrichplasmaonthepMirzatolooei 2013
10.1016/j.knee.2012.02.005,Lui ,arandomizedcontrolledtrialcomparing,2012,arandomizedcontrolledtrialcomparingLui 2012
10.1007/s00167-012-1880-2,Lee ,comparisonofanteriorandrotatorylaxi,2012,comparisonofanteriorandrotatorylaxiLee 2012
10.1007/s00167-010-1225-y,Zaffagnini ,singlebundlepatellartendonversusnon,2011,singlebundlepatellartendonversusnonZaffagnini 2011
10.1016/j.arthro.2011.01.015,Wipfler ,anteriorcruciateligamentreconstruct,2011,anteriorcruciateligamentreconstructWipfler 2011
10.1016/j.arthro.2011.02.009,Sabat ,tunnelwideningafteranteriorcruciate,2011,tunnelwideningafteranteriorcruciateSabat 2011
10.1007/s00167-009-0996-5,Drogset ,autologouspatellartendonandquadrupl,2010,autologouspatellartendonandquadruplDrogset 2010
10.1007/s00508-010-1340-2,Vogrin ,theeffectofplateletderivedgrowthfac,2010,theeffectofplateletderivedgrowthfacVogrin 2010
10.1302/0301-620X.92B4.22973,Raviraj ,acomparisonofearlyanddelayedarthros,2010,acomparisonofearlyanddelayedarthrosRaviraj 2010
10.1111/j.1445-2197.2009.05128.x,Price ,prospectiverandomizedcomparisonofen,2010,prospectiverandomizedcomparisonofenPrice 2010
10.1111/j.1445-2197.2009.05128.x,Price ,prospectiverandomizedcomparisonofen,2010,prospectiverandomizedcomparisonofenPrice 2010
10.1111/j.1600-0838.2009.00903.x,Tagesson ,tibialtranslationandmuscleactivatio,2010,tibialtranslationandmuscleactivatioTagesson 2010
10.1177/0363546509333008,Stengel ,bioresorbablepinsandinterferencescr,2009,bioresorbablepinsandinterferencescrStengel 2009
10.1177/0363546509339577,Taylor ,patellartendonversushamstringtendon,2009,patellartendonversushamstringtendonTaylor 2009
10.1007/s00167-009-0846-5,Ahldén ,kneelaxitymeasurementsafteranterior,2009,kneelaxitymeasurementsafteranteriorAhldén 2009
10.1007/s00167-009-0844-7,Sastre ,doublebundleversussinglebundleaclre,2009,doublebundleversussinglebundleaclreSastre 2009
10.1007/s00167-008-0593-z,Moisala ,comparisonofthebioabsorbableandmeta,2008,comparisonofthebioabsorbableandmetaMoisala 2008
10.1111/j.1600-0838.2007.00697.x,Zaffagnini ,st/gaclreconstruction:doublestrandp,2008,st/gaclreconstruction:doublestrandpZaffagnini 2008
10.1016/j.rco.2008.01.008,Laboute ,interestofaniterativespecializedreh,2008,interestofaniterativespecializedrehLaboute 2008
10.1177/0363546508317123,Kondo ,prospectiveclinicalcomparisonsofana,2008,prospectiveclinicalcomparisonsofanaKondo 2008
10.1016/j.arthro.2008.02.011,Myers ,bioabsorbableversustitaniuminterfer,2008,bioabsorbableversustitaniuminterferMyers 2008
10.1016/j.knee.2008.02.003,Capuano ,nodifferenceinclinicalresultsbetwee,2008,nodifferenceinclinicalresultsbetweeCapuano 2008
10.1007/s00167-008-0519-9,Benazzo ,effectsofbiophysicalstimulationinpa,2008,effectsofbiophysicalstimulationinpaBenazzo 2008
10.1177/0363546507311601,Birmingham ,arandomizedcontrolledtrialcomparing,2008,arandomizedcontrolledtrialcomparingBirmingham 2008
10.1177/0363546507312164,Bottoni ,postoperativerangeofmotionfollowing,2008,postoperativerangeofmotionfollowingBottoni 2008
10.1007/s00167-007-0426-5,Papachristou ,arthroscopicaclreconstructionwithδp,2008,arthroscopicaclreconstructionwithδpPapachristou 2008
10.1007/s00167-007-0480-z,Streich ,reconstructionoftheaclwithasemitend,2008,reconstructionoftheaclwithasemitendStreich 2008
10.1177/0363546507307867,Tagesson ,acomprehensiverehabilitationprogram,2008,acomprehensiverehabilitationprogramTagesson 2008
10.1177/0363546507308360,Järvelä ,doublebundleanteriorcruciateligamen,2008,doublebundleanteriorcruciateligamenJärvelä 2008
10.1016/j.arthro.2007.11.013,Siebold ,prospectiverandomizedcomparisonofdo,2008,prospectiverandomizedcomparisonofdoSiebold 2008
10.1016/j.arthro.2007.09.010,Jepsen ,doesthepositionofthefemoraltunnelaf,2007,doesthepositionofthefemoraltunnelafJepsen 2007
10.1302/0301-620X.89B9.19339,Gohil ,anteriorcruciateligamentreconstruct,2007,anteriorcruciateligamentreconstructGohil 2007
10.1016/j.arthro.2007.01.022,Zhao ,doublebundleanteriorcruciateligamen,2007,doublebundleanteriorcruciateligamenZhao 2007
10.1016/j.arthro.2007.04.010,Muneta ,aprospectiverandomizedstudyof4stran,2007,aprospectiverandomizedstudyof4stranMuneta 2007
10.1007/s00167-006-0254-z,Järvelä ,doublebundleversussinglebundleanter,2007,doublebundleversussinglebundleanterJärvelä 2007
10.1177/0363546506298275,Lidén ,patellartendonorsemitendinosustendo,2007,patellartendonorsemitendinosustendoLidén 2007
10.1007/s00167-006-0246-z,Heijne ,earlyversuslatestartofopenkineticch,2007,earlyversuslatestartofopenkineticchHeijne 2007
10.1177/0363546506294361,Maletis ,aprospectiverandomizedstudyofanteri,2007,aprospectiverandomizedstudyofanteriMaletis 2007
10.1177/0363546506290726,Sajovic ,aprospectiverandomizedcomparisonofs,2006,aprospectiverandomizedcomparisonofsSajovic 2006
10.1177/0363546506288014,Laxdal ,biodegradableandmetallicinterferenc,2006,biodegradableandmetallicinterferencLaxdal 2006
10.1007/s00167-006-0050-9,Gobbi ,factorsaffectingreturntosportsafter,2006,factorsaffectingreturntosportsafterGobbi 2006
10.1007/s00167-006-0034-9,Rose ,prospectiverandomizedclinicalcompar,2006,prospectiverandomizedclinicalcomparRose 2006
10.1016/j.arthro.2005.12.017,Yasuda ,clinicalevaluationofanatomicdoubleb,2006,clinicalevaluationofanatomicdoublebYasuda 2006
10.1177/0363546505279919,Matsumoto ,acomparisonofbonepatellartendonbone,2006,acomparisonofbonepatellartendonboneMatsumoto 2006
10.1016/j.arthro.2005.08.023,Fauno ,tunnelwideningafterhamstringanterio,2005,tunnelwideningafterhamstringanterioFauno 2005
10.1055/s-2005-858472,Pförringer ,subsequenttreatmentofsurgicallymana,2005,subsequenttreatmentofsurgicallymanaPförringer 2005
10.1016/j.arthro.2004.12.002,Ibrahim ,clinicalevaluationofarthroscopicall,2005,clinicalevaluationofarthroscopicallIbrahim 2005
10.1016/j.arthro.2004.10.016,Gobbi ,hamstringanteriorcruciateligamentre,2005,hamstringanteriorcruciateligamentreGobbi 2005
10.1186/1471-2482-5-1,Stengel ,resorbablescrewsversuspinsforoptima,2005,resorbablescrewsversuspinsforoptimaStengel 2005
10.1177/0363546504268036,Hill ,theinfluenceofsupplementarytibialfi,2005,theinfluenceofsupplementarytibialfiHill 2005
10.1016/j.arthro.2004.09.013,Harilainen ,crosspinfemoralfixationversusmetali,2005,crosspinfemoralfixationversusmetaliHarilainen 2005
10.1016/j.arthro.2004.09.014,Laxdal ,aprospectiverandomizedcomparisonofb,2005,aprospectiverandomizedcomparisonofbLaxdal 2005
10.1177/0095399703258675,Arneja ,augmentationoffemoralfixationinhams,2004,augmentationoffemoralfixationinhamsArneja 2004
10.2106/00004623-200410000-00004,Aglietti ,anteriorcruciateligamentreconstruct,2004,anteriorcruciateligamentreconstructAglietti 2004
10.2106/00004623-200209000-00001,Beynnon ,anteriorcruciateligamentreplacement,2002,anteriorcruciateligamentreplacementBeynnon 2002
10.1177/03635465010290060901,Aune ,fourstrandhamstringtendonautograftc,2001,fourstrandhamstringtendonautograftcAune 2001
10.1177/03635465010290030201,Anderson ,anteriorcruciateligamentreconstruct,2001,anteriorcruciateligamentreconstructAnderson 2001
10.1302/0301-620X.83B3.11685,Eriksson ,acomparisonofquadruplesemitendinosu,2001,acomparisonofquadruplesemitendinosuEriksson 2001
10.1177/036354659602400610,Arciero ,theeffectoftourniquetuseinanteriorc,1996,theeffectoftourniquetuseinanteriorcArciero 1996
10.1002/ksa.12698,Lawless ,asemitendinosuswithadjustablebutton,2026,asemitendinosuswithadjustablebuttonLawless 2026
10.1007/s00590-025-04510-2,Yadav ,quadricepsversushamstringsautograft,2025,quadricepsversushamstringsautograftYadav 2025
10.1186/s12891-025-09183-w,Castellanos ,semitendinosusvsquadricepstendonaut,2025,semitendinosusvsquadricepstendonautCastellanos 2025
10.1123/jsr.2024-0160,Cao ,evaluationoftheapplicationofbothsid,2025,evaluationoftheapplicationofbothsidCao 2025
10.1002/jeo2.70399,Martinez-Cano ,similarresultswithquadrupledsemiten,2025,similarresultswithquadrupledsemitenMartinez-Cano 2025
10.69605/ijlbpr_14.7.2025.278,Kadivar ,impactofearlyversusdelayedrehabilit,2025,impactofearlyversusdelayedrehabilitKadivar 2025
10.1002/ksa.12583,Calvert ,kneelingtolerancewhenusingquadricep,2025,kneelingtolerancewhenusingquadricepCalvert 2025
10.1002/ksa.12710,LaPrade ,theadditionoflateralextraarticulara,2025,theadditionoflateralextraarticularaLaPrade 2025
10.1177/03635465231222279,Ebert ,aprospectiverandomizedcontrolledtri,2024,aprospectiverandomizedcontrolledtriEbert 2024
10.1007/s00590-023-03636-5,Tang ,aprospectiverandomizedcontrolledstu,2024,aprospectiverandomizedcontrolledstuTang 2024
10.1097/CM9.0000000000003267,Wang ,whichtechniqueprovidesmorebenefitsi,2024,whichtechniqueprovidesmorebenefitsiWang 2024
10.7860/JCDR/2023/64284.18350,Khatri ,functionaloutcomesofquadricepstendo,2023,functionaloutcomesofquadricepstendoKhatri 2023
10.1186/s13063-022-06674-2,Ong ,effectofpulsedelectromagneticfielda,2022,effectofpulsedelectromagneticfieldaOng 2022
10.2340/jrm.v54.2550,Vieira ,comparisonofquadricepsandhamstringm,2022,comparisonofquadricepsandhamstringmVieira 2022
10.1016/j.knee.2022.03.015,de ,iscontralateralautogenouspatellarte,2022,iscontralateralautogenouspatellartede 2022
10.1177/03635465221090527,Hoogeslag ,acuteanteriorcruciateligamentruptur,2022,acuteanteriorcruciateligamentrupturHoogeslag 2022
10.1177/23259671221088830,Oliveira ,unilateralversusbilateralresistance,2022,unilateralversusbilateralresistanceOliveira 2022
10.1007/s00402-021-03862-8,Horstmann ,quadricepsandhamstringtendonautogra,2022,quadricepsandhamstringtendonautograHorstmann 2022
10.1177/23259671211070542,Sanborn ,psychologicalreadinesstoreturntospo,2022,psychologicalreadinesstoreturntospoSanborn 2022
10.47750/pnr.2022.13.S09.1056,Sohu ,determiningearlymorbidityafterthere,2022,determiningearlymorbidityafterthereSohu 2022
10.1186/s12891-021-04540-x,Sole ,immediateand6weekeffectsofwearingak,2021,immediateand6weekeffectsofwearingakSole 2021
10.1186/s12891-021-04862-w,Ogrodzka-Ciechanowicz ,quadricepsmusclestrengthrecoverywit,2021,quadricepsmusclestrengthrecoverywitOgrodzka-Ciechanowicz 2021
10.1007/s00421-021-04812-3,Minshull ,contralateralstrengthtrainingattenu,2021,contralateralstrengthtrainingattenuMinshull 2021
10.1007/s00167-021-06585-w,Irrgang ,anatomicsinglevsdoublebundleaclreco,2021,anatomicsinglevsdoublebundleaclrecoIrrgang 2021
10.1007/s00402-020-03508-1,Barié ,quadricepstendonvspatellartendonaut,2020,quadricepstendonvspatellartendonautBarié 2020
10.1016/j.bjpt.2019.07.003,Vidmar ,isokineticeccentrictrainingismoreef,2020,isokineticeccentrictrainingismoreefVidmar 2020
10.1007/s00167-020-06121-2,Roger ,aclreconstructionusingaquadruplesem,2020,aclreconstructionusingaquadruplesemRoger 2020
10.1007/s40279-020-01276-x,Sinding ,effectsofautografttypesonmusclestre,2020,effectsofautografttypesonmusclestreSinding 2020
10.2340/16501977-2664,Zhang ,impactofwheyproteinisolateandeccent,2020,impactofwheyproteinisolateandeccentZhang 2020
10.1136/bjsports-2019-101000,Lind ,quadricepstendongraftsdoesnotcausep,2020,quadricepstendongraftsdoesnotcausepLind 2020
10.24875/CIRU.19001001,Vilchez-Cavazos ,anteriorcruciateligamentinjuriestre,2020,anteriorcruciateligamentinjuriestreVilchez-Cavazos 2020
10.7507/1002-1892.201902059,Liu ,effectofisokinetictrainingofthighmu,2019,effectofisokinetictrainingofthighmuLiu 2019
10.1016/j.arthro.2018.10.149,Bailey ,adductorcanalnerveversusfemoralnerv,2019,adductorcanalnerveversusfemoralnervBailey 2019
10.1177/0363546519825878,Hoogeslag ,acuteanteriorcruciateligamentruptur,2019,acuteanteriorcruciateligamentrupturHoogeslag 2019
10.1007/s00167-018-5040-1,Harput ,crosseducationimprovesquadricepsstr,2019,crosseducationimprovesquadricepsstrHarput 2019
10.1016/j.knee.2018.03.011,Martin-Alguacil ,strengthrecoveryafteranteriorcrucia,2018,strengthrecoveryafteranteriorcruciaMartin-Alguacil 2018
10.1186/s13063-018-2448-3,Bregenhof ,theeffectoftargetedexerciseonkneemu,2018,theeffectoftargetedexerciseonkneemuBregenhof 2018
10.1007/s00402-017-2774-z,Beyaz ,tunnelwideningaftersingleversusdoub,2017,tunnelwideningaftersingleversusdoubBeyaz 2017
10.1007/s11999-017-5280-2,Arundale ,reportoftheclinicalandfunctionalpri,2017,reportoftheclinicalandfunctionalpriArundale 2017
10.1007/s00167-015-3718-1,Çelik ,theeffectivenessofpilatesforpartial,2017,theeffectivenessofpilatesforpartialÇelik 2017
10.1177/0363546515620583,Chmielewski ,lowversushighintensityplyometricexe,2016,lowversushighintensityplyometricexeChmielewski 2016
10.1007/s00402-014-2108-3,Chen ,acomparisonofacuteandchronicanterio,2015,acomparisonofacuteandchronicanterioChen 2015
10.1016/j.arthro.2014.01.012,Lund ,isquadricepstendonabettergraftchoic,2014,isquadricepstendonabettergraftchoicLund 2014
10.1177/2325967114S00274,Kaya ,dothepatientsreallyneedconcentrated,2014,dothepatientsreallyneedconcentratedKaya 2014
10.1177/0363546513476482,Fukuda ,openkineticchainexercisesinarestric,2013,openkineticchainexercisesinarestricFukuda 2013
10.1016/j.arthro.2011.01.015,Wipfler ,anteriorcruciateligamentreconstruct,2011,anteriorcruciateligamentreconstructWipfler 2011
10.1111/j.1600-0838.2009.00903.x,Tagesson ,tibialtranslationandmuscleactivatio,2010,tibialtranslationandmuscleactivatioTagesson 2010
10.1177/0363546507307867,Tagesson ,acomprehensiverehabilitationprogram,2008,acomprehensiverehabilitationprogramTagesson 2008
10.1007/s00167-006-0246-z,Heijne ,earlyversuslatestartofopenkineticch,2007,earlyversuslatestartofopenkineticchHeijne 2007
10.1302/0301-620X.85B4.13743,Meighan ,outcomeafterreconstructionoftheante,2003,outcomeafterreconstructionoftheanteMeighan 2003
10.1177/036354659602400610,Arciero ,theeffectoftourniquetuseinanteriorc,1996,theeffectoftourniquetuseinanteriorcArciero 1996
10.1093/ptj/74.8.710,Tovin ,comparisonoftheeffectsofexerciseinw,1994,comparisonoftheeffectsofexerciseinwTovin 1994
10.1007/s00402-024-05639-1,Butt ,5yearsoutcomesfollowingarthroscopic,2025,5yearsoutcomesfollowingarthroscopicButt 2025
10.1007/s00264-025-06468-6,Khalil ,comparativestudyofperoneuslongusten,2025,comparativestudyofperoneuslongustenKhalil 2025
10.59218/makrjms.2024.3.254.259,Siddique ,comparativestudybetweenfunctionalou,2024,comparativestudybetweenfunctionalouSiddique 2024
10.2106/JBJS.OA.23.00051,Saeed ,earlierreturntosportsreduceddonorsi,2023,earlierreturntosportsreduceddonorsiSaeed 2023
10.1177/22104917221088335,Vijay ,isperoneuslongusautograftabetteralt,2022,isperoneuslongusautograftabetteraltVijay 2022
10.1055/s-0038-1627466,Bi ,allinsidesinglebundlereconstruction,2018,allinsidesinglebundlereconstructionBi 2018
10.1186/s40634-020-00292-0,Van ,xenograftforanteriorcruciateligamen,2020,xenograftforanteriorcruciateligamenVan 2020
10.1016/j.knee.2016.08.011,Rose ,aprospectiverandomizedcomparisonoft,2016,aprospectiverandomizedcomparisonoftRose 2016
10.3969/j.issn.2095-4344.2014.51.023,Li ,autologoushamstringtendonforanterio,2014,autologoushamstringtendonforanterioLi 2014
10.1177/2325967114S00274,Kaya ,dothepatientsreallyneedconcentrated,2014,dothepatientsreallyneedconcentratedKaya 2014
10.1007/s00167-012-2341-7,Zhang ,theeffectofremnantpreservationontib,2014,theeffectofremnantpreservationontibZhang 2014
10.1016/j.arthro.2020.01.048,Smith ,allinsidequadrupledsemitendinosusau,2020,allinsidequadrupledsemitendinosusauSmith 2020
10.1016/j.arthro.2014.01.012,Lund ,isquadricepstendonabettergraftchoic,2014,isquadricepstendonabettergraftchoicLund 2014
10.1016/j.arthro.2021.12.018,Chahal ,anteriorcruciateligamentpatellarten,2022,anteriorcruciateligamentpatellartenChahal 2022
10.1097/JSM.0000000000000165,Mohtadi ,arandomizedclinicaltrialcomparingpa,2015,arandomizedclinicaltrialcomparingpaMohtadi 2015
10.1177/0363546507312164,Bottoni ,postoperativerangeofmotionfollowing,2008,postoperativerangeofmotionfollowingBottoni 2008
10.1177/0363546507308360,Järvelä ,doublebundleanteriorcruciateligamen,2008,doublebundleanteriorcruciateligamenJärvelä 2008
10.1177/03635465030310011401,Ejerhed ,patellartendonorsemitendinosustendo,2003,patellartendonorsemitendinosustendoEjerhed 2003
10.1177/0363546511411702,Sajovic ,qualityoflifeandclinicaloutcomecomp,2011,qualityoflifeandclinicaloutcomecompSajovic 2011
