doi,first_author,short_title,year,sTITLE+fAUTHOR+YEAR
10.1272/jnms1923.64.512,Nakayama ,afollowuparthroscopyafteranteriorcr,1997,afollowuparthroscopyafteranteriorcrNakayama 1997
10.1007/s001670050054,Kartus ,factorsaffectingdonorsitemorbiditya,1997,factorsaffectingdonorsitemorbidityaKartus 1997
10.1007/s001670050053,Marti ,metallicversusbioabsorbableinterfer,1997,metallicversusbioabsorbableinterferMarti 1997
10.1177/036354659702500106,Murakami ,quantitativeanalysisofsynovialfibro,1997,quantitativeanalysisofsynovialfibroMurakami 1997
10.1177/036354659702500208,Aune ,quadricepsmusclecontractionprotects,1997,quadricepsmusclecontractionprotectsAune 1997
10.1016/S0749-8063(97)90149-3,Sgaglione ,arthroscopicallyassistedreconstruct,1997,arthroscopicallyassistedreconstructSgaglione 1997
10.1016/S0749-8063(97)90030-X,Boszotta ,arthroscopicanteriorcruciateligamen,1997,arthroscopicanteriorcruciateligamenBoszotta 1997
10.1177/036354659702500507,Noyes ,anteriorcruciateligamentreconstruct,1997,anteriorcruciateligamentreconstructNoyes 1997
10.1177/036354659702500415,Barber-Westin ,arigorouscomparisonbetweenthesexeso,1997,arigorouscomparisonbetweenthesexesoBarber-Westin 1997
10.1016/S0749-8063(97)90191-2,Lo ,theoutcomeofoperativelytreatedanter,1997,theoutcomeofoperativelytreatedanterLo 1997
10.1177/036354659702500408,Noyes ,acomparisonofresultsinacuteandchron,1997,acomparisonofresultsinacuteandchronNoyes 1997
10.1016/S0749-8063(97)90127-4,Noyes ,acomparisonofresultsofarthroscopica,1997,acomparisonofresultsofarthroscopicaNoyes 1997
10.1177/036354659702500416,Heier ,ananalysisofanteriorcruciateligamen,1997,ananalysisofanteriorcruciateligamenHeier 1997
10.1007/s001670050041,Aglietti ,arthroscopicassistedanteriorcruciat,1997,arthroscopicassistedanteriorcruciatAglietti 1997
10.1007/s001670050044,Kartus ,isbracingafteranteriorcruciateligam,1997,isbracingafteranteriorcruciateligamKartus 1997
10.1007/s001670050043,Shelbourne ,anteriorcruciateligament(acl)defici,1997,anteriorcruciateligament(acl)deficiShelbourne 1997
10.1007/s001130050081,Fink ,longtermresultsfollowingconservativ,1996,longtermresultsfollowingconservativFink 1996
10.1007/s002640050078,Mitsou ,reconstructionoftheanteriorcruciate,1996,reconstructionoftheanteriorcruciateMitsou 1996
10.1016/S1048-6666(96)80011-5,Palmeri ,arthroscopicanteriorcruciateligamen,1996,arthroscopicanteriorcruciateligamenPalmeri 1996
10.1007/BF02349814,Niga ,recoveryofextensormusclestrengthina,1996,recoveryofextensormusclestrengthinaNiga 1996
10.1007/BF01577406,Stutz ,comparisonofaugmentedandnonaugmente,1996,comparisonofaugmentedandnonaugmenteStutz 1996
10.1016/S0749-8063(96)90213-3,Fanelli ,arthroscopicallyassistedcombinedant,1996,arthroscopicallyassistedcombinedantFanelli 1996
10.1177/036354659602400315,Khalfayan ,therelationshipbetweentunnelplaceme,1996,therelationshipbetweentunnelplacemeKhalfayan 1996
10.1177/036354659602400415,Levakos ,simultaneousruptureoftheanteriorcru,1996,simultaneousruptureoftheanteriorcruLevakos 1996
10.1016/S0749-8063(96)90041-9,Arciero ,singleversustwoincisionarthroscopic,1996,singleversustwoincisionarthroscopicArciero 1996
10.1177/036354659602400605,Aglietti ,arthroscopicallyassistedsemitendino,1996,arthroscopicallyassistedsemitendinoAglietti 1996
10.1302/0301-620x.78b5.0780817,Grøntvedt ,arthroscopicreconstructionoftheante,1996,arthroscopicreconstructionoftheanteGrøntvedt 1996
10.1007/BF01565989,Peyrache ,tibialtunnelenlargementafteranterio,1996,tibialtunnelenlargementafteranterioPeyrache 1996
10.1007/BF02588763,Passler ,complicationsof283casesusingafreepa,1995,complicationsof283casesusingafreepaPassler 1995
10.1007/BF01552379,Almekinders ,postoperativeproblemsfollowinganter,1995,postoperativeproblemsfollowinganterAlmekinders 1995
10.1007/BF01553517,Aglietti ,acomparisonofclinicalandradiologica,1995,acomparisonofclinicalandradiologicaAglietti 1995
10.1007/BF00184906,Järvinen ,reconstructionofchronicanteriorcruc,1995,reconstructionofchronicanteriorcrucJärvinen 1995
10.3109/17453679508995553,Grøntvedt ,extraarticulartranspositionofthepat,1995,extraarticulartranspositionofthepatGrøntvedt 1995
10.1177/036354659502300321,Rubinstein ,effectonkneestabilityiffullhyperext,1995,effectonkneestabilityiffullhyperextRubinstein 1995
10.1177/036354659502300510,Shelbourne ,ligamentstabilitytwotosixyearsafter,1995,ligamentstabilitytwotosixyearsafterShelbourne 1995
10.1016/0749-8063(95)90003-9,Morgan ,definitivelandmarksforreproduciblet,1995,definitivelandmarksforreproducibletMorgan 1995
10.3109/17453679508995501,Roos ,soccerafteranteriorcruciateligament,1995,soccerafteranteriorcruciateligamentRoos 1995
10.3109/17453679508995503,Muren ,reconstructionofoldanteriorcruciate,1995,reconstructionofoldanteriorcruciateMuren 1995
10.1302/0301-620x.77b2.7706336,Liu ,biomechanicsoftwotypesofbonetendonb,1995,biomechanicsoftwotypesofbonetendonbLiu 1995
10.1177/036354659502300210,Bach ,arthrometricresultsofarthroscopical,1995,arthrometricresultsofarthroscopicalBach 1995
10.1177/036354659502300610,Marcacci ,earlyversuslatereconstructionforant,1995,earlyversuslatereconstructionforantMarcacci 1995
10.1007/BF01845591,Kohn ,donorsitemorbidityafterharvestofabo,1994,donorsitemorbidityafterharvestofaboKohn 1994
10.1007/BF01845589,Djian ,roentgenographicandmagneticresonanc,1994,roentgenographicandmagneticresonancDjian 1994
10.1007/BF00454731,Wachtl ,retrospectivecomparisonoffourintraa,1994,retrospectivecomparisonoffourintraaWachtl 1994
10.1007/BF02588742,Rupp ,biomechanicprinciplesofrehabilitati,1994,biomechanicprinciplesofrehabilitatiRupp 1994
10.1177/036354659402200210,Aglietti ,patellartendonversusdoubledsemitend,1994,patellartendonversusdoubledsemitendAglietti 1994
10.1177/036354659402200318,Fahey ,bonetunnelenlargementafteranteriorc,1994,bonetunnelenlargementafteranteriorcFahey 1994
10.1177/036354659402200402,Paulos ,infrapatellarcontracturesyndrome:di,1994,infrapatellarcontracturesyndrome:diPaulos 1994
10.1302/0301-620x.76b2.8113274,Dandy ,anteriorcruciateligamentreconstruct,1994,anteriorcruciateligamentreconstructDandy 1994
10.3109/17453679408993720,Kleipool ,painafteruseofthecentralthirdofthep,1994,painafteruseofthecentralthirdofthepKleipool 1994
10.1007/BF02602144,Passler ,anteriorcruciatereconstructionwitha,1993,anteriorcruciatereconstructionwithaPassler 1993
10.1016/S0749-8063(05)80498-0,Barrett ,comparisonofpatellatendonversuspate,1993,comparisonofpatellatendonversuspateBarrett 1993
10.1177/036354659302100214,Glasgow ,theeffectofearlyversuslatereturntov,1993,theeffectofearlyversuslatereturntovGlasgow 1993
10.1016/S0749-8063(05)80347-0,Shelbourne ,miniarthrotomyversusarthroscopicass,1993,miniarthrotomyversusarthroscopicassShelbourne 1993
10.1016/S0749-8063(05)80363-9,Otero ,acomparisonofthedoubledsemitendinos,1993,acomparisonofthedoubledsemitendinosOtero 1993
10.1177/036354659302100217,Barber-Westin ,theeffectofrehabilitationandreturnt,1993,theeffectofrehabilitationandreturntBarber-Westin 1993
10.1177/036354659302100508,Shelbourne ,intraarticularanteriorcruciateligam,1993,intraarticularanteriorcruciateligamShelbourne 1993
10.1016/S0749-8063(05)80318-4,McConville ,theeffectofmeniscalstatusonkneestab,1993,theeffectofmeniscalstatusonkneestabMcConville 1993
10.1007/BF02620554,Lobenhoffer ,improvedtechniqueofanteriorcruciate,1992,improvedtechniqueofanteriorcruciateLobenhoffer 1992
10.1080/17453679209169714,Jonsson ,lengtheningofanteriorcruciateligame,1992,lengtheningofanteriorcruciateligameJonsson 1992
10.1016/0749-8063(92)90067-L,Howell ,serialmagneticresonancestudyassessi,1992,serialmagneticresonancestudyassessiHowell 1992
10.2519/jospt.1992.15.6.256,Shelbourne ,acceleratedrehabilitationafteranter,1992,acceleratedrehabilitationafteranterShelbourne 1992
10.1177/036354659202000506,Rosenberg ,extensormechanismfunctionafterpatel,1992,extensormechanismfunctionafterpatelRosenberg 1992
10.1177/036354659202000308,Shelbourne ,anteriorcruciateligamentmedialcolla,1992,anteriorcruciateligamentmedialcollaShelbourne 1992
10.3109/17453679209154856,Fridèn ,laxityandgraftfixationafterreconstr,1992,laxityandgraftfixationafterreconstrFridèn 1992
10.1177/036354659202000111,Aglietti ,longtermstudyofanteriorcruciateliga,1992,longtermstudyofanteriorcruciateligaAglietti 1992
10.1016/0749-8063(92)90017-6,Aglietti ,arthroscopicanteriorcruciateligamen,1992,arthroscopicanteriorcruciateligamenAglietti 1992
10.1007/BF00395795,Ballmer ,reconstructionoftheanteriorcruciate,1991,reconstructionoftheanteriorcruciateBallmer 1991
10.1177/036354659101900104,O'Brien ,theiliotibialbandlateralslingproced,1991,theiliotibialbandlateralslingprocedO'Brien 1991
10.1016/0749-8063(91)90076-A,Richmond ,continuouspassivemotionafterarthros,1991,continuouspassivemotionafterarthrosRichmond 1991
10.1177/036354659101900510,Marder ,prospectiveevaluationofarthroscopic,1991,prospectiveevaluationofarthroscopicMarder 1991
10.1016/0020-1383(91)90006-Z,Barrett ,macintoshjonesreconstructionfortheu,1991,macintoshjonesreconstructionfortheuBarrett 1991
10.1177/036354659001800305,Fulkerson ,collagenbiosynthesisinrabbitintraar,1990,collagenbiosynthesisinrabbitintraarFulkerson 1990
10.1177/036354659001800313,Shelbourne ,acceleratedrehabilitationafteranter,1990,acceleratedrehabilitationafteranterShelbourne 1990
10.1177/036354659001800208,Wirth ,reconstructionoftheanteriorcruciate,1990,reconstructionoftheanteriorcruciateWirth 1990
10.1177/036354659001800210,Engebretsen ,theeffectofaniliotibialtenodesisoni,1990,theeffectofaniliotibialtenodesisoniEngebretsen 1990
10.1097/00003086-199005000-00032,Kohn ,arthroscopicevaluationofanteriorcru,1990,arthroscopicevaluationofanteriorcruKohn 1990
10.1177/036354659001800507,Shelbourne ,anteriorcruciateligamentinjury:eval,1990,anteriorcruciateligamentinjury:evalShelbourne 1990
10.2106/00004623-198971070-00003,Harter ,instrumentedlachmantestsfortheevalu,1989,instrumentedlachmantestsfortheevaluHarter 1989
10.2106/00004623-198870100-00007,Clancy ,acutetearsoftheanteriorcruciateliga,1988,acutetearsoftheanteriorcruciateligaClancy 1988
10.1016/S0749-8063(88)80041-0,Burks ,determinationofgrafttensionbeforefi,1988,determinationofgrafttensionbeforefiBurks 1988
10.1097/00013611-198801000-00005,Dupont ,modifiedmarshallmacintoshtechniquef,1988,modifiedmarshallmacintoshtechniquefDupont 1988
10.1177/036354658801600505,Elmqvist ,reconstructionoftheanteriorcruciate,1988,reconstructionoftheanteriorcruciateElmqvist 1988
10.1177/036354658701500503,Higgins ,anteriorcruciateligamentrepairsinwo,1987,anteriorcruciateligamentrepairsinwoHiggins 1987
10.1097/00003086-198301000-00016,Lambert ,vascularizedpatellartendongraftwith,1983,vascularizedpatellartendongraftwithLambert 1983
10.1007/BF00462344,Hefti ,replacementoftheanteriorcruciatelig,1982,replacementoftheanteriorcruciateligHefti 1982
10.1016/j.jisako.2025.101056,Rivarola ,meniscalhypermobilitydoesnotimpairf,2026,meniscalhypermobilitydoesnotimpairfRivarola 2026
10.1097/MD.0000000000047342,X ,comparisonofmusclestatusandkneejoin,2026,comparisonofmusclestatusandkneejoinX 2026
10.1016/j.eats.2025.103848,Bozkurt ,biologicallyaugmentedhamstringautog,2025,biologicallyaugmentedhamstringautogBozkurt 2025
10.1007/s43465-025-01495-2,Bhargava ,dotheaclreconstructionoutcomeswithh,2025,dotheaclreconstructionoutcomeswithhBhargava 2025
10.1177/23259671251364262,Todd-Hems ,longtermclinicaloutcomesaftersingle,2025,longtermclinicaloutcomesaftersingleTodd-Hems 2025
10.1055/s-0045-1811630,Azi ,tenodesisoftheiliotibialtractinthet,2025,tenodesisoftheiliotibialtractinthetAzi 2025
10.1371/journal.pone.0324663,Zhu ,applicationofmechanicalquantitative,2025,applicationofmechanicalquantitativeZhu 2025
10.1002/jeo2.70329,Yau ,relationshipbetweenbodydimensionsan,2025,relationshipbetweenbodydimensionsanYau 2025
10.20184/j.cnki.Issn1005-8478.11068A,Fu ,comparisonoftwokindsoffemoralsidesu,2025,comparisonoftwokindsoffemoralsidesuFu 2025
10.1016/j.eats.2025.103456,Jorge ,anteriorcruciateligamentreconstruct,2025,anteriorcruciateligamentreconstructJorge 2025
10.3969/j.issn.2095-9958.2025.04.02,Wang ,comparativestudyofarthroscopicautol,2025,comparativestudyofarthroscopicautolWang 2025
10.4103/aam.aam_195_24,Gupta ,magneticresonanceimagingversusanthr,2025,magneticresonanceimagingversusanthrGupta 2025
10.1055/a-2503-6766,Insam ,aclplusallreconstructionrestoresnor,2025,aclplusallreconstructionrestoresnorInsam 2025
10.1051/sicotj/2025002,Mastrokalos ,limitedaccuracyoftranstibialaimingf,2025,limitedaccuracyoftranstibialaimingfMastrokalos 2025
10.1177/23259671241305623,Ishida ,relationshipbetweenquadricepsstreng,2025,relationshipbetweenquadricepsstrengIshida 2025
10.3881/j.issn.1000-503X.16110,Liu ,effectsofkneeflexorandextensorstren,2024,effectsofkneeflexorandextensorstrenLiu 2024
10.1002/jeo2.70016,Lind ,resorptioncharacteristicsofanopenar,2024,resorptioncharacteristicsofanopenarLind 2024
10.1177/03635465241263599,Sobrado ,effectofpreoperativeanterolateralli,2024,effectofpreoperativeanterolateralliSobrado 2024
10.1016/j.ijscr.2024.109971,Alsaleh ,acasereportofsimultaneoustearsofthe,2024,acasereportofsimultaneoustearsoftheAlsaleh 2024
10.12200/j.issn.1003-0034.20230576,Li ,clinicalefficacyofdoublebundleanddo,2024,clinicalefficacyofdoublebundleanddoLi 2024
10.7507/1002-1892.202403019,Ren ,effectofdifferentdegreesofprimaryva,2024,effectofdifferentdegreesofprimaryvaRen 2024
10.1111/os.13982,Xu ,comparisonoftheclinicaloutcomesbetw,2024,comparisonoftheclinicaloutcomesbetwXu 2024
10.1016/j.jor.2023.12.018,Metso ,anteriorcruciateligamentreconstruct,2024,anteriorcruciateligamentreconstructMetso 2024
10.3760/cma.j.cn121113-20240123-00054,Xiang ,overthetopreconstructioncombinedwit,2024,overthetopreconstructioncombinedwitXiang 2024
10.1016/j.asmart.2024.01.002,Kuroda ,factorsaffectingthepostoperativeove,2024,factorsaffectingthepostoperativeoveKuroda 2024
10.23736/S0025-7826.24.04393-X,Zhang ,clinicalefficacyofsurgicaltreatment,2024,clinicalefficacyofsurgicaltreatmentZhang 2024
10.12200/j.issn.1003-0034.20221282,Jin ,retrospectiveanalysisandcomparisono,2024,retrospectiveanalysisandcomparisonoJin 2024
10.4103/jajs.jajs_96_23,Bakr ,ispartialacltearacauseofpainfulswol,2024,ispartialacltearacauseofpainfulswolBakr 2024
10.1186/s12891-023-07000-w,Li ,muscledynamicsanalysisbyclusteredca,2023,muscledynamicsanalysisbyclusteredcaLi 2023
10.1016/j.ijso.2023.100706,Nguyen ,concomitantlycombinedanteriorcrucia,2023,concomitantlycombinedanteriorcruciaNguyen 2023
10.1186/s12891-023-06705-2,Dietvorst ,heightisapredictorofhamstringtendon,2023,heightisapredictorofhamstringtendonDietvorst 2023
10.7507/1002-1892.202308001,Niu ,studyonclinicalcharacteristicsandsu,2023,studyonclinicalcharacteristicsandsuNiu 2023
10.1016/j.eats.2023.07.006,Garcia-Lopez ,generationof5strandhamstringautogra,2023,generationof5strandhamstringautograGarcia-Lopez 2023
10.1371/journal.pone.0292867,Konrath ,hamstringharvestresultsinsignifican,2023,hamstringharvestresultsinsignificanKonrath 2023
10.1016/j.eats.2023.05.008,D’Ambrosi ,quadrupledsemitendinosusanteriorcru,2023,quadrupledsemitendinosusanteriorcruD’Ambrosi 2023
10.1177/23259671231194593,Hasegawa ,olderagepoorpreoperativequadricepsm,2023,olderagepoorpreoperativequadricepsmHasegawa 2023
10.1016/j.jos.2020.11.019,Kamei ,simultaneousmeniscalreconstructionu,2023,simultaneousmeniscalreconstructionuKamei 2023
10.3390/medicina59030426,Genç ,patellofemoralanglepelvisdiameterfo,2023,patellofemoralanglepelvisdiameterfoGenç 2023
10.52628/89.3.11518,Ates ,relationshipbetweengraftfailurefoll,2023,relationshipbetweengraftfailurefollAtes 2023
10.1186/s40634-022-00549-w,Hopper ,comparableratesofsecondarysurgerybe,2022,comparableratesofsecondarysurgerybeHopper 2022
10.1177/03635465221129870,Ye ,predictingtheobjectiveandsubjective,2022,predictingtheobjectiveandsubjectiveYe 2022
10.13189/saj.2022.100418,Parpa ,theeffectivenessofanisokinetictrain,2022,theeffectivenessofanisokinetictrainParpa 2022
10.1016/j.knee.2022.05.014,Farouk ,boneplugfixationinanteriorcruciatel,2022,boneplugfixationinanteriorcruciatelFarouk 2022
10.1016/j.arthro.2021.12.027,Tachibana ,tibiofemoralrelationship3weeksafter,2022,tibiofemoralrelationship3weeksafterTachibana 2022
10.1177/22104917221085722,Gunadham ,aretrospectivecohortstudyofanterior,2022,aretrospectivecohortstudyofanteriorGunadham 2022
10.22038/ABJS.2021.49619.2463,Kumar ,comparativeanalysisofarthroscopicti,2022,comparativeanalysisofarthroscopictiKumar 2022
10.1016/j.eats.2021.12.032,Murgier ,aclreconstructionwithquadrupledstgr,2022,aclreconstructionwithquadrupledstgrMurgier 2022
10.1016/j.rcot.2022.02.021,Veizi ,clinicalandradiologicalcomparisonof,2022,clinicalandradiologicalcomparisonofVeizi 2022
10.1016/j.otsr.2022.103247,Veizi ,clinicalandradiologicalcomparisonof,2022,clinicalandradiologicalcomparisonofVeizi 2022
10.1016/j.rcot.2021.11.002,Youngji ,psychologicalpatientreportedoutcome,2022,psychologicalpatientreportedoutcomeYoungji 2022
10.1016/j.asmart.2022.03.002,Mae ,comparisonofanteriorkneelaxityimmed,2022,comparisonofanteriorkneelaxityimmedMae 2022
10.1111/sms.14127,Fournier ,sexdifferencesinsemitendinosusmuscl,2022,sexdifferencesinsemitendinosusmusclFournier 2022
10.52082/jssm.2022.91,Labanca ,earlysuperimposednmestrainingiseffe,2022,earlysuperimposednmestrainingiseffeLabanca 2022
10.1016/j.jos.2021.01.012,Asai ,differencesincellularandmicrostruct,2022,differencesincellularandmicrostructAsai 2022
10.1177/08853282211039179,Bellrichard ,theuseofgoldnanoparticlesinimprovin,2022,theuseofgoldnanoparticlesinimprovinBellrichard 2022
10.12200/j.issn.1003-0034.2021.12.002,Wang ,casecontrolstudyonremnantpreserving,2021,casecontrolstudyonremnantpreservingWang 2021
10.12200/j.issn.1003-0034.2021.12.003,Xu ,comparativestudyonposteriorcruciate,2021,comparativestudyonposteriorcruciateXu 2021
10.1186/s43019-021-00119-x,Gupta ,grafttunnelintegrationoccursearlyin,2021,grafttunnelintegrationoccursearlyinGupta 2021
10.1186/s13102-021-00263-7,Alanazi ,theeffectsofahighintensityexerciseb,2021,theeffectsofahighintensityexercisebAlanazi 2021
10.19723/j.issn.1671-167X.2021.05.013,Zheng ,arthroscopicclassificationandmanage,2021,arthroscopicclassificationandmanageZheng 2021
10.32098/mltj.04.2021.10,Kaya ,evaluationofquadricepsandhamstringm,2021,evaluationofquadricepsandhamstringmKaya 2021
10.1016/j.asmr.2021.06.003,Mae ,sutureslippageduringanteriorcruciat,2021,sutureslippageduringanteriorcruciatMae 2021
10.1016/j.arthro.2021.03.070,Uchida ,anatomicaltriplebundleanteriorcruci,2021,anatomicaltriplebundleanteriorcruciUchida 2021
10.1007/s00167-020-06195-y,Grassi ,higherriskofcontralateralanteriorcr,2021,higherriskofcontralateralanteriorcrGrassi 2021
10.7507/1002-1892.202011058,Wang ,shorttermeffectivenessofarthroscopi,2021,shorttermeffectivenessofarthroscopiWang 2021
10.30491/TM.2021.272622.1241,Murali ,latehoffafractureofthelateralfemora,2021,latehoffafractureofthelateralfemoraMurali 2021
10.1097/BCO.0000000000000981,Nageeb ,allaperturefixationtechniqueofanato,2021,allaperturefixationtechniqueofanatoNageeb 2021
10.2106/JBJS.CC.20.00509,Okazaki ,histologicevaluationoftibialattachm,2021,histologicevaluationoftibialattachmOkazaki 2021
10.1177/0363546521995199,Sasaki ,effectofpercentageoffemoralanterior,2021,effectofpercentageoffemoralanteriorSasaki 2021
10.7507/1002-1892.202008123,Zhang ,arthroscopicreinforcedreconstructio,2021,arthroscopicreinforcedreconstructioZhang 2021
10.5937/scriptamed52-35239,Dragičević-Cvjetković ,proprioceptionrecoveryafteranterior,2021,proprioceptionrecoveryafteranteriorDragičević-Cvjetković 2021
10.1590/1517-8692202127082021_0364,Chen ,sportsmechanicsrehabilitationeffect,2021,sportsmechanicsrehabilitationeffectChen 2021
10.1177/2325967121992134,Kamitani ,adjustableloopdevicespromotegraftre,2021,adjustableloopdevicespromotegraftreKamitani 2021
10.3969/j.issn.2095-4344.2960,Lu ,posttraumaticprogressionofcartilage,2021,posttraumaticprogressionofcartilageLu 2021
10.1186/s40634-020-00289-9,Keizer ,sagittalkneekinematicsinrelationwit,2020,sagittalkneekinematicsinrelationwitKeizer 2020
10.1186/s40634-020-00285-z,Lind ,boneingrowthintoopenarchitecturepee,2020,boneingrowthintoopenarchitecturepeeLind 2020
10.1016/j.cjtee.2020.04.007,Sinha ,analysisofmodifieddoublebundleanter,2020,analysisofmodifieddoublebundleanterSinha 2020
10.13429/j.cnki.cjcr.2020.11.007,Wang ,clinicaleffectofarthroscopyreconstr,2020,clinicaleffectofarthroscopyreconstrWang 2020
10.1097/JSM.0000000000000669,Harput ,higherbodymassindexadverselyaffects,2020,higherbodymassindexadverselyaffectsHarput 2020
10.1016/j.jos.2020.01.010,Mae ,residualgrafttensionaftergraftfixat,2020,residualgrafttensionaftergraftfixatMae 2020
10.37506/ijfmt.v14i4.11573,Gad ,outcomeofanteriorcruciateligamentre,2020,outcomeofanteriorcruciateligamentreGad 2020
10.1016/j.asmart.2020.08.001,McEwen ,flexiondeformityandlaxityasafunctio,2020,flexiondeformityandlaxityasafunctioMcEwen 2020
10.4055/cios19143,Sood ,poorfunctionaloutcomeinpatientswith,2020,poorfunctionaloutcomeinpatientswithSood 2020
10.7507/1002-1892.201908051,Li ,effectivenesscomparisonoflarsartifi,2020,effectivenesscomparisonoflarsartifiLi 2020
10.1016/j.ptsp.2020.05.007,Sugimoto ,lowproportionofskeletallyimmaturepa,2020,lowproportionofskeletallyimmaturepaSugimoto 2020
10.5604/01.3001.0014.3234,Mohamed ,clinicaloutcomeoffixedversusadjusta,2020,clinicaloutcomeoffixedversusadjustaMohamed 2020
10.1007/s00132-019-03840-4,Lang ,internalmeniscusresectionsdonotaffe,2020,internalmeniscusresectionsdonotaffeLang 2020
10.1016/j.jcot.2019.09.004,Rhatomy ,singlebundleaclreconstructionwithpe,2020,singlebundleaclreconstructionwithpeRhatomy 2020
10.1016/j.arthro.2019.10.021,Choi ,comparisonofpostoperativetunnelwide,2020,comparisonofpostoperativetunnelwideChoi 2020
10.1007/s00590-019-02585-2,Lamoria ,influenceofthreedifferentfixationme,2020,influenceofthreedifferentfixationmeLamoria 2020
10.7507/1002-1892.201908030,Wen ,comparisonoffemoralovaltunneltechni,2020,comparisonoffemoralovaltunneltechniWen 2020
10.1177/0363546519898136,Zhang ,morphologicalchangesofthefemoraltun,2020,morphologicalchangesofthefemoraltunZhang 2020
10.1016/j.knee.2019.09.011,Labanca ,quadricepsmusclecompensatoryactivat,2020,quadricepsmusclecompensatoryactivatLabanca 2020
10.7507/1002-1892.201907075,Mao ,applicationoftransosseoussutureinsi,2020,applicationoftransosseoussutureinsiMao 2020
10.3760/cma.j.issn.0253-2352.2020.02.002,Liu ,singlebundleanatomicintrathecalreco,2020,singlebundleanatomicintrathecalrecoLiu 2020
10.1051/sicotj/2020007,Goyal ,correlationbetweenanthropometricmea,2020,correlationbetweenanthropometricmeaGoyal 2020
10.7507/1002-1892.201904011,Wang ,analysisofinfluencefactorforthefail,2019,analysisofinfluencefactorforthefailWang 2019
10.1186/s43019-019-0002-6,Goyal ,clinicalexperiencewithwovenandparal,2019,clinicalexperiencewithwovenandparalGoyal 2019
10.1016/j.otsr.2019.09.009,Panisset ,aclreconstructioninover50yearolds:c,2019,aclreconstructioninover50yearolds:cPanisset 2019
10.1007/s00264-019-04392-0,Bahlau ,clinicalfunctionalandisokineticstud,2019,clinicalfunctionalandisokineticstudBahlau 2019
10.1016/j.asmart.2019.08.001,Tachibana ,sequentialanalysisofthreedimensiona,2019,sequentialanalysisofthreedimensionaTachibana 2019
10.7507/1002-1892.201904124,Zhang ,acomparativestudyofarthroscopicante,2019,acomparativestudyofarthroscopicanteZhang 2019
10.1177/2309499019887581,Kim ,optimalcutoffscoreforpatientreporte,2019,optimalcutoffscoreforpatientreporteKim 2019
10.1016/j.arthro.2019.03.029,Choi ,radiologicandclinicaloutcomesafterh,2019,radiologicandclinicaloutcomesafterhChoi 2019
10.1007/s00167-018-5275-x,Monaco ,anteriorcruciateligamentreconstruct,2019,anteriorcruciateligamentreconstructMonaco 2019
10.1007/s00142-019-0292-4,Schneider ,falseaneurysmafterarthroscopicrecon,2019,falseaneurysmafterarthroscopicreconSchneider 2019
10.1055/s-0038-1660513,Takahashi ,theeffectofremnanttissuepreservatio,2019,theeffectofremnanttissuepreservatioTakahashi 2019
10.1177/2309499019837653,Yanagisawa ,therelationshipbetweentheclinicalre,2019,therelationshipbetweentheclinicalreYanagisawa 2019
10.1007/s00590-018-2304-x,Bianchi ,larsversushamstringtendonautografti,2019,larsversushamstringtendonautograftiBianchi 2019
10.1007/s00167-018-5033-0,Hofbauer ,hamstringtendonautograftsdonotshowc,2019,hamstringtendonautograftsdonotshowcHofbauer 2019
10.18678/dtfd.629638,Karaduman ,comparisonoftranstibialandanteromed,2019,comparisonoftranstibialandanteromedKaraduman 2019
10.2106/JBJS.CC.18.00481,Joshi ,pseudoaneurysmofthepoplitealarteryl,2019,pseudoaneurysmofthepoplitealarterylJoshi 2019
10.5604/01.3001.0013.5785,Michalski ,ultrasoundassistedendoscopicevacuat,2019,ultrasoundassistedendoscopicevacuatMichalski 2019
10.1055/s-0038-1669951,Shi ,peroneuslongustendonautograftisasaf,2019,peroneuslongustendonautograftisasafShi 2019
10.55095/achot2019/007,Hanus ,newanteriorcruciateligamentreconstr,2019,newanteriorcruciateligamentreconstrHanus 2019
10.1186/s40634-018-0163-3,Geethan ,mechanicalassessmentoftripledhamstr,2018,mechanicalassessmentoftripledhamstrGeethan 2018
10.1177/2325967118811293,Masuda ,effectsofremnanttissuepreservationo,2018,effectsofremnanttissuepreservationoMasuda 2018
10.4081/or.2018.7738,Sideris ,kneekinematicsinanatomicanteriorcru,2018,kneekinematicsinanatomicanteriorcruSideris 2018
10.1007/s00402-018-2958-1,Takata ,nodifferenceinthegraftshiftbetweena,2018,nodifferenceinthegraftshiftbetweenaTakata 2018
10.12659/MSM.908212,Jurkonis ,influenceofgraftdiameteronfunctiona,2018,influenceofgraftdiameteronfunctionaJurkonis 2018
10.4055/cios.2018.10.2.157,Ahn ,magneticresonanceimagingandclinical,2018,magneticresonanceimagingandclinicalAhn 2018
10.1177/2325967118779788,Ramkumar ,hamstringautograftinaclreconstructi,2018,hamstringautograftinaclreconstructiRamkumar 2018
10.1016/j.knee.2018.03.010,Tiefenboeck ,abiggersuturediameterforanteriorcru,2018,abiggersuturediameterforanteriorcruTiefenboeck 2018
10.1016/j.eats.2018.01.010,Selim ,combinedanteriorcruciateligamentand,2018,combinedanteriorcruciateligamentandSelim 2018
10.1016/j.eats.2017.11.007,Jones ,allinsideanteriorcruciateligamentre,2018,allinsideanteriorcruciateligamentreJones 2018
10.1177/2325967118768044,Sugimoto ,comparisonoflowerextremityrecoverya,2018,comparisonoflowerextremityrecoveryaSugimoto 2018
