ID,,PMID,Graft,,Title,Authors,Citation,First Author,Journal,Year,Create Date,PMCID,NIHMS ID,DOI
204,PubMed/MEDLINE,204,HT,Chen J (2023),"Nordic hamstring exercises in functional knee rehabilitation after anterior cruciate ligament reconstruction: a prospective, randomised, controlled study","Chen J, Wu T, Guo Y.",Sci Rep. 2023 Nov 3;13(1):19039. doi: 10.1038/s41598-023-45817-6.,Chen J,Sci Rep,2023,11/4/2023,PMC10624851,,10.1038/s41598-023-45817-6
205,PubMed/MEDLINE,205,HT,Cruz CA (2022),Increased posterior tibial slope is an independent risk factor of anterior cruciate ligament reconstruction graft rupture irrespective of graft choice,"Cruz CA, Mannino BJ, Pike A, Thoma D, Lindell K, Kerbel YE, McCadden A, Lopez AJ, Bottoni CR.",J ISAKOS. 2022 Oct;7(5):100-104. doi: 10.1016/j.jisako.2022.04.002. Epub 2022 Apr 13.,Cruz CA,J ISAKOS,2022,10/24/2023,,,10.1016/j.jisako.2022.04.002
206,PubMed/MEDLINE,206,HT,Rezansoff A (2024),Anterior Cruciate Ligament Reconstruction Plus Lateral Extra-articular Tenodesis Has a Similar Return-to-Sport Rate to Anterior Cruciate Ligament Reconstruction Alone but a Lower Failure Rate,"Rezansoff A, Firth AD, Bryant DM, Litchfield R, McCormack RG, Heard M, MacDonald PB, Spalding T, Verdonk PCM, Peterson D, Bardana D; STABILITY Study Group; Getgood AMJ.",Arthroscopy. 2024 Feb;40(2):384-396.e1. doi: 10.1016/j.arthro.2023.05.019. Epub 2023 Jun 1.,Rezansoff A,Arthroscopy,2024,6/3/2023,,,10.1016/j.arthro.2023.05.019
207,PubMed/MEDLINE,207,HT,Mousavi SH (2023),Evaluation the results of anterior cruciate ligament reconstruction with or without using antibiotic solution during graft preparation,"Mousavi SH, Radi M, Kazemi D, Izadpanah F, Shahrouzian A.",Eur J Orthop Surg Traumatol. 2023 Oct;33(7):3033-3036. doi: 10.1007/s00590-023-03522-0. Epub 2023 Mar 29.,Mousavi SH,Eur J Orthop Surg Traumatol,2023,3/29/2023,,,10.1007/s00590-023-03522-0
208,PubMed/MEDLINE,208,HT,Zarzycki R (2024),Female Athletes With Better Psychological Readiness Are at Higher Risk for Second ACL Injury After Primary ACL Reconstruction,"Zarzycki R, Cummer K, Arhos E, Failla M, Capin JJ, Smith AH, Snyder-Mackler L.",Sports Health. 2024 Jan-Feb;16(1):149-154. doi: 10.1177/19417381231155120. Epub 2023 Mar 19.,Zarzycki R,Sports Health,2024,3/20/2023,PMC10732117,,10.1177/19417381231155120
209,PubMed/MEDLINE,209,HT,Kuli?ski K (2023),"Anterior Cruciate Ligament Reconstruction Using a 4-Strand Semitendinosus Tendon Graft or a Doubled Semitendinosus and Gracilis Tendon Graft: A 4.5-Year Prospective, Randomized, Double-Blind, Parallel-Group Study","Kuli?ski K, Wa?ko MK, Tram? E, Malesa K, Pomianowski S, Kami?ski R.",Am J Sports Med. 2023 Mar;51(3):615-626. doi: 10.1177/03635465221149738.,Kuli?ski K,Am J Sports Med,2023,3/1/2023,,,10.1177/03635465221149738
210,PubMed/MEDLINE,210,HT,Helito CP (2023),Small Hamstring Tendon Graft for Anterior Cruciate Ligament Reconstruction Combined With Anterolateral Ligament Reconstruction Results in the Same Failure Rate as Larger Hamstring Tendon Graft Reconstruction Alone,"Helito CP, da Silva AGM, Sobrado MF, Guimar�es TM, Gobbi RG, P�cora JR.",Arthroscopy. 2023 Jul;39(7):1671-1679. doi: 10.1016/j.arthro.2023.01.101. Epub 2023 Feb 10.,Helito CP,Arthroscopy,2023,2/12/2023,,,10.1016/j.arthro.2023.01.101
211,PubMed/MEDLINE,211,HT,El-Azab H (2023),A comparison of the outcomes of anterior curciate ligament reconstruction with large-size graft versus reconstruction with average-size graft combined with extraarticular tenodesis,"El-Azab H, Moursy M, Mohamed MA, Elsayed M.",Injury. 2023 Mar;54(3):976-982. doi: 10.1016/j.injury.2023.01.033. Epub 2023 Jan 20.,El-Azab H,Injury,2023,1/31/2023,,,10.1016/j.injury.2023.01.033
212,PubMed/MEDLINE,212,HT,Heard M (2023),No increase in adverse events with lateral extra-articular tenodesis augmentation of anterior cruciate ligament reconstruction - Results from the stability randomized trial,"Heard M, Marmura H, Bryant D, Litchfield R, McCormack R, MacDonald P, Spalding T, Verdonk P, Peterson D, Bardana D, Rezansoff A; STABILITY Study Group; Getgood A.",J ISAKOS. 2023 Aug;8(4):246-254. doi: 10.1016/j.jisako.2022.12.001. Epub 2023 Jan 14.,Heard M,J ISAKOS,2023,1/16/2023,,,10.1016/j.jisako.2022.12.001
213,PubMed/MEDLINE,213,HT,Lodhia P (2022),Performance of 5-Strand Hamstring Autograft Anterior Cruciate Ligament Reconstruction in the STABILITY Study: A Subgroup Analysis,"Lodhia P, Nazari G, Bryant D, Getgood A, McCormack R; STABILITY Group; Getgood AMJ, Bryant DM, Litchfield R, Willits K, Birmingham T, Hewison C, Firth AD, Wanlin S, Pinto R, Martindale A, O'Neill L, Jennings M, Daniluk M, McCormack RG, Boyer D, Zomar M, Moon K, Moon R, Fan B, Mohan B, Payne K, Heard M, Buchko GM, Hiemstra LA, Kerslake S, Tynedal J, MacDonald PB, Stranges G, Mcrae S, Gullett L, Brown H, Legary A, Longo A, Christian M, Ferguson C, Rezansoff A, Mohtadi N, Barber R, Chan D, Campbell C, Garven A, Pulsifer K, Mayer M, Peterson D, Simunovic N, Duong A, Robinson D, Levy D, Skelly M, Shanmugaraj A, Bardana D, Howells F, Tough M, Spalding T, Thompson P, Metcalfe A, Asplin L, Dube A, Clarkson L, Brown J, Bolsover A, Bradshaw C, Belgrove L, Milan F, Turner S, Verdugo S, Lowe J, Dunne D, McGowan K, Suddens CM, Verdonk PCM, Declerq G, Vuylsteke K, Van Haver M.",Am J Sports Med. 2022 Nov;50(13):3502-3509. doi: 10.1177/03635465221128581. Epub 2022 Oct 19.,Lodhia P,Am J Sports Med,2022,10/19/2022,PMC9630854,,10.1177/03635465221128581
214,PubMed/MEDLINE,214,HT,Grassi A (2022),Objective laxity and subjective outcomes are more influenced by meniscal treatment than anterior cruciate ligament reconstruction technique at minimum2 years of follow-up,"Grassi A, Di Paolo S, Dal Fabbro G, Eroglu ON, Macchiarola L, Lucidi GA, Zaffagnini S.",J ISAKOS. 2022 Aug;7(4):54-59. doi: 10.1016/j.jisako.2022.04.006. Epub 2022 May 5.,Grassi A,J ISAKOS,2022,10/3/2022,,,10.1016/j.jisako.2022.04.006
215,PubMed/MEDLINE,215,HT,Glasbrenner J (2022),Comparable Instrumented Knee Joint Laxity and Patient-Reported Outcomes After ACL Repair With Dynamic Intraligamentary Stabilization or ACL Reconstruction: 5-Year Results of a Randomized Controlled Trial,"Glasbrenner J, Raschke MJ, Kittl C, Herbst E, Peez C, Briese T, Michel PA, Herbort M, K�sters C, Schliemann B.",Am J Sports Med. 2022 Oct;50(12):3256-3264. doi: 10.1177/03635465221117777. Epub 2022 Aug 25.,Glasbrenner J,Am J Sports Med,2022,8/25/2022,PMC9527444,,10.1177/03635465221117777
216,PubMed/MEDLINE,216,HT,Jin T (2022),Comparison of Rapid Rehabilitation after Anterior Cruciate Ligament Reconstruction with Tensioning Technique and Traditional Rehabilitation,"Jin T, Li Y, Yang G, Liao X, Wang G, Wang F.",Dis Markers. 2022 Jul 1;2022:6779207. doi: 10.1155/2022/6779207. eCollection 2022.,Jin T,Dis Markers,2022,7/11/2022,PMC9270112,,10.1155/2022/6779207
217,PubMed/MEDLINE,217,HT,Beaudoin A (2022),No differences found in long-term outcomes of a randomized controlled trial comparing ipsilateral versus contralateral hamstring graft in ACL reconstruction,"Beaudoin A, Ogborn D, McRae S, Larose G, Brown H, McCormack R, MacDonald P.",Knee Surg Sports Traumatol Arthrosc. 2022 Nov;30(11):3718-3725. doi: 10.1007/s00167-022-06980-x. Epub 2022 May 4.,Beaudoin A,Knee Surg Sports Traumatol Arthrosc,2022,5/4/2022,,,10.1007/s00167-022-06980-x
218,PubMed/MEDLINE,218,HT,Labianca L (2022),"The effectiveness of Kinesio Taping in improving pain and edema during early rehabilitation after Anterior Cruciate Ligament Reconstruction: A Prospective, Randomized, Control Study","Labianca L, Andreozzi V, Princi G, Princi AA, Calderaro C, Guzzini M, Ferretti A.",Acta Biomed. 2022 Jan 19;92(6):e2021336. doi: 10.23750/abm.v92i6.10875.,Labianca L,Acta Biomed,2022,1/25/2022,PMC8823551,,10.23750/abm.v92i6.10875
219,PubMed/MEDLINE,219,HT,Firth AD (2022),Predictors of Graft Failure in Young Active Patients Undergoing Hamstring Autograft Anterior Cruciate Ligament Reconstruction With or Without a Lateral Extra-articular Tenodesis: The Stability Experience,"Firth AD, Bryant DM, Litchfield R, McCormack RG, Heard M, MacDonald PB, Spalding T, Verdonk PCM, Peterson D, Bardana D, Rezansoff A; STABILITY Study Group; Getgood AMJ, Willits K, Birmingham T, Hewison C, Wanlin S, Pinto R, Martindale A, O'Neill L, Jennings M, Daniluk M, Boyer D, Zomar M, Moon K, Moon R, Fan B, Mohan B, Buchko GM, Hiemstra LA, Kerslake S, Tynedal J, Stranges G, Mcrae S, Gullett L, Brown H, Legary A, Longo A, Christian M, Ferguson C, Mohtadi N, Barber R, Chan D, Campbell C, Garven A, Pulsifer K, Mayer M, Simunovic N, Duong A, Robinson D, Levy D, Skelly M, Shanmugaraj A, Howells F, Tough M, Thompson P, Metcalfe A, Asplin L, Dube A, Clarkson L, Brown J, Bolsover A, Bradshaw C, Belgrove L, Milan F, Turner S, Verdugo S, Lowe J, Dunne D, McGowan K, Suddens CM, Declerq G, Vuylsteke K, Van Haver M.",Am J Sports Med. 2022 Feb;50(2):384-395. doi: 10.1177/03635465211061150. Epub 2022 Jan 20.,Firth AD,Am J Sports Med,2022,1/20/2022,PMC8829733,,10.1177/03635465211061150
220,PubMed/MEDLINE,220,HT,Kulshrestha V (2021),Original study: early patient-reported functional outcome of all-inside ACL reconstruction as compared to anteromedial portal technique,"Kulshrestha V, Sood M, Kumar S, Kawale A.",Eur J Orthop Surg Traumatol. 2021 Oct;31(7):1477-1483. doi: 10.1007/s00590-021-02912-6. Epub 2021 Feb 25.,Kulshrestha V,Eur J Orthop Surg Traumatol,2021,2/26/2021,,,10.1007/s00590-021-02912-6
221,PubMed/MEDLINE,221,HT,Erden T (2021),Comparison of the outcomes of isolated anterior cruciate ligament reconstruction and combined anterolateral ligament suture tape augmentation and anterior cruciate ligament reconstruction,"Erden T, Toker B, Toprak A, Ta?er �.",Jt Dis Relat Surg. 2021;32(1):129-136. doi: 10.5606/ehc.2020.78201. Epub 2021 Jan 6.,Erden T,Jt Dis Relat Surg,2021,1/19/2021,PMC8073455,,10.5606/ehc.2020.78201
222,PubMed/MEDLINE,222,HT,Zhang Y (2020),Maturity Progression of the Entire Anterior Cruciate Ligament Graft of Insertion-Preserved Hamstring Tendons by 5 Years: A Prospective Randomized Controlled Study Based on Magnetic Resonance Imaging Evaluation,"Zhang Y, Liu S, Chen Q, Hu Y, Sun Y, Chen J.",Am J Sports Med. 2020 Oct;48(12):2970-2977. doi: 10.1177/0363546520951507. Epub 2020 Sep 10.,Zhang Y,Am J Sports Med,2020,9/10/2020,,,10.1177/0363546520951507
223,PubMed/MEDLINE,223,HT,Krishna L (2021),Five-Strand Versus Four-Strand Hamstring Autografts in Anterior Cruciate Ligament Reconstruction-A Prospective Randomized Controlled Study,"Krishna L, Chan CX, Lokaiah L, Chinnasamy D, Goyal S, Wang M, Singh A.",Arthroscopy. 2021 Feb;37(2):579-585. doi: 10.1016/j.arthro.2020.08.012. Epub 2020 Aug 21.,Krishna L,Arthroscopy,2021,8/24/2020,,,10.1016/j.arthro.2020.08.012
224,PubMed/MEDLINE,224,HT,Sundaraj K (2020),"Bioabsorbable Versus Titanium Screws in Anterior Cruciate Ligament Reconstruction Using Hamstring Autograft: A Prospective, Randomized Controlled Trial With 13-Year Follow-up","Sundaraj K, Salmon LJ, Heath EL, Winalski CS, Colak C, Vasanji A, Roe JP, Pinczewski LA.",Am J Sports Med. 2020 May;48(6):1316-1326. doi: 10.1177/0363546520911024. Epub 2020 Apr 17.,Sundaraj K,Am J Sports Med,2020,4/18/2020,,,10.1177/0363546520911024
225,PubMed/MEDLINE,225,HT,Porter M (2020),Modified Iliotibial Band Tenodesis Is Indicated to Correct Intraoperative Residual Pivot Shift After Anterior Cruciate Ligament Reconstruction Using an Autologous Hamstring Tendon Graft: A Prospective Randomized Controlled Trial,"Porter M, Shadbolt B.",Am J Sports Med. 2020 Apr;48(5):1069-1077. doi: 10.1177/0363546520910148. Epub 2020 Mar 17.,Porter M,Am J Sports Med,2020,3/18/2020,,,10.1177/0363546520910148
226,PubMed/MEDLINE,226,HT,Getgood AMJ (2020),Lateral Extra-articular Tenodesis Reduces Failure of Hamstring Tendon Autograft Anterior Cruciate Ligament Reconstruction: 2-Year Outcomes From the STABILITY Study Randomized Clinical Trial,"Getgood AMJ, Bryant DM, Litchfield R, Heard M, McCormack RG, Rezansoff A, Peterson D, Bardana D, MacDonald PB, Verdonk PCM, Spalding T; STABILITY Study Group; Willits K, Birmingham T, Hewison C, Wanlin S, Firth A, Pinto R, Martindale A, O'Neill L, Jennings M, Daniluk M, Boyer D, Zomar M, Moon K, Pritchett R, Payne K, Fan B, Mohan B, Buchko GM, Hiemstra LA, Kerslake S, Tynedal J, Stranges G, Mcrae S, Gullett L, Brown H, Legary A, Longo A, Christian M, Ferguson C, Mohtadi N, Barber R, Chan D, Campbell C, Garven A, Pulsifer K, Mayer M, Simunovic N, Duong A, Robinson D, Levy D, Skelly M, Shanmugaraj A, Howells F, Tough M, Spalding T, Thompson P, Metcalfe A, Asplin L, Dube A, Clarkson L, Brown J, Bolsover A, Bradshaw C, Belgrove L, Millan F, Turner S, Verdugo S, Lowe J, Dunne D, McGowan K, Suddens CM, Declercq G, Vuylsteke K, Van Haver M.",Am J Sports Med. 2020 Feb;48(2):285-297. doi: 10.1177/0363546519896333. Epub 2020 Jan 15.,Getgood AMJ,Am J Sports Med,2020,1/16/2020,,,10.1177/0363546519896333
227,PubMed/MEDLINE,227,HT,Shumborski S (2019),A Randomized Controlled Trial of PEEK Versus Titanium Interference Screws for Anterior Cruciate Ligament Reconstruction With 2-Year Follow-up,"Shumborski S, Heath E, Salmon LJ, Roe JP, Linklater JP, Facek M, Pinczewski LA.",Am J Sports Med. 2019 Aug;47(10):2386-2393. doi: 10.1177/0363546519861530. Epub 2019 Jul 15.,Shumborski S,Am J Sports Med,2019,7/16/2019,,,10.1177/0363546519861530
228,PubMed/MEDLINE,228,HT,Tajima T (2019),Early weight-bearing after anterior cruciate ligament reconstruction with hamstring grafts induce femoral bone tunnel enlargement: a prospective clinical and radiographic study,"Tajima T, Yamaguchi N, Nagasawa M, Morita Y, Nakamura Y, Chosa E.",BMC Musculoskelet Disord. 2019 Jun 4;20(1):274. doi: 10.1186/s12891-019-2653-6.,Tajima T,BMC Musculoskelet Disord,2019,6/5/2019,PMC6547478,,10.1186/s12891-019-2653-6
229,PubMed/MEDLINE,229,HT,Kouloumentas P (2019),Superior knee flexor strength at 2�years with all-inside short-graft anterior cruciate ligament reconstruction vs a conventional hamstring technique,"Kouloumentas P, Kavroudakis E, Charalampidis E, Kavroudakis D, Triantafyllopoulos GK.",Knee Surg Sports Traumatol Arthrosc. 2019 Nov;27(11):3592-3598. doi: 10.1007/s00167-019-05456-9. Epub 2019 Mar 19.,Kouloumentas P,Knee Surg Sports Traumatol Arthrosc,2019,3/20/2019,,,10.1007/s00167-019-05456-9
230,PubMed/MEDLINE,230,HT,Xiang X (2019),"Single-tunnel anatomic double-bundle anterior cruciate ligament reconstruction has the same effectiveness as double femoral, double tibial tunnel: A prospective randomized study","Xiang X, Qu Z, Sun H, Ma X, Wang W, Huang L.",Medicine (Baltimore). 2019 Mar;98(11):e14851. doi: 10.1097/MD.0000000000014851.,Xiang X,Medicine (Baltimore),2019,3/19/2019,PMC6426548,,10.1097/MD.0000000000014851
231,PubMed/MEDLINE,231,HT,Mayr HO (2018),Single-Bundle Versus Double-Bundle Anterior Cruciate Ligament Reconstruction-5-Year Results,"Mayr HO, Bruder S, Hube R, Bernstein A, Suedkamp NP, Stoehr A.",Arthroscopy. 2018 Sep;34(9):2647-2653. doi: 10.1016/j.arthro.2018.03.034. Epub 2018 Jun 21.,Mayr HO,Arthroscopy,2018,6/26/2018,,,10.1016/j.arthro.2018.03.034
232,PubMed/MEDLINE,232,HT,Zhang C (2018),The Effect of Cartilage Fragments on Femoral Tunnel Widening After Anterior Cruciate Ligament Reconstruction: A Prospective Randomized Controlled Study,"Zhang C, Pan J, Chen JD, Zhang YJ, Gu PC, Lin XJ, Cai YZ.",Arthroscopy. 2018 Jul;34(7):2218-2227. doi: 10.1016/j.arthro.2018.03.011. Epub 2018 May 3.,Zhang C,Arthroscopy,2018,5/7/2018,,,10.1016/j.arthro.2018.03.011
233,PubMed/MEDLINE,233,HT,Boer BC (2018),Self-reported functional recovery after reconstruction versus repair in acute anterior cruciate ligament rupture (ROTOR): a randomized controlled clinical trial,"Boer BC, Hoogeslag RAG, Brouwer RW, Demmer A, Huis In 't Veld RMHA.",BMC Musculoskelet Disord. 2018 Apr 20;19(1):127. doi: 10.1186/s12891-018-2028-4.,Boer BC,BMC Musculoskelet Disord,2018,4/22/2018,PMC5910573,,10.1186/s12891-018-2028-4
234,PubMed/MEDLINE,234,HT,Liu S (2018),A Randomized Clinical Trial to Evaluate Attached Hamstring Anterior Cruciate Ligament Graft Maturity With Magnetic Resonance Imaging,"Liu S, Li H, Tao H, Sun Y, Chen S, Chen J.",Am J Sports Med. 2018 Apr;46(5):1143-1149. doi: 10.1177/0363546517752918. Epub 2018 Feb 14.,Liu S,Am J Sports Med,2018,2/15/2018,,,10.1177/0363546517752918
235,PubMed/MEDLINE,235,HT,Gupta R (2017),Outcome of Hamstring Autograft With Preserved Insertions Compared With Free Hamstring Autograft in Anterior Cruciate Ligament Surgery at 2-Year Follow-up,"Gupta R, Bahadur R, Malhotra A, Masih GD, Sood M, Gupta P, Mathur VK.",Arthroscopy. 2017 Dec;33(12):2208-2216. doi: 10.1016/j.arthro.2017.06.040. Epub 2017 Sep 29.,Gupta R,Arthroscopy,2017,10/4/2017,,,10.1016/j.arthro.2017.06.040
236,PubMed/MEDLINE,236,HT,MacDonald P (2018),"No clinical differences between anteromedial portal and transtibial technique for femoral tunnel positioning in anterior cruciate ligament reconstruction: a prospective randomized, controlled trial","MacDonald P, Kim C, McRae S, Leiter J, Khan R, Whelan D.",Knee Surg Sports Traumatol Arthrosc. 2018 May;26(5):1335-1342. doi: 10.1007/s00167-017-4664-x. Epub 2017 Aug 11.,MacDonald P,Knee Surg Sports Traumatol Arthrosc,2018,8/13/2017,,,10.1007/s00167-017-4664-x
237,PubMed/MEDLINE,237,HT,Schliemann B (2018),Changes in gait pattern and early functional results after ACL repair are comparable to those of ACL reconstruction,"Schliemann B, Glasbrenner J, Rosenbaum D, Lammers K, Herbort M, Domnick C, Raschke MJ, K�sters C.",Knee Surg Sports Traumatol Arthrosc. 2018 Feb;26(2):374-380. doi: 10.1007/s00167-017-4618-3. Epub 2017 Jul 3.,Schliemann B,Knee Surg Sports Traumatol Arthrosc,2018,7/5/2017,,,10.1007/s00167-017-4618-3
238,PubMed/MEDLINE,238,HT,Liu X (2017),[A prospective randomized control trial of arthroscopic surgery for stable ramp lesion of the medial meniscus],"Liu X, Feng H, Hong L, Zhang H.",Zhonghua Wai Ke Za Zhi. 2017 Mar 1;55(3):161-165. doi: 10.3760/cma.j.issn.0529-5815.2017.03.001.,Liu X,Zhonghua Wai Ke Za Zhi,2017,3/1/2017,,,10.3760/cma.j.issn.0529-5815.2017.03.001
239,PubMed/MEDLINE,239,HT,Rose MB (2016),A prospective randomized comparison of two distinct allogenic tissue constructs for anterior cruciate ligament reconstruction,"Rose MB, Domes C, Farooqi M, Crawford DC.",Knee. 2016 Dec;23(6):1112-1120. doi: 10.1016/j.knee.2016.08.011. Epub 2016 Nov 18.,Rose MB,Knee,2016,11/24/2016,,,10.1016/j.knee.2016.08.011
240,PubMed/MEDLINE,240,HT,Balki S (2016),"Kinesio taping as a treatment method in the acute phase of ACL reconstruction: A double-blind, placebo-controlled study","Balki S, G�kta? HE, �ztemur Z.",Acta Orthop Traumatol Turc. 2016 Dec;50(6):628-634. doi: 10.1016/j.aott.2016.03.005. Epub 2016 Oct 24.,Balki S,Acta Orthop Traumatol Turc,2016,10/28/2016,PMC6197419,,10.1016/j.aott.2016.03.005
241,PubMed/MEDLINE,241,HT,Ateschrang A (2016),Acute MCL and ACL injuries: first results of minimal-invasive MCL ligament bracing with combined ACL single-bundle reconstruction,"Ateschrang A, D�bele S, Freude T, St�ckle U, Schr�ter S, Kraus TM.",Arch Orthop Trauma Surg. 2016 Sep;136(9):1265-1272. doi: 10.1007/s00402-016-2497-6. Epub 2016 Jul 19.,Ateschrang A,Arch Orthop Trauma Surg,2016,7/21/2016,,,10.1007/s00402-016-2497-6
242,PubMed/MEDLINE,242,HT,Ruffilli A (2016),Hamstring graft tibial insertion preservation versus detachment in anterior cruciate ligament reconstruction: a prospective randomized comparative study,"Ruffilli A, Pagliazzi G, Ferranti E, Busacca M, Capannelli D, Buda R.",Eur J Orthop Surg Traumatol. 2016 Aug;26(6):657-64. doi: 10.1007/s00590-016-1812-9. Epub 2016 Jul 7.,Ruffilli A,Eur J Orthop Surg Traumatol,2016,7/9/2016,,,10.1007/s00590-016-1812-9
243,PubMed/MEDLINE,243,HT,Liu Y (2016),"Comparison Between Single- and Double-Bundle Anterior Cruciate Ligament Reconstruction With 6- to 8-Stranded Hamstring Autograft: A Prospective, Randomized Clinical Trial","Liu Y, Cui G, Yan H, Yang Y, Ao Y.",Am J Sports Med. 2016 Sep;44(9):2314-22. doi: 10.1177/0363546516650876. Epub 2016 Jun 24.,Liu Y,Am J Sports Med,2016,6/26/2016,,,10.1177/0363546516650876
244,PubMed/MEDLINE,244,HT,Carulli C (2017),Resorbable screw and sheath versus resorbable interference screw and staples for ACL reconstruction: a comparison of two tibial fixation methods,"Carulli C, Matassi F, Soderi S, Sirleo L, Munz G, Innocenti M.",Knee Surg Sports Traumatol Arthrosc. 2017 Apr;25(4):1264-1271. doi: 10.1007/s00167-016-4135-9. Epub 2016 Apr 27.,Carulli C,Knee Surg Sports Traumatol Arthrosc,2017,4/28/2016,,,10.1007/s00167-016-4135-9
245,PubMed/MEDLINE,245,HT,Grunau PD (2016),A Randomized Clinical Trial to Assess the Clinical Effectiveness of a Measured Objective Tensioning Device in Hamstring Anterior Cruciate Ligament Reconstruction,"Grunau PD, Arneja S, Leith JM.",Am J Sports Med. 2016 Jun;44(6):1482-6. doi: 10.1177/0363546516634021. Epub 2016 Mar 15.,Grunau PD,Am J Sports Med,2016,3/17/2016,,,10.1177/0363546516634021
246,PubMed/MEDLINE,246,HT,Karikis I (2016),Comparison of Anatomic Double- and Single-Bundle Techniques for Anterior Cruciate Ligament Reconstruction Using Hamstring Tendon Autografts: A Prospective Randomized Study With 5-Year Clinical and Radiographic Follow-up,"Karikis I, Desai N, Sernert N, Rostgard-Christensen L, Kartus J.",Am J Sports Med. 2016 May;44(5):1225-36. doi: 10.1177/0363546515626543. Epub 2016 Mar 6.,Karikis I,Am J Sports Med,2016,3/8/2016,,,10.1177/0363546515626543
247,PubMed/MEDLINE,247,HT,Mayr HO (2016),Single-Bundle Versus Double-Bundle Anterior Cruciate Ligament Reconstruction: A Comparative 2-Year Follow-up,"Mayr HO, Benecke P, Hoell A, Schmitt-Sody M, Bernstein A, Suedkamp NP, Stoehr A.",Arthroscopy. 2016 Jan;32(1):34-42. doi: 10.1016/j.arthro.2015.06.029. Epub 2015 Aug 28.,Mayr HO,Arthroscopy,2016,9/1/2015,,,10.1016/j.arthro.2015.06.029
248,PubMed/MEDLINE,248,HT,Arama Y (2015),"Bioabsorbable Versus Titanium Screws in Anterior Cruciate Ligament Reconstruction Using Hamstring Autograft: A Prospective, Blinded, Randomized Controlled Trial With 5-Year Follow-up","Arama Y, Salmon LJ, Sri-Ram K, Linklater J, Roe JP, Pinczewski LA.",Am J Sports Med. 2015 Aug;43(8):1893-901. doi: 10.1177/0363546515588926. Epub 2015 Jun 24.,Arama Y,Am J Sports Med,2015,6/26/2015,,,10.1177/0363546515588926
249,PubMed/MEDLINE,249,HT,Lindstr�m M (2015),"Post-operative bracing after ACL reconstruction has no effect on knee joint effusion. A prospective, randomized study","Lindstr�m M, Wredmark T, Wretling ML, Henriksson M, Fell�nder-Tsai L.",Knee. 2015 Dec;22(6):559-64. doi: 10.1016/j.knee.2015.04.015. Epub 2015 Jun 6.,Lindstr�m M,Knee,2015,6/9/2015,,,10.1016/j.knee.2015.04.015
250,PubMed/MEDLINE,250,HT,Tsoukas D (2016),No difference in osteoarthritis after surgical and non-surgical treatment of ACL-injured knees after 10�years,"Tsoukas D, Fotopoulos V, Basdekis G, Makridis KG.",Knee Surg Sports Traumatol Arthrosc. 2016 Sep;24(9):2953-2959. doi: 10.1007/s00167-015-3593-9. Epub 2015 Apr 9.,Tsoukas D,Knee Surg Sports Traumatol Arthrosc,2016,4/10/2015,,,10.1007/s00167-015-3593-9
251,PubMed/MEDLINE,251,HT,Offerhaus C (2015),[Knee laxity in anterior cruciate ligament reconstruction : The influence of graft rotation using interference screw fixation],"Offerhaus C, Balke M, Braas M, Pennig D, Gick S, H�her J.",Orthopade. 2015 Mar;44(3):231-7. doi: 10.1007/s00132-015-3102-3.,Offerhaus C,Orthopade,2015,3/10/2015,,,10.1007/s00132-015-3102-3
252,PubMed/MEDLINE,252,HT,Koga H (2015),Effect of posterolateral bundle graft fixation angles on clinical outcomes in double-bundle anterior cruciate ligament reconstruction: a randomized controlled trial,"Koga H, Muneta T, Yagishita K, Watanabe T, Mochizuki T, Horie M, Nakamura T, Otabe K, Sekiya I.",Am J Sports Med. 2015 May;43(5):1157-64. doi: 10.1177/0363546514567069. Epub 2015 Feb 2.,Koga H,Am J Sports Med,2015,2/4/2015,,,10.1177/0363546514567069
253,PubMed/MEDLINE,253,HT,Ibrahim SA (2015),Intratunnel versus extratunnel autologous hamstring double-bundle graft for anterior cruciate ligament reconstruction: a comparison of 2 femoral fixation procedures,"Ibrahim SA, Abdul Ghafar S, Marwan Y, Mahgoub AM, Al Misfer A, Farouk H, Wagdy M, Alherran H, Khirait S.",Am J Sports Med. 2015 Jan;43(1):161-8. doi: 10.1177/0363546514554189. Epub 2014 Oct 27.,Ibrahim SA,Am J Sports Med,2015,10/29/2014,,,10.1177/0363546514554189
254,PubMed/MEDLINE,254,HT,Koga H (2015),Mid- to long-term results of single-bundle versus double-bundle anterior cruciate ligament reconstruction: randomized controlled trial,"Koga H, Muneta T, Yagishita K, Watanabe T, Mochizuki T, Horie M, Nakamura T, Otabe K, Sekiya I.",Arthroscopy. 2015 Jan;31(1):69-76. doi: 10.1016/j.arthro.2014.07.020. Epub 2014 Sep 18.,Koga H,Arthroscopy,2015,9/23/2014,,,10.1016/j.arthro.2014.07.020
255,PubMed/MEDLINE,255,HT,K?n?kl? GI (2014),The effect of progressive eccentric and concentric training on functional performance after autogenous hamstring anterior cruciate ligament reconstruction: a randomized controlled study,"K?n?kl? GI, Y�ksel I, Baltac? G, Atay OA.",Acta Orthop Traumatol Turc. 2014;48(3):283-9. doi: 10.3944/AOTT.2014.13.0111.,K?n?kl? GI,Acta Orthop Traumatol Turc,2014,6/6/2014,,,10.3944/AOTT.2014.13.0111
