,title,authors,journal,year,doi,id,source
120,Anterior cruciate ligament reconstruction. A prospective randomized study of three surgical methods,"Anderson A.F., Snyder R.B., Lipscomb Jr. A.B.",American Journal of Sports Medicine (2001) 29:3 (272-279). Date of Publication: 2001,2001,10.1177/03635465010290030201,https://www.embase.com/search/results?subaction=viewrecord&id=L32492320&from=export,Embase
121,There are differences in early morbidity after ACL reconstruction when comparing patellar tendon and semitendinosus tendon graft. A prospective randomized study of 107 patients.,"Eriksson K., Anderberg P., Hamberg P., Olerud P., Wredmark T.",Scandinavian journal of medicine & science in sports (2001) 11:3 (170-177). Date of Publication: Jun 2001,2001,,https://www.embase.com/search/results?subaction=viewrecord&id=L33478172&from=export,Embase
122,A comparison of quadruple semitendinosus and patellar tendon grafts in reconstruction of the anterior cruciate ligament,"Eriksson K., Anderberg P., Hamberg P., Löfgren A.C., Bredenberg M., Westman I., Wredmark T.",Journal of Bone and Joint Surgery - Series B (2001) 83:3 (348-354). Date of Publication: 2001,2001,10.1302/0301-620X.83B3.11685,https://www.embase.com/search/results?subaction=viewrecord&id=L32390346&from=export,Embase
123,"Is a knee brace advantageous after anterior cruciate ligament surgery? A prospective, randomised study with a two-year follow-up.","Brandsson S., Faxén E., Kartus J., Eriksson B.I., Karlsson J.",Scandinavian journal of medicine & science in sports (2001) 11:2 (110-114). Date of Publication: Apr 2001,2001,,https://www.embase.com/search/results?subaction=viewrecord&id=L33452408&from=export,Embase
124,Preconditioning patellar tendon autografts in arthroscopic anterior cruciate ligament reconstruction: a prospective randomized study.,"Ejerhed L., Kartus J., Köhler K., Sernert N., Brandsson S., Karlsson J.","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (2001) 9:1 (6-11). Date of Publication: 2001",2001,,https://www.embase.com/search/results?subaction=viewrecord&id=L33458262&from=export,Embase
125,Metall- versus bioabsorbable polyglyconate interference screw for graft fixation in ACL reconstruction: A prospective randomized study of 40 patients,"Hackl W., Fink C., Benedetto K.-P., Hoser C.",Unfallchirurg (2000) 103:6 (468-478). Date of Publication: June 2000,2000,10.1007/s001130050567,https://www.embase.com/search/results?subaction=viewrecord&id=L30423085&from=export,Embase
126,"Bone tunnel enlargement after anterior cruciate ligament reconstruction with the hamstring autograft and endobutton fixation technique. A clinical, radiographic and magnetic resonance imaging study with 2 years follow-up.","Jansson K.A., Harilainen A., Sandelin J., Karjalainen P.T., Aronen H.J., Tallroth K.","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (1999) 7:5 (290-295). Date of Publication: 1999",1999,,https://www.embase.com/search/results?subaction=viewrecord&id=L129474280&from=export,Embase
127,Bioabsorbable interference screws for graft fixation in anterior cruciate ligament reconstruction,"McGuire D.A., Barber F.A., Elrod B.F., Paulos L.E.",Arthroscopy (1999) 15:5 (463-473). Date of Publication: 1999,1999,10.1053/ar.1999.v15.015046001,https://www.embase.com/search/results?subaction=viewrecord&id=L29319191&from=export,Embase
128,The effect of different graft tensioning in anterior cruciate ligament reconstruction: A prospective randomized study,"Van Kampen A., Wymenga A.B., Van der Heide H.J.L., Bakens H.J.A.M.",Arthroscopy (1998) 14:8 (845-850). Date of Publication: 1998,1998,10.1016/S0749-8063(98)70022-2,https://www.embase.com/search/results?subaction=viewrecord&id=L28531673&from=export,Embase
129,Closing patellar tendon defects after anterior cruciate ligament reconstruction: absence of any benefit.,"Brandsson S., Faxén E., Eriksson B.I., Kälebo P., Swärd L., Lundin O., Karlsson J.","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (1998) 6:2 (82-87). Date of Publication: 1998",1998,,https://www.embase.com/search/results?subaction=viewrecord&id=L128262800&from=export,Embase
130,One- versus two-incision technique for anterior cruciate ligament reconstruction with patellar tendon graft. Results on early rehabilitation and stability.,"Gerich T.G., Lattermann C., Fremerey R.W., Zeichen J., Lobenhoffer H.P.","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (1997) 5:4 (213-216). Date of Publication: 1997",1997,,https://www.embase.com/search/results?subaction=viewrecord&id=L128212690&from=export,Embase
131,Use of an extension-assisting brace following anterior cruciate ligament reconstruction.,"Feller J., Bartlett J., Chapman S., Delahunt M.","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (1997) 5:1 (6-9). Date of Publication: 1997",1997,,https://www.embase.com/search/results?subaction=viewrecord&id=L127257411&from=export,Embase
132,Anterior cruciate ligament reconstruction with the patellar tendon--augmentation or not? A 2-year follow-up of 82 patients.,"Thuresson P., Sandberg R., Johansson O., Balkfors B., Westlin N.",Scandinavian journal of medicine & science in sports (1996) 6:4 (247-254). Date of Publication: Aug 1996,1996,,https://www.embase.com/search/results?subaction=viewrecord&id=L127191273&from=export,Embase
133,"Comparison between two techniques for surgical repair of the acutely torn anterior cruciate ligament. A prospective, randomized follow-up study of 48 patients.","Grøntvedt T., Engebretsen L.",Scandinavian journal of medicine & science in sports (1995) 5:6 (358-363). Date of Publication: Dec 1995,1995,,https://www.embase.com/search/results?subaction=viewrecord&id=L126274565&from=export,Embase
134,Effect on knee stability if full hyperextension is restored immediately after autogenous bone-patellar tendon-bone anterior cruciate ligament reconstruction,"Rubinstein Jr. R.A., Shelbourne K.D., VanMeter C.D., McCarroll J.R., Rettig A.C., Gloyeske R.L.",American Journal of Sports Medicine (1995) 23:3 (365-368). Date of Publication: 1995,1995,,https://www.embase.com/search/results?subaction=viewrecord&id=L25159707&from=export,Embase
135,"A prospective, randomized comparison of open vs arthroscopically assisted ACL reconstruction","Cameron S.E., Wilson W., St.Pierre P.",Orthopedics (1995) 18:3 (249-252). Date of Publication: 1995,1995,,https://www.embase.com/search/results?subaction=viewrecord&id=L25093144&from=export,Embase
136,A new postoperative treatment following ACL-reconstruction,"Knaepler H., Schenk C.",Aktuelle Traumatologie (1994) 24:1 (17-23). Date of Publication: 1994,1994,,https://www.embase.com/search/results?subaction=viewrecord&id=L24092602&from=export,Embase
137,Effects of continuous passive motion on anterior laxity following ACL reconstruction with autogenous patellar tendon grafts,"McCarthy M.R., Buxton B.P., Yates C.K.",Journal of Sport Rehabilitation (1993) 2:3 (171-178). Date of Publication: 1993,1993,10.1123/jsr.2.3.171,https://www.embase.com/search/results?subaction=viewrecord&id=L23236041&from=export,Embase
0,Anterior cruciate ligament reconstruction combined with anterolateral ligament reconstruction using hamstring autograft versus anterior cruciate ligament reconstruction using bone–patellar tendon–bone autograft: a randomised controlled trial with 5-year follow-up,"Sonnery-Cottet B., Carrozzo A., Poilvache H., Fayard J.-M., Freychet B., Thaunat M., Vieira T.D., Saithna A.",The Lancet Regional Health - Europe (2026) 62 Article Number: 101561. Date of Publication: 1 Mar 2026,2026,10.1016/j.lanepe.2025.101561,https://www.embase.com/search/results?subaction=viewrecord&id=L2042382214&from=export,Embase
1,A semitendinosus with adjustable button graft construct in patients undergoing hamstring ACL reconstruction results in improved knee flexor strength symmetry and less donor site pain and morbidity: Outcomes from the DOSTAR randomized controlled trial,"Lawless A.M., Ebert J.R., Edwards P.K., Malik S.S., Davies P.S.E., D'Alessandro P.A.","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (2026) 34:2 (484-493). Date of Publication: 1 Feb 2026",2026,10.1002/ksa.12698,https://www.embase.com/search/results?subaction=viewrecord&id=L647350222&from=export,Embase
2,5-years outcomes following arthroscopic anterior cruciate ligament reconstruction comparing quadruple hamstring and peroneus longus tendon autografts: a randomized control trial,"Butt U., Vuletic F., Shaikh M.A.A., Amanullah, Rehman G.U., Shah I.A., Stålman A., Khan Z.A.",Archives of Orthopaedic and Trauma Surgery (2025) 145:1 Article Number: 85. Date of Publication: 1 Dec 2025,2025,10.1007/s00402-024-05639-1,https://www.embase.com/search/results?subaction=viewrecord&id=L2032696887&from=export,Embase
3,"Prospective, randomized study comparing clinical outcomes when reconstructing ACL with either semitendinosus autograft or the Jewel synthetic standalone device in two separate patient cohorts","Kentel M., Krupa S., Reichert P., Korolczuk K., Kentel M., Kentel K., Daszkiewicz M.",Knee (2025) 57 (84-99). Date of Publication: 1 Dec 2025,2025,10.1016/j.knee.2025.07.024,https://www.embase.com/search/results?subaction=viewrecord&id=L2040079851&from=export,Embase
4,Semitendinosus vs quadriceps tendon autograft in anterior cruciate ligament reconstruction (SEQUAR): protocol for a prospective randomized controlled trial,"Castellanos Dolk D., Sarakatsianos V., Wörner T., Östin M., Cristiani R., Kvist J., Stålman A.",BMC Musculoskeletal Disorders (2025) 26:1 Article Number: 951. Date of Publication: 1 Dec 2025,2025,10.1186/s12891-025-09183-w,https://www.embase.com/search/results?subaction=viewrecord&id=L2040529555&from=export,Embase
5,Intra‑articular tranexamic acid improves 1‑ and 3‑month functional recovery but doesnot reduce early post‑operative pain after arthroscopic ACL reconstruction: A triple‑blind randomised trial,"Firoozabadi M.A., Nezhadtabrizi B., Poursalehian M., Razzaghof M., Naghizadeh H., Soleimani M., Mortazavi S.M.J.",Journal of Experimental Orthopaedics (2025) 12:4 Article Number: e70460. Date of Publication: 1 Oct 2025,2025,10.1002/jeo2.70460,https://www.embase.com/search/results?subaction=viewrecord&id=L2036814065&from=export,Embase
6,Evaluation of the Application of BOth Sides Up Ball Training Combined With Resistance Training in Joint Stability Improvement Following Anterior Cruciate Ligament Reconstruction Surgery in Teenage Athletes,"Cao X., Liu J., Zhao J., Feng S., Zhao Z.",Journal of sport rehabilitation (2025) 34:7 (733-739). Date of Publication: 1 Sep 2025,2025,10.1123/jsr.2024-0160,https://www.embase.com/search/results?subaction=viewrecord&id=L646603496&from=export,Embase
7,Similar results with quadrupled semitendinosus and semitendinosus-gracilis graft in anterior cruciate ligament reconstruction: A randomised controlled trial with 2-year follow-up,"Martinez-Cano J.P., Gallego A., Cuadros J., Ibarra L., Mejía F.M., Velasquez-Hammerle M.V., Martinez-Rondanelli A.",Journal of Experimental Orthopaedics (2025) 12:3 Article Number: e70399. Date of Publication: 1 Jul 2025,2025,10.1002/jeo2.70399,https://www.embase.com/search/results?subaction=viewrecord&id=L2036280159&from=export,Embase
8,Evaluation of Return to Military Activities after Combining Anterior Cruciate Ligament Reconstruction with Modified Lateral Extra-articular Tenodesis Versus Anterior Cruciate Ligament Reconstruction Alone in Primary Anterior Cruciate Ligament Tear in Soldiers. A Randomized Comparative Study,"Gupta T.P., Rai S.K., Sirohi B., Kale A., Kashid M., Negi R.S.",Journal of Arthroscopy and Joint Surgery (2025) 12:3 (101-114). Date of Publication: 1 Jul 2025,2025,10.4103/jajs.jajs_66_24,https://www.embase.com/search/results?subaction=viewrecord&id=L2039158003&from=export,Embase
9,Impact of early versus delayed rehabilitation protocols on lower limb strength symmetry after hamstring tendon autograft ACL reconstruction,"Kadivar Y., Katariya C., Merja H.",International Journal of Life Sciences Biotechnology and Pharma Research (2025) 14:7 (1656-1660). Date of Publication: 1 Jul 2025,2025,10.69605/ijlbpr_14.7.2025.278,https://www.embase.com/search/results?subaction=viewrecord&id=L2040075838&from=export,Embase
10,Kneeling tolerance when using quadriceps tendon autograft for anterior cruciate ligament reconstruction is superior to hamstring tendon autograft,"Calvert N.D., Ebert J.R., Radic R.","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (2025) 33:7 (2390-2396). Date of Publication: 1 Jul 2025",2025,10.1002/ksa.12583,https://www.embase.com/search/results?subaction=viewrecord&id=L646302121&from=export,Embase
11,"Comparable Mid- to Long-term Outcomes of Semitendinosus and Semitendinosus/Gracilis Grafts in ACL Reconstruction: Median 8-Year (Range, 5-10 Years) Results From a Randomized Controlled Study","Mo I.F., Harlem T., Faleide A.G.H., Strand T., Vindfeld S., Solheim E., Randsborg P.H., Inderhaug E.",The American journal of sports medicine (2025) 53:9 (2145-2153). Date of Publication: 1 Jul 2025,2025,10.1177/03635465251344106,https://www.embase.com/search/results?subaction=viewrecord&id=L647618842&from=export,Embase
12,Comparison of Clinical Outcomes Between All-Inside and Complete Tibial Tunnel Techniques in Anterior Cruciate Ligament Reconstruction Among Patients With ACL Ruptures,,clinicaltrials.gov (2025). Date of Publication: 9 Jun 2025,2025,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT07023653&from=export,Embase
13,Comparative study of Peroneus longus tendon autograft versus Hamstring tendon autograft in arthroscopic anterior cruciate ligament reconstruction,"Khalil M.H., Zawam S.H.",International Orthopaedics (2025) 49:6 (1365-1372). Date of Publication: 1 Jun 2025,2025,10.1007/s00264-025-06468-6,https://www.embase.com/search/results?subaction=viewrecord&id=L2033557432&from=export,Embase
14,"Medial Collateral Ligament Repair, Isolated Suture-Tape-Bracing and No Repair for Grade III Medial Collateral Ligament Tears During Anterior Cruciate Ligament Reconstruction Have Similar Outcome for Combined Anterior Cruciate Ligament With Medial Collateral Ligament Injury: A 3-Arm Randomized Controlled Trial","Ramakanth R., Sundararajan S.R., Sujith B.S.G., D'Souza T., Arumugam P., Rajasekaran S.",Arthroscopy - Journal of Arthroscopic and Related Surgery (2025) 41:6 (2021-2032). Date of Publication: 1 Jun 2025,2025,10.1016/j.arthro.2024.09.023,https://www.embase.com/search/results?subaction=viewrecord&id=L2035643789&from=export,Embase
15,The addition of lateral extra-articular augmentation procedures to bone-tendon-bone or quadriceps autograft anterior cruciate ligament reconstruction does not negatively affect physical or psychological readiness for return to sport at 6 and 9 months,"LaPrade C.M., Carey E.G., Gachigi K.K., Erbe M., Gabriel C., Riboh J.C.","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (2025). Date of Publication: 1 Jun 2025",2025,10.1002/ksa.12710,https://www.embase.com/search/results?subaction=viewrecord&id=L647612001&from=export,Embase
16,ACL Reconstruction With Quadriceps Tendon Graft vs. Quadrupled Semitendinosus Graft: A Comparison of Patients From the Danish National ACL Reconstruction Database,,clinicaltrials.gov (2025). Date of Publication: 12 May 2025,2025,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT06980285&from=export,Embase
17,The Clinical Efficacy of Anterolateral Complex Augmentation in Patients With ACL Rupture Combined With Excessive Internal Tibial Rotation Subluxation: A Bidirectional Cohort Study,,clinicaltrials.gov (2025). Date of Publication: 29 Apr 2025,2025,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT06961292&from=export,Embase
18,Early versus delayed start of weight-bearing after arthroscopic anterior cruciate ligament reconstruction with hamstring tendons,"Yang X., Li Y., He C., Jin T., Huang Y.",The Journal of sports medicine and physical fitness (2025) 65:2 (230-237). Date of Publication: 1 Feb 2025,2025,10.23736/S0022-4707.24.16134-8,https://www.embase.com/search/results?subaction=viewrecord&id=L645787713&from=export,Embase
19,Comparison of Two Different Rehabilitation Approaches Applied After Anterior Cruciate Ligament Reconstruction,,clinicaltrials.gov (2025). Date of Publication: 9 Jan 2025,2025,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT06831279&from=export,Embase
20,Long-term Outcomes After Anterior Cruciate Ligament Reconstruction With 3 Different Surgical Techniques: A Prospective Randomized Clinical and Radiographic Evaluation at a Minimum of 20 Years’ Follow-up,"Lucidi G.A., Agostinone P., Di Paolo S., Dal Fabbro G., Serra M., Viotto M., Grassi A., Zaffagnini S.",Orthopaedic Journal of Sports Medicine (2025) 13:1. Date of Publication: 1 Jan 2025,2025,10.1177/23259671241302348,https://www.embase.com/search/results?subaction=viewrecord&id=L2033011534&from=export,Embase
21,A randomized controlled trial on oblique incisions for ACL reconstruction: Minimizing sensory deficit without compromising outcome,"Duraiswamy G., Ashraf M., Paul E., K S.S., Rajan D.V.",Journal of Clinical Orthopaedics and Trauma (2025) 60 Article Number: 102865. Date of Publication: 1 Jan 2025,2025,10.1016/j.jcot.2024.102865,https://www.embase.com/search/results?subaction=viewrecord&id=L2036337079&from=export,Embase
22,Clinical and functional comparison of bone–patellar tendon–bone and hamstring tendon autografts in anterior cruciate ligament reconstruction: A randomized controlled trial,"Elazab A.M.A., Reda W., Soliman A.E.M.E., Gad A.M.",Apunts Sports Medicine (2025) Article Number: 100507. Date of Publication: 2025,2025,10.1016/j.apunsm.2025.100507,https://www.embase.com/search/results?subaction=viewrecord&id=L2042010517&from=export,Embase
23,The Comparison of Tunnel Morphology and Graft Healing in Anterior Cruciate Ligament Reconstructions Using Peroneus Longus And Hamstring Tendons,,clinicaltrials.gov (2025). Date of Publication: 1 Jan 2025,2025,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT06769711&from=export,Embase
24,"The Effect of Cognitive-Based Neuromuscular Exercises on Reaction Time, Joint Position Sense, Proprioceptive Force Sense and Balance in Individuals Who Had Anterior Cruciate Ligament Surgery",,clinicaltrials.gov (2024). Date of Publication: 18 Dec 2024,2024,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT06755398&from=export,Embase
25,"Comparison of Conservative Treatment With Blood Flow Restriction With Standard Management in Total ACL Rupture. ""Randomized Clinical Trial""",,clinicaltrials.gov (2024). Date of Publication: 30 Nov 2024,2024,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT06727344&from=export,Embase
26,Reduced Knee Flexion Strength 18 Years After ACL Reconstruction With Hamstring Tendon Versus Patellar Tendon,"Popovic M., Myhre J.R., Holen J.I.H., Gifstad T., Strand I.L., Strand T., Mo I.F., Fischer-Bredenbeck C., Drogset J.O.",The American journal of sports medicine (2024) 52:11 (2750-2757). Date of Publication: 1 Sep 2024,2024,10.1177/03635465241271524,https://www.embase.com/search/results?subaction=viewrecord&id=L645161056&from=export,Embase
27,ACL Reconstruction Using Quadrupled Semitendinosus Versus Double-Stranded Semitendinosus and Gracilis Autograft: 2-Year Results From a Prospective Randomized Controlled Study,"Mo I.F., Harlem T., Faleide A.G.H., Strand T., Vindfeld S., Solheim E., Inderhaug E.",The American journal of sports medicine (2024) 52:8 (1927-1936). Date of Publication: 1 Jul 2024,2024,10.1177/03635465241254048,https://www.embase.com/search/results?subaction=viewrecord&id=L644457447&from=export,Embase
28,Combined Intra- and Extra-articular ACL Reconstruction Versus Isolated Intra-articular ACL Reconstruction: Prospective Multicenter Randomized Clinical Trial With Hamstring Autograft,,clinicaltrials.gov (2024). Date of Publication: 3 Jun 2024,2024,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT06505525&from=export,Embase
29,Early effectiveness of local injection of multimodal drug cocktail during anterior cruciate ligament reconstruction and its influence on cartilage,"Yu H., Dong Z., Shi Z., Li L., Dong K., Liu H., Li Y.",Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery (2024) 38:5 (562-569). Date of Publication: 15 May 2024,2024,10.7507/1002-1892.202402054,https://www.embase.com/search/results?subaction=viewrecord&id=L644280667&from=export,Embase
30,A Prospective Randomized Controlled Trial Investigating Quadriceps Versus Hamstring Tendon Autograft in Anterior Cruciate Ligament Reconstruction,"Ebert J.R., Calvert N.D., Radic R.",The American journal of sports medicine (2024) 52:3 (660-669). Date of Publication: 1 Mar 2024,2024,10.1177/03635465231222279,https://www.embase.com/search/results?subaction=viewrecord&id=L643379605&from=export,Embase
31,The Efficacy of Intra-articular Tranexamic Acid Injection With Different Drainage Clamping Time in Postoperative Bleeding and Pain After Arthroscopic Anterior Cruciate Ligament Reconstruction,,clinicaltrials.gov (2024). Date of Publication: 20 Feb 2024,2024,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT06280456&from=export,Embase
32,Anterior Cruciate Ligament Reconstruction Plus Lateral Extra-articular Tenodesis Has a Similar Return-to-Sport Rate to Anterior Cruciate Ligament Reconstruction Alone but a Lower Failure Rate,"Rezansoff A., Firth A.D., Bryant D.M., Litchfield R., Getgood A.M.J., Bryant D.M., Litchfield R., Getgood A.M.J., Bryant D.M., McCormack R.G., McCormack R.G., Heard M., MacDonald P.B., MacDonald P.B., Spalding T., Verdonk P.C.M., Verdonk P.C.M., Bardana D., Peterson D., Bardana D., Getgood A.M.J., Bryant D.M., Litchfield R., Willits K., Birmingham T., Hewison C., Firth A.D., Pinto R., Martindale A., O'Neill L., Jennings M., Daniluk M., McCormack R.G., Boyer D., Zomar M., Buchko G.M., Hiemstra L.A., Kerslake S., Tynedal J., MacDonald P.B., Stranges G., McRae S., Brown H., Rezansoff A., Mohtadi N., Chan D., Garven A., Peterson D., Simunovic N., Duong A., Skelly M., Shanmugaraj A., Bardana D., Howells F., Spalding T., Thompson P., Metcalfe A., Verdonk P.C.M., Declerq G.",Arthroscopy - Journal of Arthroscopic and Related Surgery (2024) 40:2 (384-396.e1). Date of Publication: 1 Feb 2024,2024,10.1016/j.arthro.2023.05.019,https://www.embase.com/search/results?subaction=viewrecord&id=L2027200698&from=export,Embase
33,A prospective randomized controlled study of hamstring and bone-free quadriceps tendons autografts in arthroscopic ACL reconstruction,"Tang N., Eren M., Gurpinar T., Ozturkmen Y.",European Journal of Orthopaedic Surgery and Traumatology (2024) 34:1 (293-301). Date of Publication: 1 Jan 2024,2024,10.1007/s00590-023-03636-5,https://www.embase.com/search/results?subaction=viewrecord&id=L2024539214&from=export,Embase
34,Comparative Study Between Functional Outcome of Knee with ACL Recontruction Using Hamstring Graft vs Peroneus longus Graft,"Siddique M.S., Chhutani D., Vatsa A.",Research Journal of Medical Sciences (2024) 18:3 (254-259). Date of Publication: 2024,2024,10.59218/makrjms.2024.3.254.259,https://www.embase.com/search/results?subaction=viewrecord&id=L2035509225&from=export,Embase
35,Female Athletes With Better Psychological Readiness Are at Higher Risk for Second ACL Injury After Primary ACL Reconstruction,"Zarzycki R., Cummer K., Arhos E., Failla M., Capin J.J., Smith A.H., Snyder-Mackler L.",Sports health (2024) 16:1 (149-154). Date of Publication: 1 Jan 2024,2024,10.1177/19417381231155120,https://www.embase.com/search/results?subaction=viewrecord&id=L640825410&from=export,Embase
36,Two-stage ligament reconstruction with remnant preservation as treatment of knee dislocation,"Ma W., Yang Y., Ha X.",BMC surgery (2023) 23:1 (371). Date of Publication: 8 Dec 2023,2023,10.1186/s12893-023-02271-5,https://www.embase.com/search/results?subaction=viewrecord&id=L642991335&from=export,Embase
37,"Earlier Return to Sports, Reduced Donor-Site Morbidity with Doubled Peroneus Longus Versus Quadrupled Hamstring Tendon Autograft in ACL Reconstruction","Saeed U.B., Ramzan A., Anwar M., Tariq H., Tariq H., Yasin A., Mehmood T.",JBJS Open Access (2023) 8:4 Article Number: 00051. Date of Publication: 6 Dec 2023,2023,10.2106/JBJS.OA.23.00051,https://www.embase.com/search/results?subaction=viewrecord&id=L2029140011&from=export,Embase
38,ARAVET : Antero-lateral Ligament Reconstruction Versus Modified Lemaire's Lateral Extra-articular Tenodesis in Combination With ACL Reconstruction With a Minimum Follow up of 2 Years: a Randomized Controlled Trial,,clinicaltrials.gov (2023). Date of Publication: 17 Nov 2023,2023,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT06147427&from=export,Embase
39,"Nordic hamstring exercises in functional knee rehabilitation after anterior cruciate ligament reconstruction: a prospective, randomised, controlled study","Chen J., Wu T., Guo Y.",Scientific reports (2023) 13:1 (19039). Date of Publication: 3 Nov 2023,2023,10.1038/s41598-023-45817-6,https://www.embase.com/search/results?subaction=viewrecord&id=L642688422&from=export,Embase
40,Augmentation of ACL Autograft Reconstruction With an Amnion Collagen Matrix Wrap and Bone Marrow Aspirate Concentrate: A Pilot Randomized Controlled Trial With 2-Year Follow-up,"Anz A.W., Jordan S.E., Ostrander R.V., Branch E.A., Denney T.S., Cohen A., Andrews J.R.",Orthopaedic Journal of Sports Medicine (2023) 11:11. Date of Publication: 1 Nov 2023,2023,10.1177/23259671231210035,https://www.embase.com/search/results?subaction=viewrecord&id=L2026647031&from=export,Embase
41,Evaluation the results of anterior cruciate ligament reconstruction with or without using antibiotic solution during graft preparation,"Mousavi S.H., Radi M., Kazemi D., Izadpanah F., Shahrouzian A.",European Journal of Orthopaedic Surgery and Traumatology (2023) 33:7 (3033-3036). Date of Publication: 1 Oct 2023,2023,10.1007/s00590-023-03522-0,https://www.embase.com/search/results?subaction=viewrecord&id=L2022343982&from=export,Embase
42,Autologous Peroneus Longus Versus Hamstring Tendon for Anterior Cruciate Ligament Reconstruction in Knee,"Kumar D., Kunder R., Verma P.K., Lakhtakia P.K.",International Journal of Life Sciences Biotechnology and Pharma Research (2023) 12:4 (2052-2054). Date of Publication: 1 Oct 2023,2023,,https://www.embase.com/search/results?subaction=viewrecord&id=L2039492805&from=export,Embase
43,Application of 3D-Printed Personalized Guide for Lateral Femoral Positioning in Anterior Cruciate Ligament Reconstruction of the Knee,"Lan X., Huang J., Tian F., Wang S., Liu C., Wang J.",Alternative therapies in health and medicine (2023) 29:7 (360-364). Date of Publication: 1 Oct 2023,2023,,https://www.embase.com/search/results?subaction=viewrecord&id=L641894585&from=export,Embase
44,Comparison of Infection Rate Between Vancomycin and Gentamycin for Intraoperative Presoaking of Graft in Primary Anterior Cruciate Ligament Reconstruction ( Randomized Controlled Trial ),,clinicaltrials.gov (2023). Date of Publication: 16 Sep 2023,2023,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT06050785&from=export,Embase
45,No increase in adverse events with lateral extra-articular tenodesis augmentation of anterior cruciate ligament reconstruction – Results from the stability randomized trial,"Heard M., Marmura H., Bryant D., Litchfield R., McCormack R., MacDonald P., Spalding T., Verdonk P., Peterson D., Bardana D., Rezansoff A., Getgood A.",Journal of ISAKOS (2023) 8:4 (246-254). Date of Publication: 1 Aug 2023,2023,10.1016/j.jisako.2022.12.001,https://www.embase.com/search/results?subaction=viewrecord&id=L2024445408&from=export,Embase
46,Functional Outcomes of Quadriceps Tendon versus Hamstring Tendon Autograft using Suspensory Fixation at Femoral and Tibial Sites for Primary Anterior Cruciate Ligament Reconstruction: A Randomised Controlled Study,"Khatri R.Y., Patil V., Kulkarni S., Naik S., Nandi S.",Journal of Clinical and Diagnostic Research (2023) 17:8 (RC17-RC21). Date of Publication: 1 Aug 2023,2023,10.7860/JCDR/2023/64284.18350,https://www.embase.com/search/results?subaction=viewrecord&id=L2034905231&from=export,Embase
47,"Clinical Translation of Biodegradable Magnesium Wire for Augmentation of Anterior Cruciate Ligament (ACL) Reconstruction From Bench Side to Bedside: A Multicentre, Double-blinded, Randomised Controlled Trial",,clinicaltrials.gov (2023). Date of Publication: 31 Jul 2023,2023,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT05983692&from=export,Embase
48,Comparison of Single-bundle Versus Double-bundle Anterior Cruciate Ligament Reconstruction: Short-term and Long-term Function and Imaging Results,,clinicaltrials.gov (2023). Date of Publication: 27 Jul 2023,2023,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT06303726&from=export,Embase
49,Posterior tibial slope (PTS) ≥ 10 degrees is a risk factor for further anterior cruciate ligament (ACL) injury; BMI is not,"Fares A., Horteur C., Abou Al Ezz M., Hardy A., Rubens-Duval B., Karam K., Gaulin B., Pailhe R.",European Journal of Orthopaedic Surgery and Traumatology (2023) 33:5 (2091-2099). Date of Publication: 1 Jul 2023,2023,10.1007/s00590-022-03406-9,https://www.embase.com/search/results?subaction=viewrecord&id=L2019416934&from=export,Embase
50,Osteoconductive Scaffold Placed at the Femoral Tunnel Aperture in Hamstring Tendon ACL Reconstruction: A Randomized Controlled Trial,"Götschi T., Hodel S., Kühne N., Bachmann E., Li X., Zimmermann S.M., Snedeker J.G., Fucentese S.F.",Orthopaedic Journal of Sports Medicine (2023) 11:6. Date of Publication: 1 Jun 2023,2023,10.1177/23259671231174478,https://www.embase.com/search/results?subaction=viewrecord&id=L2023633083&from=export,Embase
51,Effects of Platelet-Rich Fibrin on Knee Muscle Strength and Function in Patients With Anterior Cruciate Ligament Reconstruction,,clinicaltrials.gov (2023). Date of Publication: 27 May 2023,2023,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT05904158&from=export,Embase
